isin,market,segment.translations.others,instrumentType.originalValue,instrumentType,securityType,originCountryCode,originCountry,industrySector.originalValue,industrySector,sector,subsector
DE000A12DM80,Regulated Market,Prime Standard,1002,Common shares,Registered share,DE,Germany,180,Holding companies,Media,Advertising
DE0006070006,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,180,Holding companies,Construction,Construction & Engineering
DE000A0LD6E6,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,180,Holding companies,Pharma & Healthcare,Health Care
GB0002875804,Open Market,,1002,Common shares,Registered share,GB,Great Britain,150,Consumer goods/food/breweries/paper,,
DE0007664005,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,91,Automotive and mechanical engineering,Automobile,Automobile Manufacturers
US02079K3059,Open Market,,1002,Common shares,Registered share,US,USA,900,Foreign shares,,
US70450Y1038,Open Market,,1002,Common shares,Registered share,US,USA,180,Holding companies,,
US30303M1027,Open Market,,1002,Common shares,Registered share,US,USA,172,Software,,
DE000A0Z2ZZ5,Regulated Market,Prime Standard,1002,Common shares,Registered share,DE,Germany,173,Telecommunication Services,Telecommunication,Wireless Communication
DE0007010803,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,Industrial,Industrial Products & Services
DE000A0D6554,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,180,Holding companies,Industrial,Renewable Energies
DE0006048408,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,51,Chemistry/pharmacy,Consumer,Personal Products
DE0006452907,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,180,Holding companies,Software,Software
GB00BP6MXD84,Open Market,,1002,Common shares,Registered share,GB,Great Britain,120,"Potash, oil, natural gas, carbon",,
US72919P2020,Open Market,,1002,Common shares,Registered share,US,USA,900,Foreign shares,,
NL0012044747,Regulated Market,Prime Standard,1002,Common shares,Bearer share,NL,Netherlands ,51,Chemistry/pharmacy,Retail,"Retail, Internet"
US09075V1026,Open Market,,1002,Common shares,Registered share,DE,Germany,190,Other german shares,,
DE000SHA0159,Regulated Market,Prime Standard,1003,Preffered shares,Bearer share,DE,Germany,180,Holding companies,Automobile,Auto Parts & Equipment
DE0006095003,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,Utilities,Renewable Energies
DE000FTG1111,Regulated Market,Prime Standard,1002,Common shares,Registered share,DE,Germany,180,Holding companies,Financial Services,Securities Brokers
DE0005773303,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,Transportation & Logistics,Transportation Services
US6541101050,Open Market,,1002,Common shares,Registered share,US,USA,91,Automotive and mechanical engineering,,
DE0005089031,Regulated Market,Prime Standard,1002,Common shares,Registered share,DE,Germany,180,Holding companies,Software,Internet
DE000A0JL9W6,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,70,Service/energy,Industrial,Renewable Energies
DE000A3H2200,Regulated Market,Prime Standard,1002,Common shares,Registered share,DE,Germany,190,Other german shares,Software,IT-Services
DE0006766504,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,110,"Non-ferrous metals, wire plantsand cabels",Basic Resources,Steel & Other Metals
DE0007231326,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,170,Traffic,Transportation & Logistics,Transportation Services
DE000A2LQ884,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,171,Trade,Retail,"Retail, Internet"
DE0005565204,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,180,Holding companies,Industrial,Industrial Machinery
DE000HAG0005,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,900,Foreign shares,Technology,Semiconductors
DE000A0TGJ55,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,180,Holding companies,Industrial,Advanced Industrial Equipment
DE000A0SMU87,Open Market,,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,,
DK0060534915,Open Market,,1002,Common shares,Registered share,DK,Denmark,51,Chemistry/pharmacy,,
DE000STRA555,Regulated Market,Prime Standard,1002,Common shares,Registered share,DE,Germany,190,Other german shares,Pharma & Healthcare,Medical Technology
DE0005677108,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,91,Automotive and mechanical engineering,Technology,Semiconductors
US19260Q1076,Open Market,,1002,Common shares,Registered share,US,USA,172,Software,,
DE000PSM7770,Regulated Market,Prime Standard,1002,Common shares,Registered share,DE,Germany,160,Entertainment/Leisure,Media,Broadcasting
US0079031078,Open Market,,1002,Common shares,Registered share,US,USA,61,Electronic engineering,,
DE000WAF3001,Regulated Market,Prime Standard,1002,Common shares,Registered share,DE,Germany,190,Other german shares,Technology,Semiconductors
DE0008019001,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,81,Bank/insurance,Banks,Credit Banks
DE0005419105,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,180,Holding companies,Software,IT-Services
DE000A2NB601,Regulated Market,Prime Standard,1002,Common shares,Registered share,DE,Germany,61,Electronic engineering,Industrial,Advanced Industrial Equipment
US01609W1027,Open Market,,1002,Common shares,Registered share,KY,Cayman Islands,171,Trade,,
GB0007980591,Open Market,,1002,Common shares,Registered share,GB,Great Britain,120,"Potash, oil, natural gas, carbon",,
US4581401001,Open Market,,1002,Common shares,Registered share,US,USA,900,Foreign shares,,
DE000A3E5D64,Regulated Market,Prime Standard,1003,Preffered shares,Registered share,DE,Germany,180,Holding companies,Chemicals,"Chemicals, Specialty"
LU0775917882,Regulated Market,Prime Standard,1002,Common shares,Bearer share,LU,Luxembourg ,900,Foreign shares,Financial Services,Real Estate
DE0007297004,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,150,Consumer goods/food/breweries/paper,Food & Beverages,Food
DE000DWS1007,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,180,Holding companies,Financial Services,Diversified Financial
DE0005772206,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,150,Consumer goods/food/breweries/paper,Retail,"Retail, Specialty"
DE0006335003,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,91,Automotive and mechanical engineering,Industrial,Industrial Machinery
US4781601046,Open Market,,1002,Common shares,Registered share,US,USA,51,Chemistry/pharmacy,,
DE000VTSC017,Regulated Market,Prime Standard,1002,Common shares,Registered share,DE,Germany,190,Other german shares,Automobile,Auto Parts & Equipment
IE00BYTBXV33,Open Market,,1002,Common shares,Registered share,IE,Ireland,170,Traffic,,
US69608A1088,Open Market,,1002,Common shares,Registered share,US,USA,172,Software,,
DE000A0HN5C6,Regulated Market,General Standard,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,Financial Services,Real Estate
AT0000A0E9W5,Regulated Market,Prime Standard,1002,Common shares,Bearer share,AT,Austria,171,Trade,Technology,Electronic Components & Hardware
FI0009000681,Open Market,,1002,Common shares,Registered share,FI,Finland,61,Electronic engineering,,
DE0007257503,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,180,Holding companies,Retail,"Retail, Specialty"
DE000A35JSW8,Regulated Market,Prime Standard,1002,Common shares,Registered share,DE,Germany,172,Software,,
DE0007461006,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,Industrial,Advanced Industrial Equipment
DE0007235301,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,180,Holding companies,Chemicals,"Chemicals, Specialty"
GB0007188757,Open Market,,1002,Common shares,Registered share,GB,Great Britain,110,"Non-ferrous metals, wire plantsand cabels",,
CH0038389992,Regulated Market,Prime Standard,1002,Common shares,Registered share,CH,Switzerland,900,Foreign shares,Pharma & Healthcare,Biotechnology
DE0005104400,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,172,Software,Software,Software
US79466L3024,Open Market,,1002,Common shares,Registered share,US,USA,172,Software,,
LU1704650164,Regulated Market,Prime Standard,1002,Common shares,Bearer share,LU,Luxembourg ,900,Foreign shares,Industrial,Industrial Products & Services
DE0007493991,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,180,Holding companies,Media,Advertising
GB00B24CGK77,Open Market,,1002,Common shares,Registered share,GB,Great Britain,150,Consumer goods/food/breweries/paper,,
US02079K1079,Open Market,,1002,Common shares,Registered share,US,USA,900,Foreign shares,,
DE0005800601,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,172,Software,Software,IT-Services
DE000NCA0001,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,171,Trade,Industrial,Renewable Energies
DE0005909006,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,130,Construction/ construction materials,Industrial,Industrial Products & Services
DE000BFB0019,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,180,Holding companies,Retail,"Retail, Multiline"
FR0000120271,Open Market,,1002,Common shares,Bearer share,FR,France,120,"Potash, oil, natural gas, carbon",,
DE0006219934,Regulated Market,Prime Standard,1003,Preffered shares,Bearer share,DE,Germany,180,Holding companies,Industrial,Industrial Machinery
US4592001014,Open Market,,1002,Common shares,Registered share,US,USA,173,Telecommunication Services,,
DE0005659700,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,Pharma & Healthcare,Medical Technology
DE000A0LR936,Open Market,Basic Board,1002,Common shares,Bearer share,DE,Germany,130,Construction/ construction materials,Industrial,Industrial Products & Services
DE000UNSE018,Regulated Market,Prime Standard,1002,Common shares,Registered share,DE,Germany,70,Service/energy,Utilities,Multi-Utilities
NL0011821202,Open Market,,1002,Common shares,Registered share,NL,Netherlands ,81,Bank/insurance,,
DE000A288904,Regulated Market,Prime Standard,1002,Common shares,Registered share,DE,Germany,172,Software,Software,Software
DE000SAFH001,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,Industrial,Industrial Machinery
LU0061462528,Regulated Market,Prime Standard,1002,Common shares,Bearer share,LU,Luxembourg ,900,Foreign shares,Media,Broadcasting
DE000A2GS401,Regulated Market,Prime Standard,1002,Common shares,Registered share,DE,Germany,172,Software,Software,Software
DE0007231334,Regulated Market,Prime Standard,1003,Preffered shares,Bearer share,DE,Germany,170,Traffic,Transportation & Logistics,Transportation Services
DE000A3E5D56,Regulated Market,Prime Standard,1002,Common shares,Registered share,DE,Germany,180,Holding companies,Chemicals,"Chemicals, Specialty"
GB00BH4HKS39,Open Market,,1002,Common shares,Registered share,GB,Great Britain,173,Telecommunication Services,,
DE0007165607,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,61,Electronic engineering,Pharma & Healthcare,Biotechnology
DE0006916604,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,91,Automotive and mechanical engineering,Industrial,Advanced Industrial Equipment
DE000A1K0235,Regulated Market,Prime Standard,1002,Common shares,Registered share,DE,Germany,190,Other german shares,Technology,Semiconductors
DE000TRAT0N7,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,180,Holding companies,Industrial,Heavy Machinery
LU2333210958,Regulated Market,Prime Standard,1002,Common shares,Registered share,LU,Luxembourg ,900,Foreign shares,Software,Software
GB0004544929,Open Market,,1002,Common shares,Registered share,GB,Great Britain,150,Consumer goods/food/breweries/paper,,
US0846707026,Open Market,,1002,Common shares,Registered share,US,USA,150,Consumer goods/food/breweries/paper,,
US7475251036,Open Market,,1002,Common shares,Registered share,US,USA,900,Foreign shares,,
US7427181091,Open Market,,1002,Common shares,Registered share,US,USA,150,Consumer goods/food/breweries/paper,,
FR0000121014,Open Market,,1002,Common shares,Bearer share,FR,France,150,Consumer goods/food/breweries/paper,,
DE0005313506,Regulated Market,General Standard,1002,Common shares,Bearer share,DE,Germany,70,Service/energy,Industrial,Renewable Energies
US00724F1012,Open Market,,1002,Common shares,Registered share,US,USA,900,Foreign shares,,
US1912161007,Open Market,,1002,Common shares,Registered share,US,USA,150,Consumer goods/food/breweries/paper,,
DE000A0JBPG2,Regulated Market,Prime Standard,1002,Common shares,Registered share,DE,Germany,190,Other german shares,Industrial,Renewable Energies
DE000A3E00M1,Regulated Market,Prime Standard,1002,Common shares,Registered share,DE,Germany,173,Telecommunication Services,Software,Internet
DE000PAT1AG3,Regulated Market,Prime Standard,1002,Common shares,Registered share,DE,Germany,190,Other german shares,Financial Services,Real Estate
DE0006305006,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,180,Holding companies,Industrial,Industrial Machinery
DE000A3CNK42,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,180,Holding companies,Retail,"Retail, Internet"
DE000A1EWVY8,Open Market,Scale,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,Pharma & Healthcare,Biotechnology
DE0007667107,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,180,Holding companies,Industrial,Industrial Products & Services
FR0000120628,Open Market,,1002,Common shares,Bearer share,FR,France,180,Holding companies,,
US30231G1022,Open Market,,1002,Common shares,Registered share,US,USA,120,"Potash, oil, natural gas, carbon",,
DE0005550636,Regulated Market,Prime Standard,1003,Preffered shares,Bearer share,DE,Germany,91,Automotive and mechanical engineering,Pharma & Healthcare,Medical Technology
DE000A0HHJR3,Open Market,Scale,1002,Common shares,Bearer share,DE,Germany,180,Holding companies,Retail,"Retail, Internet"
US7170811035,Open Market,,1002,Common shares,Registered share,US,USA,51,Chemistry/pharmacy,,
US91324P1021,Open Market,,1002,Common shares,Registered share,US,USA,900,Foreign shares,,
DE000A161N30,Regulated Market,Prime Standard,1002,Common shares,Registered share,DE,Germany,190,Other german shares,Financial Services,Diversified Financial
DE0006083405,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,180,Holding companies,Retail,"Retail, Specialty"
DE000A1X3XX4,Regulated Market,Prime Standard,1002,Common shares,Registered share,DE,Germany,190,Other german shares,Financial Services,Real Estate
GB00B1XZS820,Open Market,,1002,Common shares,Registered share,GB,Great Britain,900,Foreign shares,,
DE000A2NB650,Regulated Market,Prime Standard,1002,Common shares,Registered share,DE,Germany,190,Other german shares,Financial Services,Private Equity & Venture Capital
DE000WACK012,Regulated Market,Prime Standard,1002,Common shares,Registered share,DE,Germany,180,Holding companies,Industrial,Industrial Machinery
DE000A0LAUP1,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,180,Holding companies,Industrial,Renewable Energies
US8522341036,Open Market,,1002,Common shares,Registered share,US,USA,900,Foreign shares,,
ES0178430E18,Open Market,,1002,Common shares,Bearer share,ES,Spain,173,Telecommunication Services,,
DE000KC01000,Regulated Market,Prime Standard,1002,Common shares,Registered share,DE,Germany,101,Steel,Industrial,Industrial Products & Services
US29355A1079,Open Market,,1002,Common shares,Registered share,US,USA,900,Foreign shares,,
US92343V1044,Open Market,,1002,Common shares,Registered share,US,USA,173,Telecommunication Services,,
US2546871060,Open Market,,1002,Common shares,Registered share,US,USA,160,Entertainment/Leisure,,
US88579Y1010,Open Market,,1002,Common shares,Registered share,US,USA,900,Foreign shares,,
GB00B7KR2P84,Open Market,,1002,Common shares,Registered share,GB,Great Britain,900,Foreign shares,,
ES0113900J37,Open Market,,1002,Common shares,Registered share,ES,Spain,81,Bank/insurance,,
DE000A11QW68,Regulated Market,General Standard,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,Industrial,Renewable Energies
US17275R1023,Open Market,,1002,Common shares,Registered share,US,USA,900,Foreign shares,,
US00206R1023,Open Market,,1002,Common shares,Registered share,US,USA,173,Telecommunication Services,,
DE000A2GS5D8,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,51,Chemistry/pharmacy,Pharma & Healthcare,Pharmaceuticals
SE0000108656,Open Market,,1002,Common shares,Registered share,SE,Sweden,173,Telecommunication Services,,
DE000A1H8BV3,Regulated Market,Prime Standard,1002,Common shares,Registered share,DE,Germany,180,Holding companies,Industrial,Industrial Products & Services
DE0005102008,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,61,Electronic engineering,Industrial,Advanced Industrial Equipment
DE0007314007,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,91,Automotive and mechanical engineering,Industrial,Industrial Machinery
DE000A0HL8N9,Open Market,Scale,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,Industrial,Renewable Energies
GB0005405286,Open Market,,1002,Common shares,Registered share,GB,Great Britain,180,Holding companies,,
NL00150001Q9,Open Market,,1002,Common shares,Registered share,NL,Netherlands ,91,Automotive and mechanical engineering,,
AT0000743059,Open Market,,1002,Common shares,Bearer share,AT,Austria,70,Service/energy,,
US5801351017,Open Market,,1002,Common shares,Registered share,US,USA,150,Consumer goods/food/breweries/paper,,
US92826C8394,Open Market,,1002,Common shares,Registered share,US,USA,900,Foreign shares,,
DE000A14KRD3,Regulated Market,Prime Standard,1001,Shares,Bearer share,DE,Germany,28,Funds,Financial Services,Real Estate
GB00BN7SWP63,Open Market,,1002,Common shares,Registered share,GB,Great Britain,900,Foreign shares,,
DE0006292030,Regulated Market,General Standard,1003,Preffered shares,Bearer share,DE,Germany,91,Automotive and mechanical engineering,Industrial,Industrial Machinery
DE000STAB1L8,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,900,Foreign shares,Industrial,Industrial Machinery
DE0005545503,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,171,Trade,Telecommunication,Wireless Communication
DE0006580806,Open Market,Scale,1002,Common shares,Bearer share,DE,Germany,180,Holding companies,Software,Software
DE000A0S8488,Regulated Market,Prime Standard,1002,Common shares,Registered share,DE,Germany,190,Other german shares,Transportation & Logistics,Transportation Services
DE000A3CSAE2,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,171,Trade,Retail,"Retail, Internet"
GB00B10RZP78,Open Market,,1002,Common shares,Registered share,GB,Great Britain,51,Chemistry/pharmacy,,
DE0005878003,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,91,Automotive and mechanical engineering,Industrial,Industrial Machinery
DE000A2YN504,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,91,Automotive and mechanical engineering,Automobile,Automobile Manufacturers
DE000JST4000,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,Automobile,Auto Parts & Equipment
DK0061539921,Open Market,,1002,Common shares,Registered share,DK,Denmark,70,Service/energy,,
DE000A0Z23Q5,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,172,Software,Software,IT-Services
DE000A13SX22,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,Automobile,Auto Parts & Equipment
US5951121038,Open Market,,1002,Common shares,Registered share,US,USA,61,Electronic engineering,,
DE000A2NBX80,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,Financial Services,Real Estate
US90353T1007,Open Market,,1002,Common shares,Registered share,US,USA,172,Software,,
DE000A3H2333,Regulated Market,Prime Standard,1001,Shares,Registered share,DE,Germany,28,Funds,Financial Services,Real Estate
DE0005403901,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,180,Holding companies,Consumer,Leisure
US11135F1012,Open Market,,1002,Common shares,Registered share,US,USA,61,Electronic engineering,,
US0382221051,Open Market,,1002,Common shares,Registered share,US,USA,900,Foreign shares,,
DE0005093108,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,Industrial,Industrial Products & Services
DE000A0ETBQ4,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,Industrial,"Industrial, Diversified"
IT0003132476,Open Market,,1002,Common shares,Registered share,IT,Italy,70,Service/energy,,
LU1598757687,Open Market,,1002,Common shares,Registered share,LU,Luxembourg ,900,Foreign shares,,
US00486H1059,Regulated Market,Prime Standard,1002,Common shares,Registered share,US,USA,900,Foreign shares,Technology,Communications Technology
LU2333563281,Regulated Market,Prime Standard,1002,Common shares,Bearer share,LU,Luxembourg ,160,Entertainment/Leisure,Consumer,"Leisure, Goods & Services"
DE0005936124,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,170,Traffic,Technology,Communications Technology
US5324571083,Open Market,,1002,Common shares,Registered share,US,USA,51,Chemistry/pharmacy,,
DE0007203705,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,Software,IT-Services
DE0007856023,Regulated Market,Prime Standard,1002,Common shares,Registered share,DE,Germany,190,Other german shares,Automobile,Auto Parts & Equipment
DE0005194062,Regulated Market,Prime Standard,1002,Common shares,Registered share,DE,Germany,180,Holding companies,Industrial,Industrial Products & Services
DE0008051004,Regulated Market,Prime Standard,1002,Common shares,Registered share,DE,Germany,180,Holding companies,Banks,Mortgage Banks
IT0005239360,Regulated Market,General Standard,1002,Common shares,Registered share,IT,Italy,81,Bank/insurance,Banks,Credit Banks
DE0005493092,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,160,Entertainment/Leisure,Media,Movies & Entertainment
FR0000133308,Open Market,,1002,Common shares,Bearer share,FR,France,173,Telecommunication Services,,
DE0007276503,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,173,Telecommunication Services,Software,IT-Services
US02376R1023,Open Market,,1002,Common shares,Registered share,US,USA,170,Traffic,,
LU1250154413,Regulated Market,Prime Standard,1002,Common shares,Registered share,LU,Luxembourg ,130,Construction/ construction materials,Financial Services,Real Estate
CA0679011084,Open Market,,1002,Common shares,Registered share,CA,Canada,110,"Non-ferrous metals, wire plantsand cabels",,
DE000A1MMCC8,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,180,Holding companies,Pharma & Healthcare,Pharmatceuticals
US09857L1089,Open Market,,1002,Common shares,Registered share,US,USA,900,Foreign shares,,
DE0007074007,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,150,Consumer goods/food/breweries/paper,Industrial,Industrial Products & Services
DE0006636681,Regulated Market,Prime Standard,1002,Common shares,Registered share,DE,Germany,190,Other german shares,Industrial,Internet
US6516391066,Open Market,,1002,Common shares,Registered share,US,USA,110,"Non-ferrous metals, wire plantsand cabels",,
DE0005157101,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,Industrial,Advanced Industrial Equipment
US0970231058,Open Market,,1002,Common shares,Registered share,US,USA,170,Traffic,,
GB0009895292,Open Market,,1002,Common shares,Registered share,GB,Great Britain,51,Chemistry/pharmacy,,
FR0000120321,Open Market,,1002,Common shares,Bearer share,FR,France,51,Chemistry/pharmacy,,
US68389X1054,Open Market,,1002,Common shares,Registered share,US,USA,61,Electronic engineering,,
DE0006450000,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,91,Automotive and mechanical engineering,Industrial,Advanced Industrial Equipment
NL0015436031,Open Market,,1002,Common shares,Registered share,NL,Netherlands ,51,Chemistry/pharmacy,,
DE0005550602,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,91,Automotive and mechanical engineering,Pharma & Healthcare,Medical Technology
CA0585861085,Open Market,,1002,Common shares,Registered share,CA,Canada,70,Service/energy,,
US87612E1064,Open Market,,1002,Common shares,Registered share,US,USA,140,Stores,,
IE00BTN1Y115,Open Market,,1002,Common shares,Registered share,IE,Ireland,900,Foreign shares,,
DE0007657231,Regulated Market,Prime Standard,1003,Preffered shares,Bearer share,DE,Germany,150,Consumer goods/food/breweries/paper,Consumer,Household Appliances & Housewares
GB0031348658,Open Market,,1002,Common shares,Registered share,GB,Great Britain,81,Bank/insurance,,
US81762P1021,Open Market,,1002,Common shares,Registered share,US,USA,172,Software,,
US38141G1040,Open Market,,1002,Common shares,Registered share,US,USA,900,Foreign shares,,
US1667641005,Open Market,,1002,Common shares,Registered share,US,USA,120,"Potash, oil, natural gas, carbon",,
LU1778762911,Open Market,,1002,Common shares,Registered share,LU,Luxembourg ,174,Internet Service Provider,,
DE000A0JQ5U3,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,Industrial,Advanced Industrial Equipment
GB0002374006,Open Market,,1002,Common shares,Registered share,GB,Great Britain,150,Consumer goods/food/breweries/paper,,
US6541061031,Open Market,,1002,Common shares,Registered share,US,USA,150,Consumer goods/food/breweries/paper,,
US1491231015,Open Market,,1002,Common shares,Registered share,US,USA,91,Automotive and mechanical engineering,,
DE000A2DAM03,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,180,Holding companies,Industrial,Industrial Machinery
DE0005103006,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,Technology,Communications Technology
DE000A255F11,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,Industrial,Industrial Products & Services
FR0000131104,Open Market,,1002,Common shares,Bearer share,FR,France,81,Bank/insurance,,
US02209S1033,Open Market,,1002,Common shares,Registered share,US,USA,150,Consumer goods/food/breweries/paper,,
NL0011585146,Open Market,,1002,Common shares,Registered share,NL,Netherlands ,91,Automotive and mechanical engineering,,
DE0007480204,Regulated Market,Prime Standard,1002,Common shares,Registered share,DE,Germany,190,Other german shares,Financial Services,Real Estate
DE000A2TSL71,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,Pharma & Healthcare,Health Care
IT0003128367,Open Market,,1002,Common shares,Registered share,IT,Italy,70,Service/energy,,
DE0007568578,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,70,Service/energy,Industrial,Renewable Energies
ES0173516115,Open Market,,1002,Common shares,Bearer share,ES,Spain,120,"Potash, oil, natural gas, carbon",,
US88339J1051,Open Market,,1002,Common shares,Registered share,US,USA,174,Internet Service Provider,,
US5398301094,Open Market,,1002,Common shares,Registered share,US,USA,900,Foreign shares,,
CA32076V1031,Open Market,,1002,Common shares,Registered share,CA,Canada,900,Foreign shares,,
DE000A2YPDD0,Open Market,,1002,Common shares,Registered share,DE,Germany,190,Other german shares,,
DE0007193500,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,91,Automotive and mechanical engineering,Industrial,Industrial Machinery
US7134481081,Open Market,,1002,Common shares,Registered share,US,USA,150,Consumer goods/food/breweries/paper,,
DE0005220909,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,172,Software,Software,Software
US3696043013,Open Market,,1002,Common shares,Registered share,US,USA,900,Foreign shares,,
GB0031215220,Open Market,,1002,Common shares,Registered share,GB,Great Britain,900,Foreign shares,,
DE000A1TNUT7,Regulated Market,Prime Standard,1002,Common shares,Registered share,DE,Germany,180,Holding companies,Financial Services,Private Equity & Venture Capital
GB0002634946,Open Market,,1002,Common shares,Registered share,GB,Great Britain,91,Automotive and mechanical engineering,,
US09247X1019,Open Market,,1002,Common shares,Registered share,US,USA,900,Foreign shares,,
BE0974293251,Open Market,,1002,Common shares,Bearer share,BE,Belgium,900,Foreign shares,,
DE000NWRK013,Regulated Market,Prime Standard,1002,Common shares,Registered share,DE,Germany,174,Internet Service Provider,Software,Internet
DE0005408116,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,81,Bank/insurance,Banks,Mortgage Banks
DE0006223407,Regulated Market,Prime Standard,1002,Common shares,Registered share,DE,Germany,180,Holding companies,Banks,Credit Banks
US1266501006,Open Market,,1002,Common shares,Registered share,US,USA,150,Consumer goods/food/breweries/paper,,
DE0005167902,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,180,Holding companies,Industrial,Industrial Products & Services
US8835561023,Open Market,,1002,Common shares,Registered share,US,USA,61,Electronic engineering,,
