isin,market,segment.translations.others,instrumentType.originalValue,instrumentType,securityType,originCountryCode,originCountry,industrySector.originalValue,industrySector,sector,subsector
DE0007446007,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,171,Trade,Retail,"Retail, Catalog"
US60770K1079,Open Market,,1002,Common shares,Registered share,US,USA,51,Chemistry/pharmacy,,
NL0000009538,Open Market,,1002,Common shares,Bearer share,NL,Netherlands ,61,Electronic engineering,,
IT0000072618,Open Market,,1002,Common shares,Registered share,IT,Italy,81,Bank/insurance,,
GB00BMX86B70,Open Market,,1002,Common shares,Registered share,GB,Great Britain,900,Foreign shares,,
US35671D8570,Open Market,,1002,Common shares,Registered share,US,USA,110,"Non-ferrous metals, wire plantsand cabels",,
DE000A161077,Open Market,Scale,1002,Common shares,Registered share,DE,Germany,190,Other german shares,Financial Services,Diversified Financial
GB00B0130H42,Open Market,,1002,Common shares,Registered share,GB,Great Britain,61,Electronic engineering,,
DE000A255G02,Regulated Market,General Standard,1002,Common shares,Bearer share,DE,Germany,70,Service/energy,Industrial,Renewable Energies
DE000A2DA588,Regulated Market,Prime Standard,1002,Common shares,Registered share,DE,Germany,180,Holding companies,Industrial,"Industrial, Diversified"
FR0000121485,Open Market,,1002,Common shares,Bearer share,FR,France,140,Stores,,
