证券代码,证券名称,流通市值,总市值,最新价,涨跌幅,振幅,成交额,换手率,市盈率,市净率,EPS,ROE,每股净资产,股息率,资产负债率,ths名称,明星股,高分红,中概股,中概种类,SEC摘牌,SPAC,空壳公司,所属概念,三级行业,二级行业,一级行业,上市板块,异动值
GOGO,Gogo,11.7,11.7,9.14,3.98,5.06,0.18,1.57,8.03,28.74,1.137757097,-476.50791573989994,0.318065581,-,0.947891276059,Gogo,,,,,,,,,互联网服务和基础设施,信息技术服务,科技,Nasdaq Global Select Market,0.25370654199833226
BLFS,BioLife Solutions,7.94,7.94,17.53,3.97,6.76,0.07,0.87,-11.95,2.35,-1.466379691,-18.9290889377,7.45392936,-,0.181847477914,BioLife Solutions,,,,,,,,,医疗保健技术,医疗保健设备与服务,医疗保健,Nasdaq Capital Market,0.16327960210147957
AHCO,AdaptHealth,13.24,13.24,9.96,3.97,3.86,0.1,0.79,-1.95,0.91,-5.108041517,-37.6159542909,10.973484239,-,0.674698856642,AdaptHealth,,,,,,,,,保健护理产品经销商,医疗保健设备与服务,医疗保健,Nasdaq Capital Market,0.09700015376205638
SERA,Sera Prognostics,3.51,3.51,10.75,3.97,8.03,0.01,0.18,-9.68,5.0,-1.110330763,-42.8643236882,2.149400853,-,0.264907115391,Sera Prognostics,,,,,,,,,保健护理服务,医疗保健设备与服务,医疗保健,Nasdaq Global Market,0.03749229756873035
AMC,AMC院线,9.42,9.42,3.41,3.96,8.23,0.52,5.58,-2.38,-0.51,-1.43493799,17.7354440569,-6.685884802,-,1.205112551614,AMC院线,,,,,,,,WSB,电影和娱乐,媒体娱乐,科技,主板,1.5104838988545592
ERJ,巴西航空工业,47.73,47.73,25.99,3.96,2.72,0.52,1.1,29.11,1.71,0.892963117,6.1262607396,15.172205637,-,0.718126594018,巴西航空工业,,,,,,,,"军工,航空",航天航空与国防,资本品,工业,主板,0.3760528458131562
ORC,Orchid Island,4.62,4.62,8.72,3.93,4.77,0.18,4.01,-11.78,0.96,-0.740476614,-8.6333563697,9.091839393,19.27,0.889812229789,Orchid Island,,,,,,,,,抵押房地产投资信托,综合金融,金融,主板,0.303467976811251
CUTR,古特拉,0.42,0.42,2.12,3.92,11.52,0.02,3.52,-0.37,-0.36,-5.680584503,160.8946718876,-5.815700533,-,1.285478551913,古特拉,,,,,,,,,医疗保健设备,医疗保健设备与服务,医疗保健,Nasdaq Global Select Market,0.2248208630622453
LMAT,勒梅特微管医疗,14.69,14.69,65.46,3.92,4.35,0.08,0.52,48.81,4.93,1.341218985,10.6359112597,13.271853037,0.89,0.140948964467,勒梅特微管医疗,,,,,,,,,医疗保健设备,医疗保健设备与服务,医疗保健,Nasdaq Global Market,0.08605972181017217
TSHA,Taysha Gene,4.47,4.47,2.39,3.91,6.74,0.02,0.48,-4.01,5.96,-0.596551326,-294.03579052789996,0.400693462,-,0.56616357226,Taysha Gene,,,,,,,,,生物科技,生物科技,医疗保健,Nasdaq Global Market,0.05491934936945744
PHUN,Phunware,0.51,0.51,6.38,3.91,8.96,0.03,6.64,-0.97,-4.47,-6.575864056,-786.4272943981,-1.427293256,-,2.702883472057,Phunware,,,,,,,,,持币,虚拟货币,科技,Nasdaq Capital Market,0.23122861799700625
WWW,沃尔弗林集团,8.71,8.71,10.9,3.91,4.48,0.07,0.83,-22.0,3.13,-0.495552318,-13.217623498,3.486385751,3.67,0.854566608493,沃尔弗林集团,,,,,,,,体育,鞋类,纺织服装,可选消费,主板,0.09000499036039641
BLZE,Backblaze,3.85,3.85,9.31,3.91,4.41,0.02,0.5,-6.45,8.57,-1.444048787,-105.0489945992,1.086742659,-,0.658751433323,Backblaze,,,,,,,,,应用软件,软件,科技,Nasdaq Global Market,0.03192076173811696
PSTX,Poseida Therapeutics,2.06,2.06,2.13,3.9,5.12,0.01,0.48,-1.67,1.99,-1.273416778,-84.7454135999,1.069874369,-,0.621370283148,Poseida Therapeutics,,,,,,,,,生物科技,生物科技,医疗保健,Nasdaq Global Select Market,0.023954389306262897
XNCR,Xencor,12.32,12.32,19.98,3.9,6.6,0.08,0.61,-9.77,1.84,-2.045289984,-18.0602624666,10.84871367,-,0.297639740861,Xencor,,,,,,,,,生物科技,生物科技,医疗保健,Nasdaq Global Market,0.16054161572148898
IRON,Disc Medicine,6.8,6.8,27.55,3.88,8.51,0.1,1.49,-8.9,1.97,-3.096670041,-29.2988014667,13.983250617,-,0.06216100175,Disc Medicine,,,,,,,,,生物科技,生物科技,医疗保健,Nasdaq Global Market,0.33262685019659316
SLQT,SelectQuote,2.72,2.72,1.61,3.87,5.16,0.01,0.2,-5.42,0.81,-0.297246374,-3.4116230448000002,1.991289752,-,0.727719211372,SelectQuote,,,,,,,,,保险经纪商,保险,金融,主板,0.022171377336105413
IVVD,Invivyd,2.56,2.56,2.15,3.86,8.21,0.01,0.27,-1.29,1.44,-1.666171369,-74.4765089851,1.488560385,-,0.225642614353,Invivyd,,,,,,,,,制药,制药,医疗保健,Nasdaq Global Market,0.04265240853312754
DH,Definitive,10.98,10.98,6.99,3.86,3.79,0.03,0.28,-5.42,1.27,-1.28886554,-22.3599176921,5.485371442,-,0.343242596395,Definitive,,,,,,,,,应用软件,软件,科技,Nasdaq Global Select Market,0.029344318898147072
MKSI,MKS仪器,80.97,80.97,120.75,3.85,4.8,0.58,0.72,-4.4,3.28,-27.4548793,-52.9403306973,36.86499817,0.73,0.728887914016,MKS仪器,,,,,,,,半导体,材料与设备,半导体,科技,Nasdaq Global Select Market,0.4974600528601369
ARRY,Array Technologies,18.81,18.81,12.4,3.85,9.38,0.53,2.77,13.71,3.08,0.904521876,26.5362412857,4.023738282,-,0.642296048434,Array Technologies,,,,,,,,,电子设备和仪器,计算机设备,科技,Nasdaq Global Market,1.5382929673392647
WEAV,Weave Communications,8.04,8.04,11.33,3.85,4.03,0.03,0.35,-25.92,10.19,-0.437177202,-38.268301105,1.112377956,-,0.607202555071,Weave Communications,,,,,,,,,应用软件,软件,科技,主板,0.03394704361950351
RAPT,RAPT Therapeutics,2.82,2.82,8.1,3.85,8.21,0.04,1.34,-2.41,1.92,-3.356293108,-59.5602764909,4.225179859,-,0.151699946345,RAPT Therapeutics,,,,,,,,,制药,制药,医疗保健,Nasdaq Global Market,0.1654707600455686
AVGO,博通,6228.71,6228.71,1344.07,3.84,4.07,32.3,0.52,53.54,8.86,25.102431808,2.8110149355,151.663312745,1.47,0.604857480182,博通,明星股,高分红,,,,,,"科技股,半导体,苹果股,MR（混合现实）,元宇宙,5G,人工智能,芯片,华为海外供应商,信息技术",半导体产品,半导体,科技,Nasdaq Global Select Market,12.187840748474907
ATI,ATI,64.4,64.4,51.75,3.83,4.75,0.61,0.96,15.68,4.69,3.301193944,33.9658522469,11.033445193,-,0.703014984654,ATI,,,,,,,,新材料,钢铁,金属与采矿,资源,主板,0.5380431861072842
PBR,巴西石油,634.45,634.45,17.05,3.82,2.01,3.4,0.54,2.55,0.81,6.687241695,33.609994934999996,21.118128681,18.86,0.63617224175,巴西石油,明星股,高分红,,,,,,,综合性石油与天然气企业,石油,资源,主板,1.531069547622218
CMT,Core Molding,1.77,1.77,19.37,3.8,8.25,0.01,0.52,8.72,1.28,2.221335466,15.9355177632,15.18703144,-,0.34879110682,Core Molding,,,,,,,,,商品化工,化学制品,原材料,主板,0.048267674720761766
ENPH,Enphase Energy,152.3,152.3,111.93,3.8,5.49,6.56,4.28,55.19,16.5,2.028226141,-1.6887796398000001,6.781599579,-,0.714590563505,Enphase Energy,,,,,,,,,电气部件与设备,资本品,工业,Nasdaq Global Market,6.080161568214888
HAE,美国血液技术,46.21,46.21,90.99,3.8,4.67,0.68,1.47,36.51,4.9,2.492295286,11.0361797656,18.574347789,-,0.571302037604,美国血液技术,,,,,,,,,医疗保健设备,医疗保健设备与服务,医疗保健,主板,0.6249782144742434
SSNT,Silversun,0.74,0.74,13.94,3.8,5.96,0.01,0.68,-69.25,9.92,-0.201312895,-12.5708117333,1.405793647,1.43,0.635405980991,Silversun,,,,,,,,,信息科技咨询与其它服务,信息技术服务,科技,Nasdaq Capital Market,0.040304062092264774
ATHM,汽车之家,31.49,31.49,26.0,3.79,3.47,0.15,0.49,11.52,0.93,2.256151289,8.0946476202,27.895071046,4.42,0.183634141834,汽车之家,明星股,,中概股,回港中概股,SEC确定摘牌名单,,,"互联网+,AR股,大消费",互动媒体与服务,媒体娱乐,科技,主板,0.11111002749401128
APPN,Appian,27.13,27.13,37.56,3.76,5.8,0.14,0.53,-24.35,51.84,-1.54272982,-112.5433622331,0.724580913,-,0.916588446589,Appian,,,,,,,,,应用软件,软件,科技,Nasdaq Global Market,0.19473186529334147
FROG,Jfrog,45.49,45.49,41.99,3.76,3.9,0.52,1.13,-74.26,6.7,-0.565413791,-9.395841386099999,6.268537122,-,0.301713217542,Jfrog,,,,,,,,,应用软件,软件,科技,Nasdaq Global Select Market,0.3715361923919106
UEC,Uranium Energy,27.93,27.93,6.91,3.75,6.76,0.32,1.16,-573.2,3.63,-0.012055216,0.7953021356,1.903175219,-,0.124850092959,Uranium Energy,,,,,,,,金属铀,煤与消费用燃料,煤炭,资源,主板,0.5456011087373202
FVRR,Fiverr国际,8.05,8.05,20.8,3.74,4.59,0.1,1.31,218.69,2.26,0.095111111,1.184542064,9.192627078,-,0.652430041305,Fiverr国际,,,,,,,,,大卖场与超市,零售业,可选消费,主板,0.13596899006269209
PLTR,Palantir,498.31,498.31,22.52,3.73,3.5,7.42,1.5,237.49,14.34,0.094826172,6.9468275105999995,1.570709621,-,0.212598329436,Palantir,明星股,,,,,,,WSB,应用软件,软件,科技,主板,3.337243945441028
TYRA,Tyra Biosciences,8.23,8.23,15.67,3.71,4.9,0.01,0.15,-11.91,4.03,-1.316240146,-29.9222447527,3.888938073,-,0.095613596214,Tyra Biosciences,,,,,,,,,生物科技,生物科技,医疗保健,Nasdaq Global Select Market,0.014810908953611493
TRAK,ReposiTrak,2.96,2.96,16.23,3.71,3.19,0.01,0.27,50.35,6.46,0.32233338,6.1767309157,2.512012328,0.39,0.091137818583,ReposiTrak,,,,,,,,,应用软件,软件,科技,主板,0.013548099318213614
NTLA,Intellia,19.95,19.95,20.76,3.7,8.07,0.21,1.07,-4.15,1.9,-5.006867128,-42.103586870499996,10.927148924,-,0.192784345918,Intellia,,,,,,,,基因编辑,生物科技,生物科技,医疗保健,Nasdaq Global Market,0.4914586109428433
SNOW,Snowflake,528.47,528.47,158.13,3.69,2.94,10.34,1.95,-63.21,10.2,-2.501786355,-15.7209198604,15.500622382,-,0.368800650535,Snowflake,明星股,,,,,,,"元宇宙,巴菲特持股",互联网服务和基础设施,信息技术服务,科技,主板,4.542338580006436
SOFI,SoFi Technologies,83.15,83.15,7.87,3.69,4.22,6.9,8.39,-27.65,1.5,-0.284661106,-5.4268603077,5.257956841,-,0.815294689006,SoFi Technologies,,,,,,SPAC（特殊目的收购公司）,,,消费信贷,综合金融,金融,Nasdaq Global Select Market,4.912392432053397
LMB,Limbach ,5.01,5.01,44.45,3.69,4.02,0.07,1.35,24.13,4.14,1.841838978,19.1849581941,10.730748771,-,0.602826838874,Limbach ,,,,,,,,,建筑与工程,资本品,工业,Nasdaq Capital Market,0.0904653408778056
URG,Ur-能源,4.76,4.76,1.69,3.68,6.13,0.03,0.67,-15.53,6.36,-0.108853461,-44.6330685963,0.265848728,-,0.416791300555,Ur-能源,,,,,,,,金属铀,煤与消费用燃料,煤炭,资源,主板,0.07099094671941268
VTOL,Bristow,7.69,7.69,27.08,3.68,4.58,0.03,0.35,-113.39,0.93,-0.238829036,-0.8417163565,29.014804159,-,0.575084732289,Bristow,,,,,,,,,航空货运与物流,运输,工业,主板,0.041187783416344874
ALVO,Alvotech,37.76,37.76,14.15,3.66,1.68,0.04,0.09,-6.84,-4.05,-2.067787973,73.7160375146,-3.494815065,-,1.981478596765,Alvotech,,,,,,,,,制药,制药,医疗保健,Nasdaq Global Market,0.027116872059681236
EYPT,EyePoint,8.35,8.35,16.75,3.65,6.87,0.2,2.5,-11.79,3.13,-1.420707903,-39.0387409668,5.344546802,-,0.250183003739,EyePoint,,,,,,,,,制药,制药,医疗保健,Nasdaq Global Market,0.4702762726547719
DUOL,多邻国,95.94,95.94,222.66,3.64,4.26,1.43,1.48,597.1,14.64,0.372901838,2.6832467837,15.213638381,-,0.312861061872,多邻国,,,,,,,,,教育服务,社会服务,可选消费,Nasdaq Global Select Market,1.005575271504779
PRAX,Praxis,9.07,9.07,54.8,3.63,8.79,0.08,0.85,-7.36,13.02,-7.445641808,-169.1332533013,4.207844278,-,0.207838722882,Praxis,,,,,,,,,生物科技,生物科技,医疗保健,Nasdaq Global Select Market,0.25644191346927797
ESQ,Esquire Financial,4.07,4.07,49.12,3.63,4.14,0.03,0.76,9.93,2.05,4.94538086,22.993835380300002,23.943090799,1.07,0.877198375138,Esquire Financial,,,,,,,,,区域性银行,银行,金融,Nasdaq Capital Market,0.04304621967629135
STRL,Sterling,32.99,32.99,105.89,3.61,3.81,0.3,0.92,23.79,5.33,4.450886361,25.359575386499998,19.867378963,-,0.648965441958,Sterling,,,,,,,,水利,建筑与工程,资本品,工业,Nasdaq Global Select Market,0.22166562034837586
OPI,Office Properties,0.98,0.98,2.01,3.61,5.67,0.01,0.78,-1.41,0.08,-1.424113353,-5.2559903165,25.755116251,25.87,0.685267374311,Office Properties,,,,,,,,,办公REIT,股权房地产投资信托 (REITs),房地产,Nasdaq Global Select Market,0.034735990580402935
HNST,The Honest,3.07,3.07,3.16,3.61,4.92,0.02,0.53,-7.81,2.49,-0.40437878,-29.119217511000002,1.269045276,-,0.389255087516,The Honest,,,,,,,,,专卖店,零售业,可选消费,Nasdaq Global Select Market,0.03993951408796811
XMTR,Xometry,8.52,8.52,17.53,3.61,5.56,0.06,0.68,-12.62,2.59,-1.388938294,-19.2774664326,6.778773123,-,0.532902074819,Xometry,,,,,,,,,信息科技咨询与其它服务,信息技术服务,科技,Nasdaq Global Select Market,0.1049387211405536
CRON,Cronos Group,9.88,9.88,2.59,3.6,5.8,0.06,0.62,-13.35,0.9,-0.193976456,-6.5936662007,2.883751135,-,0.038559405658,Cronos Group,,,,,,,,大麻股,制药,制药,医疗保健,Nasdaq Global Market,0.10686304902687391
BTBT,Bit Digital,2.73,2.73,2.31,3.59,6.73,0.1,3.71,-19.64,1.79,-0.117617377,-11.4518985581,1.292756337,-,0.193444456732,Bit Digital,,,,,,,,,矿场,虚拟货币,科技,Nasdaq Capital Market,0.3193366085058542
ABCL,AbCellera Biologics,11.01,11.01,3.76,3.58,4.41,0.05,0.47,-7.52,0.96,-0.500023649,-12.2734999025,3.935752204,-,0.225641659734,AbCellera Biologics,,,,,,,,,生物科技,生物科技,医疗保健,Nasdaq Global Select Market,0.05904268058060199
SGMT,Sagimet Biosciences,1.3,1.3,4.06,3.57,6.89,0.01,1.02,-4.65,1.42,-0.87347555,-46.9549837874,2.85346,-,0.058458007217,Sagimet Biosciences,,,,,,,,次新上市股,制药,制药,医疗保健,Nasdaq Global Market,0.041670211365710634
RXRX,Recursion,19.29,19.29,8.12,3.57,5.86,0.35,1.85,-5.88,4.16,-1.381201403,-69.121678139,1.95112707,-,0.291055975304,Recursion,,,,,,,,英伟达持股,生物科技,生物科技,医疗保健,Nasdaq Global Select Market,0.5340170696834308
LYG,劳埃德银行,415.75,415.75,2.61,3.57,1.98,0.27,0.06,6.71,0.69,0.388739292,2.5415589213,3.802046123,5.29,0.946280095275,劳埃德银行,明星股,高分红,,,,,,,综合性银行,银行,金融,主板,0.11696338033626963
AQST,Aquestive疗法,3.66,3.66,4.07,3.56,7.63,0.12,3.32,-46.53,-3.44,-0.087475675,6.994281042100001,-1.183611464,-,2.854592636455,Aquestive疗法,,,,,,,,,制药,制药,医疗保健,Nasdaq Global Market,0.4145389320587136
NVAX,诺瓦瓦克斯医药,5.72,5.72,4.09,3.54,5.32,0.12,2.16,-1.05,-0.8,-3.894603496,80.6898568103,-5.122621648,-,1.398848950481,诺瓦瓦克斯医药,,,,,,,,"纳米,抗疫",生物科技,生物科技,医疗保健,Nasdaq Global Select Market,0.22109107448924703
PAR,PAR Technology,14.69,14.69,43.24,3.54,5.72,0.11,0.76,-21.07,4.41,-2.052632339,-19.696749353,9.801295879,-,0.585020545573,PAR Technology,,,,,,,,,应用软件,软件,科技,主板,0.17344740360229174
MTX,Minerals,23.81,23.81,73.7,3.54,6.6,0.13,0.55,25.38,1.43,2.903986827,2.8191120099,51.426572693,0.41,0.492108652032,Minerals,,,,,,,,,多种化学制品,化学制品,原材料,主板,0.22234943312470515
THRD,Third Harmonic Bio,4.41,4.41,10.83,3.54,6.69,0.01,0.19,-14.32,1.64,-0.756290418,-11.045000206,6.602206305,-,0.031061067081,Third Harmonic Bio,,,,,,,,,制药,制药,医疗保健,Nasdaq Global Market,0.027293737855331842
DBI,DSW鞋类专卖,5.53,5.53,9.66,3.54,4.93,0.08,1.44,19.03,1.54,0.507717766,7.337767841,6.27563058,2.07,0.825401014915,DSW鞋类专卖,,,,,,,,,服装零售,零售业,可选消费,主板,0.13387982508419896
ZETA,Zeta Global,28.15,28.15,12.89,3.53,4.02,0.33,1.17,-15.02,15.6,-0.858363534,-121.5239021228,0.826493272,-,0.672207352637,Zeta Global Holdings,,,,,,,,,应用软件,软件,科技,主板,0.27246439669034506
IQ,爱奇艺,47.89,47.89,4.99,3.53,4.25,0.51,1.07,17.61,2.81,0.283281942,21.0007443905,1.778212111,-,0.7267611605,爱奇艺,,,热门中概股,,SEC确定摘牌名单,,,"直播股,网络视频",电影和娱乐,媒体娱乐,科技,Nasdaq Global Market,0.4074809251947739
UROY,Uranium Royalty,2.83,2.83,2.35,3.52,5.73,0.02,0.8,75.99,1.57,0.030925211,2.0241239782,1.496062025,-,0.003991213528,Uranium Royalty,,,,,,,,金属铀,投资银行业与经纪业,综合金融,金融,Nasdaq Capital Market,0.05063918804721495
REAX,The Real Brokerage,7.1,7.1,3.83,3.51,7.03,0.02,0.23,-25.8,19.24,-0.14843156,-93.1810866214,0.199025991,-,0.425481811985,The Real Brokerage,,,,,,,,房地产服务,房地产服务,房地产管理和开发,房地产,Nasdaq Capital Market,0.05077610486305615
SLI,Standard Lithium,2.09,2.09,1.18,3.51,4.39,0.01,0.3,-5.15,1.86,-0.229163396,-12.9520900687,0.633531645,-,0.074518046365,Standard Lithium,,,,,,,,,特种化学制品,化学制品,原材料,主板,0.01921756716938302
PLCE,儿童之家,0.88,0.88,7.09,3.5,7.74,0.02,2.54,-1.16,0.75,-6.109482601,-18.5898339896,9.462845602,-,0.878700118453,儿童之家,,,,,,,,,服装零售,零售业,可选消费,Nasdaq Global Select Market,0.1096345052971934
BHE,基准电子,11.3,11.3,31.36,3.5,3.51,0.1,0.86,17.57,1.05,1.784417555,6.1092348092,29.939177761,2.1,0.525625836629,基准电子,,,,,,,,电子元件,电子制造服务,计算机设备,科技,主板,0.08471242665486468
WFRD,威德福国际,93.62,93.62,127.97,3.49,5.33,1.37,1.47,20.48,8.58,6.247083214,11.1166253102,14.913715068,-,0.783889980354,威德福国际,,,,,,,,,石油天然气设备与服务,石油,资源,Nasdaq Global Select Market,1.3247073801542388
RLAY,Relay Therapeutics,8.43,8.43,6.37,3.49,8.12,0.05,0.58,-2.47,1.12,-2.58414901,-40.1796241499,5.682576717,-,0.108980070618,Relay Therapeutics,,,,,,,,,生物科技,生物科技,医疗保健,Nasdaq Global Market,0.147024807566339
BZH,贝哲房屋,8.97,8.97,28.45,3.49,3.31,0.07,0.8,5.75,0.8,4.945583774,1.9541062042,35.53698408,-,0.530849973488,贝哲房屋,,,,,,,,,住宅建筑,耐用商品,可选消费,主板,0.06255613012975131
VRT,Vertiv ,349.62,349.62,93.49,3.48,3.05,14.3,4.08,86.54,25.09,1.080302448,-0.3462136549,3.72597384,0.05,0.81645019364,Vertiv ,,,,,,,,,电气部件与设备,资本品,工业,主板,6.121612974722865
TRUP,Trupanion,10.09,10.09,24.12,3.47,3.77,0.05,0.5,-22.57,3.32,-1.068832906,-14.6770462005,7.263510346,-,0.612078963098,Trupanion,,,,,,,,,管理型保健护理,医疗保健设备与服务,医疗保健,Nasdaq Global Market,0.04835748465669592
U,Unity,94.29,94.29,24.13,3.47,5.12,1.61,1.71,-11.47,2.96,-2.103738793,-24.4977506776,8.145204189,-,0.528624862134,Unity,,,,,,,,元宇宙,应用软件,软件,科技,主板,1.4702374459386038
LHX,L3Harris技术,407.82,407.82,214.54,3.46,2.77,4.57,1.12,34.77,2.18,6.170777385,1.5121156261,98.195848817,2.13,0.552085326191,L3Harris技术,明星股,,,,,,,信息技术,航天航空与国防,资本品,工业,主板,1.8976786576822378
SMLP,Summit Midstream,3.02,3.02,28.99,3.46,6.45,0.01,0.26,-7.76,0.36,-3.736935908,-4.5113652882999995,80.905856983,-,0.661929405765,Summit Midstream,,,,,,,,,石油与天然气的储存和运输,石油,资源,主板,0.029189399360359133
EB,Eventbrite,5.35,5.35,5.38,3.46,4.81,0.09,1.72,-20.21,2.79,-0.266154518,-14.7798566612,1.92745164,-,0.790046314038,Eventbrite,,,,,,,,,互动媒体与服务,媒体娱乐,科技,主板,0.14693793810106745
CLAR,Clarus,2.4,2.4,6.28,3.46,3.95,0.01,0.27,-23.67,0.82,-0.265350164,-3.4733015192999996,7.639866945,1.59,0.410261276139,Clarus,,,,,,,,,休闲用品,耐用商品,可选消费,Nasdaq Global Select Market,0.015833249670281987
AMSC,美国超导,4.43,4.43,12.27,3.46,5.31,0.04,1.01,-27.03,5.58,-0.453892033,-11.8173590707,2.200692837,-,0.521921571692,美国超导,,,,,,,,,重型电气设备,资本品,工业,Nasdaq Global Select Market,0.07932478420555346
SHAK,Shake Shack,44.51,44.51,104.88,3.45,3.89,1.25,2.81,219.64,10.04,0.477513855,4.736676636,10.44896176,-,0.707713700535,Shake Shack,,,,,,,,餐饮连锁,餐馆,酒店餐饮,可选消费,主板,0.8937860500268859
GRND,Grindr,17.31,17.31,9.89,3.45,4.6,0.02,0.13,-31.05,-94.65,-0.318567664,783.2584269663,-0.104490742,-,1.041143062787,Grindr,,,,,,SPAC（特殊目的收购公司）,,,应用软件,软件,科技,主板,0.022357887010827707
DCGO,DocGo,3.68,3.68,3.61,3.44,4.68,0.02,0.46,53.7,1.22,0.067220312,2.3895992794,2.948116556,-,0.37777604586,DocGo,,,,,,,,,保健护理服务,医疗保健设备与服务,医疗保健,Nasdaq Capital Market,0.0351922467390637
STRA,战略教育,29.79,29.79,121.06,3.43,4.92,0.4,1.35,29.34,1.81,4.125446472,1.802797547,66.748635674,1.98,0.237863974061,战略教育,,,,,,,,,教育服务,社会服务,可选消费,Nasdaq Global Select Market,0.4336851784745621
ADNT,Adient,27.76,27.76,30.42,3.43,4.56,0.31,1.11,13.03,1.21,2.33435251,0.8863283847,25.042232327,-,0.712487899322,Adient,,,,,,,,,汽车零件与设备,汽车,可选消费,主板,0.30685647985706094
GRNT,Granite Ridge,8.67,8.67,6.63,3.43,3.12,0.03,0.34,10.69,1.29,0.62028873,12.141550364799999,5.137101868,6.64,0.275545138409,Granite Ridge,,,,,,SPAC（特殊目的收购公司）,,,综合性石油与天然气企业,石油,资源,主板,0.026392182926895227
AMZN,亚马逊,18685.41,18685.41,179.62,3.43,2.7,78.57,0.42,61.41,9.26,2.924709086,17.4897533327,19.405937445,-,0.617555233076,亚马逊,明星股,,,,,,,"人工智能,电子商务,云计算,智能穿戴,元宇宙,无人机,新零售,流媒体,科技股,智能家居,巴菲特持股,科技巨头,平台经济,工业互联网,互联网",互联网与直销零售,电商,科技,Nasdaq Global Select Market,20.853476166367386
WING,Wingstop,112.36,112.36,382.56,3.42,4.05,1.94,1.74,160.11,-24.57,2.389357755,-16.5462782958,-15.572654062,0.22,2.210523390459,Wingstop,,,,,,,,餐饮连锁,餐馆,酒店餐饮,可选消费,Nasdaq Global Select Market,1.2351414881803808
KURA,Kura Oncology,14.97,14.97,19.65,3.42,4.0,0.11,0.76,-9.81,3.77,-2.003541058,-37.3385880514,5.214882735,-,0.115076792854,Kura Oncology,,,,,,,,,制药,制药,医疗保健,Nasdaq Global Select Market,0.10457038475971484
IDYA,IDEAYA生物科学,29.86,29.86,39.94,3.42,5.83,0.25,0.83,-26.43,4.81,-1.510888277,-23.2778490436,8.307270652,-,0.043470359578,IDEAYA生物科学,,,,,,,,,生物科技,生物科技,医疗保健,Nasdaq Global Market,0.3428951927185979
TOST,Toast,132.34,132.34,23.91,3.42,3.89,1.52,1.16,-53.8,11.08,-0.444444782,-21.4659685864,2.157183209,-,0.390194075587,Toast,,,,,,,,,交易与支付处理服务,综合金融,金融,主板,0.8885841918118345
CARE,Carter Bankshares,2.79,2.79,12.11,3.42,4.7,0.01,0.29,11.92,0.79,1.015788421,6.8789621545,15.25780757,-,0.922162888786,Carter Bankshares,,,,,,,,,区域性银行,银行,金融,Nasdaq Global Select Market,0.019302661306923267
CDP,COPT Defense,26.62,26.62,23.63,3.41,5.01,0.47,1.77,-36.23,1.79,-0.652241108,-4.641542274,13.173833961,4.87,0.635661081346,COPT Defense,,,,,,,,,办公REIT,股权房地产投资信托 (REITs),房地产,主板,0.5357988663646327
CRNC,Cerence,4.05,4.05,9.71,3.41,3.25,0.04,1.09,-13.38,0.55,-0.725597202,3.3459840338,17.543836075,-,0.421987211718,Cerence,,,,,,,,,应用软件,软件,科技,Nasdaq Global Select Market,0.043547923481316614
AFYA,Afya,16.81,16.81,17.94,3.4,2.71,0.01,0.08,21.97,2.36,0.816638711,11.3618974808,7.61311335,-,0.519675505812,Afya,,,,,,,,,教育服务,社会服务,可选消费,Nasdaq Global Select Market,0.00731915507997976
UPWK,Upwork,15.33,15.33,11.56,3.4,3.22,0.13,0.83,32.69,4.02,0.35364304,14.885848807999999,2.874240652,-,0.632713309643,Upwork,,,,,,,,,应用软件,软件,科技,Nasdaq Global Market,0.09732532968102574
CTRN,Citi Trends,1.92,1.92,22.52,3.4,3.81,0.02,0.92,-16.05,1.22,-1.403193363,-7.3910226747,18.473329369,-,0.695971437439,Citi Trends,,,,,,,,,服装零售,零售业,可选消费,Nasdaq Global Select Market,0.032286839252338766
LAB,Standard BioTools,7.08,7.08,2.44,3.39,5.93,0.09,1.25,-9.48,4.34,-0.257329838,-37.9940354413,0.562536759,-,0.494835436612,Standard BioTools,,,,,,,,,生命科学工具和服务,生命科学工具和服务,医疗保健,Nasdaq Global Select Market,0.18118401445629412
FCEL,燃料电池能源,3.93,3.93,0.87,3.38,7.17,0.29,7.71,-3.62,0.54,-0.240615035,-2.7000131638,1.601587254,-,0.196228254512,燃料电池能源,,,,,,,,氢能源,新能源发电业者,电力,公用事业,Nasdaq Global Market,0.9009178057956
MSTR,微策投资,226.18,226.18,1282.38,3.38,6.61,11.07,5.0,52.71,10.45,24.330465832,48.165728691300004,122.750406697,-,0.545415376036,微策投资,,,,,,,,,持币,虚拟货币,科技,Nasdaq Global Select Market,12.434421616197712
PAY,Paymentus ,25.79,25.79,20.78,3.38,3.93,0.05,0.18,115.55,6.0,0.17983343,5.3996456195,3.461128878,-,0.149044394222,Paymentus ,,,,,,,,,交易与支付处理服务,综合金融,金融,主板,0.040759786787291405
OPEN,Opendoor,14.8,14.8,2.14,3.38,6.76,0.25,1.7,-5.38,1.53,-0.397642634,-26.790063322,1.398256098,-,0.728903840763,Opendoor,,,,,,,,房地产服务,房地产服务,房地产管理和开发,房地产,Nasdaq Global Select Market,0.4948214326569462
BGNE,百济神州,160.48,160.48,153.58,3.38,2.52,0.32,0.2,-18.2,4.54,-8.438178877,-22.263436406100002,33.853155434,-,0.390670209422,百济神州,,,,,SEC确定摘牌名单,,,,制药,制药,医疗保健,Nasdaq Global Select Market,0.14808073108589148
