股票代码,股票简称,主营
002126.SZ,银轮股份,"乘用车,工业,尾气处理,热交换器,车用空调,商用车非道路,工业及民用,贸易"
300857.SZ,协创数据,"数据存储设备,物联网智能终端"
300107.SZ,建新股份,"ODB-,间氨基苯酚,医药及农药中间体,纸张化学品,精细化工,复合材料中间体,染料中间体,间羟基"
834682.BJ,球冠电缆,"电力电缆,电气装备用电线电缆,裸电线"
603183.SH,建研院,"工程专业施工,工程检测,专业技术服务,工程监理,工程设计,新型建筑材料销售,工程施工,商品销售"
603408.SH,建霖家居,"龙头,净水配件,护理,非家居,管道安装,净水,厨卫,进排水,空气处理,厨卫附属配件,家电配件,汽车配件,制造业,净水器,淋浴"
600780.SH,通宝能源,"发电,热力,火力发电,供热,分部间抵销,电网配电,配电,电力"
002087.SZ,新野纺织,"纺织,纺织业,坯布面料,棉花,纱线,坯布及面料"
300805.SZ,电声股份,"批发零售,日化美妆,数字零售,零售终端管理,互动展示,快消品,汽车,广告及文化传播,品牌传播,消费电子,商品销售"
301083.SZ,百胜智能,"开门机,工程,车牌识别管理设备,通道门,安防,道闸,升降地柱"
002515.SZ,金字火腿,"特色肉制品,火腿,冷链服务,品牌肉,火腿肉制品,火腿制品,冷链,传统肉制品"
300847.SZ,中船汉光,"特种精密加工,静电成像设备及耗材产业,精密加工,墨粉,OPC鼓,安全增强复印机,打印复印设备及消耗材料,信息安全复印机"
688616.SH,西力科技,"单相电能表,单相表,仪器仪表,电能计量箱,三相表,三相电能表,用电信息采集终端,三相电表,单相电表"
688179.SH,阿拉丁,"分析色谱,科研试剂,研究和试验发展,生命科学,材料科学,实验耗材,高端化学"
002513.SZ,蓝丰生化,"除草剂,硫酸,医药,精细化工中间体,杀虫剂,农化,杀菌剂,加工,农药原药及制剂,新材料"
002444.SZ,巨星科技,"手工具及存储箱柜(HandTools&Storage),工业存储箱柜,存储箱柜(Storage),手工具(HandTools),手工具,工具五金,智能,激光测量仪器(LaserMeasurement),手工具及动力工具(HandToolsandPowerTools),五金工具,工具和存储箱柜,动力工具及激光测量仪器,个人防护用品(PPE),激光测量仪器,手工具及手持式电动工具,防疫物资(PPE),动力工具（PowerTools）"
002094.SZ,青岛金王,"新材料蜡烛香薰及工艺品,新材料香薰蜡烛及工艺品,化妆品,供应链,新材料蜡烛及工艺品,新材料蜡烛\香薰及工艺品,贸易"
,,"化工原料及化学制品,钢材,电器,树脂"
002546.SZ,新联电子,"用电信息采集系统,M专网终端,采集器及终端,电能云项目,机柜制造,电力柜,公网终端"
830839.BJ,万通液压,"油气弹簧,机械装备用缸,机械装备用油缸,自卸车专用油缸"
002296.SZ,辉煌科技,"国家铁路,生产指挥及运输调度信息化,信号设备及器材,城市轨道交通,铁路信号通信,安防,厂矿企业及地方铁路,铁路信号通信行,信号控制,电源设备,设备监测"
688082.SH,盛美上海,"销售商品,提供服务,清洗设备（槽式）,半导体电镀设备,清洗设备（单片）,先进封装湿法设备,半导体清洗设备,半导体设备"
300441.SZ,鲍斯股份,"精密轴分部,液压泵及相关,通用机械,刀具及相关,刀具分部,精密传动部件及相关,分部间抵销,压缩机及相关,伺服机电及液压泵分部,真空泵及相关,螺杆压缩机分部"
300640.SZ,德艺文创,"创意装饰品,文创家居,时尚小家具,休闲日用品"
,,"ODM,代工品牌,建材,电子商务,面料,租赁,成衣,服装,线下销售,布料"
832735.BJ,德源药业,"泌尿系统,糖尿病,周围神经药,罕见病,高血压药,糖尿病药,周围神经,高血压"
000882.SZ,华联股份,"电影放映及卖品,物业服务,租赁及物业管理,保理服务"
605286.SH,同力日升,"扶梯部件,扶梯部件直梯部件和电梯金属材料,电站售电,直梯部件,储能系统集成,房屋租赁,材料销售,电梯金属材料"
600526.SH,菲达环保,"除尘器,PPP项目,电除尘器,水泥制品,烟气脱硫设备,气力输送设备,环保设备,项目运营,电气配套件,非电力,污水处理,垃圾焚烧烟气处理设备,备品备件,总成套,环保运营,布袋除尘器,环保,物流,固废处置及污水处理,安装服务,低温省煤器（烟气换热器）,水处理,电力"
002696.SZ,百洋股份,"水产食品,生物制品,远洋板块,食品加工板块,饲料原料,水加工,教育文化,饲料及饲料原料,饲料,食品加工,饲料板块,远洋捕捞海,海捕捞,饲料制造,教育"
688255.SH,凯尔达,"机器人专用焊接设备,焊接机器人,工业焊接设备,售后,工业机器人"
300371.SZ,汇中股份,"仪器仪表制造业,超声热量表及系统,分部间抵销,超声流量计及系统,超声水表及系统"
002817.SZ,黄山胶囊,"肠溶明胶空心胶囊,明胶空心胶囊,药用空心胶囊制造,制药装备制造"
600960.SH,渤海汽车,"轮毂,活塞,汽车零部件制造,汽车零部件批发与零售,铝制结构件,汽车蓄电池"
002343.SZ,慈文传媒,"游戏及渠道推广业,影视业,影视,游戏及渠道推广,艺人经纪服务业"
300514.SZ,友讯达,"电能表,无线网络,电力终端,非电力,电力"
002885.SZ,京泉华,"电源,特种变压器,电子元器件,磁性元器件"
688055.SH,龙腾光电,"薄膜晶体管液晶显示器,废料,手机面板,工控＆车载面板,笔电面板,薄膜晶体管液晶显示器制造,出租,车载和工控面板"
603278.SH,大业股份,"汽车配件加工制造,喷涂,桥坯,胶管钢丝,钢帘线,金属丝绳制品,胎圈钢丝,金属表面喷涂"
002543.SZ,万和电气,"综合服务,工业,生活热水,厨房电器,厨卫家电"
002899.SZ,英派斯,"商用,家用,户外,体育健身销售"
603042.SH,华脉科技,"无线通信网络设备制造,天线,微波无源器件,ODN网络物理连接及保护设备,光无源器件,发电机组制造,光缆,发电机组,光通信网络设备制造"
605088.SH,冠盛股份,"速万向节,悬架转,轮毂轴承单元,减震器,橡胶件,橡胶减震,传动轴总成,汽车零部件"
301068.SZ,大地海洋,"电子废物拆解处理,电子废物拆解产物销售,危险废物无害化处置服务,电子废物,危险废物,废弃电器电子处理基金补贴,危险废物无害化处置,危险废物资源化利用,废弃资源综合利用"
300604.SZ,长川科技,"分选机,测试机,集成电路电子工业专用设备"
605128.SH,上海沿浦,"汽车座椅骨架总成,骨架总成,注塑,模具,注塑件,冲压件,汽车零部件"
603880.SH,南卫股份,"急救包,工业,防护用品,贴膏剂,创可贴,敷贴,胶布胶带及绷带"
600592.SH,龙溪股份,"针织机,轴承,滚动功能部件,抵销,齿轮箱,汽车配件,粉末冶金"
301106.SZ,骏成科技,"单色液晶显示屏,单色液晶显示模组,新型电子元器件及设备制造,彩色液晶显示模组"
002404.SZ,嘉欣丝绸,"丝,五金,蚕茧,面料,投资性房地产相关,印染,服装,丝绸服装及相关,运费"
603986.SH,兆易创新,"存储芯片,微控制器,集成电路,传感器"
002584.SZ,西陇科学,"锂电池正极材料,医疗,体外诊断试剂,电子化学品,通用试剂,新能源,化工,化工原料,原料药及食品添加剂,服务"
301199.SZ,迈赫股份,"公用动力及装备能源供应系统项目,智能装备系统及动力能源供应系统,智能装备系统项目,规划设计服务,公用动力及装备能源供应系统,汽车,智能装备系统,设计"
600023.SH,浙能电力,"电力及供热-分部,电力热力生产及供应,售电,热力,供热,电力销售,蒸汽,电力,蒸汽销售"
000726.SZ,鲁泰A,"棉花,衬衣,面料,防护用品,电和汽,纺织服装"
300291.SZ,百纳千成,"传媒,营销,影视,电影,剧集,综艺,体育,动漫"
600073.SH,上海梅林,"牛羊肉,猪肉制品,生猪养殖,肉食品,品牌食品,冷鲜猪肉,饮用水,罐头食品,综合食品,猪肉产业链,罐头"
300381.SZ,溢多利,"生物制品,甾体激素原料药,功能性饲料添加剂,生殖保健系统用药原料药,呼吸和免疫系统用药原料药,饲料用酶制剂,生物医药,生物酶制剂,生物农牧"
300901.SZ,中胤时尚,"鞋履生产,供应链整合,鞋履设计,专业技术服务业,图案设计"
688220.SH,翱捷科技,"芯片定制,集成电路,定制芯片销售,芯片,芯片定制设计服务,定制芯片的量产销售,半导体IP授权,芯片销售"
600033.SH,福建高速,"高速公路收费,罗宁高速公路,泉厦高速,泉厦高速公路,通行费分配,罗宁高速,福泉高速,福泉高速公路"
300537.SZ,广信材料,"化学品,油墨,涂料,精细化学品,新能源材料"
301090.SZ,华润材料,"原料,代理服务,聚酯瓶片,仓储服务,聚酯,码头服务,销售"
688181.SH,八亿时空,"电子专用材料制造（C）,混合液晶,液晶单体,液晶单夫"
300118.SZ,东方日升,"太阳能电站EPC与转让,工业,多晶硅,光伏电站电费,灯具储能系统及辅助光伏,光伏电池封装胶膜（EVA）,太阳能电池及组件"
,,"零售,房屋租赁,分部间抵销,租赁,商品销售分部,商品销售,房屋租赁分部"
300245.SZ,天玑科技,"金融,IT软件服务,能源交通,电信,IT专业服务,IT支持与维护,IT外包服务,软硬件销售,自有销售,政府"
300953.SZ,震裕科技,"精密结构件,电机铁芯,模具,配件,修模改模,动力锂电池精密结构件"
300126.SZ,锐奇股份,"配件,电动工具"
300751.SZ,迈为股份,"单机,太阳能电池丝网印刷成套设备,太阳能光伏,太阳能电池成套生产设备,配件"
,,"原料药分部,化学原料药,出租分部,技术服务分部,医药制造业,电信增值分部,服务"
000061.SZ,农产品,"农加工生产,减:公司内部抵销,农批发市场经营,公司内部抵销,市场配套服务"
600817.SH,宇通重工,"机械设备分部,服务业,环卫服务,汽车内饰分部,配件销售,材料销售,分部间抵销,经营租赁,租赁,环卫服务分部,加工,汽车内饰,环卫设备,工程施工,制造业,工程机械"
605507.SH,国邦医药,"动保添加剂及制剂,医药原料药,销售商品,医药板块,关键医药中间体,租赁,医药制剂,提供劳务,动保原料药,动物保健品板块"
688227.SH,品高股份,"云解决方案,云租赁服务,轨交,信息化,电信,汽车,云计算,政府事业单位,云销售,教育&金融"
301175.SZ,中科环保,"试运行项目,炉渣销售,BOT建造期,热网建设费,危废处理,晋城生活垃圾焚烧发电项目,生活垃圾焚烧发电,环保设备销售及技术服务,餐厨污泥处理,PPP项目建造期,试运行,渗滤液处理"
002923.SZ,润都股份,"原料药,化学药品制剂制造,原料药制造,制剂,医药中间体"
300174.SZ,元力股份,"硅胶,网络游戏,硅酸钠,活性炭,硅化物"
600992.SH,贵绳股份,",钢丝,索具,受托加工物资,钢绞线,钢绳"
001258.SZ,立新能源,"电力热力生产和供应业,电力销售,运维服务,风力发电,光伏发电,购售电服务"
301216.SZ,万凯新材,"光伏背板基材PET,大有光PET,原材料贸易,聚酯,瓶级PET"
600017.SH,日照港,"代理,物流代理,港务管理,装卸,堆存,港口服务"
600187.SH,国中水务,"设备销售,自来水,工程总包,工程技术咨询服务,供暖,污水处理分部,工程服务,分部间抵销,供热,供热分部,自来水销售,设备服务,供暖服务,污水处理,自来水供水分部"
002623.SZ,亚玛顿,"新能源,电力销售,太阳能组件,太阳能玻璃,电子玻璃及显示器件,太阳玻璃"
688160.SH,步科股份,"驱动系统,控制系统,通用自动化,可编程逻辑控制器,人机界面,数字化工厂"
301043.SZ,绿岛风,"室内通风系统,新风,风幕机"
300045.SZ,华力创通,"卫星应用,电子信息产业,雷达仿真测试,轨道交通装备,仿真应用集成,机电仿真测试,雷达信号处理,轨道交通应用"
301032.SZ,新柴股份,"柴油机,内燃机,柴油机及配件,农业机械用,工程机械用,配件,销售运费"
603192.SH,汇得科技,"弹性体及原液,聚氨酯弹性体原液,革用聚氨酯,弹性体原液,聚酯多元醇,聚氨酯弹性体及原液,聚氨酯"
688215.SH,瑞晟智能,"管理信息系统,智能消防及通风系统,智能物流系统,悬挂生产系统,非悬挂式,智能工厂装备,悬挂式仓储分拣系统,智能消防排烟及通风系统及相关配件服务,悬挂式,仓储分拣系统,智能物流系统及相关配件服务,非悬挂式仓储分拣系统,相关,综合性智能物流系统"
600355.SH,精伦电子,"商用终端,智能控制,软件与信息服务,商用智能终端,智能互联,智能制造,软件和信息技术服务业"
600593.SH,大连圣亚,"景区经营,商业租赁,动物经营,动物租赁,商业运营,会展服务,提供劳务,旅游服务业,动物销售"
000888.SZ,峨眉山A,"游山门票,宾馆酒店服务,客运索道,茶业,演艺,旅行社,宾馆酒店服务业,茶叶"
600493.SH,凤竹纺织,"纺纱,纺织,印花成品,印花,染整加工,染整成品,染纱,纺织-分部"
688170.SH,德龙激光,"设备销售,年度维保,激光设备租赁服务,激光器代加工,精密激光加工设备,激光加工服务,激光器,激光器设备租赁"
603967.SH,中创物流,"智慧冷链物流,综合物流服务,货运代理,沿海运输,项目大件物流,船舶代理,场站,跨境集装箱物流,新能源工程物流"
600630.SH,龙头股份,"加盟店,服装服饰,国内贸易,防疫,自有品牌-家用纺织品,物业租赁,针织面料,公司内部各分部务分部务分部相互抵,授权品牌,分部相互抵销,针织服装,自有品牌,进出口贸易,服装服饰业,自有品牌-针织品,毛巾,授权品牌-服装服饰,童装内衣,自有品牌-服装服饰,公司内部各分部相互抵销,家用纺织,直营店,床上用品,进出口,授权品牌-针织品"
002672.SZ,东江环保,"环境工程,工业废物处理处置服务,工业废物资源化利用,未分配金额,稀贵金属回收利用,环境工程及服务,分部间抵销,市政废物处理处置服务,家电拆解,再生能源利用,工业废物处理处置,电子废弃物拆解,市政废物处理处置"
000802.SZ,北京文化,"影视及经纪,旅游酒店服务,电视剧网剧,电影,旅游景区,租赁,艺人经纪,电视剧综艺新媒体"
301256.SZ,华融化学,"钾,化工生产与销售,化工,氯"
688231.SH,隆达股份,"高温耐蚀合金,合金管材"
