stock-id,name,trading-status,industry,business,child-business,market-cap,update-date,一级行业,二级行业,三级行业,证券名称,证券代码,总市值,asset_subtype,sym,mktcap,ls,am,ric,product_subtype,am_u,yld,pc,pe,nc,ccy,nm,mktcap_u,suspend,涨跌幅,最新价
01728,正通汽車,N,非必需性消費,零售相關,汽車零售,1720261452.0,2023-07-18T18:15:51,非必需性消费,零售相关,汽车零售,正通汽车,01728.HK,17.2,ODSH,1728,1.72,0.600,,1728.HK,,,,0.00,,0.000,HKD,正通汽車,B,,0.0,0.600
01729,匯聚科技,N,資訊科技,資訊科技器材,電訊設備,2918928000.0,2023-07-18T18:15:51,科技,资讯科技器材,电讯设备,汇聚科技,01729.HK,29.2,ODSH,1729,2.91,1.500,,1729.HK,,,0.67,0.00,13.56,0.000,HKD,匯聚科技,B,,0.0,1.500
01730,LHN,N,地產建築,地產,地產投資,854695886.0,2023-07-18T18:15:51,地产建筑,地产,地产投资,LHN,01730.HK,8.5,ODSH,1730,854.69,2.090,,1730.HK,,,5.53,0.00,3.32,0.000,HKD,LHN,M,,0.0,2.090
01731,其利工業集團,N,非必需性消費,紡織及服飾,其他服飾配件,940800000.0,2023-07-18T18:15:51,非必需性消费,纺织及服饰,其他服饰配件,其利工业集团,01731.HK,9.4,ODSH,1731,940.80,0.840,,1731.HK,,,5.00,0.00,11.68,0.000,HKD,其利工業集團,M,,0.0,0.840
01732,象興國際,N,工業,工業運輸,航運及港口,528000000.0,2023-07-18T18:15:51,工业,工业运输,航运及港口,象兴国际,01732.HK,5.3,ODSH,1732,528.00,0.440,,1732.HK,,,,0.00,38.26,0.000,HKD,象興國際,M,,0.0,0.440
01733,易大宗,N,能源,煤炭,煤炭,3084836536.68,2023-07-18T18:15:51,能源,煤炭,煤炭,易大宗,01733.HK,30.8,ODSH,1733,3.08,1.140,,1733.HK,,,12.72,0.00,1.92,0.000,HKD,易大宗,B,,0.0,1.140
01735,中環新能源,N,地產建築,建築,建築及服務,18437760000.0,2023-07-18T18:15:51,地产建筑,建筑,建筑及服务,中环新能源,01735.HK,184.4,ODSH,1735,18.43,17.460,,1735.HK,,,,0.00,,0.000,HKD,中環新能源,B,,0.0,17.460
01736,中國育兒網絡(新),N,資訊科技,軟件服務,電商及互聯網服務,44308598.22,2023-07-18T18:15:51,科技,软件服务,电商及互联网服务,中国育儿网络(新),01736.HK,0.4,ODSH,1736,44.30,0.180,,1736.HK,,,,0.00,,0.000,HKD,中國育兒網絡－新,M,,0.0,0.180
01737,亞洲實業集團,N,工業,工業運輸,航空貨運及物流,134000000.0,2023-07-18T18:15:51,工业,工业运输,航空货运及物流,亚洲实业集团,01737.HK,1.3,ODSH,1737,134.00,0.134,,1737.HK,,,,0.00,15.58,0.000,HKD,亞洲實業集團,M,,0.0,0.134
01738,飛尚無煙煤,N,能源,煤炭,煤炭,786911106.0,2023-07-18T18:15:51,能源,煤炭,煤炭,飞尚无烟煤,01738.HK,7.9,ODSH,1738,786.91,0.570,,1738.HK,,,,0.00,13.13,0.000,HKD,飛尚無煙煤,M,,0.0,0.570
01739,齊屹科技,N,地產建築,建築,建築及服務,412203992.4,2023-07-18T18:15:51,地产建筑,建筑,建筑及服务,齐屹科技,01739.HK,4.1,ODSH,1739,412.20,0.360,,1739.HK,,,,0.00,,0.000,HKD,齊屹科技,M,,0.0,0.360
01740,新石文化,N,非必需性消費,媒體及娛樂,影視娛樂,112050000.0,2023-07-18T18:15:51,非必需性消费,媒体及娱乐,影视娱乐,新石文化,01740.HK,1.1,ODSH,1740,112.05,0.108,,1740.HK,,,,0.00,,0.000,HKD,新石文化,M,,0.0,0.108
01741,日贏控股,N,地產建築,建築,建築及服務,1000000000.0,2023-07-18T18:15:51,地产建筑,建筑,建筑及服务,日赢控股,01741.HK,10.0,ODSH,1741,1.00,1.250,,1741.HK,,,,0.00,,0.000,HKD,日贏控股,B,,0.0,1.250
01742,HPC HOLDINGS,N,地產建築,建築,建築及服務,100800000.0,2023-07-18T18:15:51,地产建筑,建筑,建筑及服务,HPC HOLDINGS,01742.HK,1.0,ODSH,1742,100.80,0.063,,1742.HK,,,,0.00,5.63,0.000,HKD,HPC HOLDINGS,M,,0.0,0.063
01745,LVJI TECH,N,資訊科技,軟件服務,軟件開發,1096228459.0,2023-07-18T18:15:51,科技,软件服务,软件开发,LVJI TECH,01745.HK,11.0,ODSH,1745,1.09,0.680,,1745.HK,,,,0.00,23.37,0.000,HKD,LVJI TECH,B,,0.0,0.680
01746,萬順集團控股,N,地產建築,建築,建築及服務,160000000.0,2023-07-18T18:15:51,地产建筑,建筑,建筑及服务,万顺集团控股,01746.HK,1.6,ODSH,1746,160.00,0.160,,1746.HK,,,,0.00,800.00,0.000,HKD,萬順集團控股,M,,0.0,0.160
01747,HOME CONTROL,N,非必需性消費,家庭電器及用品,消費電子產品,292402260.82,2023-07-18T18:15:51,非必需性消费,家庭电器及用品,消费电子产品,HOME CONTROL,01747.HK,2.9,ODSH,1747,292.40,0.580,,1747.HK,,,,0.00,8.15,0.000,HKD,HOME CONTROL,M,,0.0,0.580
01748,信源企業集團,N,工業,工業運輸,航運及港口,919600000.0,2023-07-18T18:15:51,工业,工业运输,航运及港口,信源企业集团,01748.HK,9.2,ODSH,1748,919.60,2.090,,1748.HK,,,,0.00,10.78,0.000,HKD,信源企業集團,M,,0.0,2.090
01749,杉杉品牌,N,非必需性消費,紡織及服飾,服裝,13360000.0,2023-07-18T18:15:51,非必需性消费,纺织及服饰,服装,杉杉品牌,01749.HK,0.1,ODSH,1749,13.36,0.400,,1749.HK,,,11.00,0.00,2.93,0.000,HKD,杉杉品牌,M,,0.0,0.400
01750,全達電器集團控股,N,工業,工業工程,工業零件及器材,55800000.0,2023-07-18T18:15:51,工业,工业工程,工业零件及器材,全达电器集团控股,01750.HK,0.6,ODSH,1750,55.80,0.031,,1750.HK,,,,0.00,6.74,0.000,HKD,全達電器集團控股,M,,0.0,0.031
01751,景聯集團,N,地產建築,建築,建築及服務,241920000.0,2023-07-18T18:15:51,地产建筑,建筑,建筑及服务,景联集团,01751.HK,2.4,ODSH,1751,241.92,1.000,,1751.HK,,,,0.00,,0.000,HKD,景聯集團,M,,0.0,1.000
01752,澳洲成峰高教,N,非必需性消費,支援服務,教育,124099932.0,2023-07-18T18:15:51,非必需性消费,支援服务,教育,澳洲成峰高教,01752.HK,1.2,ODSH,1752,124.09,0.051,,1752.HK,,,,0.00,,0.000,HKD,澳洲成峰高教,M,,0.0,0.051
01753,兌吧,N,非必需性消費,媒體及娛樂,廣告及宣傳,376888120.0,2023-07-18T18:15:51,非必需性消费,媒体及娱乐,广告及宣传,兑吧,01753.HK,3.8,ODSH,1753,376.88,0.350,,1753.HK,,,,0.00,,0.000,HKD,兌吧,M,,0.0,0.350
01755,新城悅服務,N,地產建築,地產,物業管理及服務,3328484420.0,2023-07-18T18:15:51,地产建筑,地产,物业管理及服务,新城悦服务,01755.HK,33.3,ODSH,1755,3.32,3.820,,1755.HK,,,4.55,0.00,6.82,0.000,HKD,新城悅服務,B,,0.0,3.820
01756,中國職業教育,N,非必需性消費,支援服務,教育,960000000.0,2023-07-18T18:15:51,非必需性消费,支援服务,教育,中国职业教育,01756.HK,9.6,ODSH,1756,960.00,0.800,,1756.HK,,,,0.00,3.45,0.000,HKD,中國職業教育,M,,0.0,0.800
01757,俊裕地基,N,地產建築,建築,重型基建,205200000.0,2023-07-18T18:15:51,地产建筑,建筑,重型基建,俊裕地基,01757.HK,2.1,ODSH,1757,205.20,0.171,,1757.HK,,,,0.00,244.29,0.000,HKD,俊裕地基,M,,0.0,0.171
01758,博駿教育,N,非必需性消費,支援服務,教育,125743968.0,2023-07-18T18:15:51,非必需性消费,支援服务,教育,博骏教育,01758.HK,1.3,ODSH,1758,125.74,0.153,,1758.HK,,,,0.00,,0.000,HKD,博駿教育,M,,0.0,0.153
01759,中油潔能控股,N,公用事業,公用事業,燃氣,106920000.0,2023-07-18T18:15:51,公用事业,公用事业,燃气,中油洁能控股,01759.HK,1.1,ODSH,1759,106.92,0.495,,1759.HK,,,,0.00,8.56,0.000,HKD,中油潔能控股,M,,0.0,0.495
01760,英恒科技,N,非必需性消費,汽車,汽車零件,5491702795.0,2023-07-18T18:15:51,非必需性消费,汽车,汽车零件,英恒科技,01760.HK,54.9,ODSH,1760,5.49,5.050,,1760.HK,,,2.59,0.00,11.69,0.000,HKD,英恒科技,B,,0.0,5.050
01761,寶寶樹集團,S,非必需性消費,媒體及娛樂,廣告及宣傳,440088576.385,2023-07-18T18:15:51,非必需性消费,媒体及娱乐,广告及宣传,宝宝树集团,01761.HK,4.4,ODSH,1761,440.08,0.265,,1761.HK,,,,0.00,,0.000,HKD,寶寶樹集團,M,True,0.0,0.265
01762,萬咖壹聯,N,非必需性消費,媒體及娛樂,廣告及宣傳,260902112.85,2023-07-18T18:15:51,非必需性消费,媒体及娱乐,广告及宣传,万咖壹联,01762.HK,2.6,ODSH,1762,260.90,0.171,,1762.HK,,,,0.00,,0.000,HKD,萬咖壹聯,M,,0.0,0.171
01763,中國同輻,N,醫療保健,藥品及生物科技,藥品,1117963824.0,2023-07-18T18:15:51,医疗保健,药品及生物科技,药品,中国同辐,01763.HK,11.2,ODSH,1763,1.11,13.980,,1763.HK,,,3.42,0.00,10.13,0.000,HKD,中國同輻,B,,0.0,13.980
01765,希望教育,N,非必需性消費,支援服務,教育,4112487353.0,2023-07-18T18:15:51,非必需性消费,支援服务,教育,希望教育,01765.HK,41.1,ODSH,1765,4.11,0.500,,1765.HK,,,,0.00,8.35,0.000,HKD,希望教育,B,,0.0,0.500
01766,中國中車,N,工業,工業工程,商用車及貨車,18883005292.8,2023-07-18T18:15:51,工业,工业工程,商用车及货车,中国中车,01766.HK,188.8,ODSH,1766,18.88,4.320,,1766.HK,,,5.08,0.00,9.44,0.000,HKD,中國中車,B,,0.0,4.320
01767,TS WONDERS,N,必需性消費,食品飲料,包裝食品,161000000.0,2023-07-18T18:15:51,必需性消费,食品饮料,包装食品,TS WONDERS,01767.HK,1.6,ODSH,1767,161.00,0.161,,1767.HK,,,,0.00,4.75,0.000,HKD,TS WONDERS,M,,0.0,0.161
01769,思考樂教育,N,非必需性消費,支援服務,教育,683511000.0,2023-07-18T18:15:51,非必需性消费,支援服务,教育,思考乐教育,01769.HK,6.8,ODSH,1769,683.51,1.230,,1769.HK,,,,0.00,11.15,0.000,HKD,思考樂教育,M,,0.0,1.230
01771,新豐泰集團,N,非必需性消費,零售相關,汽車零售,612000000.0,2023-07-18T18:15:51,非必需性消费,零售相关,汽车零售,新丰泰集团,01771.HK,6.1,ODSH,1771,612.00,1.020,,1771.HK,,,5.88,0.00,6.61,0.000,HKD,新豐泰集團,M,,0.0,1.020
01772,贛鋒鋰業,N,原材料,一般金屬及礦石,其他金屬及礦石,20985852160.0,2023-07-18T18:15:51,原材料,一般金属及矿石,其他金属及矿石,赣锋锂业,01772.HK,209.9,ODSH,1772,20.98,52.000,,1772.HK,,,2.09,0.00,4.53,0.000,HKD,贛鋒鋰業,B,,0.0,52.000
01773,天立國際控股,N,非必需性消費,支援服務,教育,4221840000.0,2023-07-18T18:15:51,非必需性消费,支援服务,教育,天立国际控股,01773.HK,42.2,ODSH,1773,4.22,1.960,,1773.HK,,,2.68,0.00,39.76,0.000,HKD,天立國際控股,B,,0.0,1.960
01775,精英匯集團,N,非必需性消費,支援服務,教育,167518560.0,2023-07-18T18:15:51,非必需性消费,支援服务,教育,精英汇集团,01775.HK,1.7,ODSH,1775,167.51,0.330,,1775.HK,,,,0.00,,0.000,HKD,精英匯集團,M,,0.0,0.330
01776,廣發証券,N,金融,其他金融,證券及經紀,18141147492.0,2023-07-18T18:15:51,金融,其他金融,证券及经纪,广发证券,01776.HK,181.4,ODSH,1776,18.14,10.660,,1776.HK,,,3.57,0.00,9.27,0.000,HKD,廣發証券,B,,0.0,10.660
01777,花樣年控股,S,地產建築,地產,地產發展商,1154519572.8,2023-07-18T18:15:51,地产建筑,地产,地产发展商,花样年控股,01777.HK,11.5,ODSH,1777,1.15,0.200,,1777.HK,,,35.25,0.00,1.00,0.000,HKD,花樣年控股,B,True,0.0,0.200
01778,彩生活,N,地產建築,地產,物業管理及服務,706574733.15,2023-07-18T18:15:51,地产建筑,地产,物业管理及服务,彩生活,01778.HK,7.1,ODSH,1778,706.57,0.475,,1778.HK,,,,0.00,21.02,0.000,HKD,彩生活,M,,0.0,0.475
01780,B & D STRATEGIC,N,地產建築,建築,建築及服務,1178000000.0,2023-07-18T18:15:51,地产建筑,建筑,建筑及服务,B & D STRATEGIC,01780.HK,11.8,ODSH,1780,1.17,1.900,,1780.HK,,,,0.00,226.19,0.000,HKD,B & D STRATEGIC,B,,0.0,1.900
01782,國際商業數字技術,N,資訊科技,軟件服務,系統開發及顧問,4267200000.0,2023-07-18T18:15:51,科技,软件服务,系统开发及顾问,国际商业数字技术,01782.HK,42.7,ODSH,1782,4.26,5.600,,1782.HK,,,,0.00,,0.000,HKD,國際商業數字技術,B,,0.0,5.600
01783,金侖控股有限公司,N,地產建築,建築,建築及服務,343522625.0,2023-07-18T18:15:51,地产建筑,建筑,建筑及服务,金仑控股有限公司,01783.HK,3.4,ODSH,1783,343.52,0.310,,1783.HK,,,,0.00,,0.000,HKD,金侖控股有限公司,M,,0.0,0.310
01785,成都高速,N,工業,工業運輸,鐵路及公路,866593800.0,2023-07-18T18:15:51,工业,工业运输,铁路及公路,成都高速,01785.HK,8.7,ODSH,1785,866.59,1.900,,1785.HK,,,10.64,0.00,5.49,0.000,HKD,成都高速,M,,0.0,1.900
01786,鐵建裝備,N,工業,工業工程,重型機械,388287000.0,2023-07-18T18:15:51,工业,工业工程,重型机械,铁建装备,01786.HK,3.9,ODSH,1786,388.28,0.730,,1786.HK,,,3.70,0.00,8.43,0.000,HKD,鐵建裝備,M,,0.0,0.730
01787,山東黃金,N,原材料,黃金及貴金屬,黃金及貴金屬,13795318018.68,2023-07-18T18:15:51,原材料,黄金及贵金属,黄金及贵金属,山东黄金,01787.HK,138.0,ODSH,1787,13.79,16.060,,1787.HK,,,0.48,0.00,75.90,0.000,HKD,山東黃金,B,,0.0,16.060
01788,國泰君安國際,N,金融,其他金融,證券及經紀,5636856877.13,2023-07-18T18:15:51,金融,其他金融,证券及经纪,国泰君安国际,01788.HK,56.4,ODSH,1788,5.63,0.590,,1788.HK,,,8.47,0.00,70.24,0.000,HKD,國泰君安國際,B,,0.0,0.590
01789,愛康醫療,N,醫療保健,醫療保健設備及服務,醫療保健設備,7893044234.24,2023-07-18T18:15:51,医疗保健,医疗保健设备及服务,医疗保健设备,爱康医疗,01789.HK,78.9,ODSH,1789,7.89,7.040,,1789.HK,,,0.85,0.00,33.73,0.000,HKD,愛康醫療,B,,0.0,7.040
01790,達力環保,N,公用事業,公用事業,水務,710000000.0,2023-07-18T18:15:51,公用事业,公用事业,水务,达力环保,01790.HK,7.1,ODSH,1790,710.00,0.710,,1790.HK,,,7.04,0.00,10.43,0.000,HKD,達力環保,M,,0.0,0.710
01792,CMON,N,非必需性消費,家庭電器及用品,玩具及消閒用品,52374000.0,2023-07-18T18:15:51,非必需性消费,家庭电器及用品,玩具及消闲用品,CMON,01792.HK,0.5,ODSH,1792,52.37,0.029,,1792.HK,,,,0.00,12.61,0.000,HKD,CMON,M,,0.0,0.029
01793,偉工控股,N,地產建築,建築,建築及服務,144800000.0,2023-07-18T18:15:51,地产建筑,建筑,建筑及服务,伟工控股,01793.HK,1.4,ODSH,1793,144.80,0.181,,1793.HK,,,6.63,0.00,24.13,0.000,HKD,偉工控股,M,,0.0,0.181
01795,亞東集團,N,非必需性消費,紡織及服飾,紡織品及布料,1680000000.0,2023-07-18T18:15:51,非必需性消费,纺织及服饰,纺织品及布料,亚东集团,01795.HK,16.8,ODSH,1795,1.68,2.800,,1795.HK,,,1.07,0.00,29.85,0.000,HKD,亞東集團,B,,0.0,2.800
01796,耀高控股,N,地產建築,建築,建築及服務,460800000.0,2023-07-18T18:15:51,地产建筑,建筑,建筑及服务,耀高控股,01796.HK,4.6,ODSH,1796,460.80,0.960,,1796.HK,,,,0.00,,0.000,HKD,耀高控股,M,,0.0,0.960
01797,東方甄選,N,非必需性消費,支援服務,教育,30170707602.0,2023-07-18T18:15:51,非必需性消费,支援服务,教育,东方甄选,01797.HK,301.7,ODSH,1797,30.17,29.750,,1797.HK,,,,0.00,,0.000,HKD,東方甄選,B,,0.0,29.750
01798,大唐新能源,N,公用事業,公用事業,環保能源,6352720594.0,2023-07-18T18:15:51,公用事业,公用事业,环保能源,大唐新能源,01798.HK,63.5,ODSH,1798,6.35,2.540,,1798.HK,,,2.13,0.00,5.59,0.000,HKD,大唐新能源,B,,0.0,2.540
01799,新特能源,N,公用事業,公用事業,環保能源,5725318906.32,2023-07-18T18:15:51,公用事业,公用事业,环保能源,新特能源,01799.HK,57.3,ODSH,1799,5.72,15.220,,1799.HK,,,,0.00,1.45,0.000,HKD,新特能源,B,,0.0,15.220
01800,中國交通建設,N,地產建築,建築,重型基建,18999446800.0,2023-07-18T18:15:51,地产建筑,建筑,重型基建,中国交通建设,01800.HK,190.0,ODSH,1800,18.99,4.300,,1800.HK,,,5.75,0.00,3.35,0.000,HKD,中國交通建設,B,,0.0,4.300
01801,信達生物,N,醫療保健,藥品及生物科技,藥品,48532682898.0,2023-07-18T18:15:51,医疗保健,药品及生物科技,药品,信达生物,01801.HK,485.3,ODSH,1801,48.53,31.500,,1801.HK,,,,0.00,,0.000,HKD,信達生物,B,,0.0,31.500
01802,文業集團,S,地產建築,建築,建築及服務,427680000.0,2023-07-18T18:15:51,地产建筑,建筑,建筑及服务,文业集团,01802.HK,4.3,ODSH,1802,427.68,0.720,,1802.HK,,,,0.00,17.18,0.000,HKD,文業集團,M,True,0.0,0.720
01803,北京體育文化,N,非必需性消費,旅遊及休閒設施,休閒及文娛設施,223875021.0,2023-07-18T18:15:51,非必需性消费,旅游及休闲设施,休闲及文娱设施,北京体育文化,01803.HK,2.2,ODSH,1803,223.87,0.159,,1803.HK,,,,0.00,,0.000,HKD,北京體育文化,M,,0.0,0.159
01808,企展控股,N,資訊科技,軟件服務,系統開發及顧問,238771476.45,2023-07-18T18:15:51,科技,软件服务,系统开发及顾问,企展控股,01808.HK,2.4,ODSH,1808,238.77,1.170,,1808.HK,,,,0.00,,0.000,HKD,企展控股,M,,0.0,1.170
01809,浦林成山,N,非必需性消費,汽車,汽車零件,4168682000.0,2023-07-18T18:15:51,非必需性消费,汽车,汽车零件,浦林成山,01809.HK,41.7,ODSH,1809,4.16,6.550,,1809.HK,,,3.05,0.00,9.37,0.000,HKD,浦林成山,B,,0.0,6.550
01810,小米集團-W,N,資訊科技,資訊科技器材,電訊設備,280484797174.4,2023-07-18T18:15:51,科技,资讯科技器材,电讯设备,小米集团-W,01810.HK,2804.8,ODSH,1810,280.48,11.200,,1810.HK,,,,0.00,98.77,0.000,HKD,小米集團－Ｗ,B,,0.0,11.200
01811,中廣核新能源,N,公用事業,公用事業,環保能源,9525629280.0,2023-07-18T18:15:51,公用事业,公用事业,环保能源,中广核新能源,01811.HK,95.3,ODSH,1811,9.52,2.220,,1811.HK,,,3.19,0.00,6.25,0.000,HKD,中廣核新能源,B,,0.0,2.220
01812,晨鳴紙業,N,原材料,其他原材料,紙品相關,1331329230.0,2023-07-18T18:15:51,原材料,其他原材料,纸品相关,晨鸣纸业,01812.HK,13.3,ODSH,1812,1.33,2.520,,1812.HK,,,,0.00,74.56,0.000,HKD,晨鳴紙業,B,,0.0,2.520
01813,合景泰富集團,N,地產建築,地產,地產發展商,3179562068.85,2023-07-18T18:15:51,地产建筑,地产,地产发展商,合景泰富集团,01813.HK,31.8,ODSH,1813,3.17,0.930,,1813.HK,,,,0.00,,0.000,HKD,合景泰富集團,B,,0.0,0.930
01815,金貓銀貓,N,非必需性消費,零售相關,其他零售,470392515.2,2023-07-18T18:15:51,非必需性消费,零售相关,其他零售,金猫银猫,01815.HK,4.7,ODSH,1815,470.39,0.380,,1815.HK,,,,0.00,,0.000,HKD,金貓銀貓,M,,0.0,0.380
01816,中廣核電力,N,公用事業,公用事業,電力,21434160000.0,2023-07-18T18:15:51,公用事业,公用事业,电力,中广核电力,01816.HK,214.3,ODSH,1816,21.43,1.920,,1816.HK,,,5.04,0.00,8.61,0.000,HKD,中廣核電力,B,,0.0,1.920
01817,慕尚集團控股,N,非必需性消費,零售相關,服裝零售,2280000000.0,2023-07-18T18:15:51,非必需性消费,零售相关,服装零售,慕尚集团控股,01817.HK,22.8,ODSH,1817,2.28,2.400,,1817.HK,,,,0.00,156.86,0.000,HKD,慕尚集團控股,B,,0.0,2.400
01818,招金礦業,N,原材料,黃金及貴金屬,黃金及貴金屬,30166462701.32,2023-07-18T18:15:51,原材料,黄金及贵金属,黄金及贵金属,招金矿业,01818.HK,301.7,ODSH,1818,30.16,11.560,,1818.HK,,,0.38,0.00,145.04,0.000,HKD,招金礦業,B,,0.0,11.560
01820,濟豐包裝,N,工業,工業支援,印刷及包裝,1899994240.0,2023-07-18T18:15:51,工业,工业支援,印刷及包装,济丰包装,01820.HK,19.0,ODSH,1820,1.89,6.320,,1820.HK,,,2.53,0.00,73.83,0.000,HKD,濟豐包裝,B,,0.0,6.320
01821,ESR,N,金融,其他金融,資產管理,56504431701.6,2023-07-18T18:15:51,金融,其他金融,资产管理,ESR,01821.HK,565.0,ODSH,1821,56.50,12.900,,1821.HK,,,1.94,0.00,12.82,0.000,HKD,ESR,B,,0.0,12.900
01822,中木國際,N,原材料,其他原材料,林業及木材,246765124.8,2023-07-18T18:15:51,原材料,其他原材料,林业及木材,中木国际,01822.HK,2.5,ODSH,1822,246.76,0.072,,1822.HK,,,,0.00,,0.000,HKD,中木國際,M,,0.0,0.072
01823,華昱高速,N,工業,工業運輸,鐵路及公路,722064000.0,2023-07-18T18:15:51,工业,工业运输,铁路及公路,华昱高速,01823.HK,7.2,ODSH,1823,722.06,1.750,,1823.HK,,,6.91,0.00,13.07,0.000,HKD,華昱高速,M,,0.0,1.750
01825,STERLING GP,N,非必需性消費,紡織及服飾,服裝,29520000.0,2023-07-18T18:15:51,非必需性消费,纺织及服饰,服装,STERLING GP,01825.HK,0.3,ODSH,1825,29.52,0.123,,1825.HK,,,,0.00,1.32,0.000,HKD,STERLING GP,M,,0.0,0.123
01826,豐展控股,N,地產建築,建築,建築及服務,106560000.0,2023-07-18T18:15:51,地产建筑,建筑,建筑及服务,丰展控股,01826.HK,1.1,ODSH,1826,106.56,0.080,,1826.HK,,,,0.00,,0.000,HKD,豐展控股,M,,0.0,0.080
01827,卓珈控股,N,醫療保健,醫療保健設備及服務,醫療及醫學美容服務,560000000.0,2023-07-18T18:15:51,医疗保健,医疗保健设备及服务,医疗及医学美容服务,卓珈控股,01827.HK,5.6,ODSH,1827,560.00,1.400,,1827.HK,,,,0.00,,0.000,HKD,卓珈控股,M,,0.0,1.400
01830,完美醫療,N,醫療保健,醫療保健設備及服務,醫療及醫學美容服務,5440804218.43,2023-07-18T18:15:51,医疗保健,医疗保健设备及服务,医疗及医学美容服务,完美医疗,01830.HK,54.4,ODSH,1830,5.44,4.330,,1830.HK,,,6.93,0.00,17.13,0.000,HKD,完美醫療,B,,0.0,4.330
01831,十方控股,N,非必需性消費,媒體及娛樂,廣告及宣傳,215089909.8,2023-07-18T18:15:51,非必需性消费,媒体及娱乐,广告及宣传,十方控股,01831.HK,2.2,ODSH,1831,215.08,0.200,,1831.HK,,,,0.00,,0.000,HKD,十方控股,M,,0.0,0.200
01832,海天地悅旅,N,非必需性消費,旅遊及休閒設施,酒店及度假村,284400000.0,2023-07-18T18:15:51,非必需性消费,旅游及休闲设施,酒店及度假村,海天地悦旅,01832.HK,2.8,ODSH,1832,284.40,0.790,,1832.HK,,,,0.00,,0.000,HKD,海天地悅旅,M,,0.0,0.790
01833,平安好醫生,N,醫療保健,醫療保健設備及服務,醫療及醫學美容服務,21123187552.0,2023-07-18T18:15:51,医疗保健,医疗保健设备及服务,医疗及医学美容服务,平安好医生,01833.HK,211.2,ODSH,1833,21.12,18.880,,1833.HK,,,,0.00,,0.000,HKD,平安好醫生,B,,0.0,18.880
01835,瑞威資管,N,金融,其他金融,資產管理,88182000.0,2023-07-18T18:15:51,金融,其他金融,资产管理,瑞威资管,01835.HK,0.9,ODSH,1835,88.18,2.300,,1835.HK,,,,0.00,,0.000,HKD,瑞威資管,M,,0.0,2.300
01836,九興控股,N,非必需性消費,紡織及服飾,鞋履,6208911870.0,2023-07-18T18:15:51,非必需性消费,纺织及服饰,鞋履,九兴控股,01836.HK,62.1,ODSH,1836,6.20,7.820,,1836.HK,,,11.13,0.00,6.70,0.000,HKD,九興控股,B,,0.0,7.820
01837,五谷磨房,N,必需性消費,食品飲料,包裝食品,1050486720.0,2023-07-18T18:15:51,必需性消费,食品饮料,包装食品,五谷磨房,01837.HK,10.5,ODSH,1837,1.05,0.480,,1837.HK,,,,0.00,7.93,0.000,HKD,五谷磨房,B,,0.0,0.480
01838,中國地產,S,地產建築,地產,地產發展商,750766955.0,2023-07-18T18:15:51,地产建筑,地产,地产发展商,中国地产,01838.HK,7.5,ODSH,1838,750.76,0.415,,1838.HK,,,,0.00,,0.000,HKD,CHINAPROPERTIES,M,True,0.0,0.415
01839,中集車輛,N,工業,工業工程,商用車及貨車,4167368800.0,2023-07-18T18:15:51,工业,工业工程,商用车及货车,中集车辆,01839.HK,41.7,ODSH,1839,4.16,7.390,,1839.HK,,,4.51,0.00,11.80,0.000,HKD,中集車輛,B,,0.0,7.390
01841,優越集團控股,N,工業,工業支援,印刷及包裝,140000000.0,2023-07-18T18:15:51,工业,工业支援,印刷及包装,优越集团控股,01841.HK,1.4,ODSH,1841,140.00,0.350,,1841.HK,,,7.14,0.00,7.00,0.000,HKD,優越集團控股,M,,0.0,0.350
01842,植華集團,N,非必需性消費,紡織及服飾,其他服飾配件,156000000.0,2023-07-18T18:15:51,非必需性消费,纺织及服饰,其他服饰配件,植华集团,01842.HK,1.6,ODSH,1842,156.00,0.130,,1842.HK,,,,0.00,,0.000,HKD,植華集團,M,,0.0,0.130
01843,快餐帝國,N,非必需性消費,旅遊及休閒設施,餐飲,240000000.0,2023-07-18T18:15:51,非必需性消费,旅游及休闲设施,餐饮,快餐帝国,01843.HK,2.4,ODSH,1843,240.00,0.300,,1843.HK,,,2.87,0.00,24.79,0.000,HKD,快餐帝國,M,,0.0,0.300
01845,維港環保科技,N,工業,工業工程,環保工程,460000575.0,2023-07-18T18:15:51,工业,工业工程,环保工程,维港环保科技,01845.HK,4.6,ODSH,1845,460.00,0.345,,1845.HK,,,,0.00,,0.000,HKD,維港環保科技,M,,0.0,0.345
01846,德視佳,N,醫療保健,醫療保健設備及服務,醫療及醫學美容服務,1459591200.0,2023-07-18T18:15:51,医疗保健,医疗保健设备及服务,医疗及医学美容服务,德视佳,01846.HK,14.6,ODSH,1846,1.45,4.380,,1846.HK,,,1.43,0.00,16.25,0.000,HKD,德視佳,B,,0.0,4.380
01847,雲南建投混凝土,N,地產建築,建築,建築材料,107105600.0,2023-07-18T18:15:51,地产建筑,建筑,建筑材料,云南建投混凝土,01847.HK,1.1,ODSH,1847,107.10,0.800,,1847.HK,,,4.59,0.00,11.63,0.000,HKD,雲南建投混凝土,M,,0.0,0.800
01848,中國飛機租賃,N,非必需性消費,旅遊及休閒設施,航空相關,3349599084.0,2023-07-18T18:15:51,非必需性消费,旅游及休闲设施,航空相关,中国飞机租赁,01848.HK,33.5,ODSH,1848,3.34,4.500,,1848.HK,,,6.67,0.00,45.50,0.000,HKD,中國飛機租賃,B,,0.0,4.500
