stock-id,name,trading-status,industry,business,child-business,market-cap,update-date,一级行业,二级行业,三级行业,证券名称,证券代码,总市值,asset_subtype,sym,mktcap,ls,am,ric,product_subtype,am_u,yld,pc,pe,nc,ccy,nm,mktcap_u,suspend,涨跌幅,最新价
00979,綠色能源集團,N,工業,工業工程,新能源物料,184081924.512,2023-07-18T18:15:51,工业,工业工程,新能源物料,绿色能源集团,00979.HK,1.8,ODSH,979,184.08,0.162,,0979.HK,,,,0.00,,0.000,HKD,綠色能源科技集團,M,,0.0,0.162
00980,聯華超市,N,必需性消費,消費零售,超市及便利店,182574000.0,2023-07-18T18:15:51,必需性消费,消费零售,超市及便利店,联华超市,00980.HK,1.8,ODSH,980,182.57,0.490,,0980.HK,,,,0.00,,0.000,HKD,聯華超市,M,,0.0,0.490
00981,中芯國際,N,資訊科技,半導體,半導體,155506875111.0,2023-07-18T18:15:51,科技,半导体,半导体,中芯国际,00981.HK,1555.1,ODSH,981,155.50,19.620,,0981.HK,,,,0.00,10.91,0.000,HKD,中芯國際,B,,0.0,19.620
00982,華發物業服務,N,地產建築,地產,物業管理及服務,1317980520.0,2023-07-18T18:15:51,地产建筑,地产,物业管理及服务,华发物业服务,00982.HK,13.2,ODSH,982,1.31,0.131,,0982.HK,,,,0.00,6.04,0.000,HKD,華發物業服務,B,,0.0,0.131
00983,瑞安建業,N,地產建築,建築,建築及服務,392124772.2,2023-07-18T18:15:51,地产建筑,建筑,建筑及服务,瑞安建业,00983.HK,3.9,ODSH,983,392.12,1.050,,0983.HK,,,,0.00,,0.000,HKD,瑞安建業,M,,0.0,1.050
00984,永旺,N,必需性消費,消費零售,超市及便利店,218400000.0,2023-07-18T18:15:51,必需性消费,消费零售,超市及便利店,永旺,00984.HK,2.2,ODSH,984,218.40,0.840,,0984.HK,,,5.95,0.00,,0.000,HKD,永旺,M,,0.0,0.840
00985,中譽集團,N,原材料,一般金屬及礦石,銅,338610203.4,2023-07-18T18:15:51,原材料,一般金属及矿石,铜,中誉集团,00985.HK,3.4,ODSH,985,338.61,0.700,,0985.HK,,,,0.00,,0.000,HKD,中譽集團,M,,0.0,0.700
00986,中國環保能源,S,非必需性消費,紡織及服飾,珠寶鐘錶,49198809.0,2023-07-18T18:15:51,非必需性消费,纺织及服饰,珠宝钟表,中国环保能源,00986.HK,0.5,ODSH,986,49.19,0.038,,0986.HK,,,,0.00,63.33,0.000,HKD,中國環保能源,M,True,0.0,0.038
00987,中國再生能源投資,N,公用事業,公用事業,環保能源,383442091.992,2023-07-18T18:15:51,公用事业,公用事业,环保能源,中国再生能源投资,00987.HK,3.8,ODSH,987,383.44,0.153,,0987.HK,,,3.27,0.00,12.34,0.000,HKD,中國再生能源投資,M,,0.0,0.153
00988,絲路物流控股,S,工業,工業運輸,航空貨運及物流,119372963.994,2023-07-18T18:15:51,工业,工业运输,航空货运及物流,丝路物流控股,00988.HK,1.2,ODSH,988,119.37,0.186,,0988.HK,,,,0.00,,0.000,HKD,絲路物流控股,M,True,0.0,0.186
00989,華音國際控股,N,地產建築,地產,地產發展商,3025528299.36,2023-07-18T18:15:51,地产建筑,地产,地产发展商,华音国际控股,00989.HK,30.3,ODSH,989,3.02,0.420,,0989.HK,,,,0.00,7.59,0.000,HKD,華音國際控股,B,,0.0,0.420
00990,榮暉國際,N,原材料,其他原材料,特殊化工用品,11720069828.97,2023-07-18T18:15:51,原材料,其他原材料,特殊化工用品,荣晖国际,00990.HK,117.2,ODSH,990,11.72,0.870,,0990.HK,,,,0.00,9.71,0.000,HKD,榮暉國際,B,,0.0,0.870
00991,大唐發電,N,公用事業,公用事業,電力,8677082385.16,2023-07-18T18:15:51,公用事业,公用事业,电力,大唐发电,00991.HK,86.8,ODSH,991,8.67,1.420,,0991.HK,,,2.23,0.00,,0.000,HKD,大唐發電,B,,0.0,1.420
00992,聯想集團,N,資訊科技,資訊科技器材,電腦及周邊,103938076593.87,2023-07-18T18:15:51,科技,资讯科技器材,电脑及周边,联想集团,00992.HK,1039.4,ODSH,992,103.93,8.570,,0992.HK,,,4.43,0.00,8.13,0.000,HKD,聯想集團,B,,0.0,8.570
00993,華融金控,N,金融,其他金融,資產管理,487736816.616,2023-07-18T18:15:51,金融,其他金融,资产管理,华融金控,00993.HK,4.9,ODSH,993,487.73,0.056,,0993.HK,,,,0.00,,0.000,HKD,華融金控,M,,0.0,0.056
00994,中天順聯,N,地產建築,建築,建築及服務,349981800.0,2023-07-18T18:15:51,地产建筑,建筑,建筑及服务,中天顺联,00994.HK,3.5,ODSH,994,349.98,0.460,,0994.HK,,,,0.00,,0.000,HKD,中天順聯,M,,0.0,0.460
00995,安徽皖通,N,工業,工業運輸,鐵路及公路,3475720500.0,2023-07-18T18:15:51,工业,工业运输,铁路及公路,安徽皖通,00995.HK,34.8,ODSH,995,3.47,7.050,,0995.HK,,,8.60,0.00,7.18,0.000,HKD,安徽皖通高速公路,B,,0.0,7.050
00996,嘉年華國際,S,地產建築,地產,地產發展商,68242235.256,2023-07-18T18:15:51,地产建筑,地产,地产发展商,嘉年华国际,00996.HK,0.7,ODSH,996,68.24,0.072,,0996.HK,,,,0.00,,0.000,HKD,嘉年華國際,M,True,0.0,0.072
00997,普匯中金國際,N,工業,工業支援,採購及供應鏈管理,36247920.312,2023-07-18T18:15:51,工业,工业支援,采购及供应链管理,普汇中金国际,00997.HK,0.4,ODSH,997,36.24,0.031,,0997.HK,,,,0.00,,0.000,HKD,普匯中金國際,M,,0.0,0.031
00998,中信銀行,N,金融,銀行,銀行,53426965087.43,2023-07-18T18:15:51,金融,银行,银行,中信银行,00998.HK,534.3,ODSH,998,53.42,3.590,,0998.HK,,,10.03,0.00,2.72,0.000,HKD,中信銀行,B,,0.0,3.590
01000,北青傳媒,N,非必需性消費,媒體及娛樂,出版,24705450.0,2023-07-18T18:15:51,非必需性消费,媒体及娱乐,出版,北青传媒,01000.HK,0.2,ODSH,1000,24.70,0.450,,1000.HK,,,,0.00,,0.000,HKD,北青傳媒,M,,0.0,0.450
01001,滬港聯合,N,原材料,一般金屬及礦石,鋼鐵,243357439.7,2023-07-18T18:15:51,原材料,一般金属及矿石,钢铁,沪港联合,01001.HK,2.4,ODSH,1001,243.35,0.380,,1001.HK,,,6.58,0.00,2.94,0.000,HKD,滬港聯合,M,,0.0,0.380
01002,威鋮國際,N,工業,工業工程,工業零件及器材,191523609.129,2023-07-18T18:15:51,工业,工业工程,工业零件及器材,威铖国际,01002.HK,1.9,ODSH,1002,191.52,0.083,,1002.HK,,,,0.00,,0.000,HKD,威鋮國際,M,,0.0,0.083
01003,歡喜傳媒,N,非必需性消費,媒體及娛樂,影視娛樂,4095249045.44,2023-07-18T18:15:51,非必需性消费,媒体及娱乐,影视娱乐,欢喜传媒,01003.HK,41.0,ODSH,1003,4.09,1.120,,1003.HK,,,,0.00,,0.000,HKD,歡喜傳媒,B,,0.0,1.120
01004,中國智慧能源,N,公用事業,公用事業,環保能源,234358784.0,2023-07-18T18:15:51,公用事业,公用事业,环保能源,中国智慧能源,01004.HK,2.3,ODSH,1004,234.35,0.025,,1004.HK,,,,0.00,,0.000,HKD,中國智慧能源,M,,0.0,0.025
01005,美力時集團,N,非必需性消費,家庭電器及用品,玩具及消閒用品,1920756415.02,2023-07-18T18:15:51,非必需性消费,家庭电器及用品,玩具及消闲用品,美力时集团,01005.HK,19.2,ODSH,1005,1.92,2.540,,1005.HK,,,4.72,0.00,309.76,0.000,HKD,MATRIX HOLDINGS,B,,0.0,2.540
01007,龍輝國際控股,N,非必需性消費,旅遊及休閒設施,餐飲,77619216.48,2023-07-18T18:15:51,非必需性消费,旅游及休闲设施,餐饮,龙辉国际控股,01007.HK,0.8,ODSH,1007,77.61,0.780,,1007.HK,,,,0.00,,0.000,HKD,龍輝國際控股,M,,0.0,0.780
01008,力圖控股,N,工業,工業支援,印刷及包裝,261836733.878,2023-07-18T18:15:51,工业,工业支援,印刷及包装,力图控股,01008.HK,2.6,ODSH,1008,261.83,0.167,,1008.HK,,,23.95,0.00,41.75,0.000,HKD,力圖控股,M,,0.0,0.167
01009,國際娛樂,N,非必需性消費,旅遊及休閒設施,賭場及博彩,1300699373.25,2023-07-18T18:15:51,非必需性消费,旅游及休闲设施,赌场及博彩,国际娱乐,01009.HK,13.0,ODSH,1009,1.30,0.950,,1009.HK,,,,0.00,,0.000,HKD,國際娛樂,B,,0.0,0.950
01010,巴克1798集團,N,非必需性消費,旅遊及休閒設施,航空相關,314708370.7,2023-07-18T18:15:51,非必需性消费,旅游及休闲设施,航空相关,巴克1798集团,01010.HK,3.1,ODSH,1010,314.70,0.850,,1010.HK,,,,0.00,,0.000,HKD,巴克１７９８集團,M,,0.0,0.850
01011,泰凌醫藥,N,醫療保健,藥品及生物科技,藥品,118891103.15,2023-07-18T18:15:51,医疗保健,药品及生物科技,药品,泰凌医药,01011.HK,1.2,ODSH,1011,118.89,0.050,,1011.HK,,,,0.00,,0.000,HKD,泰凌醫藥,M,,0.0,0.050
01013,偉俊集團控股,N,資訊科技,資訊科技器材,電訊設備,83425533.672,2023-07-18T18:15:51,科技,资讯科技器材,电讯设备,伟俊集团控股,01013.HK,0.8,ODSH,1013,83.42,0.039,,1013.HK,,,,0.00,,0.000,HKD,偉俊集團控股,M,,0.0,0.039
01020,賽伯樂國際控股,N,資訊科技,軟件服務,電商及互聯網服務,389593904.49,2023-07-18T18:15:51,科技,软件服务,电商及互联网服务,赛伯乐国际控股,01020.HK,3.9,ODSH,1020,389.59,0.098,,1020.HK,,,,0.00,33.79,0.000,HKD,賽伯樂國際控股,M,,0.0,0.098
01022,飛魚科技,N,資訊科技,軟件服務,軟件開發,520279818.6,2023-07-18T18:15:51,科技,软件服务,软件开发,飞鱼科技,01022.HK,5.2,ODSH,1022,520.27,0.300,,1022.HK,,,,0.00,,0.000,HKD,飛魚科技,M,,0.0,0.300
01023,時代集團控股,N,非必需性消費,紡織及服飾,其他服飾配件,762689700.0,2023-07-18T18:15:51,非必需性消费,纺织及服饰,其他服饰配件,时代集团控股,01023.HK,7.6,ODSH,1023,762.68,0.790,,1023.HK,,,12.66,0.00,6.81,0.000,HKD,時代集團控股,M,,0.0,0.790
01024,快手-W,N,資訊科技,軟件服務,軟件開發,248014044449.6,2023-07-18T18:15:51,科技,软件服务,软件开发,快手-W,01024.HK,2480.1,ODSH,1024,248.01,57.200,,1024.HK,,,,0.00,,0.000,HKD,快手－Ｗ,B,,0.0,57.200
01025,嘉藝控股,N,非必需性消費,紡織及服飾,服裝,395943325.29,2023-07-18T18:15:51,非必需性消费,纺织及服饰,服装,嘉艺控股,01025.HK,4.0,ODSH,1025,395.94,0.470,,1025.HK,,,,0.00,,0.000,HKD,嘉藝控股,M,,0.0,0.470
01026,環球實業科技,N,公用事業,公用事業,水務,771820000.0,2023-07-18T18:15:51,公用事业,公用事业,水务,环球实业科技,01026.HK,7.7,ODSH,1026,771.82,0.140,,1026.HK,,,,0.00,,0.000,HKD,環球實業科技,M,,0.0,0.140
01027,中國集成控股,N,非必需性消費,家庭電器及用品,家具,119639500.0,2023-07-18T18:15:51,非必需性消费,家庭电器及用品,家具,中国集成控股,01027.HK,1.2,ODSH,1027,119.63,0.290,,1027.HK,,,,0.00,,0.000,HKD,中國集成控股,M,,0.0,0.290
01028,千百度,N,非必需性消費,紡織及服飾,鞋履,290780000.0,2023-07-18T18:15:51,非必需性消费,纺织及服饰,鞋履,千百度,01028.HK,2.9,ODSH,1028,290.78,0.140,,1028.HK,,,,0.00,17.50,0.000,HKD,千百度,M,,0.0,0.140
01029,鐵貨,N,原材料,一般金屬及礦石,鋼鐵,775288810.387,2023-07-18T18:15:51,原材料,一般金属及矿石,钢铁,铁货,01029.HK,7.8,ODSH,1029,775.28,0.091,,1029.HK,,,,0.00,,0.000,HKD,鐵貨,M,,0.0,0.091
01030,新城發展,N,地產建築,地產,地產發展商,9468093638.14,2023-07-18T18:15:51,地产建筑,地产,地产发展商,新城发展,01030.HK,94.7,ODSH,1030,9.46,1.340,,1030.HK,,,,0.00,27.46,0.000,HKD,新城發展,B,,0.0,1.340
01033,中石化油服,N,能源,石油及天然氣,油氣設備與服務,3086528044.74,2023-07-18T18:15:51,能源,石油及天然气,油气设备与服务,中石化油服,01033.HK,30.9,ODSH,1033,3.08,0.570,,1033.HK,,,,0.00,16.81,0.000,HKD,中石化油服,B,,0.0,0.570
01034,富匯國際集團控股,N,地產建築,建築,重型基建,392000000.0,2023-07-18T18:15:51,地产建筑,建筑,重型基建,富汇国际集团控股,01034.HK,3.9,ODSH,1034,392.00,0.245,,1034.HK,,,,0.00,5.46,0.000,HKD,富匯國際集團控股,M,,0.0,0.245
01036,萬科海外,N,地產建築,地產,地產投資,662197484.4,2023-07-18T18:15:51,地产建筑,地产,地产投资,万科海外,01036.HK,6.6,ODSH,1036,662.19,1.700,,1036.HK,,,5.29,0.00,23.51,0.000,HKD,萬科海外,M,,0.0,1.700
01037,雲智匯科技,N,資訊科技,軟件服務,系統開發及顧問,182401296.48,2023-07-18T18:15:51,科技,软件服务,系统开发及顾问,云智汇科技,01037.HK,1.8,ODSH,1037,182.40,0.260,,1037.HK,,,,0.00,5.80,0.000,HKD,雲智匯科技,M,,0.0,0.260
01038,長江基建集團,N,公用事業,公用事業,電力,101666301630.75,2023-07-18T18:15:51,公用事业,公用事业,电力,长江基建集团,01038.HK,1016.7,ODSH,1038,101.66,40.350,,1038.HK,,,6.27,0.00,13.12,0.000,HKD,長江基建集團,B,,0.0,40.350
01039,暢由聯盟,N,資訊科技,軟件服務,電商及互聯網服務,275264897.344,2023-07-18T18:15:51,科技,软件服务,电商及互联网服务,畅由联盟,01039.HK,2.8,ODSH,1039,275.26,0.152,,1039.HK,,,,0.00,,0.000,HKD,暢由聯盟,M,,0.0,0.152
01044,恒安國際,N,必需性消費,消費零售,個人護理,35386581922.65,2023-07-18T18:15:51,必需性消费,消费零售,个人护理,恒安国际,01044.HK,353.9,ODSH,1044,35.38,30.450,,1044.HK,,,5.28,0.00,16.31,0.000,HKD,恒安國際,B,,0.0,30.450
01045,亞太衛星,N,電訊,電訊,衛星及無綫通訊,2098573850.0,2023-07-18T18:15:51,科技,电讯,卫星及无线通讯,亚太卫星,01045.HK,21.0,ODSH,1045,2.09,2.260,,1045.HK,,,9.73,0.00,9.06,0.000,HKD,亞太衛星,B,,0.0,2.260
01046,寰宇娛樂文化,N,非必需性消費,媒體及娛樂,影視娛樂,249323875.9,2023-07-18T18:15:51,非必需性消费,媒体及娱乐,影视娱乐,寰宇娱乐文化,01046.HK,2.5,ODSH,1046,249.32,0.275,,1046.HK,,,,0.00,,0.000,HKD,寰宇娛樂文化,M,,0.0,0.275
01047,毅興行,N,原材料,其他原材料,特殊化工用品,158756000.0,2023-07-18T18:15:51,原材料,其他原材料,特殊化工用品,毅兴行,01047.HK,1.6,ODSH,1047,158.75,0.430,,1047.HK,,,4.65,0.00,2.80,0.000,HKD,毅興行,M,,0.0,0.430
01049,時富投資,N,非必需性消費,零售相關,家居裝修零售,116237060.64,2023-07-18T18:15:51,非必需性消费,零售相关,家居装修零售,时富投资,01049.HK,1.2,ODSH,1049,116.23,1.440,,1049.HK,,,,0.00,,0.000,HKD,時富投資,M,,0.0,1.440
01050,嘉利國際,N,資訊科技,資訊科技器材,電腦及周邊,1556523584.0,2023-07-18T18:15:51,科技,资讯科技器材,电脑及周边,嘉利国际,01050.HK,15.6,ODSH,1050,1.55,0.770,,1050.HK,,,7.14,0.00,4.03,0.000,HKD,嘉利國際,B,,0.0,0.770
01051,國際資源,N,金融,其他金融,資產管理,779908356.67,2023-07-18T18:15:51,金融,其他金融,资产管理,国际资源,01051.HK,7.8,ODSH,1051,779.90,1.730,,1051.HK,,,6.94,0.00,,0.000,HKD,國際資源,M,,0.0,1.730
01052,越秀交通基建,N,工業,工業運輸,鐵路及公路,6675917557.05,2023-07-18T18:15:51,工业,工业运输,铁路及公路,越秀交通基建,01052.HK,66.8,ODSH,1052,6.67,3.990,,1052.HK,,,5.01,0.00,13.11,0.000,HKD,越秀交通基建,B,,0.0,3.990
01053,重慶鋼鐵,N,原材料,一般金屬及礦石,鋼鐵,403595400.0,2023-07-18T18:15:51,原材料,一般金属及矿石,钢铁,重庆钢铁,01053.HK,4.0,ODSH,1053,403.59,0.750,,1053.HK,,,,0.00,,0.000,HKD,重慶鋼鐵股份,M,,0.0,0.750
01055,南方航空,N,非必需性消費,旅遊及休閒設施,航空相關,21873227320.68,2023-07-18T18:15:51,非必需性消费,旅游及休闲设施,航空相关,南方航空,01055.HK,218.7,ODSH,1055,21.87,4.710,,1055.HK,,,,0.00,,0.000,HKD,中國南方航空股份,B,,0.0,4.710
01057,浙江世寶,N,非必需性消費,汽車,汽車零件,669865650.0,2023-07-18T18:15:51,非必需性消费,汽车,汽车零件,浙江世宝,01057.HK,6.7,ODSH,1057,669.86,3.090,,1057.HK,,,,0.00,137.33,0.000,HKD,浙江世寶,M,,0.0,3.090
01058,南粵控股,N,非必需性消費,紡織及服飾,其他服飾配件,285150070.0,2023-07-18T18:15:51,非必需性消费,纺织及服饰,其他服饰配件,南粤控股,01058.HK,2.9,ODSH,1058,285.15,0.530,,1058.HK,,,,0.00,,0.000,HKD,南粵控股,M,,0.0,0.530
01059,看通集團,N,資訊科技,軟件服務,系統開發及顧問,95061514.69,2023-07-18T18:15:51,科技,软件服务,系统开发及顾问,看通集团,01059.HK,1.0,ODSH,1059,95.06,0.365,,1059.HK,,,,0.00,17.72,0.000,HKD,看通集團,M,,0.0,0.365
01060,阿里影業,N,非必需性消費,媒體及娛樂,影視娛樂,12678597873.32,2023-07-18T18:15:51,非必需性消费,媒体及娱乐,影视娱乐,阿里影业,01060.HK,126.8,ODSH,1060,12.67,0.470,,1060.HK,,,,0.00,,0.000,HKD,阿里影業,B,,0.0,0.470
01061,億勝生物科技,N,醫療保健,藥品及生物科技,藥品,1968514800.0,2023-07-18T18:15:51,医疗保健,药品及生物科技,药品,亿胜生物科技,01061.HK,19.7,ODSH,1061,1.96,3.450,,1061.HK,,,1.88,0.00,8.79,0.000,HKD,億勝生物科技,B,,0.0,3.450
01062,國開國際投資,N,金融,其他金融,資產管理,237981659.52,2023-07-18T18:15:51,金融,其他金融,资产管理,国开国际投资,01062.HK,2.4,ODSH,1062,237.98,0.082,,1062.HK,,,,0.00,,0.000,HKD,國開國際投資,M,,0.0,0.082
01063,新確科技,N,資訊科技,資訊科技器材,電訊設備,323092678.86,2023-07-18T18:15:51,科技,资讯科技器材,电讯设备,新确科技,01063.HK,3.2,ODSH,1063,323.09,0.210,,1063.HK,,,,0.00,,0.000,HKD,新確科技,M,,0.0,0.210
01064,中華國際,N,地產建築,地產,地產投資,58414855.52,2023-07-18T18:15:51,地产建筑,地产,地产投资,中华国际,01064.HK,0.6,ODSH,1064,58.41,0.076,,1064.HK,,,,0.00,16.52,0.000,HKD,中華國際,M,,0.0,0.076
01065,天津創業環保,N,公用事業,公用事業,水務,924800000.0,2023-07-18T18:15:51,公用事业,公用事业,水务,天津创业环保,01065.HK,9.2,ODSH,1065,924.80,2.720,,1065.HK,,,5.83,0.00,4.70,0.000,HKD,天津創業環保股份,M,,0.0,2.720
01066,威高股份,N,醫療保健,醫療保健設備及服務,醫療保健設備,47484489402.0,2023-07-18T18:15:51,医疗保健,医疗保健设备及服务,医疗保健设备,威高股份,01066.HK,474.8,ODSH,1066,47.48,10.500,,1066.HK,,,1.74,0.00,15.41,0.000,HKD,威高股份,B,,0.0,10.500
01068,雨潤食品,N,必需性消費,農產品,禽畜肉類,510371582.0,2023-07-18T18:15:51,必需性消费,农产品,禽畜肉类,雨润食品,01068.HK,5.1,ODSH,1068,510.37,0.280,,1068.HK,,,,0.00,,0.000,HKD,雨潤食品,M,,0.0,0.280
01069,寶沙發展,S,原材料,其他原材料,林業及木材,110242204.0,2023-07-18T18:15:51,原材料,其他原材料,林业及木材,宝沙发展,01069.HK,1.1,ODSH,1069,110.24,1.000,,1069.HK,,,,0.00,,0.000,HKD,寶沙發展,M,True,0.0,1.000
01070,TCL電子,N,非必需性消費,家庭電器及用品,消費電子產品,9403382748.75,2023-07-18T18:15:51,非必需性消费,家庭电器及用品,消费电子产品,TCL电子,01070.HK,94.0,ODSH,1070,9.40,3.750,,1070.HK,,,3.39,0.00,20.24,0.000,HKD,ＴＣＬ電子,B,,0.0,3.750
01071,華電國際電力,N,公用事業,公用事業,電力,6491143008.0,2023-07-18T18:15:51,公用事业,公用事业,电力,华电国际电力,01071.HK,64.9,ODSH,1071,6.49,3.780,,1071.HK,,,5.86,0.00,,0.000,HKD,華電國際電力股份,B,,0.0,3.780
01072,東方電氣,N,工業,工業工程,環保工程,3726400000.0,2023-07-18T18:15:51,工业,工业工程,环保工程,东方电气,01072.HK,37.3,ODSH,1072,3.72,10.960,,1072.HK,,,3.34,0.00,10.60,0.000,HKD,東方電氣,B,,0.0,10.960
01073,大禹金融,N,原材料,其他原材料,化肥及農用化合物,203940104.01,2023-07-18T18:15:51,原材料,其他原材料,化肥及农用化合物,大禹金融,01073.HK,2.0,ODSH,1073,203.94,0.179,,1073.HK,,,,0.00,38.09,0.000,HKD,大禹金融,M,,0.0,0.179
01075,首都信息,N,資訊科技,軟件服務,系統開發及顧問,278819280.0,2023-07-18T18:15:51,科技,软件服务,系统开发及顾问,首都信息,01075.HK,2.8,ODSH,1075,278.81,0.360,,1075.HK,,,5.56,0.00,7.20,0.000,HKD,首都信息,M,,0.0,0.360
01076,博華太平洋,S,非必需性消費,旅遊及休閒設施,賭場及博彩,681551384.512,2023-07-18T18:15:51,非必需性消费,旅游及休闲设施,赌场及博彩,博华太平洋,01076.HK,6.8,ODSH,1076,681.55,0.064,,1076.HK,,,,0.00,,0.000,HKD,博華太平洋,M,True,0.0,0.064
01079,松景科技,N,資訊科技,資訊科技器材,電腦及周邊,51741367.821,2023-07-18T18:15:51,科技,资讯科技器材,电脑及周边,松景科技,01079.HK,0.5,ODSH,1079,51.74,0.039,,1079.HK,,,,0.00,,0.000,HKD,松景科技,M,,0.0,0.039
01080,勝利管道,N,能源,石油及天然氣,油氣設備與服務,189843914.4,2023-07-18T18:15:51,能源,石油及天然气,油气设备与服务,胜利管道,01080.HK,1.9,ODSH,1080,189.84,0.049,,1080.HK,,,,0.00,,0.000,HKD,勝利管道,M,,0.0,0.049
01082,源宇宙教育,N,非必需性消費,支援服務,教育,942360790.4,2023-07-18T18:15:51,非必需性消费,支援服务,教育,源宇宙教育,01082.HK,9.4,ODSH,1082,942.36,1.580,,1082.HK,,,,0.00,,0.000,HKD,源宇宙教育,M,,0.0,1.580
01083,港華智慧能源,N,公用事業,公用事業,燃氣,11740752033.5,2023-07-18T18:15:51,公用事业,公用事业,燃气,港华智慧能源,01083.HK,117.4,ODSH,1083,11.74,3.500,,1083.HK,,,4.29,0.00,11.60,0.000,HKD,港華智慧能源,B,,0.0,3.500
01084,綠新親水膠體,N,必需性消費,食品飲料,食品添加劑,796500480.0,2023-07-18T18:15:51,必需性消费,食品饮料,食品添加剂,绿新亲水胶体,01084.HK,8.0,ODSH,1084,796.50,0.960,,1084.HK,,,5.21,0.00,3.41,0.000,HKD,綠新親水膠體,M,,0.0,0.960
01085,亨鑫科技,N,資訊科技,資訊科技器材,電訊設備,1811960000.0,2023-07-18T18:15:51,科技,资讯科技器材,电讯设备,亨鑫科技,01085.HK,18.1,ODSH,1085,1.81,4.670,,1085.HK,,,,0.00,25.27,0.000,HKD,亨鑫科技,B,,0.0,4.670
01086,好孩子國際,N,非必需性消費,家庭電器及用品,家具,884056517.98,2023-07-18T18:15:51,非必需性消费,家庭电器及用品,家具,好孩子国际,01086.HK,8.8,ODSH,1086,884.05,0.530,,1086.HK,,,,0.00,26.37,0.000,HKD,好孩子國際,M,,0.0,0.530
01087,威訊控股,N,資訊科技,軟件服務,系統開發及顧問,41620200.0,2023-07-18T18:15:51,科技,软件服务,系统开发及顾问,威讯控股,01087.HK,0.4,ODSH,1087,41.62,0.355,,1087.HK,,,,0.00,,0.000,HKD,威訊控股,M,,0.0,0.355
01088,中國神華,N,能源,煤炭,煤炭,78357582400.0,2023-07-18T18:15:51,能源,煤炭,煤炭,中国神华,01088.HK,783.6,ODSH,1088,78.35,23.200,,1088.HK,,,12.54,0.00,5.55,0.000,HKD,中國神華,B,,0.0,23.200
01090,大明國際,N,原材料,一般金屬及礦石,鋼鐵,2141207040.0,2023-07-18T18:15:51,原材料,一般金属及矿石,钢铁,大明国际,01090.HK,21.4,ODSH,1090,2.14,1.680,,1090.HK,,,,0.00,,0.000,HKD,大明國際,B,,0.0,1.680
01091,南方錳業,S,原材料,一般金屬及礦石,其他金屬及礦石,1697087205.0,2023-07-18T18:15:51,原材料,一般金属及矿石,其他金属及矿石,南方锰业,01091.HK,17.0,ODSH,1091,1.69,0.495,,1091.HK,,,,0.00,3.64,0.000,HKD,南方錳業,B,True,0.0,0.495
01093,石藥集團,N,醫療保健,藥品及生物科技,藥品,75228348706.24,2023-07-18T18:15:51,医疗保健,药品及生物科技,药品,石药集团,01093.HK,752.3,ODSH,1093,75.22,6.320,,1093.HK,,,3.32,0.00,10.97,0.000,HKD,石藥集團,B,,0.0,6.320
01094,承輝國際,N,資訊科技,軟件服務,電商及互聯網服務,419696576.3,2023-07-18T18:15:51,科技,软件服务,电商及互联网服务,承辉国际,01094.HK,4.2,ODSH,1094,419.69,0.850,,1094.HK,,,,0.00,21.14,0.000,HKD,承輝國際,M,,0.0,0.850
01097,有線寬頻,N,非必需性消費,媒體及娛樂,廣播,356731176.0,2023-07-18T18:15:51,非必需性消费,媒体及娱乐,广播,有线宽频,01097.HK,3.6,ODSH,1097,356.73,0.050,,1097.HK,,,,0.00,,0.000,HKD,有線寬頻,M,,0.0,0.050
01098,路勁,N,地產建築,地產,地產發展商,2120622481.78,2023-07-18T18:15:51,地产建筑,地产,地产发展商,路劲,01098.HK,21.2,ODSH,1098,2.12,2.830,,1098.HK,,,,0.00,,0.000,HKD,路勁,B,,0.0,2.830
01099,國藥控股,N,醫療保健,藥品及生物科技,藥品,32337638834.0,2023-07-18T18:15:51,医疗保健,药品及生物科技,药品,国药控股,01099.HK,323.4,ODSH,1099,32.33,24.100,,1099.HK,,,3.73,0.00,7.75,0.000,HKD,國藥控股,B,,0.0,24.100
01100,飛達控股,N,非必需性消費,紡織及服飾,其他服飾配件,814500451.2,2023-07-18T18:15:51,非必需性消费,纺织及服饰,其他服饰配件,飞达控股,01100.HK,8.1,ODSH,1100,814.50,1.900,,1100.HK,,,4.74,0.00,4.14,0.000,HKD,飛達控股,M,,0.0,1.900
01101,華榮能源,N,能源,石油及天然氣,油氣生產商,224213100.829,2023-07-18T18:15:51,能源,石油及天然气,油气生产商,华荣能源,01101.HK,2.2,ODSH,1101,224.21,0.047,,1101.HK,,,,0.00,,0.000,HKD,華榮能源,M,,0.0,0.047
01102,環能國際,N,地產建築,建築,建築材料,44476160.974,2023-07-18T18:15:51,地产建筑,建筑,建筑材料,环能国际,01102.HK,0.4,ODSH,1102,44.47,0.082,,1102.HK,,,,0.00,,0.000,HKD,環能國際,M,,0.0,0.082
01103,大生農業金融,S,原材料,其他原材料,化肥及農用化合物,86829117.368,2023-07-18T18:15:51,原材料,其他原材料,化肥及农用化合物,大生农业金融,01103.HK,0.9,ODSH,1103,86.82,0.014,,1103.HK,,,,0.00,,0.000,HKD,大生農業金融,M,True,0.0,0.014
01104,亞太資源(新),N,原材料,一般金屬及礦石,鋼鐵,1471808638.73,2023-07-18T18:15:51,原材料,一般金属及矿石,钢铁,亚太资源(新),01104.HK,14.7,ODSH,1104,1.47,1.130,,1104.HK,,,8.85,0.00,,0.000,HKD,亞太資源,B,,0.0,1.130
