证券代码,股票简称,PE,扣非PE,PB,扣非ROE,ROE,ROA,股息率,分红比例,扣非净利润增速,营收增速,资产负债率,现金,扣非PEG,扣非市赚率,市赚率,财务健康度
300835.SZ,龙磁科技,51.17,70.34,7.62,10.48,11.79,6.48,0.65,0.0,34.99,13.33,50.47,0.03,5.28,13.42,8.68,0.1
603658.SH,安图生物,18.02,20.99,2.36,9.39,9.86,8.18,2.89,0.0,-12.36,6.2,24.57,0.03,3.38,4.47,3.65,0.25
600088.SH,中视传媒,-499.48,2008.09,5.62,-1.3,-0.83,-0.64,0.19,0.0,-624.72,-1.41,18.88,0.03,-1424.89,困境反转,亏损,0.03
600501.SH,航天晨光,-75.41,-31.82,6.6,-6.94,-6.36,-2.35,,0.0,28.74,-14.3,60.1,0.03,扣非亏损,扣非亏损,亏损,-0.97
301319.SZ,唯特偶,62.33,73.22,4.93,5.35,6.02,5.55,2.74,0.0,3.51,13.02,23.43,0.03,5.62,27.37,20.71,0.07
603678.SH,火炬电子,43.46,70.53,3.03,5.27,5.43,5.07,0.43,28.07,44.11,-15.47,24.78,0.03,-4.56,13.37,8.0,0.1
688601.SH,力芯微,180.51,224.64,5.57,1.4,2.28,0.43,0.97,0.0,-80.93,1.19,9.76,0.03,189.31,322.02,158.35,0.03
603033.SH,三维股份,-73.83,-35.71,3.86,-3.89,-3.78,0.25,,0.0,-351.31,16.0,71.36,0.03,扣非亏损,扣非亏损,亏损,-0.97
300672.SZ,国科微,2908.96,-510.92,7.06,-0.56,0.18,-0.42,0.45,0.0,-150.69,6.46,46.64,0.03,扣非亏损,扣非亏损,32321.72,-0.97
603626.SH,科森科技,-75.96,-32.72,5.45,-8.17,-5.22,-1.67,,0.0,26.95,-3.78,58.34,0.03,扣非亏损,扣非亏损,亏损,-0.97
600802.SH,福建水泥,-278.9,-140.05,2.54,-1.79,-0.69,-0.01,,0.0,88.67,-21.53,70.65,0.03,扣非亏损,扣非亏损,亏损,-0.97
920950.BJ,迅安科技,32.26,32.92,4.34,9.62,8.57,9.08,2.88,0.0,-30.85,2.57,17.91,0.03,12.83,6.84,7.53,0.18
300573.SZ,兴齐眼药,20.97,25.6,9.01,34.55,32.91,30.47,2.15,51.47,105.76,23.81,23.24,0.03,1.08,0.74,0.64,1.38
300403.SZ,汉宇集团,36.08,35.82,3.8,7.98,8.13,7.5,1.81,25.71,-5.82,0.46,15.21,0.03,77.08,4.49,4.44,0.25
600315.SH,上海家化,25.85,-19.21,1.98,3.36,5.92,4.52,0.18,9.75,92.35,-9.38,32.65,0.03,扣非亏损,危险信号,4.37,-0.15
688072.SH,拓荆科技,125.94,124.79,15.33,8.05,9.78,3.52,0.18,0.0,599.67,78.44,67.72,0.03,1.59,30.99,25.76,0.06
002851.SZ,麦格米特,234.76,553.51,10.62,1.9,3.46,2.24,0.08,0.0,-67.85,25.37,51.3,0.03,21.82,582.89,135.7,0.03
002291.SZ,遥望科技,-13.77,-7.56,2.52,-12.85,-12.86,-7.09,,0.0,5.77,20.31,39.02,0.03,扣非亏损,扣非亏损,亏损,-0.97
002952.SZ,亚世光电,244.32,866.58,4.68,0.79,1.44,1.28,0.19,0.0,-45.77,9.67,22.46,0.03,89.61,2191.09,339.33,0.03
301286.SZ,侨源股份,95.77,120.37,12.09,9.37,9.86,11.2,0.23,0.0,39.19,7.25,8.0,0.03,16.6,25.68,19.43,0.07
688052.SH,纳芯微,-148.44,-144.36,4.73,-3.0,-2.38,-1.88,,0.0,59.85,40.59,23.48,0.03,扣非亏损,扣非亏损,亏损,-0.97
000068.SZ,华控赛格,-25.88,-45.66,5.68,-7.59,-14.96,-2.03,,0.0,32.26,3.72,75.18,0.03,扣非亏损,扣非亏损,亏损,-0.97
603505.SH,金石资源,50.71,66.6,8.84,13.59,13.82,6.24,0.63,0.0,-8.05,42.12,66.61,0.03,1.58,9.8,7.34,0.13
688708.SH,佳驰科技,73.86,59.27,7.41,6.82,7.74,7.27,0.65,0.0,-27.56,23.38,13.02,0.03,2.53,17.37,19.09,0.09
300759.SZ,康龙化成,35.03,39.21,3.65,7.33,8.05,5.96,0.78,0.0,32.04,18.9,41.16,0.03,2.07,10.71,8.7,0.12
603213.SH,镇洋发展,88.11,66.92,3.2,2.61,2.66,2.6,3.04,0.0,-65.49,13.56,41.46,0.03,4.93,51.3,66.25,0.05
920139.BJ,华岭股份,-150.93,-137.47,5.39,-2.75,-2.64,-2.88,,0.0,0.18,-0.35,18.48,0.03,扣非亏损,扣非亏损,亏损,-0.97
300276.SZ,三丰智能,232.37,458.82,5.92,1.02,1.93,0.88,,0.0,105.27,11.75,53.29,0.03,39.04,901.86,240.8,0.03
003040.SZ,楚天龙,-140.64,-88341.46,5.89,-3.45,-3.07,-2.58,0.23,0.0,-58.48,-4.14,26.38,0.03,扣非亏损,扣非亏损,亏损,-0.97
300576.SZ,容大感光,110.29,126.5,8.59,6.45,6.11,5.8,0.2,0.0,1.34,7.02,17.51,0.03,18.02,39.22,36.1,0.05
002364.SZ,中恒电气,173.33,174.4,6.93,2.85,3.0,1.56,0.93,0.0,23.21,3.76,37.26,0.03,46.44,122.21,115.55,0.04
000430.SZ,*ST张股,-195.21,-10.62,21.77,-11.81,-8.03,0.21,,0.0,49.86,62.15,87.24,0.03,扣非亏损,扣非亏损,亏损,-0.97
920394.BJ,民士达,69.18,72.29,10.83,11.69,11.96,10.07,1.03,0.0,38.16,23.33,22.03,0.03,3.1,12.37,11.57,0.11
300786.SZ,国林科技,-122.85,-72.1,2.62,-2.17,-1.61,-0.91,,0.0,37.18,6.33,33.28,0.03,扣非亏损,扣非亏损,亏损,-0.97
300278.SZ,华昌达,490.39,-256.77,4.39,-0.25,0.65,0.84,,0.0,-109.15,12.35,52.93,0.03,扣非亏损,扣非亏损,1508.88,-0.97
300726.SZ,宏达电子,45.42,68.94,3.94,5.65,6.31,7.72,1.93,0.0,27.75,-6.71,11.56,0.03,-10.28,24.38,14.4,0.07
600519.SH,贵州茅台,20.74,19.82,6.95,26.39,24.64,29.41,3.38,0.0,6.42,17.2,12.81,0.03,1.15,1.5,1.68,0.69
603893.SH,瑞芯微,73.97,80.86,18.14,19.42,19.59,17.16,0.82,0.0,120.11,8.92,17.08,0.03,9.06,8.33,7.55,0.15
301517.SZ,陕西华达,-513.63,-884.87,7.31,-1.18,-1.06,-0.25,0.14,0.0,-149.4,-4.57,36.69,0.03,扣非亏损,扣非亏损,亏损,-0.97
603132.SH,金徽股份,37.1,36.24,5.43,10.17,10.48,7.03,3.47,76.92,-7.29,7.48,59.41,0.03,4.85,3.56,3.54,0.31
002112.SZ,三变科技,118.83,85.76,7.31,4.35,5.42,2.59,0.62,0.0,-56.71,28.21,62.07,0.03,3.04,39.4,43.85,0.05
301529.SZ,福赛科技,78.68,80.29,8.19,7.59,8.15,5.64,1.04,15.79,133.35,30.97,39.99,0.03,2.59,10.58,9.65,0.12
603697.SH,有友食品,24.99,33.15,3.29,8.7,9.6,9.5,4.62,92.0,46.99,0.23,24.23,0.03,147.01,3.81,2.6,0.29
000576.SZ,甘化科工,43.65,1013.71,2.73,0.56,4.75,5.11,,0.0,2.72,-7.43,24.3,0.03,-136.4,3649.06,18.38,0.03
600815.SH,厦工股份,-645.68,-71.74,3.57,-3.14,-0.41,0.4,,0.0,-35.07,-23.48,23.81,0.03,扣非亏损,扣非亏损,亏损,-0.97
300995.SZ,奇德新材,184.31,215.22,5.02,2.0,2.04,1.57,0.95,72.74,90.61,4.28,25.23,0.03,50.31,107.37,90.35,0.04
688788.SH,科思科技,-40.07,-34.23,5.18,-9.41,-9.06,-9.07,,0.0,-0.69,-20.44,8.06,0.03,扣非亏损,扣非亏损,亏损,-0.97
000509.SZ,华塑控股,-273.57,-247.3,28.93,-9.43,-7.63,0.1,,0.0,7.86,74.39,76.45,0.03,扣非亏损,扣非亏损,亏损,-0.97
603955.SH,大千生态,-79.55,-165.83,2.56,-2.41,-2.39,-2.62,0.28,0.0,-344.15,-38.08,31.22,0.03,扣非亏损,扣非亏损,亏损,-0.97
920061.BJ,西磁科技,506.63,693.94,7.78,0.49,1.13,0.89,0.51,0.0,-84.88,6.5,9.17,0.03,106.68,2842.26,896.69,0.03
300175.SZ,ST朗源,-287.51,-166.33,5.68,-2.06,-1.48,-0.99,,0.0,67.27,0.29,12.51,0.03,扣非亏损,扣非亏损,亏损,-0.97
603616.SH,韩建河山,187.32,-13.39,9.71,3.11,4.12,1.14,,0.0,117.26,-6.67,85.3,0.03,扣非亏损,危险信号,90.93,-0.09
002591.SZ,恒大高新,-750.9,-63.44,3.5,-1.9,-0.35,-0.12,,0.0,-14.51,-4.07,24.8,0.03,扣非亏损,扣非亏损,亏损,-0.97
688079.SH,美迪凯,-44.78,-40.67,3.74,-6.3,-6.13,-2.39,,0.0,-47.26,7.68,58.88,0.03,扣非亏损,扣非亏损,亏损,-0.97
688353.SH,华盛锂电,-115.01,-94.28,4.78,-3.44,-3.04,-3.06,1.28,0.0,26.07,-19.3,19.31,0.03,扣非亏损,扣非亏损,亏损,-0.97
002838.SZ,道恩股份,77.07,86.22,3.73,3.62,3.87,2.82,0.85,15.79,46.07,7.76,45.54,0.03,11.12,23.79,19.91,0.07
000799.SZ,酒鬼酒,-1461.35,-362.64,5.08,-0.23,-0.25,-0.48,1.08,0.0,-117.32,-20.4,19.03,0.03,扣非亏损,扣非亏损,亏损,-0.97
688163.SH,赛伦生物,30.97,77.16,2.36,5.08,5.71,6.43,1.82,40.0,12.15,-1.62,3.14,0.03,-47.54,15.18,5.42,0.09
600426.SH,华鲁恒升,23.14,23.13,2.24,7.39,7.45,7.06,2.78,33.83,-22.98,9.59,29.6,0.03,2.41,3.13,3.11,0.35
300067.SZ,安诺其,-116.71,-102.51,2.3,-1.67,-1.47,-1.01,0.16,0.0,-468.78,-0.19,28.87,0.03,扣非亏损,扣非亏损,亏损,-0.97
300350.SZ,华鹏飞,507.84,-827.02,3.69,0.53,0.55,0.57,,0.0,128.78,-14.04,32.28,0.03,扣非亏损,危险信号,1846.69,0.03
300893.SZ,松原安全,30.77,34.14,5.58,15.31,18.04,9.3,0.69,0.0,35.91,38.72,47.4,0.03,0.88,4.46,3.41,0.25
002197.SZ,证通电子,-59.45,-15.89,2.52,-3.21,-3.12,0.03,,0.0,-2.22,-8.35,62.21,0.03,扣非亏损,扣非亏损,亏损,-0.97
600497.SH,驰宏锌锗,25.24,33.54,2.66,7.84,7.91,6.53,2.33,16.38,-5.02,-4.57,25.8,0.03,-7.34,4.28,3.19,0.26
601702.SH,华峰铝业,22.21,22.0,4.33,14.77,15.32,11.77,1.64,0.0,0.4,19.44,33.66,0.03,1.13,2.98,2.9,0.36
002164.SZ,宁波东力,93.82,130.7,5.1,3.91,4.17,2.59,,0.0,35.89,-3.16,43.48,0.03,-41.31,66.77,45.0,0.04
600769.SH,祥龙电业,197.4,1197.26,37.69,6.54,15.43,5.69,,0.0,-31.4,13.48,69.24,0.03,88.83,365.9,25.59,0.03
603052.SH,可川科技,391.95,422.1,11.96,1.89,2.26,1.2,0.7,0.0,-55.47,2.94,35.72,0.03,143.58,445.65,346.86,0.03
300281.SZ,金明精机,262.58,-140.66,2.48,-0.55,0.71,0.59,1.07,0.0,-545.08,-3.35,14.89,0.03,扣非亏损,扣非亏损,739.67,-0.97
600539.SH,狮头股份,-471.5,-81.39,7.81,-1.56,-1.23,0.02,,0.0,50.91,3.01,24.05,0.03,扣非亏损,扣非亏损,亏损,-0.97
688167.SH,炬光科技,7654.54,-142.74,10.43,-1.66,0.1,-1.01,,0.0,37.86,9.39,28.16,0.03,扣非亏损,扣非亏损,153090.79,-0.97
688129.SH,东来技术,30.59,52.02,2.97,4.76,7.84,5.43,1.33,0.0,4.79,8.9,43.3,0.03,5.84,21.86,7.8,0.07
605005.SH,合兴股份,37.5,34.38,3.74,7.47,7.62,6.53,1.23,0.0,-17.72,6.5,19.85,0.03,5.29,9.21,9.84,0.14
688661.SH,和林微纳,260.66,394.86,10.33,2.72,3.01,2.35,0.24,0.0,276.1,25.38,20.35,0.03,15.56,289.84,173.2,0.03
002862.SZ,实丰文化,-39.44,-45.31,7.73,-8.55,-13.65,-7.59,0.1,0.0,-12929.06,8.13,43.45,0.03,扣非亏损,扣非亏损,亏损,-0.97
300449.SZ,汉邦高科,-38.21,-27.3,8.83,-15.64,-16.32,-10.57,,0.0,-79.89,-13.08,33.72,0.03,扣非亏损,扣非亏损,亏损,-0.97
301031.SZ,中熔电气,42.83,45.32,9.83,18.65,18.92,11.15,0.72,5.04,102.55,56.85,49.17,0.03,0.8,2.43,2.26,0.44
300515.SZ,三德科技,26.71,24.64,4.75,12.57,14.49,10.05,2.52,0.0,46.11,14.84,35.31,0.03,1.66,3.92,3.69,0.28
300941.SZ,创识科技,225.34,108.94,3.61,1.17,1.19,1.26,0.46,23.33,-43.96,-19.92,8.28,0.03,-5.47,93.19,189.36,0.04
688269.SH,凯立新材,50.97,49.2,5.49,8.63,8.16,4.94,2.0,0.0,51.96,2.58,49.02,0.03,19.05,11.4,12.49,0.12
000955.SZ,欣龙控股,9715.12,-417.35,4.6,-0.71,0.04,0.05,,0.0,75.87,-19.52,17.82,0.03,扣非亏损,扣非亏损,485756.02,-0.97
920981.BJ,晶赛科技,235.69,1518.82,4.93,0.97,1.56,1.0,0.57,0.0,-10.68,6.74,39.03,0.03,225.45,3132.55,302.17,0.03
300986.SZ,志特新材,99.1,151.1,7.31,5.12,6.49,3.67,0.82,0.0,181.98,19.71,61.8,0.03,7.66,59.06,30.54,0.04
600674.SH,川投能源,11.94,15.7,1.51,9.73,9.54,7.03,2.32,0.0,-4.16,8.45,32.83,0.03,1.86,3.23,2.5,0.34
300777.SZ,中简科技,49.3,48.86,4.26,6.25,6.44,7.2,0.78,0.0,28.93,36.36,9.22,0.03,1.34,15.64,15.31,0.09
600236.SH,桂冠电力,19.69,23.49,3.56,12.58,13.69,7.12,3.01,34.08,12.84,6.16,55.24,0.03,3.81,1.87,1.44,0.56
002261.SZ,拓维信息,279.72,-372.74,15.0,0.24,4.13,2.1,,0.0,-37.56,23.84,36.21,0.03,扣非亏损,危险信号,135.46,0.03
002519.SZ,银河电子,-165.15,-9.98,3.85,-2.18,-1.73,-1.16,,0.0,-199.38,-25.02,31.24,0.03,扣非亏损,扣非亏损,亏损,-0.97
688013.SH,天臣医疗,36.12,46.56,5.78,11.21,12.52,10.58,8.52,83.33,71.85,8.42,11.3,0.03,5.53,4.15,2.89,0.27
600763.SH,通策医疗,30.84,41.3,4.86,12.16,11.8,11.49,1.01,0.0,2.98,1.14,25.1,0.03,36.13,6.79,5.23,0.17
920008.BJ,成电光信,268.88,88.95,6.15,1.51,1.73,1.5,,0.0,-84.39,32.07,36.19,0.03,2.77,118.05,310.84,0.04
300846.SZ,首都在线,-93.33,-46.98,14.54,-13.04,-11.16,-3.42,,0.0,21.89,4.74,56.55,0.03,扣非亏损,扣非亏损,亏损,-0.97
000681.SZ,视觉中国,186.16,175.0,5.09,1.98,2.06,2.21,0.1,17.6,-10.17,7.32,17.32,0.03,23.91,88.35,90.37,0.04
605100.SH,华丰股份,451.19,260.97,4.3,0.56,0.7,0.05,2.67,125.0,-79.26,1.44,20.2,0.03,181.21,466.51,644.56,0.03
002155.SZ,湖南黄金,37.93,41.5,6.82,14.5,14.16,14.34,1.46,0.0,57.3,12.08,15.16,0.03,3.44,5.72,5.36,0.2
920284.BJ,灵鸽科技,367.83,-113.23,11.27,1.86,2.32,1.49,,0.0,150.44,5.25,53.98,0.03,扣非亏损,危险信号,317.1,0.02
300499.SZ,高澜股份,190.18,-1252.87,6.27,1.94,2.5,1.36,,0.0,204.09,-11.97,34.34,0.03,扣非亏损,危险信号,152.15,0.03
688296.SH,和达科技,-34.2,-32.28,2.6,-6.12,-5.37,-5.21,,0.0,-975.2,1.8,33.06,0.03,扣非亏损,扣非亏损,亏损,-0.97
300397.SZ,天和防务,-62.0,-53.44,4.76,-5.69,-5.6,-3.2,,0.0,-29.91,-8.51,46.0,0.03,扣非亏损,扣非亏损,亏损,-0.97
605133.SH,嵘泰股份,44.24,56.54,2.32,3.96,4.43,3.41,0.64,0.0,14.59,26.67,41.02,0.03,2.12,28.57,19.97,0.06
000547.SZ,航天发展,-72.2,-29.16,10.01,-10.43,-9.89,-5.15,,0.0,13.25,-21.02,46.33,0.03,扣非亏损,扣非亏损,亏损,-0.97
300738.SZ,奥飞数据,118.26,169.1,6.53,4.18,4.19,3.05,0.09,0.0,27.88,24.96,75.83,0.03,6.77,80.96,56.45,0.04
603938.SH,三孚股份,112.13,156.83,3.86,2.27,2.61,2.34,0.16,0.0,61.26,9.72,24.42,0.03,16.14,137.9,85.92,0.03
600114.SH,东睦股份,35.58,38.02,6.08,13.29,14.07,7.9,1.86,0.0,53.14,13.53,49.55,0.03,2.81,5.72,5.06,0.2
300269.SZ,联建光电,194.01,628.49,43.89,6.66,18.68,2.38,,0.0,149.47,-10.83,85.29,0.03,-58.03,188.65,20.77,0.03
300655.SZ,晶瑞电材,105.94,-167.09,7.11,1.96,5.01,4.19,0.48,15.2,528.19,-6.61,26.65,0.03,扣非亏损,危险信号,21.15,0.02
603122.SH,合富中国,-422.52,-942.23,6.31,-1.03,-1.06,-1.0,1.85,0.0,-153.91,-7.07,27.18,0.03,扣非亏损,扣非亏损,亏损,-0.97
600962.SH,国投中鲁,151.46,102.55,6.11,2.74,3.09,2.99,,0.0,1371.69,12.95,50.47,0.03,7.92,74.94,98.04,0.04
300905.SZ,宝丽迪,44.75,46.91,3.28,5.41,5.53,5.86,1.15,0.0,44.72,22.52,12.71,0.03,2.08,17.33,16.18,0.08
688697.SH,纽威数控,25.24,26.75,3.97,10.46,11.62,5.59,3.61,0.0,-9.8,13.2,59.92,0.03,2.03,5.12,4.34,0.22
920090.BJ,同辉信息,-24.7,-16.32,21.05,-48.32,-48.44,-21.51,,0.0,-41.12,-25.14,68.85,0.03,扣非亏损,扣非亏损,亏损,-0.97
603090.SH,宏盛股份,85.37,108.4,11.95,10.58,10.85,7.77,1.71,0.0,41.05,9.2,30.85,0.03,11.79,20.49,15.74,0.08
002005.SZ,ST德豪,43.15,-27.29,14.05,-15.45,33.87,7.3,,0.0,27.07,-27.63,63.53,0.03,扣非亏损,扣非亏损,2.55,-0.97
300551.SZ,古鳌科技,-25.51,-20.14,12.76,-32.28,-32.3,-27.4,,0.0,12.85,54.46,20.66,0.03,扣非亏损,扣非亏损,亏损,-0.97
301089.SZ,拓新药业,-90.66,-68.97,2.39,-2.34,-1.96,-2.12,,0.0,-247.54,4.37,9.89,0.03,扣非亏损,扣非亏损,亏损,-0.97
300626.SZ,华瑞股份,192.96,-483.0,6.64,2.1,2.61,2.02,0.19,0.0,-22.2,-6.49,39.86,0.03,扣非亏损,危险信号,147.86,0.02
603358.SH,华达科技,44.79,190.33,6.13,3.52,10.5,6.47,1.5,0.0,-37.85,2.85,45.88,0.03,66.72,107.99,8.53,0.04
000678.SZ,襄阳轴承,-178.79,-97.53,8.03,-4.21,-3.36,-1.01,,0.0,-11.08,4.5,64.36,0.03,扣非亏损,扣非亏损,亏损,-0.97
300249.SZ,依米康,183.3,-106.22,20.22,7.74,8.51,2.26,,0.0,643.27,-1.78,81.1,0.03,扣非亏损,危险信号,43.08,-0.01
300858.SZ,科拓生物,49.07,56.51,2.73,3.71,4.2,3.82,1.04,0.0,9.79,-5.5,5.9,0.03,-10.27,30.46,23.37,0.06
000793.SZ,ST华闻,-39.91,-10.52,47.08,-69.26,-61.31,-1.58,,0.0,-0.43,-24.29,80.79,0.03,扣非亏损,扣非亏损,亏损,-0.97
688378.SH,奥来德,213.46,-330.61,5.36,-0.36,1.84,0.87,1.1,0.0,-109.25,9.59,29.22,0.03,扣非亏损,扣非亏损,232.02,-0.97
000025.SZ,特力A,45.98,52.73,4.19,6.6,6.98,5.97,0.61,0.0,17.35,75.57,25.57,0.03,0.7,15.98,13.18,0.09
603121.SH,华培动力,206.78,1958.46,6.37,1.68,2.26,1.33,3.45,0.0,-69.6,11.98,44.2,0.03,163.5,2327.49,183.0,0.03
603580.SH,*ST艾艾,114.75,459.78,4.83,3.03,3.15,1.8,0.47,0.0,193.95,-11.38,37.08,0.03,-40.4,303.14,72.86,0.03
600226.SH,亨通股份,69.77,206.43,4.86,3.43,5.37,4.5,,0.0,-20.86,33.99,25.54,0.03,6.07,120.48,25.98,0.03
603728.SH,鸣志电器,430.92,418.38,9.66,1.5,1.7,1.12,0.04,0.0,2.5,-3.34,32.74,0.03,-125.15,557.8,506.96,0.03
300157.SZ,新锦动力,38.06,-45.56,-20.03,-44.6,,5.76,,0.0,41.69,11.98,89.33,0.03,扣非亏损,扣非亏损,,-0.97
688020.SH,方邦股份,-198.28,-70.16,5.1,-3.25,-1.89,-1.06,0.53,0.0,21.46,5.71,22.51,0.03,扣非亏损,扣非亏损,亏损,-0.97
688418.SH,震有科技,-133.66,-157.66,9.63,-6.94,-5.3,-1.86,,0.0,-27120.79,29.46,44.63,0.03,扣非亏损,扣非亏损,亏损,-0.97
300225.SZ,*ST金泰,98.44,110.96,2.68,1.72,2.04,1.66,0.31,0.0,-20.5,-3.53,38.94,0.03,-31.47,128.75,96.51,0.03
600897.SH,厦门空港,14.56,19.82,1.58,7.26,8.33,9.43,2.1,0.0,13.9,20.07,17.21,0.03,0.99,5.46,3.5,0.21
002963.SZ,豪尔赛,-63.94,-14.46,1.74,-2.4,-1.97,-2.17,1.72,0.0,-317.9,-10.28,25.22,0.03,扣非亏损,扣非亏损,亏损,-0.97
300046.SZ,台基股份,111.54,191.46,7.37,3.69,5.03,4.92,0.4,0.0,-7.91,2.86,8.46,0.03,66.85,103.85,44.35,0.04
301002.SZ,崧盛股份,742.91,-138.27,6.18,-0.19,0.86,0.62,,0.0,-130.8,-4.69,45.07,0.03,扣非亏损,扣非亏损,1727.69,-0.97
300470.SZ,中密控股,20.63,20.58,2.75,9.5,9.95,9.32,2.65,54.91,2.43,11.49,19.54,0.03,1.79,2.17,2.07,0.49
000603.SZ,盛达资源,88.09,95.14,11.52,10.45,10.09,8.59,0.83,0.0,71.51,7.99,46.91,0.03,11.9,18.2,17.46,0.08
301377.SZ,鼎泰高科,185.65,219.32,26.3,10.23,10.75,8.56,2.27,0.0,79.94,9.22,34.45,0.03,23.78,42.87,34.54,0.05
603866.SH,桃李面包,21.9,23.41,1.67,5.58,5.77,6.03,3.79,0.0,-30.33,-1.1,28.59,0.03,-21.19,8.4,7.59,0.14
688409.SH,富创精密,591.24,1698.93,6.42,0.44,0.82,1.07,0.68,0.0,-88.51,54.69,47.78,0.03,31.06,7789.69,1442.04,0.03
002546.SZ,新联电子,10.56,52.88,2.01,3.33,15.12,16.3,2.77,0.0,8.1,19.04,8.21,0.03,2.78,31.73,1.4,0.06
603032.SH,德新科技,88.17,-32.59,3.84,2.92,3.33,3.88,0.42,0.0,604.7,25.32,24.44,0.03,扣非亏损,危险信号,52.96,-0.02
002134.SZ,天津普林,276.8,349.69,10.98,2.72,3.1,1.22,,0.0,-52.01,22.94,62.92,0.03,15.25,257.3,178.58,0.03
603196.SH,日播时尚,190.55,-95.38,16.21,0.42,6.59,5.16,,0.0,105.9,-4.97,36.07,0.03,扣非亏损,危险信号,57.83,0.02
002702.SZ,海欣食品,-99.67,-72.7,3.58,-3.33,-2.66,-0.58,,0.0,-29.06,3.29,45.35,0.03,扣非亏损,扣非亏损,亏损,-0.97
301290.SZ,东星医疗,-40.23,-62.28,1.34,-3.18,-2.44,-1.74,2.58,0.0,-263.18,-0.83,10.77,0.03,扣非亏损,扣非亏损,亏损,-0.97
600721.SH,百花医药,80.15,91.0,4.4,3.92,4.21,3.39,,0.0,40.18,11.45,29.16,0.03,7.94,46.44,38.08,0.05
002230.SZ,科大讯飞,-1482.28,413.82,7.4,-1.9,-0.38,-0.28,0.21,0.0,27.83,8.66,56.41,0.03,47.8,困境反转,亏损,0.03
300807.SZ,天迈科技,-175.32,-133.93,7.64,-4.11,-3.21,-2.15,,0.0,63.44,-5.77,24.42,0.03,扣非亏损,扣非亏损,亏损,-0.97
688776.SH,国光电气,-211.88,-284.09,6.22,-2.52,-2.18,-1.96,0.39,0.0,-219.61,2.72,24.79,0.03,扣非亏损,扣非亏损,亏损,-0.97
688262.SH,国芯科技,-65.5,-47.12,5.39,-7.59,-5.99,-5.23,,0.0,-8.03,13.41,36.48,0.03,扣非亏损,扣非亏损,亏损,-0.97
002538.SZ,司尔特,28.44,27.85,1.1,2.73,2.92,3.16,4.27,0.0,-37.22,3.99,15.82,0.03,6.98,20.4,19.48,0.07
002877.SZ,智能自控,145.51,1252.03,2.71,1.19,1.43,2.36,0.24,0.0,-55.53,14.32,49.72,0.03,87.45,2103.72,203.51,0.03
603567.SH,珍宝岛,-16.34,-22.88,1.12,-5.33,-4.9,-2.87,1.29,0.0,-212.93,-12.42,38.22,0.03,扣非亏损,扣非亏损,亏损,-0.97
688385.SH,复旦微电,145.67,167.69,10.39,5.02,5.45,3.61,0.21,0.0,-21.21,12.92,26.66,0.03,12.98,66.79,53.46,0.04
002927.SZ,泰永长征,97.04,1309.28,4.16,3.02,3.21,2.23,0.68,0.0,-37.86,-1.41,36.81,0.02,-928.68,865.75,60.46,0.03
300762.SZ,上海瀚讯,-396.18,-218.61,10.89,-2.85,-2.05,-3.38,,0.0,33.53,-18.01,38.41,0.02,扣非亏损,扣非亏损,亏损,-0.98
600198.SH,大唐电信,-184.77,-359.67,44.55,-17.58,-0.25,1.62,,0.0,58.66,-10.23,77.89,0.02,扣非亏损,扣非亏损,亏损,-0.98
300486.SZ,东杰智能,976.81,-55.63,6.49,-1.05,0.59,0.88,,0.0,82.73,-14.39,42.36,0.02,扣非亏损,扣非亏损,3311.24,-0.98
688578.SH,艾力斯,20.13,24.06,6.67,24.64,27.92,28.15,1.09,17.09,43.62,93.55,10.48,0.02,0.26,0.98,0.72,1.05
688629.SH,华丰科技,141.41,214.72,24.98,12.82,14.19,7.19,,0.0,377.64,10.34,54.43,0.02,20.76,33.5,19.93,0.05
300731.SZ,科创新源,230.49,345.93,13.42,3.91,4.42,3.88,0.37,0.0,89.78,23.47,45.32,0.02,14.74,176.87,104.29,0.03
688765.SH,禾元生物,-162.26,-148.77,52.8,-23.94,-22.43,-9.29,,0.0,-7.89,12.5,66.06,0.02,扣非亏损,扣非亏损,亏损,-0.98
301413.SZ,安培龙,158.46,198.51,12.35,5.03,5.89,4.07,0.56,0.0,5.52,23.31,42.05,0.02,8.52,78.92,53.8,0.04
688607.SH,康众医疗,11434.54,-2334.17,6.18,-0.51,0.01,0.28,0.46,0.0,-212.39,0.84,13.17,0.02,扣非亏损,扣非亏损,2286908.62,-0.98
603021.SH,ST华鹏,-12.94,-10.59,-40.48,-1362.28,,-2.8,,0.0,2.42,-20.49,103.58,0.02,扣非亏损,扣非亏损,,-0.98
301180.SZ,万祥科技,584.38,-446.0,5.71,0.48,0.74,1.12,,0.0,166.72,-4.24,33.5,0.02,扣非亏损,危险信号,1579.42,0.02
300776.SZ,帝尔激光,35.1,38.49,6.21,12.67,13.46,8.37,0.61,0.0,31.52,17.35,41.57,0.02,2.22,6.07,5.21,0.19
300780.SZ,德恩精工,-97.19,-27.2,4.11,-4.88,-3.12,-1.29,,0.0,-15.24,-1.92,44.16,0.02,扣非亏损,扣非亏损,亏损,-0.98
300063.SZ,天龙集团,85.55,130.76,7.27,4.92,6.59,5.13,,0.0,89.79,-11.81,45.37,0.02,-11.07,53.2,25.96,0.04
688102.SH,斯瑞新材,218.22,236.15,17.31,6.96,9.29,4.99,0.91,0.0,41.39,11.35,40.34,0.02,20.8,67.85,46.98,0.04
