证券代码,证券名称,流通市值,总市值,最新价,涨跌幅,振幅,成交额,换手率,明星股,高分红,中概股,中概种类,SEC摘牌,SPAC,空壳公司,所属概念,三级行业,二级行业,一级行业,上市板块,异动值
SNDA,Sonida Senior Living,3.12,3.12,27.07,-4.58,9.09,0.01,0.28,,,,,,,,,保健护理机构,医疗保健设备与服务,医疗保健,主板,0.04592721854423192
SPRC,SciSparc,0.02,0.02,2.08,-4.59,11.01,0.02,101.05,,,,,,,,,制药,制药,医疗保健,Nasdaq Capital Market,0.2805398418036809
IPSC,Century Therapeutics,3.1,3.1,4.78,-4.59,9.78,0.01,0.16,,,,,,,,,生物科技,生物科技,医疗保健,Nasdaq Global Select Market,0.050727158964253095
QTRX,Quanterix,9.22,9.22,24.22,-4.61,8.23,0.11,1.15,,,,,,,,,生命科学工具和服务,生命科学工具和服务,医疗保健,Nasdaq Global Market,0.32138822645343784
SDIG,Stronghold Digital Mining,0.62,0.62,4.13,-4.62,8.55,0.01,2.04,,,,,,,,,应用软件,软件,科技,Nasdaq Global Market,0.06896050841817153
ACET,Adicet Bio,1.68,1.68,2.04,-4.67,8.88,0.04,2.12,,,,,,,,,制药,制药,医疗保健,Nasdaq Global Market,0.21662335264316485
BTDR,Bitdeer Technologies Group-A,9.2,9.2,7.95,-4.68,5.64,0.18,1.91,,,,,,,,,应用软件,软件,科技,Nasdaq Capital Market,0.3144316715467482
GSHD,Goosehead Insurance,27.51,27.51,72.5,-4.68,5.64,0.33,1.17,,,,,,,,,保险经纪商,保险,金融,Nasdaq Global Market,0.4402540167192024
IMAB,天境生物,1.46,1.46,1.81,-4.74,5.79,0.01,0.41,,,中概股,,,,,,生物科技,生物科技,医疗保健,Nasdaq Global Market,0.031670700280043276
GXAI,Gaxos.AI,0.07,0.07,7.37,-4.78,7.62,0.01,9.02,,,,,,,,,互动家庭娱乐,媒体娱乐,科技,Nasdaq Capital Market,0.08200634660163353
TWOU,2U,0.33,0.33,0.39,-4.88,9.76,0.01,1.54,,,,,,,,,应用软件,软件,科技,Nasdaq Global Select Market,0.09490547670928268
PZZA,棒约翰,22.36,22.36,68.25,-4.88,7.33,1.18,5.29,,,,,,,,餐饮连锁,餐馆,酒店餐饮,可选消费,Nasdaq Global Select Market,2.361597770639841
IPWR,Ideal Power,0.6,0.6,10.13,-4.88,14.55,0.01,1.0,,,,,,,,,电气部件与设备,资本品,工业,Nasdaq Capital Market,0.1400547929500523
SLDB,Solid Biosciences,4.76,4.76,12.62,-4.9,14.69,0.05,1.0,,,,,,,,,生物科技,生物科技,医疗保健,Nasdaq Global Select Market,0.3788700789107003
APM,知临集团,0.42,0.42,8.08,-4.94,15.18,0.02,5.15,,,,,,,,,制药,制药,医疗保健,Nasdaq Capital Market,0.32204275639342334
NNDM,Nano Dimension,6.32,6.32,2.69,-4.95,11.31,0.12,1.73,,,,,,,,3D打印,电脑硬件,计算机设备,科技,Nasdaq Capital Market,0.5946628672517603
FOSL,福斯尔,0.5,0.5,0.96,-4.95,11.88,0.01,2.53,,,,,,,,奢侈品,服装、服饰与奢侈品,纺织服装,可选消费,Nasdaq Global Select Market,0.11247873844879772
JKS,晶科能源,12.34,12.34,23.66,-4.98,5.18,0.27,2.17,明星股,,热门中概股,,SEC确定摘牌名单,,,"光伏,太阳能",电子元件,计算机设备,科技,主板,0.3878108231004765
ORGO,Organogenesis,3.51,3.51,2.66,-5.0,7.5,0.01,0.31,,,,,,,,,生物科技,生物科技,医疗保健,Nasdaq Capital Market,0.03419223425177151
HTHT,华住,118.65,118.65,37.22,-5.05,5.38,0.79,0.66,明星股,,中概股,回港中概股,,,,酒店,酒店、度假村与豪华游轮,酒店餐饮,可选消费,Nasdaq Global Select Market,0.74245127108961
NVTS,Navitas Semiconductor,7.99,7.99,4.46,-5.11,10.21,0.23,2.77,,,,,,,,,半导体产品,半导体,科技,Nasdaq Global Market,0.9317891422946796
BLZE,Backblaze,3.99,3.99,10.2,-5.12,6.23,0.03,0.61,,,,,,,,,应用软件,软件,科技,Nasdaq Global Market,0.07658017389131226
OABI,OmniAb,6.01,6.01,5.14,-5.17,12.55,0.04,0.74,,,,,,SPAC（特殊目的收购公司）,,,生物科技,生物科技,医疗保健,Nasdaq Global Market,0.23051959714620202
ELA,Envela,1.17,1.17,4.4,-5.17,5.82,0.01,0.61,,,,,,,,,专卖店,零售业,可选消费,主板,0.03415171359738724
CMTL,康姆泰克通讯,0.93,0.93,3.28,-5.2,11.27,0.03,3.7,,,,,,,,,综合电信业务,电信业务,科技,Nasdaq Global Select Market,0.2669856658100958
LODE,Comstock,0.42,0.42,0.36,-5.26,7.89,0.01,1.36,,,,,,,,房地产服务,煤与消费用燃料,石油,能源,主板,0.06794245591783543
CCTG,CCSC Technology International H,0.37,0.37,3.17,-5.37,11.94,0.01,1.62,,,,,,,,次新上市股,电子设备和仪器,计算机设备,科技,Nasdaq Capital Market,0.12103066203214478
VERA,Vera Therapeutics,22.51,22.51,42.87,-5.43,15.13,0.49,2.17,,,,,,,,,生物科技,生物科技,医疗保健,Nasdaq Global Market,2.5524004908459057
ATUS,阿尔蒂斯美国,11.86,11.86,2.6,-5.45,9.09,0.07,0.55,,,,,,,,,有线和卫星电视,媒体娱乐,科技,主板,0.21852766305693258
DBI,Designer Brands,6.19,6.19,10.89,-5.47,23.96,0.38,6.47,,,,,,,,,服装零售,零售业,可选消费,主板,4.97708473215942
GASS,斯蒂加斯海运,2.06,2.06,5.84,-5.5,6.47,0.03,1.58,,,,,,,,,石油与天然气的储存和运输,石油,能源,Nasdaq Global Select Market,0.09926712686170344
PARA,派拉蒙全球-B,72.31,77.12,11.82,-5.52,7.51,3.0,4.09,,,,,,,,,广播,媒体娱乐,科技,Nasdaq Global Select Market,4.80663764578464
TNXP,Tonix Pharmaceuticals Holding C,0.2,0.2,0.34,-5.56,8.33,0.01,2.65,,,,,,,,猴痘,制药,制药,医疗保健,Nasdaq Capital Market,0.08349353057501703
BVS,Bioventus,4.3,4.3,5.43,-5.57,6.96,0.01,0.28,,,,,,,,,生命科学工具和服务,生命科学工具和服务,医疗保健,Nasdaq Global Select Market,0.029027004936491997
GLYC,GlycoMimetics,1.85,1.85,2.88,-5.57,8.85,0.01,0.44,,,,,,,,,生物科技,生物科技,医疗保健,Nasdaq Global Market,0.05229189742237181
BMR,Beamr Imaging,0.97,0.97,6.39,-5.61,12.11,0.07,6.97,,,,,,,,,应用软件,软件,科技,Nasdaq Capital Market,0.6762387346706628
ARQT,Arcutis Biotherapeutics,11.46,11.46,10.18,-5.74,8.8,0.38,3.27,,,,,,,,,生物科技,生物科技,医疗保健,Nasdaq Global Select Market,1.1461975929479342
SCS,Steelcase,14.05,14.05,12.3,-5.75,6.21,0.36,2.64,,,,,,,,,办公服务与用品,商业服务,工业,主板,0.642776811659942
ASTS,AST SpaceMobile,6.97,6.97,2.78,-5.76,7.12,0.12,1.74,,,,,,,,,综合电信业务,电信业务,科技,Nasdaq Capital Market,0.31159814203336483
HOLO,MicroCloud Hologram,0.3,0.3,5.03,-5.81,8.05,0.14,48.35,,,,,,SPAC（特殊目的收购公司）,,,互联网服务和基础设施,信息技术服务,科技,Nasdaq Capital Market,1.0456155054577287
ZJYL,中进医疗,5.06,5.06,3.23,-5.83,37.03,0.03,0.49,,,,,,,,次新上市股,医疗保健设备,医疗保健设备与服务,医疗保健,Nasdaq Capital Market,0.7178460079369379
OM,Outset Medical,1.06,1.06,2.09,-5.86,11.71,0.01,1.29,,,,,,,,,医疗保健设备,医疗保健设备与服务,医疗保健,Nasdaq Global Select Market,0.09004685645085728
AMCX,AMC网络-A,5.39,5.39,12.37,-5.86,5.86,0.07,1.25,,,,,,,,,有线和卫星电视,媒体娱乐,科技,Nasdaq Global Select Market,0.15002985808382122
BHVN,Biohaven,45.63,45.63,55.88,-5.86,7.77,1.02,2.19,,,,,,,,,制药,制药,医疗保健,主板,1.893495173307703
SNDL,SNDL,3.75,3.75,1.44,-5.88,9.8,0.11,3.0,,,,,,,,大麻股,制药,制药,医疗保健,Nasdaq Global Select Market,0.5273281443176088
BCLI,Brainstorm Cell Therapeutics In,0.24,0.24,0.48,-5.88,33.33,0.01,3.68,,,,,,,,干细胞,生物科技,生物科技,医疗保健,Nasdaq Capital Market,0.4842549106727368
IMTX,Immatics NV,11.41,11.41,11.34,-5.89,17.1,0.11,0.94,,,,,,,,,生物科技,生物科技,医疗保健,Nasdaq Capital Market,0.7926150241465758
ELVN,Enliven Therapeutics,7.47,7.47,18.06,-5.99,8.38,0.03,0.38,,,,,,,,,制药,制药,医疗保健,Nasdaq Global Select Market,0.0951806617808333
TIGR,老虎证券,5.97,5.97,3.81,-6.16,5.42,0.08,1.24,,,中概股,,,,,,金融交易所和数据,综合金融,金融,Nasdaq Global Select Market,0.17822890983207584
BFLY,Butterfly Network,2.21,2.21,1.06,-6.19,8.85,0.02,0.69,,,,,,,,,医疗保健设备,医疗保健设备与服务,医疗保健,主板,0.09884100183796947
RKDA,阿凯迪亚生物科学,0.03,0.03,2.27,-6.2,18.6,0.01,20.3,,,,,,,,,农产品,食品饮料,日常消费品,Nasdaq Capital Market,0.2742395306658367
PRAX,Praxis Precision Medicines,6.94,6.94,52.41,-6.21,10.65,0.09,1.31,,,,,,,,,生物科技,生物科技,医疗保健,Nasdaq Global Select Market,0.4011181734174344
CRGX,Cargo Therapeutics,10.36,10.36,25.15,-6.23,12.04,0.08,0.76,,,,,,,,次新上市股,生物科技,生物科技,医疗保健,Nasdaq Global Select Market,0.37522212350088674
SMR,NuScale Power,10.71,10.71,4.57,-6.35,18.44,0.49,4.33,,,,,,,,,新能源发电业者,电力,公用事业,主板,3.9541355093754493
ME,23andMe Holding Co-A,2.12,2.12,0.44,-6.38,10.64,0.03,1.24,,,,,,,,,生物科技,生物科技,医疗保健,Nasdaq Global Select Market,0.19188789391107636
SLRN,ACELYRIN INC,7.57,7.57,7.78,-6.49,12.26,0.16,2.15,,,,,,,,次新上市股,制药,制药,医疗保健,Nasdaq Global Select Market,0.8372392963838454
DRI,达登饭店,194.93,194.93,163.24,-6.5,3.36,6.38,3.26,,,,,,,,餐饮连锁,餐馆,酒店餐饮,可选消费,主板,7.169004514920042
MLGO,MicroAlgo,0.33,0.33,0.43,-6.52,13.04,0.01,3.46,,,,,,,,中概科技,数据处理和外包服务,信息技术服务,科技,Nasdaq Capital Market,0.13893880215547652
DECA,Denali Capital Acquisition,0.6,0.6,8.4,-6.56,16.13,0.01,1.44,,,,,,SPAC（特殊目的收购公司）,,,投资银行业与经纪业,综合金融,金融,Nasdaq Global Market,0.15999628112070713
TPST,Tempest Therapeutics,0.78,0.78,3.51,-6.65,7.18,0.02,2.58,,,,,,,,,生物科技,生物科技,医疗保健,Nasdaq Capital Market,0.1024725442710281
GATO,Gatos Silver,5.49,5.49,7.94,-6.7,10.58,0.04,0.75,,,,,,,,,贵重金属与矿石,金属与采矿,原材料,主板,0.18914506309659745
REKR,Rekor Systems,1.65,1.65,1.95,-6.7,8.61,0.04,2.58,,,,,,,,,综合支持服务,商业服务,工业,Nasdaq Capital Market,0.20904131353514505
TITN,Titan Machinery,5.73,5.73,25.06,-6.74,8.45,0.13,2.35,,,,,,,,,贸易公司与经销商,资本品,工业,Nasdaq Global Select Market,0.45007562038324644
CREX,Creative Realities,0.41,0.41,3.9,-6.92,17.42,0.01,2.35,,,,,,,,,互联网服务和基础设施,信息技术服务,科技,Nasdaq Capital Market,0.19323623960478722
ATRA,Atara Biotherapeutics,0.68,0.68,0.67,-6.94,12.5,0.01,1.65,,,,,,,,,生物科技,生物科技,医疗保健,Nasdaq Global Select Market,0.11125339847393863
DTSS,数海信息,0.19,0.19,7.32,-6.99,10.04,0.01,3.62,,,,,,,,中概科技,应用软件,软件,科技,Nasdaq Capital Market,0.10787012850264631
BLND,Blend Labs,7.71,7.71,3.06,-6.99,9.42,0.08,1.01,,,,,,,,,应用软件,软件,科技,主板,0.294150773787094
LEXX,Lexaria Bioscience,0.44,0.44,3.44,-7.03,16.22,0.03,6.69,,,,,,,,,制药,制药,医疗保健,Nasdaq Capital Market,0.5207642105962947
GWAV,Greenwave Technology Solutions ,0.02,0.02,0.13,-7.14,14.29,0.01,34.6,,,,,,,,,环境与设施服务,商业服务,工业,Nasdaq Capital Market,0.19722098249680997
QUBT,Quantum Computing,0.86,0.86,1.15,-7.26,12.1,0.03,3.03,,,,,,,,,应用软件,软件,科技,Nasdaq Capital Market,0.29976747976306395
SMMT,Summit Therapeutics,24.91,24.91,3.55,-7.31,11.49,0.09,0.35,,,,,,,,,制药,制药,医疗保健,Nasdaq Global Market,0.32006977572075435
QBTS,D-Wave Quantum,3.04,3.04,1.9,-7.32,16.1,0.08,2.66,,,,,,,,,应用软件,软件,科技,主板,0.7833325133448932
VERI,Veritone,1.36,1.36,3.67,-7.32,13.89,0.09,6.38,,,,,,,,人工智能,互联网服务和基础设施,信息技术服务,科技,Nasdaq Global Market,0.9386686417262051
NNOX,Nano-X Imaging,5.91,5.91,10.24,-7.33,20.27,0.77,12.0,,,,,,,,英伟达持股,医疗保健设备,医疗保健设备与服务,医疗保健,Nasdaq Global Market,8.270950915864878
BRCC,BRC,9.61,9.61,4.53,-7.36,11.45,0.11,1.09,,,,,,,,,软饮料,食品饮料,日常消费品,主板,0.49282745095915964
ARBK,Argo Blockchain Plc ADR,0.94,0.94,1.63,-7.39,10.23,0.01,0.83,,,,,,,,,应用软件,软件,科技,Nasdaq Global Select Market,0.07807757728199063
BTTR,Better Choice Co,0.06,0.06,6.72,-7.44,22.04,0.01,10.46,,,,,,,,,保健护理机构,医疗保健设备与服务,医疗保健,主板,0.33106267781470694
COSM,Cosmos Health,0.1,0.1,0.62,-7.46,25.37,0.01,6.5,,,,,,,,,保健护理产品经销商,医疗保健设备与服务,医疗保健,Nasdaq Capital Market,0.3820091309518138
PDD,拼多多,1624.86,1624.86,122.3,-7.47,7.97,24.17,1.45,明星股,,热门中概股,,SEC确定摘牌名单,,,"电子商务,腾讯,平台经济",互联网与直销零售,电商,科技,Nasdaq Global Select Market,26.785977011808242
LI,理想汽车,334.54,334.54,31.53,-7.48,4.81,7.34,2.2,,,热门中概股,,SEC确定摘牌名单,,,新能源汽车,汽车制造商,汽车,可选消费,Nasdaq Global Select Market,9.195474742219359
HUYA,虎牙,10.35,10.35,4.44,-7.5,10.42,0.13,1.25,,,热门中概股,,SEC确定摘牌名单,,,"直播股,腾讯",电影和娱乐,媒体娱乐,科技,主板,0.5042651818955012
IRON,Disc Medicine,15.16,15.16,61.41,-7.52,14.04,0.38,2.44,,,,,,,,,生物科技,生物科技,医疗保健,Nasdaq Global Market,1.9748153297938467
PROP,Prairie Operating Co,1.02,1.02,10.16,-7.55,9.55,0.01,0.58,,,,,,,,,石油与天然气的勘探与生产,石油,能源,Nasdaq Capital Market,0.0695763504981399
FDS,辉盛研究系统,171.64,171.64,450.66,-7.63,6.14,4.12,2.37,,,,,,,,ESG,金融交易所和数据,综合金融,金融,主板,5.874706705497901
RMTI,Rockwell Medical,0.44,0.44,1.52,-7.88,16.97,0.03,5.43,,,,,,,,,制药,制药,医疗保健,Nasdaq Capital Market,0.5519193509295173
LILM,Lilium NV-A,4.9,4.9,0.93,-7.92,10.89,0.06,1.16,,,,,,,,,航空公司,运输,工业,Nasdaq Capital Market,0.3048622855487849
EGRX,Eagle制药,0.68,0.68,5.23,-7.92,10.39,0.01,0.81,,,,,,,,,制药,制药,医疗保健,Nasdaq Global Market,0.08724812227020055
VHAI,Vocodia,0.08,0.08,0.81,-7.95,14.77,0.01,18.93,,,,,,,,,应用软件,软件,科技,主板,0.19491875934292022
VCIG,VCI Global,0.42,0.42,1.04,-7.96,14.16,0.01,1.23,,,,,,,,次新上市股,调查和咨询服务,商业服务,工业,Nasdaq Capital Market,0.14715569947946547
BIVI,BioVie,0.31,0.31,0.57,-8.06,12.9,0.01,3.05,,,,,,,,,制药,制药,医疗保健,Nasdaq Capital Market,0.13863120159980333
DXLG,Destination XL Group,1.99,1.99,3.3,-8.08,6.41,0.04,2.21,,,,,,,,,服装零售,零售业,可选消费,Nasdaq Global Market,0.18089301835390453
PARAA,派拉蒙全球-A,8.95,143.48,21.99,-8.22,8.76,0.03,0.29,,,,,,,,,广播,媒体娱乐,科技,Nasdaq Global Select Market,0.05303978497339125
WKHS,Workhorse Group,0.69,0.69,0.22,-8.33,8.33,0.03,4.36,,,,,,,,新能源汽车,汽车制造商,汽车,可选消费,Nasdaq Capital Market,0.19423038103831652
MINM,Minim,0.17,0.17,6.01,-8.38,13.57,0.01,5.05,,,,,,,,,无线电信业务,电信业务,科技,Nasdaq Capital Market,0.16254760718259784
ARQ,Arq,1.98,1.98,5.95,-8.46,14.46,0.02,0.91,,,,,,,,固废处理,环境与设施服务,商业服务,工业,Nasdaq Global Market,0.19525853557306194
ANY,Sphere 3D,0.25,0.25,1.4,-8.5,8.5,0.01,3.84,,,,,,,,,互联网服务和基础设施,信息技术服务,科技,Nasdaq Capital Market,0.08292432746280616
JTAI,Jet.AI,0.08,0.08,0.85,-8.6,7.53,0.01,8.13,,,,,,,,,航天航空与国防,资本品,工业,Nasdaq Global Market,0.09566792695968142
MODV,ModivCare,3.72,3.72,26.18,-8.62,10.58,0.1,2.64,,,,,,,,,保健护理服务,医疗保健设备与服务,医疗保健,Nasdaq Global Select Market,0.5318736924585773
PYXS,Pyxis Oncology,2.88,2.88,4.96,-8.66,20.26,0.12,4.46,,,,,,,,,制药,制药,医疗保健,Nasdaq Global Select Market,1.6037479369287386
STRC,Sarcos Technology and Robotics ,0.52,0.52,2.0,-8.68,14.16,0.01,2.66,,,,,,,,,工业机械,资本品,工业,Nasdaq Global Market,0.14009685544360986
IZM,拍明芯城,0.82,0.82,7.95,-8.73,20.78,0.04,4.44,,,,,,,,次新上市股,电子元件,计算机设备,科技,Nasdaq Capital Market,0.8134718119768404
GNS,Genius Group,0.51,0.51,0.52,-8.77,15.79,0.07,14.36,,,,,,,,,教育服务,社会服务,可选消费,主板,1.1343282033294886
BILI,哔哩哔哩,46.16,46.16,11.2,-8.79,3.09,3.1,6.65,明星股,,热门中概股,回港中概股,SEC确定摘牌名单,,,"元宇宙,网络游戏,直播股,网络视频,腾讯,在线教育",互动媒体与服务,媒体娱乐,科技,Nasdaq Global Select Market,6.775976801675414
IFRX,InflaRx NV,0.91,0.91,1.54,-8.88,17.75,0.01,1.06,,,,,,,,,制药,制药,医疗保健,Nasdaq Global Select Market,0.16146462401255607
CBUS,Cibus,4.55,4.55,18.68,-9.01,14.13,0.01,0.3,,,,,,,,,化肥与农用药剂,化学制品,原材料,Nasdaq Capital Market,0.07303814062643516
RNAC,Cartesian Therapeutics,1.13,1.13,0.7,-9.09,15.58,0.01,0.59,,,,,,,,纳米,生物科技,生物科技,医疗保健,Nasdaq Global Market,0.1280726220235366
VYGR,Voyager Therapeutics,5.1,5.1,9.4,-9.18,11.5,0.11,1.99,,,,,,,,,生物科技,生物科技,医疗保健,Nasdaq Global Select Market,0.5933502965223336
WW,慧俪轻体,1.55,1.55,1.96,-9.26,15.28,0.16,9.88,,,,,,,,,互联网服务和基础设施,信息技术服务,科技,Nasdaq Global Select Market,1.812615239813267
CATO,加图商场,1.19,1.19,5.76,-9.29,10.24,0.03,2.16,,,,,,,,,服装零售,零售业,可选消费,主板,0.21859949957587194
