stock-id,name,trading-status,industry,business,child-business,market-cap,update-date,一级行业,二级行业,三级行业,证券名称,证券代码,总市值,asset_subtype,sym,mktcap,ls,am,ric,product_subtype,am_u,yld,pc,pe,nc,ccy,nm,mktcap_u,suspend,涨跌幅,最新价,成交额
00001,長和,N,綜合企業,綜合企業,綜合企業,160478864550.0,2023-09-22T16:41:18,综合企业,综合企业,综合企业,长和,00001.HK,1604.8,ODSH,1,160.47,41.900,206.63,0001.HK,,1000000.0,6.78,+1.82,4.38,+0.750,HKD,長和,B,,1.82,41.900,2.1
00002,中電控股,N,公用事業,公用事業,傳統電力,148302648459.0,2023-09-22T16:41:18,公用事业,公用事业,传统电力,中电控股,00002.HK,1483.0,ODSH,2,148.30,58.700,66.13,0002.HK,,1000000.0,5.28,+0.60,160.51,+0.350,HKD,中電控股,B,,0.6,58.700,0.7
00003,香港中華煤氣,N,公用事業,公用事業,燃氣,104122075146.84,2023-09-22T16:41:18,公用事业,公用事业,燃气,香港中华煤气,00003.HK,1041.2,ODSH,3,104.12,5.580,84.71,0003.HK,,1000000.0,6.27,+1.27,19.84,+0.070,HKD,香港中華煤氣,B,,1.27,5.580,0.8
00004,九龍倉集團,N,地產建築,地產,地產發展商,61731752005.4,2023-09-22T16:41:18,地产建筑,地产,地产发展商,九龙仓集团,00004.HK,617.3,ODSH,4,61.73,20.200,52.32,0004.HK,,1000000.0,1.98,-0.25,,-0.050,HKD,九龍倉集團,B,,-0.25,20.200,0.5
00005,滙豐控股,N,金融,銀行,銀行,1223902195805.2,2023-09-22T16:41:18,金融,银行,银行,汇丰控股,00005.HK,12239.0,ODSH,5,"1,223.90",61.400,888.69,0005.HK,,1000000.0,5.49,+0.99,10.54,+0.600,HKD,匯豐控股,B,,0.99,61.400,8.9
00006,電能實業,N,公用事業,公用事業,傳統電力,83326211521.4,2023-09-22T16:41:18,公用事业,公用事业,传统电力,电能实业,00006.HK,833.3,ODSH,6,83.32,39.100,70.12,0006.HK,,1000000.0,7.21,+1.16,14.77,+0.450,HKD,電能實業,B,,1.16,39.100,0.7
00007,智富資源投資,N,非必需性消費,家庭電器及用品,消費電子產品,366576320.852,2023-09-22T16:41:18,非必需性消费,家庭电器及用品,消费电子产品,智富资源投资,00007.HK,3.7,ODSH,7,366.57,0.116,132.1,0007.HK,,1000.0,,0.00,1.22,0.000,HKD,智富資源投資,M,,0.0,0.116,0.0
00008,電訊盈科,N,電訊,電訊,電訊服務,28017490461.38,2023-09-22T16:41:18,科技,电讯,电讯服务,电讯盈科,00008.HK,280.2,ODSH,8,28.01,3.620,13.64,0008.HK,,1000000.0,10.57,+1.97,177.45,+0.070,HKD,電訊盈科,B,,1.97,3.620,0.1
00009,金奧國際,N,地產建築,地產,地產發展商,64238231.322,2023-09-22T16:41:18,地产建筑,地产,地产发展商,金奥国际,00009.HK,0.6,ODSH,9,64.23,0.018,198.0,0009.HK,,,,+12.50,,+0.002,HKD,金奧國際,M,,12.5,0.018,0.0
00010,恒隆集團,N,地產建築,地產,地產投資,15277356675.24,2023-09-22T16:41:18,地产建筑,地产,地产投资,恒隆集团,00010.HK,152.8,ODSH,10,15.27,11.220,6.42,0010.HK,,1000000.0,7.66,+3.89,5.62,+0.420,HKD,恒隆集團,B,,3.89,11.220,0.1
00011,恒生銀行,N,金融,銀行,銀行,184492824024.0,2023-09-22T16:41:18,金融,银行,银行,恒生银行,00011.HK,1844.9,ODSH,11,184.49,96.500,110.67,0011.HK,,1000000.0,5.08,+1.47,19.49,+1.400,HKD,恒生銀行,B,,1.47,96.500,1.1
00012,恒基地產,N,地產建築,地產,地產發展商,97553948110.45,2023-09-22T16:41:18,地产建筑,地产,地产发展商,恒基地产,00012.HK,975.5,ODSH,12,97.55,20.150,80.31,0012.HK,,1000000.0,8.93,+1.77,10.56,+0.350,HKD,恒基地產,B,,1.77,20.150,0.8
00013,和黃醫藥,N,醫療保健,藥品及生物科技,醫藥品,21818335822.5,2023-09-22T16:41:18,医疗保健,药品及生物科技,医药品,和黄医药,00013.HK,218.2,ODSH,13,21.81,25.050,43.14,0013.HK,,1000000.0,,+2.66,,+0.650,HKD,和黃醫藥,B,,2.66,25.050,0.4
00014,希慎興業,N,地產建築,地產,地產投資,15754306140.82,2023-09-22T16:41:18,地产建筑,地产,地产投资,希慎兴业,00014.HK,157.5,ODSH,14,15.75,15.340,16.37,0014.HK,,1000000.0,9.39,+1.59,,+0.240,HKD,希慎興業,B,,1.59,15.340,0.2
00016,新鴻基地產,N,地產建築,地產,地產發展商,236024203317.3,2023-09-22T16:41:18,地产建筑,地产,地产发展商,新鸿基地产,00016.HK,2360.2,ODSH,16,236.02,81.450,397.32,0016.HK,,1000000.0,6.08,+2.39,9.87,+1.900,HKD,新鴻基地產,B,,2.39,81.450,4.0
00017,新世界發展,N,地產建築,地產,地產發展商,38504487516.3,2023-09-22T16:41:18,地产建筑,地产,地产发展商,新世界发展,00017.HK,385.0,ODSH,17,38.50,15.300,135.29,0017.HK,,1000000.0,12.81,+1.06,30.85,+0.160,HKD,新世界發展,B,,1.06,15.300,1.4
00018,東方企控集團,N,非必需性消費,媒體及娛樂,出版,1318854843.9,2023-09-22T16:41:18,非必需性消费,媒体及娱乐,出版,东方企控集团,00018.HK,13.2,ODSH,18,1.31,0.550,48.4,0018.HK,,1000.0,9.09,0.00,7.91,0.000,HKD,東方企控集團,B,,0.0,0.550,0.0
00019,太古股份公司A,N,綜合企業,綜合企業,綜合企業,47982172000.0,2023-09-22T16:41:18,综合企业,综合企业,综合企业,太古股份公司A,00019.HK,479.8,ODSH,19,47.98,56.000,77.46,0019.HK,,1000000.0,19.95,+2.00,,+1.100,HKD,太古股份公司Ａ,B,,2.0,56.000,0.8
00020,商湯-W,N,資訊科技,軟件服務,,48529941250.0,2023-09-22T16:41:18,科技,软件服务,软件开发,商汤-W,00020.HK,485.3,ODSH,20,48.52,1.450,210.92,0020.HK,,1000000.0,,+5.07,,+0.070,HKD,商湯－Ｗ,B,,5.07,1.450,2.1
00021,大中華控股,N,地產建築,地產,地產發展商,258390171.39,2023-09-22T16:41:18,地产建筑,地产,地产发展商,大中华控股,00021.HK,2.6,ODSH,21,258.39,0.065,975.0,0021.HK,,,,-4.41,4.89,-0.003,HKD,大中華控股,M,,-4.41,0.065,0.0
00022,茂盛控股,N,非必需性消費,旅遊及休閒設施,酒店及度假村,143546314.218,2023-09-22T16:41:18,非必需性消费,旅游及休闲设施,酒店及度假村,茂盛控股,00022.HK,1.4,ODSH,22,143.54,0.073,,0022.HK,,,,0.00,,0.000,HKD,茂盛控股,M,,0.0,0.073,0.0
00023,東亞銀行,N,金融,銀行,銀行,26420687826.96,2023-09-22T16:41:18,金融,银行,银行,东亚银行,00023.HK,264.2,ODSH,23,26.42,9.940,8.86,0023.HK,,1000000.0,5.33,+1.43,7.53,+0.140,HKD,東亞銀行,B,,1.43,9.940,0.1
00025,其士國際,N,綜合企業,綜合企業,綜合企業,1841763484.0,2023-09-22T16:41:18,综合企业,综合企业,综合企业,其士国际,00025.HK,18.4,ODSH,25,1.84,6.100,24.4,0025.HK,,1000.0,6.23,0.00,7.88,0.000,HKD,CHEVALIER INT'L,B,,0.0,6.100,0.0
00026,中華汽車,N,地產建築,地產,地產投資,2942995640.0,2023-09-22T16:41:18,地产建筑,地产,地产投资,中华汽车,00026.HK,29.4,ODSH,26,2.94,65.000,117.0,0026.HK,,1000.0,4.92,+0.15,40.71,+0.100,HKD,中華汽車,B,,0.15,65.000,0.0
00027,銀河娛樂,N,非必需性消費,旅遊及休閒設施,賭場及博彩,225238994719.5,2023-09-22T16:41:18,非必需性消费,旅游及休闲设施,赌场及博彩,银河娱乐,00027.HK,2252.4,ODSH,27,225.23,51.500,243.61,0027.HK,,1000000.0,0.39,+0.88,,+0.450,HKD,銀河娛樂,B,,0.88,51.500,2.4
00028,天安,N,地產建築,地產,地產發展商,5732331709.81,2023-09-22T16:41:18,地产建筑,地产,地产发展商,天安,00028.HK,57.3,ODSH,28,5.73,3.910,374.26,0028.HK,,1000.0,6.39,-0.76,3.75,-0.030,HKD,天安,B,,-0.76,3.910,0.0
00029,達力集團,N,地產建築,地產,地產投資,2424577546.2,2023-09-22T16:41:18,地产建筑,地产,地产投资,达力集团,00029.HK,24.2,ODSH,29,2.42,10.200,122.32,0029.HK,,1000.0,0.10,+0.99,77.80,+0.100,HKD,達力集團,B,,0.99,10.200,0.0
00030,萬隆控股集團,S,必需性消費,食品飲料,食品添加劑,1693178625.84,2023-09-22T16:41:18,必需性消费,食品饮料,食品添加剂,万隆控股集团,00030.HK,16.9,ODSH,30,1.69,0.249,,0030.HK,,,,0.00,124.50,0.000,HKD,萬隆控股集團,B,True,0.0,0.249,0.0
00031,航天控股,N,工業,工業工程,航空、航天及國防,1110607877.52,2023-09-22T16:41:18,工业,工业工程,航空、航天及国防,航天控股,00031.HK,11.1,ODSH,31,1.11,0.360,733.08,0031.HK,,1000.0,5.56,0.00,,0.000,HKD,航天控股,B,,0.0,0.360,0.0
00032,港通控股,N,非必需性消費,支援服務,教育,3056043289.2,2023-09-22T16:41:18,非必需性消费,支援服务,教育,港通控股,00032.HK,30.6,ODSH,32,3.05,8.200,,0032.HK,,,5.12,+0.49,,+0.040,HKD,港通控股,B,,0.49,8.200,0.0
00033,INTL GENIUS,N,非必需性消費,家庭電器及用品,玩具及消閒用品,4802971229.76,2023-09-22T16:41:18,非必需性消费,家庭电器及用品,玩具及消闲用品,INTL GENIUS,00033.HK,48.0,ODSH,33,4.80,8.940,13.42,0033.HK,,1000000.0,,-0.56,116.10,-0.050,HKD,INTL GENIUS,B,,-0.56,8.940,0.1
00034,九龍建業,N,地產建築,地產,地產發展商,8248185384.96,2023-09-22T16:41:18,地产建筑,地产,地产发展商,九龙建业,00034.HK,82.5,ODSH,34,8.24,7.010,2.92,0034.HK,,1000000.0,11.84,-0.43,6.79,-0.030,HKD,九龍建業,B,,-0.43,7.010,0.0
00035,遠東發展,N,地產建築,地產,地產發展商,4464743550.3,2023-09-22T16:41:18,地产建筑,地产,地产发展商,远东发展,00035.HK,44.6,ODSH,35,4.46,1.650,532.11,0035.HK,,1000.0,8.48,0.00,25.62,0.000,HKD,遠東發展,B,,0.0,1.650,0.0
00036,遠東控股國際,N,地產建築,地產,地產投資,94753317.591,2023-09-22T16:41:18,地产建筑,地产,地产投资,远东控股国际,00036.HK,0.9,ODSH,36,94.75,0.087,,0036.HK,,,,0.00,,0.000,HKD,遠東控股國際,M,,0.0,0.087,0.0
00037,遠東酒店實業,N,地產建築,地產,地產投資,805206896.7,2023-09-22T16:41:18,地产建筑,地产,地产投资,远东酒店实业,00037.HK,8.1,ODSH,37,805.20,1.070,2.43,0037.HK,,1000000.0,,+4.90,,+0.050,HKD,遠東酒店實業,M,,4.9,1.070,0.0
00038,第一拖拉機股份,N,工業,工業工程,重型機械,1552082400.0,2023-09-22T16:41:18,工业,工业工程,重型机械,第一拖拉机股份,00038.HK,15.5,ODSH,38,1.55,3.960,3.87,0038.HK,,1000000.0,6.52,+1.28,5.79,+0.050,HKD,第一拖拉機股份,B,,1.28,3.960,0.0
00039,中國北大荒,N,必需性消費,消費零售,超市及便利店,436929533.727,2023-09-22T16:41:18,必需性消费,消费零售,超市及便利店,中国北大荒,00039.HK,4.4,ODSH,39,436.92,0.069,123.4,0039.HK,,1000.0,,+1.47,,+0.001,HKD,中國北大荒,M,,1.47,0.069,0.0
00040,金山科技工業,N,非必需性消費,家庭電器及用品,消費電子產品,457737555.0,2023-09-22T16:41:18,非必需性消费,家庭电器及用品,消费电子产品,金山科技工业,00040.HK,4.6,ODSH,40,457.73,0.500,100.4,0040.HK,,1000.0,,+1.01,12.41,+0.005,HKD,金山科技工業,M,,1.01,0.500,0.0
00041,鷹君,N,地產建築,地產,地產投資,9959674955.4,2023-09-22T16:41:18,地产建筑,地产,地产投资,鹰君,00041.HK,99.6,ODSH,41,9.95,13.320,862.11,0041.HK,,1000.0,6.53,+0.53,,+0.070,HKD,鷹君,B,,0.53,13.320,0.0
00042,東北電氣,N,工業,工業工程,工業及設備,60876200.0,2023-09-22T16:41:18,工业,工业工程,工业及设备,东北电气,00042.HK,0.6,ODSH,42,60.87,0.236,,0042.HK,,,,0.00,,0.000,HKD,東北電氣,M,,0.0,0.236,0.0
00045,大酒店,N,非必需性消費,旅遊及休閒設施,酒店及度假村,10226492077.2,2023-09-22T16:41:18,非必需性消费,旅游及休闲设施,酒店及度假村,大酒店,00045.HK,102.3,ODSH,45,10.22,6.200,1.13,0045.HK,,1000000.0,,-0.16,,-0.010,HKD,大酒店,B,,-0.16,6.200,0.0
00046,科聯系統,N,資訊科技,軟件服務,系統開發及顧問,573823283.2,2023-09-22T16:41:18,科技,软件服务,系统开发及顾问,科联系统,00046.HK,5.7,ODSH,46,573.82,2.300,,0046.HK,,,7.83,0.00,12.09,0.000,HKD,科聯系統,M,,0.0,2.300,0.0
00048,中國汽車內飾,N,非必需性消費,汽車,汽車零件,21013812.48,2023-09-22T16:41:18,非必需性消费,汽车,汽车零件,中国汽车内饰,00048.HK,0.2,ODSH,48,21.01,0.120,12.94,0048.HK,,1000.0,,-2.44,,-0.003,HKD,中國汽車內飾,M,,-2.44,0.120,0.0
00050,香港小輪(集團),N,地產建築,地產,地產投資,1663799033.61,2023-09-22T16:41:18,地产建筑,地产,地产投资,香港小轮(集团),00050.HK,16.6,ODSH,50,1.66,4.670,158.47,0050.HK,,1000.0,26.77,+0.21,1.28,+0.010,HKD,香港小輪（集團）,B,,0.21,4.670,0.0
00051,海港企業,N,地產建築,地產,地產發展商,5159700000.0,2023-09-22T16:41:18,地产建筑,地产,地产发展商,海港企业,00051.HK,51.6,ODSH,51,5.15,7.280,197.23,0051.HK,,1000.0,,+1.68,,+0.120,HKD,海港企業,B,,1.68,7.280,0.0
00052,大快活集團,N,非必需性消費,旅遊及休閒設施,餐飲,1357713134.4,2023-09-22T16:41:18,非必需性消费,旅游及休闲设施,餐饮,大快活集团,00052.HK,13.6,ODSH,52,1.35,10.480,98.96,0052.HK,,1000.0,6.01,-0.57,30.25,-0.060,HKD,大快活集團,B,,-0.57,10.480,0.0
00053,國浩集團,N,地產建築,地產,地產發展商,19578556693.5,2023-09-22T16:41:18,地产建筑,地产,地产发展商,国浩集团,00053.HK,195.8,ODSH,53,19.57,59.500,296.6,0053.HK,,1000.0,5.04,+0.68,5.69,+0.400,HKD,國浩集團,B,,0.68,59.500,0.0
00055,中星集團控股,N,工業,工業支援,印刷及包裝,62833145.088,2023-09-22T16:41:18,工业,工业支援,印刷及包装,中星集团控股,00055.HK,0.6,ODSH,55,62.83,0.248,,0055.HK,,,,0.00,,0.000,HKD,中星集團控股,M,,0.0,0.248,0.0
00057,震雄集團,N,工業,工業工程,工業及設備,983629296.0,2023-09-22T16:41:18,工业,工业工程,工业及设备,震雄集团,00057.HK,9.8,ODSH,57,983.62,1.560,27.48,0057.HK,,1000.0,7.56,+1.30,7.55,+0.020,HKD,震雄集團,M,,1.3,1.560,0.0
00058,新威國際,N,地產建築,建築,建築材料,14727200.0,2023-09-22T16:41:18,地产建筑,建筑,建筑材料,新威国际,00058.HK,0.1,ODSH,58,14.72,0.082,730.0,0058.HK,,,,-6.82,,-0.006,HKD,新威國際,M,,-6.82,0.082,0.0
00059,天譽置業,N,地產建築,地產,地產發展商,168926627.3,2023-09-22T16:41:18,地产建筑,地产,地产发展商,天誉置业,00059.HK,1.7,ODSH,59,168.92,0.020,208.98,0059.HK,,1000.0,,-9.09,,-0.002,HKD,天譽置業,M,,-9.09,0.020,0.0
00060,香港食品投資,N,必需性消費,食品飲料,包裝食品,173922620.0,2023-09-22T16:41:18,必需性消费,食品饮料,包装食品,香港食品投资,00060.HK,1.7,ODSH,60,173.92,0.670,,0060.HK,,,,0.00,167.50,0.000,HKD,香港食品投資,M,,0.0,0.670,0.0
00061,綠領控股,N,能源,煤炭,煤炭,36838228.28,2023-09-22T16:41:18,能源,煤炭,煤炭,绿领控股,00061.HK,0.4,ODSH,61,36.83,0.070,18.02,0061.HK,,1000.0,,+1.45,,+0.001,HKD,綠領控股,M,,1.45,0.070,0.0
00062,載通,N,非必需性消費,旅遊及休閒設施,公交運輸,4844799533.7,2023-09-22T16:41:18,非必需性消费,旅游及休闲设施,公交运输,载通,00062.HK,48.4,ODSH,62,4.84,9.950,548.27,0062.HK,,1000.0,8.04,+0.51,32.58,+0.050,HKD,載通,B,,0.51,9.950,0.0
00063,中亞烯谷集團,N,地產建築,地產,地產投資,394674291.76,2023-09-22T16:41:18,地产建筑,地产,地产投资,中亚烯谷集团,00063.HK,3.9,ODSH,63,394.67,0.140,,0063.HK,,,,0.00,,0.000,HKD,中亞烯谷集團,M,,0.0,0.140,0.0
00064,結好控股,N,金融,其他金融,證券及經紀,1401092361.01,2023-09-22T16:41:18,金融,其他金融,证券及经纪,结好控股,00064.HK,14.0,ODSH,64,1.40,0.145,11.25,0064.HK,,1000000.0,6.90,0.00,7.63,0.000,HKD,結好控股,B,,0.0,0.145,0.1
00065,弘海高新資源,N,能源,煤炭,煤炭,311949367.046,2023-09-22T16:41:18,能源,煤炭,煤炭,弘海高新资源,00065.HK,3.1,ODSH,65,311.94,0.181,36.96,0065.HK,,1000.0,,-1.09,26.62,-0.002,HKD,弘海高新資源,M,,-1.09,0.181,0.0
00066,港鐵公司,N,非必需性消費,旅遊及休閒設施,公交運輸,190153583242.2,2023-09-22T16:41:18,非必需性消费,旅游及休闲设施,公交运输,港铁公司,00066.HK,1901.5,ODSH,66,190.15,30.600,45.52,0066.HK,,1000000.0,4.28,+0.49,19.28,+0.150,HKD,港鐵公司,B,,0.49,30.600,0.5
00069,香格里拉(亞洲),N,非必需性消費,旅遊及休閒設施,酒店及度假村,19218414300.16,2023-09-22T16:41:18,非必需性消费,旅游及休闲设施,酒店及度假村,香格里拉(亚洲),00069.HK,192.2,ODSH,69,19.21,5.360,6.42,0069.HK,,1000000.0,,+1.90,,+0.100,HKD,香格里拉（亞洲）,B,,1.9,5.360,0.1
00070,金粵控股,N,綜合企業,綜合企業,綜合企業,120207006.78,2023-09-22T16:41:18,综合企业,综合企业,综合企业,金粤控股,00070.HK,1.2,ODSH,70,120.20,0.062,7.07,0070.HK,,1000.0,,0.00,,0.000,HKD,金粵控股,M,,0.0,0.062,0.0
00071,美麗華酒店,N,地產建築,地產,地產投資,7462364706.0,2023-09-22T16:41:18,地产建筑,地产,地产投资,美丽华酒店,00071.HK,74.6,ODSH,71,7.46,10.800,86.1,0071.HK,,1000.0,4.81,+0.37,15.54,+0.040,HKD,美麗華酒店,B,,0.37,10.800,0.0
00072,超媒體控股,N,非必需性消費,媒體及娛樂,出版,107834754.114,2023-09-22T16:41:18,非必需性消费,媒体及娱乐,出版,超媒体控股,00072.HK,1.1,ODSH,72,107.83,0.246,390.66,0072.HK,,1000.0,,-3.53,,-0.009,HKD,超媒體控股,M,,-3.53,0.246,0.0
00073,亞洲果業,N,必需性消費,農產品,農產品相關,157477186.692,2023-09-22T16:41:18,必需性消费,农产品,农产品相关,亚洲果业,00073.HK,1.6,ODSH,73,157.47,0.042,29.24,0073.HK,,1000.0,,-4.55,,-0.002,HKD,亞洲果業,M,,-4.55,0.042,0.0
00075,渝太地產,N,地產建築,地產,地產發展商,319822966.0,2023-09-22T16:41:18,地产建筑,地产,地产发展商,渝太地产,00075.HK,3.2,ODSH,75,319.82,0.400,21.27,0075.HK,,1000.0,,0.00,,0.000,HKD,渝太地產,M,,0.0,0.400,0.0
00076,誼礫控股,N,工業,工業工程,工業及設備,85268357.155,2023-09-22T16:41:18,工业,工业工程,工业及设备,谊砾控股,00076.HK,0.9,ODSH,76,85.26,0.235,9.04,0076.HK,,,,-1.26,18.80,-0.003,HKD,誼礫控股,M,,-1.26,0.235,0.0
00077,進智公共交通,N,非必需性消費,旅遊及休閒設施,公交運輸,190339100.0,2023-09-22T16:41:18,非必需性消费,旅游及休闲设施,公交运输,进智公共交通,00077.HK,1.9,ODSH,77,190.33,0.700,360.2,0077.HK,,1000.0,12.86,0.00,4.84,0.000,HKD,進智公共交通,M,,0.0,0.700,0.0
00078,富豪國際,N,非必需性消費,旅遊及休閒設施,酒店及度假村,2471651415.75,2023-09-22T16:41:18,非必需性消费,旅游及休闲设施,酒店及度假村,富豪国际,00078.HK,24.7,ODSH,78,2.47,2.750,65.72,0078.HK,,1000.0,,-0.36,,-0.010,HKD,REGAL INT'L,B,,-0.36,2.750,0.0
00079,世紀建業,N,非必需性消費,支援服務,其他支援服務,34238129.415,2023-09-22T16:41:18,非必需性消费,支援服务,其他支援服务,世纪建业,00079.HK,0.3,ODSH,79,34.23,0.105,,0079.HK,,,,0.00,,0.000,HKD,世紀建業,M,,0.0,0.105,0.0
00080,中國新經濟投資,N,金融,其他金融,資產管理,224349046.58,2023-09-22T16:41:18,金融,其他金融,资产管理,中国新经济投资,00080.HK,2.2,ODSH,80,224.34,0.170,,0080.HK,,,,0.00,,0.000,HKD,中國新經濟投資,M,,0.0,0.170,0.0
00081,中國海外宏洋集團,N,地產建築,地產,地產發展商,11389999142.4,2023-09-22T16:41:18,地产建筑,地产,地产发展商,中国海外宏洋集团,00081.HK,113.9,ODSH,81,11.38,3.200,2.45,0081.HK,,1000000.0,6.25,+1.91,3.12,+0.060,HKD,中國海外宏洋集團,B,,1.91,3.200,0.0
00082,瘋狂體育,N,資訊科技,軟件服務,綫上遊戲,601976013.786,2023-09-22T16:41:18,科技,软件服务,线上游戏,疯狂体育,00082.HK,6.0,ODSH,82,601.97,0.133,231.5,0082.HK,,1000.0,,+1.53,34.10,+0.002,HKD,瘋狂體育,M,,1.53,0.133,0.0
00083,信和置業,N,地產建築,地產,地產發展商,70441629761.86,2023-09-22T16:41:18,地产建筑,地产,地产发展商,信和置业,00083.HK,704.4,ODSH,83,70.44,8.620,63.96,0083.HK,,1000000.0,6.73,+2.38,11.70,+0.200,HKD,信和置業,B,,2.38,8.620,0.6
00084,寶光實業,N,非必需性消費,零售相關,其他零售,71160233.7,2023-09-22T16:41:18,非必需性消费,零售相关,其他零售,宝光实业,00084.HK,0.7,ODSH,84,71.16,0.068,164.28,0084.HK,,1000.0,,0.00,1.40,0.000,HKD,寶光實業,M,,0.0,0.068,0.0
00085,中電華大科技,N,資訊科技,半導體,半導體供應,2618534880.0,2023-09-22T16:41:18,科技,半导体,半导体供应,中电华大科技,00085.HK,26.2,ODSH,85,2.61,1.290,1.54,0085.HK,,1000000.0,6.20,+1.57,4.93,+0.020,HKD,中電華大科技,B,,1.57,1.290,0.0
00086,新鴻基公司,N,金融,其他金融,信貸,5269513801.24,2023-09-22T16:41:18,金融,其他金融,信贷,新鸿基公司,00086.HK,52.7,ODSH,86,5.26,2.680,746.87,0086.HK,,1000.0,9.70,-0.37,,-0.010,HKD,新鴻基公司,B,,-0.37,2.680,0.0
00087,太古股份公司B,N,綜合企業,綜合企業,綜合企業,25365889500.0,2023-09-22T16:41:18,综合企业,综合企业,综合企业,太古股份公司B,00087.HK,253.7,ODSH,87,25.36,8.680,7.65,0087.HK,,1000000.0,25.74,+0.81,,+0.070,HKD,太古股份公司Ｂ,B,,0.81,8.680,0.1
00088,大昌集團,N,地產建築,地產,地產發展商,2068730273.75,2023-09-22T16:41:18,地产建筑,地产,地产发展商,大昌集团,00088.HK,20.7,ODSH,88,2.06,3.350,371.1,0088.HK,,1000.0,7.16,+1.52,,+0.050,HKD,大昌集團有限公司,B,,1.52,3.350,0.0
00089,大生地產,N,地產建築,地產,地產投資,851502240.96,2023-09-22T16:41:18,地产建筑,地产,地产投资,大生地产,00089.HK,8.5,ODSH,89,851.50,2.960,35.9,0089.HK,,1000.0,4.05,-0.67,2.36,-0.020,HKD,大生地產,M,,-0.67,2.960,0.0
00090,普星能量,N,公用事業,公用事業,潔能,176561000.0,2023-09-22T16:41:18,公用事业,公用事业,洁能,普星能量,00090.HK,1.8,ODSH,90,176.56,0.385,,0090.HK,,,,0.00,3.01,0.000,HKD,普星能量,M,,0.0,0.385,0.0
00091,金禧國際控股,S,能源,石油及天然氣,油氣生產商,106900720.68,2023-09-22T16:41:18,能源,石油及天然气,油气生产商,金禧国际控股,00091.HK,1.1,ODSH,91,106.90,0.024,,0091.HK,,,,0.00,,0.000,HKD,金禧國際控股,M,True,0.0,0.024,0.0
00092,冠軍科技集團,S,能源,石油及天然氣,油氣生產商,155913433.344,2023-09-22T16:41:18,能源,石油及天然气,油气生产商,冠军科技集团,00092.HK,1.6,ODSH,92,155.91,0.057,,0092.HK,,,,0.00,,0.000,HKD,冠軍科技集團,M,True,0.0,0.057,0.0
00093,TERMBRAY IND,N,金融,其他金融,信貸,1653938691.0,2023-09-22T16:41:18,金融,其他金融,信贷,TERMBRAY IND,00093.HK,16.5,ODSH,93,1.65,0.620,7.34,0093.HK,,1000.0,,+3.33,108.77,+0.020,HKD,TERMBRAY IND,B,,3.33,0.620,0.0
00094,綠心集團,N,原材料,其他原材料,林業及木材,96459534.912,2023-09-22T16:41:18,原材料,其他原材料,林业及木材,绿心集团,00094.HK,1.0,ODSH,94,96.45,0.052,,0094.HK,,,,0.00,,0.000,HKD,綠心集團,M,,0.0,0.052,0.0
00095,綠景中國地產,N,地產建築,地產,地產發展商,6525061088.0,2023-09-22T16:41:18,地产建筑,地产,地产发展商,绿景中国地产,00095.HK,65.3,ODSH,95,6.52,1.280,6.64,0095.HK,,1000000.0,,+0.79,,+0.010,HKD,綠景中國地產,B,,0.79,1.280,0.1
00096,友成控股,N,工業,工業工程,工業及設備,350102280.0,2023-09-22T16:41:18,工业,工业工程,工业及设备,友成控股,00096.HK,3.5,ODSH,96,350.10,0.550,,0096.HK,,,2.60,0.00,5.61,0.000,HKD,ＹＵＳＥＩ,M,,0.0,0.550,0.0
00097,恒基發展,N,非必需性消費,零售相關,其他零售,548518931.1,2023-09-22T16:41:18,非必需性消费,零售相关,其他零售,恒基发展,00097.HK,5.5,ODSH,97,548.51,0.180,158.51,0097.HK,,1000.0,5.56,+0.56,112.50,+0.001,HKD,恒基發展,M,,0.56,0.180,0.0
00098,興發鋁業,N,原材料,一般金屬及礦石,鋁,2574372700.08,2023-09-22T16:41:18,原材料,一般金属及矿石,铝,兴发铝业,00098.HK,25.7,ODSH,98,2.57,6.120,,0098.HK,,,6.05,0.00,4.97,0.000,HKD,興發鋁業,B,,0.0,6.120,0.0
00099,王氏國際,N,工業,工業工程,電子設備,751219556.58,2023-09-22T16:41:18,工业,工业工程,电子设备,王氏国际,00099.HK,7.5,ODSH,99,751.21,1.570,,0099.HK,,,4.78,0.00,6.68,0.000,HKD,王氏國際,M,,0.0,1.570,0.0
00101,恒隆地產,N,地產建築,地產,地產投資,46702325754.6,2023-09-22T16:41:18,地产建筑,地产,地产投资,恒隆地产,00101.HK,467.0,ODSH,101,46.70,10.380,78.99,0101.HK,,1000000.0,7.51,+1.76,12.17,+0.180,HKD,恒隆地產,B,,1.76,10.380,0.8
00102,凱升控股,N,非必需性消費,旅遊及休閒設施,賭場及博彩,518586127.85,2023-09-22T16:41:18,非必需性消费,旅游及休闲设施,赌场及博彩,凯升控股,00102.HK,5.2,ODSH,102,518.58,0.115,16.34,0102.HK,,1000.0,,-2.54,44.23,-0.003,HKD,凱升控股,M,,-2.54,0.115,0.0
00103,首佳科技,N,工業,工業工程,商用車及貨車,358728520.696,2023-09-22T16:41:18,工业,工业工程,商用车及货车,首佳科技,00103.HK,3.6,ODSH,103,358.72,0.182,364.0,0103.HK,,,4.01,+0.55,7.46,+0.001,HKD,首佳科技,M,,0.55,0.182,0.0
