stock-id,name,trading-status,industry,business,child-business,market-cap,update-date,一级行业,二级行业,三级行业,证券名称,证券代码,总市值,asset_subtype,sym,mktcap,ls,am,ric,product_subtype,am_u,yld,pc,pe,nc,ccy,nm,mktcap_u,suspend,涨跌幅,最新价,成交额
03683,榮豐億控股,N,工業,工業運輸,航運及港口,169565205.314,2023-09-22T16:41:19,工业,工业运输,航运及港口,荣丰亿控股,03683.HK,1.7,ODSH,3683,169.56,0.178,,3683.HK,,,,-1.11,,-0.002,HKD,榮豐億控股,M,,-1.11,0.178,0.0
03686,祈福生活服務,N,綜合企業,綜合企業,綜合企業,507875000.0,2023-09-22T16:41:19,综合企业,综合企业,综合企业,祈福生活服务,03686.HK,5.1,ODSH,3686,507.87,0.500,250.6,3686.HK,,1000.0,5.00,+3.09,4.73,+0.015,HKD,祈福生活服務,M,,3.09,0.500,0.0
03688,萊蒙國際,N,地產建築,地產,地產投資,678111571.68,2023-09-22T16:41:19,地产建筑,地产,地产投资,莱蒙国际,03688.HK,6.8,ODSH,3688,678.11,0.480,651.7,3688.HK,,1000.0,2.08,-5.88,,-0.030,HKD,萊蒙國際,M,,-5.88,0.480,0.0
03689,康華醫療,N,醫療保健,醫療保健設備及服務,醫療及醫學美容服務,163724360.0,2023-09-22T16:41:19,医疗保健,医疗保健设备及服务,医疗及医学美容服务,康华医疗,03689.HK,1.6,ODSH,3689,163.72,1.940,291.0,3689.HK,,1000.0,,0.00,9.41,0.000,HKD,康華醫療,M,,0.0,1.940,0.0
03690,美團-W,N,資訊科技,軟件服務,電商及互聯網服務,754136482460.8,2023-09-22T16:41:19,科技,软件服务,电商及互联网服务,美团-W,03690.HK,7541.4,ODSH,3690,754.13,120.800,2.93,3690.HK,,1000000000.0,,+3.87,,+4.500,HKD,美團－Ｗ,B,,3.87,120.800,29.3
03692,翰森製藥,N,醫療保健,藥品及生物科技,醫藥品,59036833196.5,2023-09-22T16:41:19,医疗保健,药品及生物科技,医药品,翰森制药,03692.HK,590.4,ODSH,3692,59.03,9.950,27.67,3692.HK,,1000000.0,1.21,+3.54,20.15,+0.340,HKD,翰森製藥,B,,3.54,9.950,0.3
03698,徽商銀行,N,金融,銀行,銀行,8209850000.0,2023-09-22T16:41:19,金融,银行,银行,徽商银行,03698.HK,82.1,ODSH,3698,8.20,2.360,149.64,3698.HK,,1000.0,5.94,-2.48,2.25,-0.060,HKD,徽商銀行,B,,-2.48,2.360,0.0
03699,光大永年,N,地產建築,地產,地產投資,195540200.0,2023-09-22T16:41:19,地产建筑,地产,地产投资,光大永年,03699.HK,2.0,ODSH,3699,195.54,0.443,,3699.HK,,,7.52,0.00,7.85,0.000,HKD,光大永年,M,,0.0,0.443,0.0
03700,映宇宙,N,非必需性消費,媒體及娛樂,廣播,1511877900.0,2023-09-22T16:41:19,非必需性消费,媒体及娱乐,广播,映宇宙,03700.HK,15.1,ODSH,3700,1.51,0.780,1.62,3700.HK,,1000000.0,,0.00,,0.000,HKD,映宇宙,B,,0.0,0.780,0.0
03708,中國供應鏈產業,N,地產建築,建築,建築及服務,559400000.0,2023-09-22T16:41:19,地产建筑,建筑,建筑及服务,中国供应链产业,03708.HK,5.6,ODSH,3708,559.40,0.100,51.32,3708.HK,,1000.0,,-3.85,,-0.004,HKD,中國供應鏈產業,M,,-3.85,0.100,0.0
03709,贏家時尚,N,非必需性消費,紡織及服飾,服裝,10673400956.2,2023-09-22T16:41:19,非必需性消费,纺织及服饰,服装,赢家时尚,03709.HK,106.7,ODSH,3709,10.67,15.160,31.12,3709.HK,,1000000.0,2.64,+1.88,23.77,+0.280,HKD,贏家時尚,B,,1.88,15.160,0.3
03718,北控城市資源,N,工業,工業工程,環保工程,1980000000.0,2023-09-22T16:41:19,工业,工业工程,环保工程,北控城市资源,03718.HK,19.8,ODSH,3718,1.98,0.550,44.0,3718.HK,,1000.0,4.00,0.00,7.13,0.000,HKD,北控城市資源,B,,0.0,0.550,0.0
03728,正利控股,N,地產建築,建築,建築及服務,102313000.0,2023-09-22T16:41:19,地产建筑,建筑,建筑及服务,正利控股,03728.HK,1.0,ODSH,3728,102.31,0.101,,3728.HK,,,,-0.98,8.63,-0.001,HKD,正利控股,M,,-0.98,0.101,0.0
03737,中智藥業,N,醫療保健,藥品及生物科技,醫藥品,1139952000.0,2023-09-22T16:41:19,医疗保健,药品及生物科技,医药品,中智药业,03737.HK,11.4,ODSH,3737,1.13,1.320,787.21,3737.HK,,1000.0,11.36,+0.76,9.32,+0.010,HKD,中智藥業,B,,0.76,1.320,0.0
03738,阜博集團,N,資訊科技,軟件服務,,4487935348.56,2023-09-22T16:41:19,科技,软件服务,软件开发,阜博集团,03738.HK,44.9,ODSH,3738,4.48,2.010,12.12,3738.HK,,1000000.0,,+3.08,101.52,+0.060,HKD,阜博集團,B,,3.08,2.010,0.1
03759,康龍化成,N,醫療保健,藥品及生物科技,醫藥品,5144223352.5,2023-09-22T16:41:19,医疗保健,药品及生物科技,医药品,康龙化成,03759.HK,51.4,ODSH,3759,5.14,17.060,26.36,3759.HK,,1000000.0,1.28,+3.77,19.53,+0.620,HKD,康龍化成,B,,3.77,17.060,0.3
03768,滇池水務,N,公用事業,公用事業,水務,227815410.0,2023-09-22T16:41:19,公用事业,公用事业,水务,滇池水务,03768.HK,2.3,ODSH,3768,227.81,0.670,39.14,3768.HK,,1000.0,,-2.90,1.88,-0.020,HKD,滇池水務,M,,-2.9,0.670,0.0
03773,銀盛數惠,N,資訊科技,軟件服務,電商及互聯網服務,1045800000.0,2023-09-22T16:41:19,科技,软件服务,电商及互联网服务,银盛数惠,03773.HK,10.5,ODSH,3773,1.04,2.520,1.15,3773.HK,,1000000.0,,-1.95,33.96,-0.050,HKD,銀盛數惠,B,,-1.95,2.520,0.0
03778,中國織材控股,N,非必需性消費,紡織及服飾,紡織品及布料,500940000.0,2023-09-22T16:41:19,非必需性消费,纺织及服饰,纺织品及布料,中国织材控股,03778.HK,5.0,ODSH,3778,500.94,0.400,,3778.HK,,,,0.00,,0.000,HKD,中國織材控股,M,,0.0,0.400,0.0
03788,中國罕王,N,原材料,一般金屬及礦石,鋼鐵,1293600000.0,2023-09-22T16:41:19,原材料,一般金属及矿石,钢铁,中国罕王,03788.HK,12.9,ODSH,3788,1.29,0.660,151.63,3788.HK,,1000.0,3.03,-2.94,,-0.020,HKD,中國罕王,B,,-2.94,0.660,0.0
03789,御佳控股,N,地產建築,建築,建築及服務,90000000.0,2023-09-22T16:41:19,地产建筑,建筑,建筑及服务,御佳控股,03789.HK,0.9,ODSH,3789,90.00,0.075,,3789.HK,,,,0.00,4.21,0.000,HKD,御佳控股,M,,0.0,0.075,0.0
03798,家鄉互動,N,資訊科技,軟件服務,綫上遊戲,2566807000.0,2023-09-22T16:41:19,科技,软件服务,线上游戏,家乡互动,03798.HK,25.7,ODSH,3798,2.56,2.000,1.06,3798.HK,,1000000.0,7.00,-0.99,4.77,-0.020,HKD,家鄉互動,B,,-0.99,2.000,0.0
03800,協鑫科技,N,工業,工業工程,新能源材料,36440456813.55,2023-09-22T16:41:19,工业,工业工程,新能源材料,协鑫科技,03800.HK,364.4,ODSH,3800,36.44,1.350,89.09,3800.HK,,1000000.0,4.44,+3.05,2.00,+0.040,HKD,協鑫科技,B,,3.05,1.350,0.9
03808,中國重汽,N,工業,工業工程,商用車及貨車,41911878886.02,2023-09-22T16:41:19,工业,工业工程,商用车及货车,中国重汽,03808.HK,419.1,ODSH,3808,41.91,15.180,82.03,3808.HK,,1000000.0,2.17,+4.26,20.70,+0.620,HKD,中國重汽,B,,4.26,15.180,0.8
03813,寶勝國際,N,非必需性消費,零售相關,服裝零售,3408754953.6,2023-09-22T16:41:19,非必需性消费,零售相关,服装零售,宝胜国际,03813.HK,34.1,ODSH,3813,3.40,0.640,405.46,3813.HK,,1000.0,2.89,+3.23,32.99,+0.020,HKD,寶勝國際,B,,3.23,0.640,0.0
03816,KFM金德,N,工業,工業工程,工業及設備,141000000.0,2023-09-22T16:41:19,工业,工业工程,工业及设备,KFM金德,03816.HK,1.4,ODSH,3816,141.00,0.235,,3816.HK,,,,0.00,6.22,0.000,HKD,ＫＦＭ金德,M,,0.0,0.235,0.0
03818,中國動向,N,非必需性消費,紡織及服飾,服裝,1560203671.625,2023-09-22T16:41:19,非必需性消费,纺织及服饰,服装,中国动向,03818.HK,15.6,ODSH,3818,1.56,0.265,713.92,3818.HK,,1000.0,6.79,0.00,12.56,0.000,HKD,中國動向,B,,0.0,0.265,0.0
03822,三和建築集團,N,地產建築,建築,重型基建,77280000.0,2023-09-22T16:41:19,地产建筑,建筑,重型基建,三和建筑集团,03822.HK,0.8,ODSH,3822,77.28,0.046,,3822.HK,,,,0.00,,0.000,HKD,三和建築集團,M,,0.0,0.046,0.0
03828,明輝國際,N,必需性消費,消費零售,個人護理,484613380.02,2023-09-22T16:41:19,必需性消费,消费零售,个人护理,明辉国际,03828.HK,4.8,ODSH,3828,484.61,0.660,7.62,3828.HK,,1000.0,7.58,+1.54,6.34,+0.010,HKD,明輝國際,M,,1.54,0.660,0.0
03830,童園國際,N,非必需性消費,家庭電器及用品,玩具及消閒用品,37000000.0,2023-09-22T16:41:19,非必需性消费,家庭电器及用品,玩具及消闲用品,童园国际,03830.HK,0.4,ODSH,3830,37.00,0.037,,3830.HK,,,,+5.71,,+0.002,HKD,童園國際,M,,5.71,0.037,0.0
03833,新疆新鑫礦業,N,原材料,一般金屬及礦石,其他金屬及礦石,855522000.0,2023-09-22T16:41:19,原材料,一般金属及矿石,其他金属及矿石,新疆新鑫矿业,03833.HK,8.6,ODSH,3833,855.52,0.900,132.43,3833.HK,,1000.0,18.48,+1.12,2.37,+0.010,HKD,新疆新鑫礦業,M,,1.12,0.900,0.0
03836,和諧汽車,N,非必需性消費,零售相關,汽車零售,1052060372.13,2023-09-22T16:41:19,非必需性消费,零售相关,汽车零售,和谐汽车,03836.HK,10.5,ODSH,3836,1.05,0.690,32.79,3836.HK,,1000.0,9.57,+1.47,,+0.010,HKD,和諧汽車,B,,1.47,0.690,0.0
03838,中國澱粉,N,必需性消費,農產品,農產品相關,791225429.676,2023-09-22T16:41:19,必需性消费,农产品,农产品相关,中国淀粉,03838.HK,7.9,ODSH,3838,791.22,0.132,165.05,3838.HK,,1000.0,5.23,0.00,1.99,0.000,HKD,中國澱粉,M,,0.0,0.132,0.0
03839,正大企業國際,N,醫療保健,藥品及生物科技,生物技術,353855915.7,2023-09-22T16:41:19,医疗保健,药品及生物科技,生物技术,正大企业国际,03839.HK,3.5,ODSH,3839,353.85,1.470,130.1,3839.HK,,1000.0,,0.00,,0.000,HKD,正大企業國際,M,,0.0,1.470,0.0
03848,浩森金融科技,N,金融,其他金融,信貸,948892980.0,2023-09-22T16:41:19,金融,其他金融,信贷,浩森金融科技,03848.HK,9.5,ODSH,3848,948.89,6.060,42.54,3848.HK,,1000.0,0.50,+0.17,5.16,+0.010,HKD,浩森金融科技,M,,0.17,6.060,0.0
03860,EPS創健科技,N,非必需性消費,紡織及服飾,服裝,435000000.0,2023-09-22T16:41:19,非必需性消费,纺织及服饰,服装,EPS创健科技,03860.HK,4.4,ODSH,3860,435.00,0.870,44.1,3860.HK,,1000.0,,-3.33,,-0.030,HKD,ＥＰＳ創健科技,M,,-3.33,0.870,0.0
03866,青島銀行,N,金融,銀行,銀行,4698488221.7,2023-09-22T16:41:19,金融,银行,银行,青岛银行,03866.HK,47.0,ODSH,3866,4.69,2.050,17.1,3866.HK,,1000000.0,8.65,-1.44,4.03,-0.030,HKD,青島銀行,B,,-1.44,2.050,0.2
03868,信義能源,N,公用事業,公用事業,潔能,13216653347.38,2023-09-22T16:41:19,公用事业,公用事业,洁能,信义能源,03868.HK,132.2,ODSH,3868,13.21,1.610,8.77,3868.HK,,1000000.0,6.70,+0.63,12.09,+0.010,HKD,信義能源,B,,0.63,1.610,0.1
03869,弘和仁愛醫療,N,醫療保健,醫療保健設備及服務,醫療及醫學美容服務,786323860.0,2023-09-22T16:41:19,医疗保健,医疗保健设备及服务,医疗及医学美容服务,弘和仁爱医疗,03869.HK,7.9,ODSH,3869,786.32,5.690,,3869.HK,,,,0.00,,0.000,HKD,弘和仁愛醫療,M,,0.0,5.690,0.0
03877,中國船舶租賃,N,工業,工業運輸,航運及港口,9081378026.32,2023-09-22T16:41:19,工业,工业运输,航运及港口,中国船舶租赁,03877.HK,90.8,ODSH,3877,9.08,1.480,640.62,3877.HK,,1000.0,6.76,0.00,5.39,0.000,HKD,中國船舶租賃,B,,0.0,1.480,0.0
03878,VICON HOLDINGS,N,地產建築,建築,重型基建,60429600.0,2023-09-22T16:41:19,地产建筑,建筑,重型基建,VICON HOLDINGS,03878.HK,0.6,ODSH,3878,60.42,0.126,,3878.HK,,,,-1.56,25.20,-0.002,HKD,VICON HOLDINGS,M,,-1.56,0.126,0.0
03882,天彩控股,N,非必需性消費,家庭電器及用品,消費電子產品,1109446200.5,2023-09-22T16:41:19,非必需性消费,家庭电器及用品,消费电子产品,天彩控股,03882.HK,11.1,ODSH,3882,1.10,1.100,38.47,3882.HK,,1000.0,,0.00,,0.000,HKD,天彩控股,B,,0.0,1.100,0.0
03883,中國奧園,S,地產建築,地產,地產發展商,3499374197.72,2023-09-22T16:41:19,地产建筑,地产,地产发展商,中国奥园,03883.HK,35.0,ODSH,3883,3.49,1.180,,3883.HK,,,,0.00,,0.000,HKD,中國奧園,B,True,0.0,1.180,0.0
03886,康健國際醫療,N,醫療保健,醫療保健設備及服務,醫療及醫學美容服務,2032056735.6,2023-09-22T16:41:19,医疗保健,医疗保健设备及服务,医疗及医学美容服务,康健国际医疗,03886.HK,20.3,ODSH,3886,2.03,0.300,7.93,3886.HK,,1000000.0,0.40,0.00,142.86,0.000,HKD,康健國際醫療,B,,0.0,0.300,0.1
03888,金山軟件,N,資訊科技,軟件服務,,40078696353.95,2023-09-22T16:41:19,科技,软件服务,软件开发,金山软件,03888.HK,400.8,ODSH,3888,40.07,29.350,196.19,3888.HK,,1000000.0,0.44,+3.71,,+1.050,HKD,金山軟件,B,,3.71,29.350,2.0
03889,大成糖業,N,必需性消費,農產品,農產品相關,129844810.0,2023-09-22T16:41:19,必需性消费,农产品,农产品相关,大成糖业,03889.HK,1.3,ODSH,3889,129.84,0.085,12.31,3889.HK,,1000.0,,0.00,,0.000,HKD,大成糖業,M,,0.0,0.085,0.0
03893,易緯集團,N,非必需性消費,家庭電器及用品,家具,64800000.0,2023-09-22T16:41:19,非必需性消费,家庭电器及用品,家具,易纬集团,03893.HK,0.6,ODSH,3893,64.80,0.500,492.48,3893.HK,,1000.0,,-10.71,,-0.060,HKD,易緯集團,M,,-10.71,0.500,0.0
03896,金山雲,N,資訊科技,軟件服務,系統開發及顧問,9665423394.54,2023-09-22T16:41:19,科技,软件服务,系统开发及顾问,金山云,03896.HK,96.7,ODSH,3896,9.66,2.540,34.94,3896.HK,,1000000.0,,+4.10,,+0.100,HKD,金山雲,B,,4.1,2.540,0.3
03898,時代電氣,N,工業,工業工程,工業及設備,15024192030.0,2023-09-22T16:41:19,工业,工业工程,工业及设备,时代电气,03898.HK,150.2,ODSH,3898,15.02,27.450,37.44,3898.HK,,1000000.0,2.19,+1.10,13.50,+0.300,HKD,時代電氣,B,,1.1,27.450,0.4
03899,中集安瑞科,N,能源,石油及天然氣,油氣設備與服務,14116812012.48,2023-09-22T16:41:19,能源,石油及天然气,油气设备与服务,中集安瑞科,03899.HK,141.2,ODSH,3899,14.11,6.960,7.01,3899.HK,,1000000.0,3.45,+0.29,11.68,+0.020,HKD,中集安瑞科,B,,0.29,6.960,0.1
03900,綠城中國,N,地產建築,地產,地產發展商,22053708589.9,2023-09-22T16:41:19,地产建筑,地产,地产发展商,绿城中国,03900.HK,220.5,ODSH,3900,22.05,8.710,72.97,3900.HK,,1000000.0,6.29,+3.08,7.48,+0.260,HKD,綠城中國,B,,3.08,8.710,0.7
03903,瀚華金控,N,金融,其他金融,信貸,351000000.0,2023-09-22T16:41:19,金融,其他金融,信贷,瀚华金控,03903.HK,3.5,ODSH,3903,351.00,0.300,437.61,3903.HK,,1000.0,,-11.76,100.00,-0.040,HKD,瀚華金控,M,,-11.76,0.300,0.0
03908,中金公司,N,金融,其他金融,證券及經紀,28746087862.8,2023-09-22T16:41:19,金融,其他金融,证券及经纪,中金公司,03908.HK,287.5,ODSH,3908,28.74,15.100,175.13,3908.HK,,1000000.0,1.30,+4.72,9.16,+0.680,HKD,中金公司,B,,4.72,15.100,1.8
03913,合景悠活,N,地產建築,地產,物業管理及服務,1256032527.92,2023-09-22T16:41:19,地产建筑,地产,物业管理及服务,合景悠活,03913.HK,12.6,ODSH,3913,1.25,0.620,5.32,3913.HK,,1000000.0,,+5.08,326.32,+0.030,HKD,合景悠活,B,,5.08,0.620,0.1
03918,金界控股,N,非必需性消費,旅遊及休閒設施,賭場及博彩,17559270935.2,2023-09-22T16:41:19,非必需性消费,旅游及休闲设施,赌场及博彩,金界控股,03918.HK,175.6,ODSH,3918,17.55,3.970,4.31,3918.HK,,1000000.0,1.46,+1.02,20.72,+0.040,HKD,金界控股,B,,1.02,3.970,0.0
03919,金力集團,N,工業,工業工程,能源儲存相關,43200000.0,2023-09-22T16:41:19,工业,工业工程,能源储存相关,金力集团,03919.HK,0.4,ODSH,3919,43.20,0.080,324.0,3919.HK,,,,-1.23,,-0.001,HKD,金力集團,M,,-1.23,0.080,0.0
03928,S&T HLDGS,N,地產建築,建築,重型基建,576000000.0,2023-09-22T16:41:19,地产建筑,建筑,重型基建,S&T HLDGS,03928.HK,5.8,ODSH,3928,576.00,1.200,,3928.HK,,,,0.00,,0.000,HKD,S&T HLDGS,M,,0.0,1.200,0.0
03931,中創新航,N,非必需性消費,汽車,汽車零件,5072328324.0,2023-09-22T16:41:19,非必需性消费,汽车,汽车零件,中创新航,03931.HK,50.7,ODSH,3931,5.07,19.080,4.55,3931.HK,,1000000.0,,+2.58,38.39,+0.480,HKD,中創新航,B,,2.58,19.080,0.0
03933,聯邦制藥,N,醫療保健,藥品及生物科技,醫藥品,12264928929.0,2023-09-22T16:41:19,医疗保健,药品及生物科技,医药品,联邦制药,03933.HK,122.6,ODSH,3933,12.26,6.750,94.19,3933.HK,,1000000.0,5.13,+0.15,6.89,+0.010,HKD,聯邦制藥,B,,0.15,6.750,0.9
03938,LFG投資控股,N,金融,其他金融,其他金融,49527481.73,2023-09-22T16:41:19,金融,其他金融,其他金融,LFG投资控股,03938.HK,0.5,ODSH,3938,49.52,0.122,,3938.HK,,,,0.00,,0.000,HKD,ＬＦＧ投資控股,M,,0.0,0.122,0.0
03939,萬國國際礦業,N,原材料,一般金屬及礦石,銅,2657880000.0,2023-09-22T16:41:19,原材料,一般金属及矿石,铜,万国国际矿业,03939.HK,26.6,ODSH,3939,2.65,3.210,851.7,3939.HK,,1000.0,3.32,-1.23,13.04,-0.040,HKD,萬國國際礦業,B,,-1.23,3.210,0.0
03958,東方證券,N,金融,其他金融,證券及經紀,4314082197.6,2023-09-22T16:41:19,金融,其他金融,证券及经纪,东方证券,03958.HK,43.1,ODSH,3958,4.31,4.200,6.49,3958.HK,,1000000.0,4.05,+3.70,10.65,+0.150,HKD,東方證券,B,,3.7,4.200,0.1
03963,融眾金融,N,金融,其他金融,信貸,168303600.0,2023-09-22T16:41:19,金融,其他金融,信贷,融众金融,03963.HK,1.7,ODSH,3963,168.30,0.400,400.0,3963.HK,,,,0.00,,0.000,HKD,融眾金融,M,,0.0,0.400,0.0
03968,招商銀行,N,金融,銀行,銀行,149204288090.0,2023-09-22T16:41:19,金融,银行,银行,招商银行,03968.HK,1492.0,ODSH,3968,149.20,32.500,709.27,3968.HK,,1000000.0,5.82,+3.50,5.43,+1.100,HKD,招商銀行,B,,3.5,32.500,7.1
03969,中國通號,N,資訊科技,軟件服務,系統開發及顧問,5079506580.0,2023-09-22T16:41:19,科技,软件服务,系统开发及顾问,中国通号,03969.HK,50.8,ODSH,3969,5.07,2.580,4.37,3969.HK,,1000000.0,7.26,+2.38,6.93,+0.060,HKD,中國通號,B,,2.38,2.580,0.0
03978,卓越教育集團,N,非必需性消費,支援服務,教育,609999120.0,2023-09-22T16:41:19,非必需性消费,支援服务,教育,卓越教育集团,03978.HK,6.1,ODSH,3978,609.99,0.720,4.39,3978.HK,,1000.0,,0.00,8.54,0.000,HKD,卓越教育集團,M,,0.0,0.720,0.0
03983,中海石油化學,N,原材料,其他原材料,化肥及農用化合物,3448320234.24,2023-09-22T16:41:19,原材料,其他原材料,化肥及农用化合物,中海石油化学,03983.HK,34.5,ODSH,3983,3.44,1.920,1.56,3983.HK,,1000000.0,10.35,0.00,4.78,0.000,HKD,中海石油化學,B,,0.0,1.920,0.0
03988,中國銀行,N,金融,銀行,銀行,230797482850.2,2023-09-22T16:41:19,金融,银行,银行,中国银行,03988.HK,2308.0,ODSH,3988,230.79,2.760,610.28,3988.HK,,1000000.0,9.13,+1.47,3.35,+0.040,HKD,中國銀行,B,,1.47,2.760,6.1
03989,首創環境,N,公用事業,公用事業,潔能,1815431112.209,2023-09-22T16:41:19,公用事业,公用事业,洁能,首创环境,03989.HK,18.2,ODSH,3989,1.81,0.127,341.23,3989.HK,,1000.0,7.87,+3.25,0.99,+0.004,HKD,首創環境,B,,3.25,0.127,0.0
03990,美的置業,N,地產建築,地產,地產發展商,9617256936.1,2023-09-22T16:41:19,地产建筑,地产,地产发展商,美的置业,03990.HK,96.2,ODSH,3990,9.61,6.700,23.14,3990.HK,,1000000.0,11.94,+1.52,4.38,+0.100,HKD,美的置業,B,,1.52,6.700,0.2
03991,長虹佳華,N,資訊科技,資訊科技器材,電腦及周邊,676413180.0,2023-09-22T16:41:19,科技,资讯科技器材,电脑及周边,长虹佳华,03991.HK,6.8,ODSH,3991,676.41,0.465,27.8,3991.HK,,1000.0,10.75,+4.49,3.27,+0.020,HKD,長虹佳華,M,,4.49,0.465,0.0
03993,洛陽鉬業,N,原材料,一般金屬及礦石,其他金屬及礦石,20611372320.0,2023-09-22T16:41:19,原材料,一般金属及矿石,其他金属及矿石,洛阳钼业,03993.HK,206.1,ODSH,3993,20.61,5.240,85.12,3993.HK,,1000000.0,1.79,+0.77,16.42,+0.040,HKD,洛陽鉬業,B,,0.77,5.240,0.9
03996,中國能源建設,N,工業,工業工程,環保工程,8336192400.0,2023-09-22T16:41:19,工业,工业工程,环保工程,中国能源建设,03996.HK,83.4,ODSH,3996,8.33,0.900,5.63,3996.HK,,1000000.0,3.18,0.00,4.44,0.000,HKD,中國能源建設,B,,0.0,0.900,0.1
03997,電訊首科,N,資訊科技,資訊科技器材,電訊設備,64171000.0,2023-09-22T16:41:19,科技,资讯科技器材,电讯设备,电讯首科,03997.HK,0.6,ODSH,3997,64.17,0.500,28.06,3997.HK,,1000.0,,+1.01,,+0.005,HKD,電訊首科,M,,1.01,0.500,0.0
03998,波司登,N,非必需性消費,紡織及服飾,服裝,35765170462.8,2023-09-22T16:41:19,非必需性消费,纺织及服饰,服装,波司登,03998.HK,357.7,ODSH,3998,35.76,3.280,28.51,3998.HK,,1000000.0,5.49,+0.61,15.49,+0.020,HKD,波司登,B,,0.61,3.280,0.3
03999,大成食品,N,必需性消費,農產品,養殖相關,660522850.0,2023-09-22T16:41:19,必需性消费,农产品,养殖相关,大成食品,03999.HK,6.6,ODSH,3999,660.52,0.650,62.87,3999.HK,,1000.0,,+1.56,6.45,+0.010,HKD,大成食品,M,,1.56,0.650,0.0
06030,中信証券,N,金融,其他金融,資產管理,42654851199.4,2023-09-22T16:41:19,金融,其他金融,资产管理,中信证券,06030.HK,426.5,ODSH,6030,42.65,16.280,181.24,6030.HK,,1000000.0,3.28,+4.49,10.17,+0.700,HKD,中信証券,B,,4.49,16.280,1.8
06033,電訊數碼控股,N,資訊科技,資訊科技器材,電訊設備,448165830.0,2023-09-22T16:41:19,科技,资讯科技器材,电讯设备,电讯数码控股,06033.HK,4.5,ODSH,6033,448.16,1.110,11.91,6033.HK,,1000.0,2.70,-0.89,5.93,-0.010,HKD,電訊數碼控股,M,,-0.89,1.110,0.0
06036,光麗科技,N,工業,工業工程,工業及設備,349410750.0,2023-09-22T16:41:19,工业,工业工程,工业及设备,光丽科技,06036.HK,3.5,ODSH,6036,349.41,0.325,902.55,6036.HK,,1000.0,,+1.56,,+0.005,HKD,光麗科技,M,,1.56,0.325,0.0
06038,信越控股,N,地產建築,建築,建築及服務,185000000.0,2023-09-22T16:41:19,地产建筑,建筑,建筑及服务,信越控股,06038.HK,1.8,ODSH,6038,185.00,0.185,1.85,6038.HK,,1000.0,17.84,-3.65,4.26,-0.007,HKD,信越控股,M,,-3.65,0.185,0.0
06049,保利物業,N,地產建築,地產,物業管理及服務,5290002300.0,2023-09-22T16:41:19,地产建筑,地产,物业管理及服务,保利物业,06049.HK,52.9,ODSH,6049,5.29,34.500,36.46,6049.HK,,1000000.0,1.65,+2.07,15.17,+0.700,HKD,保利物業,B,,2.07,34.500,0.4
06055,中煙香港,N,必需性消費,食品飲料,煙草,7525478400.0,2023-09-22T16:41:19,必需性消费,食品饮料,烟草,中烟香港,06055.HK,75.3,ODSH,6055,7.52,10.880,6.97,6055.HK,,1000000.0,1.84,+2.26,20.07,+0.240,HKD,中煙香港,B,,2.26,10.880,0.1
06058,興證國際,N,金融,其他金融,證券及經紀,576000000.0,2023-09-22T16:41:19,金融,其他金融,证券及经纪,兴证国际,06058.HK,5.8,ODSH,6058,576.00,0.144,15.54,6058.HK,,1000.0,,+2.13,,+0.003,HKD,興證國際,M,,2.13,0.144,0.0
06060,眾安在線,N,金融,保險,保險,33436593795.0,2023-09-22T16:41:19,金融,保险,保险,众安在线,06060.HK,334.4,ODSH,6060,33.43,23.550,26.97,6060.HK,,1000000.0,,+0.43,,+0.100,HKD,眾安在綫,B,,0.43,23.550,0.3
06063,智中國際,N,地產建築,建築,建築及服務,130000000.0,2023-09-22T16:41:19,地产建筑,建筑,建筑及服务,智中国际,06063.HK,1.3,ODSH,6063,130.00,0.065,1.11,6063.HK,,1000.0,,-4.41,,-0.003,HKD,智中國際,M,,-4.41,0.065,0.0
06066,中信建投証券,N,金融,其他金融,證券及經紀,10453886986.98,2023-09-22T16:41:19,金融,其他金融,证券及经纪,中信建投证券,06066.HK,104.5,ODSH,6066,10.45,8.290,33.0,6066.HK,,1000000.0,3.54,+3.11,8.55,+0.250,HKD,中信建投証券,B,,3.11,8.290,0.3
06068,光正教育,N,非必需性消費,支援服務,教育,333257562.0,2023-09-22T16:41:19,非必需性消费,支援服务,教育,光正教育,06068.HK,3.3,ODSH,6068,333.25,0.153,17.7,6068.HK,,1000.0,,-1.92,3.19,-0.003,HKD,光正教育,M,,-1.92,0.153,0.0
06069,盛業,N,金融,其他金融,信貸,4998237500.0,2023-09-22T16:41:19,金融,其他金融,信贷,盛业,06069.HK,50.0,ODSH,6069,4.99,5.050,4.31,6069.HK,,1000000.0,1.49,+2.43,20.48,+0.120,HKD,盛業,B,,2.43,5.050,0.0
06078,海吉亞醫療,N,醫療保健,醫療保健設備及服務,醫療及醫學美容服務,28134403110.0,2023-09-22T16:41:19,医疗保健,医疗保健设备及服务,医疗及医学美容服务,海吉亚医疗,06078.HK,281.3,ODSH,6078,28.13,44.550,67.25,6078.HK,,1000000.0,0.37,+2.65,51.11,+1.150,HKD,海吉亞醫療,B,,2.65,44.550,0.7
06080,榮智控股,N,地產建築,建築,建築及服務,49488750.0,2023-09-22T16:41:19,地产建筑,建筑,建筑及服务,荣智控股,06080.HK,0.5,ODSH,6080,49.48,0.053,6.36,6080.HK,,1000.0,,0.00,5.05,0.000,HKD,榮智控股,M,,0.0,0.053,0.0
