股票代码,股票简称,PE,扣非PE,PB,扣非ROE,ROE,ROA,股息率,分红比例,毛利率,净利率,扣非净利润增速,营收增速,商誉占净资产比例,资产负债率,扣非PEG,扣非市赚率,市赚率
600979.SH,广安爱众,15.05,17.44,1.05,4.95,5.37,3.6,1.56,0.0,33.07,10.38,59.38,15.71,1.66,57.79,1.11,7.05,5.6
600981.SH,汇鸿集团,-57.93,-27.34,1.37,-3.65,-1.75,1.18,,0.0,3.6,-0.11,-22.26,4.24,2.98,79.31,扣非亏损,扣非亏损,亏损
600982.SH,宁波能源,17.17,22.02,1.06,3.82,4.69,2.66,3.67,0.0,12.69,7.63,-8.41,-36.18,0.24,65.24,-0.61,11.52,7.32
600983.SH,惠而浦,95.21,90.14,2.67,1.42,2.09,0.77,8.87,0.0,14.13,2.1,-43.68,-14.81,,48.68,-6.09,127.1,91.11
600984.SH,建设机械,-5.9,-4.9,1.07,-12.77,-12.69,-2.32,,0.0,-1.56,-31.67,-74.6,-18.71,5.49,73.98,扣非亏损,扣非亏损,亏损
600985.SH,淮北矿业,7.72,8.38,1.02,10.32,10.21,5.78,6.01,0.0,17.58,6.99,-16.51,1.96,0.4,48.09,4.28,1.62,1.51
600986.SH,浙文互联,41.82,87.05,1.7,1.71,3.07,2.39,,0.0,8.66,2.82,-22.45,-32.07,18.92,37.86,-2.71,101.92,27.24
600987.SH,航民股份,11.95,10.13,1.21,7.36,7.41,7.02,3.42,0.0,15.19,6.45,10.24,18.34,2.87,33.34,0.55,2.75,3.23
600988.SH,赤峰黄金,19.85,21.81,4.11,15.65,16.66,10.16,0.36,0.0,41.96,20.15,84.35,22.93,0.43,50.74,0.95,2.79,2.38
600989.SH,宝丰能源,19.92,17.96,2.91,12.28,11.24,7.39,1.9,0.0,33.76,18.69,18.35,18.99,2.72,52.65,0.95,2.92,3.54
600990.SH,四创电子,-143.23,-13.78,3.63,-3.11,-1.89,-0.37,,0.0,16.61,-3.69,35.06,1.37,,66.06,扣非亏损,扣非亏损,亏损
600992.SH,贵绳股份,-149.16,-283.41,3.14,-1.72,-1.55,-0.53,0.26,32.28,9.58,-1.53,-253.0,-0.42,,56.2,扣非亏损,扣非亏损,亏损
600993.SH,马应龙,18.78,25.98,2.86,11.6,11.77,10.55,1.65,0.0,47.77,16.91,24.62,14.13,0.61,19.4,1.84,4.48,3.19
600995.SH,南网储能,26.37,29.0,1.7,4.98,4.92,4.22,0.97,20.0,51.21,28.42,29.23,11.12,,48.34,2.61,5.82,5.36
600996.SH,贵广网络,-19.21,-7.64,3.96,-20.95,-18.71,-2.73,,0.0,-8.95,-56.54,-48.43,-26.45,0.03,76.16,扣非亏损,扣非亏损,亏损
600997.SH,开滦股份,13.09,15.51,0.79,4.43,4.56,2.69,4.5,0.0,12.71,2.28,-35.4,-8.51,0.07,44.28,-1.82,7.0,5.74
600998.SH,九州通,12.35,15.0,1.13,6.47,7.07,3.28,3.57,0.0,7.96,1.56,-5.68,-0.82,2.46,67.52,-18.35,4.64,3.49
601000.SH,唐山港,12.34,14.02,1.27,7.66,7.81,8.76,5.71,0.0,50.17,39.7,-3.7,-3.75,,9.3,-3.74,3.66,3.16
601001.SH,晋控煤业,8.79,7.94,1.39,12.23,12.3,10.49,6.41,0.0,46.0,26.49,0.88,-0.19,,30.04,-41.75,1.3,1.43
601002.SH,晋亿实业,39.8,62.67,1.04,1.97,1.95,2.48,2.07,0.0,18.92,4.78,1284.31,2.86,0.13,20.67,21.9,63.72,40.82
601003.SH,柳钢股份,-20.38,-10.21,0.98,-3.93,-3.55,0.28,,0.0,3.56,-1.03,46.54,-6.86,,67.72,扣非亏损,扣非亏损,亏损
601005.SH,重庆钢铁,-8.67,-6.91,0.85,-7.07,-7.05,-3.93,,0.0,-5.25,-6.55,-121.62,-31.37,1.78,48.62,扣非亏损,扣非亏损,亏损
601007.SH,金陵饭店,50.15,98.33,1.76,2.2,2.63,3.04,1.49,0.0,26.15,5.27,-7.64,2.6,,36.04,37.79,89.55,38.14
601008.SH,连云港,26.69,34.34,1.26,3.08,3.58,3.06,1.23,0.0,24.81,10.91,20.55,3.36,,56.34,10.22,22.28,14.91
601011.SH,宝泰隆,-14.52,-2.96,0.89,-4.49,-4.51,-2.33,,0.0,-6.06,-25.92,-895.52,-56.05,1.03,47.2,扣非亏损,扣非亏损,亏损
601012.SH,隆基绿能,-16.8,-20.33,2.34,-9.73,-9.72,-5.11,0.74,0.0,7.98,-11.16,-156.35,-37.73,0.26,59.2,扣非亏损,扣非亏损,亏损
601015.SH,陕西黑猫,-9.01,-8.57,1.1,-9.18,-8.79,-2.68,,0.0,-2.11,-7.08,-146.99,-17.63,0.02,56.34,扣非亏损,扣非亏损,亏损
601016.SH,节能风电,13.95,14.8,1.28,6.74,6.81,4.47,2.8,0.0,51.82,31.91,-0.59,-0.39,,58.43,-37.8,4.39,4.1
601018.SH,宁波港,13.57,18.78,0.96,4.3,5.4,5.17,2.56,0.0,29.2,20.61,3.58,13.5,0.72,26.59,1.39,8.74,5.03
601019.SH,山东出版,17.21,17.11,1.52,6.1,6.32,5.44,5.97,0.0,36.44,11.36,-23.36,5.76,,36.65,2.97,5.61,5.45
601020.SH,华钰矿业,59.06,131.33,3.69,4.84,5.15,5.53,0.27,0.0,56.54,23.56,14.73,31.62,,27.55,4.15,54.33,22.94
601021.SH,春秋航空,16.29,25.11,3.19,15.52,15.45,7.61,1.39,0.0,19.05,16.3,0.85,13.29,,58.67,1.89,3.24,2.11
601022.SH,宁波远洋,21.16,22.19,2.02,6.94,7.29,6.25,1.05,0.0,15.62,10.72,17.27,13.63,0.02,30.38,1.63,6.4,5.8
601028.SH,玉龙股份,24.68,24.66,2.75,9.13,8.87,5.94,0.47,0.0,59.64,21.8,-16.84,-19.87,,63.26,-1.24,5.4,5.56
601033.SH,永兴股份,15.36,19.84,1.29,6.79,6.52,4.06,,0.0,43.01,23.5,-0.4,3.08,,57.56,6.43,5.84,4.71
601038.SH,一拖股份,12.05,18.65,2.38,15.12,15.45,8.65,2.19,0.0,16.37,10.39,2.15,4.73,,49.56,3.95,2.47,1.56
601058.SH,赛轮轮胎,11.21,11.61,2.55,18.45,18.69,10.95,1.45,0.0,28.38,13.96,48.96,24.28,1.38,48.89,0.48,1.26,1.2
601061.SH,中信金属,18.19,22.24,1.98,6.52,8.62,5.77,1.95,0.0,0.89,1.81,-6.67,0.29,,58.15,76.06,6.82,4.22
601065.SH,江盐集团,12.49,12.2,1.4,8.21,8.31,7.48,3.06,0.0,36.37,18.48,3.18,-9.02,0.22,23.1,-1.35,2.97,3.01
601066.SH,中信建投,41.56,42.08,3.21,4.29,4.71,,1.06,24.43,,30.08,-33.31,-22.13,,81.75,-1.9,9.8,8.82
601068.SH,中铝国际,45.91,-7.99,6.26,1.76,5.42,1.41,,0.0,8.57,1.84,111.99,7.33,0.01,84.39,扣非亏损,扣非转亏,16.94
601069.SH,西部黄金,67.63,-443.36,2.57,3.88,2.89,3.09,,0.0,10.05,2.55,425.0,51.61,3.09,36.04,扣非亏损,扣非转亏,46.8
601077.SH,渝农商行,4.61,5.81,0.51,7.91,8.37,,7.07,30.0,,49.15,2.63,-1.76,,91.3,-3.3,0.73,0.55
601086.SH,国芳集团,70.11,47.03,2.15,3.6,2.2,1.64,3.42,0.0,45.98,5.94,-43.82,-19.06,,41.61,-2.47,26.11,63.74
601088.SH,中国神华,13.0,13.07,1.92,11.18,11.19,10.38,7.21,0.0,33.69,21.18,-3.72,0.57,,24.1,23.04,2.34,2.32
601089.SH,福元医药,14.72,16.09,2.28,10.98,10.84,8.9,2.9,0.0,67.09,15.86,3.29,3.42,,23.55,4.71,2.93,2.72
601099.SH,太平洋,187.21,260.46,3.54,1.32,1.43,,,0.0,,15.76,-49.06,-16.45,,43.7,-15.84,395.0,261.83
601100.SH,恒立液压,32.06,30.74,5.08,11.78,12.16,9.98,1.28,0.0,41.46,25.87,2.64,9.32,0.0,21.73,3.3,5.22,5.27
601101.SH,昊华能源,8.66,11.18,1.07,9.5,9.64,7.28,5.54,0.0,48.01,23.96,13.55,11.82,,48.76,0.95,2.35,1.8
601106.SH,中国一重,-100.64,-7.91,2.78,-3.06,-2.05,0.5,,0.0,7.01,-1.53,-5499.86,-8.93,,78.6,扣非亏损,扣非亏损,亏损
601107.SH,四川成渝,10.91,14.18,1.02,6.86,7.02,3.53,5.47,0.0,33.86,16.0,5.75,-7.92,,71.63,-1.79,4.13,3.11
601108.SH,财通证券,21.43,19.61,1.2,3.95,4.19,,1.93,0.0,,33.13,-2.1,-10.36,,74.82,-1.89,9.93,10.23
601111.SH,中国国航,70.55,-68.46,3.16,1.11,3.44,1.63,,0.0,6.56,0.6,149.56,21.5,10.79,88.98,扣非亏损,扣非转亏,41.02
601113.SH,华鼎股份,9.37,15.17,1.12,8.43,9.38,5.19,,0.0,17.26,5.31,98.89,-5.39,0.15,35.72,-2.81,3.6,2.0
601116.SH,三江购物,37.32,45.64,1.89,3.09,3.8,2.29,1.84,0.0,26.73,4.08,15.4,0.12,,36.3,385.15,29.5,19.66
601117.SH,中国化学,9.97,9.49,0.84,6.58,6.51,2.39,2.8,0.0,9.08,3.14,4.68,2.34,0.06,69.95,4.05,2.88,3.06
601118.SH,海南橡胶,-42.72,-33.9,2.83,-5.16,-4.82,0.1,0.49,0.0,2.88,-1.82,27.78,32.46,16.42,69.82,扣非亏损,扣非亏损,亏损
601126.SH,四方股份,19.3,22.43,3.55,13.74,14.18,6.66,4.24,0.0,33.7,11.98,14.56,20.22,,56.97,1.11,3.27,2.72
601127.SH,赛力斯,37.64,103.34,15.02,30.23,30.42,5.28,,0.0,25.23,3.2,224.81,539.24,0.47,89.2,0.19,6.84,2.47
601128.SH,常熟银行,5.45,5.78,0.8,11.24,11.22,,3.91,0.0,,38.35,18.56,11.3,0.06,91.83,0.51,1.03,0.97
601136.SH,首创证券,64.97,65.26,5.0,5.89,5.91,,0.59,0.0,,40.45,64.73,42.81,0.97,72.54,1.52,22.14,21.99
601137.SH,博威合金,10.06,10.49,1.92,14.24,14.72,8.02,2.9,0.0,15.74,7.52,33.19,16.48,0.16,55.04,0.64,1.47,1.37
601138.SH,工业富联,25.57,24.11,3.6,10.39,10.04,5.8,3.84,0.0,6.82,3.47,8.87,32.71,0.22,53.32,0.74,4.64,5.09
601139.SH,深圳燃气,15.14,15.94,1.43,6.79,7.07,3.46,2.32,0.0,16.32,5.54,-2.59,-10.58,18.74,59.67,-1.51,4.69,4.28
601155.SH,新城控股,17.91,-134.84,0.56,2.43,2.39,1.29,,0.0,20.19,2.95,-27.63,-27.66,,75.45,扣非亏损,扣非转亏,14.99
601158.SH,重庆水务,25.03,160.28,1.43,3.73,4.26,3.3,2.98,0.0,30.62,14.35,-52.61,-11.65,0.13,49.59,-13.75,85.84,11.75
601162.SH,天风证券,-70.64,-76.08,2.19,-2.35,-2.3,,,0.0,,-37.71,-251.96,-48.37,0.22,74.46,扣非亏损,扣非亏损,亏损
601163.SH,三角轮胎,10.14,12.1,0.9,5.37,6.73,5.18,4.65,0.0,18.73,11.61,-21.4,-3.28,,29.89,-3.69,4.51,3.01
601166.SH,兴业银行,4.62,5.21,0.52,7.52,8.19,,6.42,0.0,,38.35,-3.05,1.81,0.06,91.47,2.88,1.39,1.13
601168.SH,西部矿业,12.23,14.98,2.64,17.22,17.01,10.92,3.5,0.0,22.43,12.65,17.84,13.93,0.07,59.61,1.08,1.74,1.44
601169.SH,北京银行,4.38,4.66,0.45,6.08,7.81,,7.06,17.4,,39.93,1.87,4.06,,91.18,1.15,0.77,0.56
601177.SH,杭齿前进,14.37,18.28,1.42,6.67,7.73,4.34,0.48,0.0,18.86,11.77,3.69,14.58,,47.0,1.25,5.48,3.72
601186.SH,中国铁建,6.29,6.29,0.51,4.68,5.56,1.72,4.6,0.0,9.16,2.63,-19.84,-5.99,0.01,76.83,-1.05,2.69,2.26
601187.SH,厦门银行,5.53,5.65,0.57,6.34,7.04,,6.11,32.62,,48.33,-5.91,-3.07,,92.12,-1.84,0.89,0.78
601188.SH,龙江交通,24.95,45.93,1.08,3.4,3.25,3.27,1.59,0.0,45.73,35.33,-19.01,-11.4,0.28,10.61,-4.03,27.0,15.35
601200.SH,上海环境,17.23,20.5,1.04,4.52,4.6,3.21,1.11,0.0,29.95,14.07,7.82,-0.91,0.12,55.63,-22.63,9.07,7.49
601208.SH,东材科技,24.66,40.74,1.78,3.49,5.16,3.05,1.21,0.0,14.6,6.86,-14.02,14.85,0.04,55.42,2.74,23.33,9.56
601212.SH,白银有色,-58.76,-189.34,1.61,-2.24,-2.04,2.76,0.13,0.0,4.71,0.32,-483.45,-0.74,3.13,65.41,扣非亏损,扣非亏损,亏损
601216.SH,君正集团,13.99,17.13,1.58,7.86,8.34,6.29,8.56,0.0,19.82,12.49,1.71,30.02,5.68,37.23,0.57,4.36,3.35
601222.SH,林洋能源,13.0,17.36,1.0,5.49,5.79,4.83,4.74,0.0,32.48,17.74,5.17,8.76,,35.21,1.98,6.32,4.49
601226.SH,华电科工,48.78,78.16,1.64,2.01,2.54,1.16,0.4,0.0,11.98,2.17,41.32,25.1,2.99,59.57,3.11,77.63,38.41
601228.SH,广州港,24.68,27.78,1.3,4.03,4.01,3.26,1.37,0.0,24.71,10.0,4.77,2.59,0.74,51.0,10.71,13.78,12.31
601229.SH,上海银行,4.93,5.11,0.51,7.18,7.79,,7.71,30.67,,44.49,2.28,0.68,,92.34,7.47,0.71,0.63
601231.SH,环旭电子,19.67,21.82,1.99,6.12,7.53,4.33,1.79,0.0,9.81,2.95,-17.28,2.21,3.47,56.7,9.89,7.14,5.22
601233.SH,桐昆股份,22.96,55.24,0.85,2.3,2.8,1.79,0.28,0.0,5.14,1.34,21.76,23.17,,66.67,2.38,48.13,16.4
601279.SH,英利汽车,114.53,100.99,1.59,0.77,1.04,0.87,0.34,0.0,10.61,1.21,-42.3,-10.86,1.15,39.28,-9.3,261.53,220.25
601298.SH,青岛港,10.56,11.14,1.31,9.41,9.45,8.78,4.74,27.86,35.96,31.01,4.75,2.34,0.06,24.67,4.76,1.18,1.12
601311.SH,骆驼股份,16.03,16.46,1.1,5.16,5.16,3.53,3.37,0.0,14.99,4.47,25.41,9.9,3.55,35.73,1.66,6.38,6.21
601319.SH,中国人保,6.94,8.69,1.26,14.22,14.2,,3.22,12.28,,10.35,78.23,12.16,0.05,78.54,0.71,0.61,0.49
601326.SH,秦港股份,11.02,13.08,1.02,6.75,7.08,6.03,2.91,0.0,38.84,26.9,1.39,-5.45,,27.85,-2.4,3.88,3.11
601328.SH,交通银行,5.85,5.87,0.56,6.15,6.8,,6.53,29.84,,35.39,-0.74,-1.39,,92.19,-4.22,0.95,0.86
601330.SH,绿色动力,13.9,15.8,1.18,6.28,6.3,4.42,2.26,45.98,45.44,20.95,-5.11,-16.37,,61.55,-0.96,2.51,2.21
601333.SH,广深铁路,15.16,21.65,0.9,4.45,4.51,4.66,2.7,0.0,9.24,6.04,19.48,4.44,1.03,26.41,4.88,9.72,6.72
601336.SH,新华保险,6.3,8.73,1.91,21.12,21.0,,2.73,15.2,,19.34,116.64,72.91,,94.54,0.12,0.41,0.3
601339.SH,百隆东方,14.83,64.36,0.84,2.62,4.24,3.64,6.16,0.0,11.39,6.79,138.59,19.29,,34.39,3.34,49.14,6.99
601360.SH,三六零,-100.35,-65.79,2.54,-2.56,-1.86,-2.66,1.11,0.0,64.74,-10.53,-111.18,-16.76,7.59,21.27,扣非亏损,扣非亏损,亏损
601366.SH,利群股份,140.05,-61.77,1.19,-1.04,0.61,1.92,0.55,0.0,32.27,0.36,-222.37,-5.27,,74.01,扣非亏损,扣非亏损,459.18
601368.SH,绿城水务,24.55,77.2,0.92,2.5,2.76,2.39,0.49,0.0,36.53,7.21,-4.77,7.38,,78.35,10.46,61.78,17.79
601377.SH,兴业证券,34.49,35.68,1.13,2.27,2.31,,1.7,27.51,,20.93,-11.25,-0.52,0.02,78.73,-68.97,15.73,14.93
601388.SH,怡球资源,60.68,66.19,1.39,1.86,1.75,1.69,0.5,0.0,5.83,1.53,-37.2,-1.86,0.35,29.76,-35.62,71.17,69.35
601390.SH,中国中铁,6.14,6.17,0.57,5.56,7.11,1.54,3.7,0.0,8.8,2.74,-15.87,-7.26,0.36,77.0,-0.85,2.22,1.73
601399.SH,国机重装,46.09,65.41,1.78,2.66,2.94,1.33,,0.0,16.22,5.0,28.86,10.11,,53.03,6.47,49.27,31.35
601456.SH,国联证券,71.25,118.73,2.05,2.13,2.18,,1.31,0.0,,20.04,-41.9,-20.04,6.1,81.8,-5.93,111.74,65.37
601500.SH,通用股份,16.32,19.62,1.39,6.35,6.62,3.66,1.35,0.0,16.67,7.63,162.53,35.56,,57.11,0.55,6.18,4.93
601512.SH,中新集团,13.14,12.58,0.81,4.57,4.68,3.17,3.54,0.0,56.11,38.87,-26.81,-23.98,0.47,44.81,-0.52,5.5,5.62
601515.SH,东峰集团,-27.52,-49.16,1.29,-3.46,-3.41,-3.58,0.62,0.0,21.05,-21.8,-271.72,-50.59,6.77,18.2,扣非亏损,扣非亏损,亏损
601518.SH,吉林高速,10.19,10.32,1.01,7.57,7.59,8.3,3.53,0.0,70.18,48.77,-0.88,-7.34,,16.61,-1.41,2.73,2.68
601519.SH,大智慧,-70.38,-58.64,13.13,-12.48,-12.76,-9.86,,0.0,58.61,-39.31,-85.62,-5.42,20.64,27.43,扣非亏损,扣非亏损,亏损
601528.SH,瑞丰银行,5.45,6.49,0.59,7.44,8.35,,3.64,0.0,,43.98,12.1,14.67,,91.42,0.44,1.74,1.31
601566.SH,九牧王,26.42,23.9,1.22,2.62,3.45,2.47,3.01,0.0,65.54,5.83,-29.23,6.0,0.28,32.13,3.98,18.21,15.31
601567.SH,三星医疗,18.12,21.03,3.75,15.4,15.31,10.26,3.17,0.0,36.21,17.47,31.32,25.14,13.26,44.26,0.84,2.73,2.37
601568.SH,北元集团,54.78,111.25,1.5,1.89,2.04,1.16,8.44,0.0,12.8,3.2,-47.59,-10.24,,21.09,-10.86,117.87,53.71
601577.SH,长沙银行,4.3,4.54,0.54,8.72,9.84,,5.57,0.0,,32.52,5.17,3.83,,93.03,1.18,1.04,0.87
601579.SH,会稽山,35.76,34.15,1.48,2.74,3.07,3.1,1.96,0.0,50.15,10.6,2.67,13.52,6.31,14.71,2.53,24.89,23.29
601588.SH,北辰实业,-6.01,-7.6,0.64,-8.2,-7.62,-0.64,1.05,0.0,29.24,-22.25,-1986.16,-54.9,,73.13,扣非亏损,扣非亏损,亏损
601595.SH,上海电影,86.16,305.6,7.24,2.61,6.37,5.36,0.44,0.0,24.27,24.87,-33.76,-11.07,0.69,31.38,-27.61,233.83,27.05
601599.SH,浙文影业,23.97,48.57,2.85,7.84,9.33,5.49,,0.0,16.02,5.33,61.83,9.11,,57.71,5.33,12.39,5.14
601600.SH,中国铝业,12.13,14.02,2.19,13.62,14.09,9.22,1.42,20.05,15.23,8.65,76.81,-7.76,3.18,48.68,-1.81,1.03,0.86
601601.SH,中国太保,7.17,8.64,1.34,14.65,14.6,,4.29,0.0,,12.71,66.43,21.35,0.45,88.83,0.4,1.18,0.98
601606.SH,长城军工,-99.99,-150.07,4.02,-3.43,-3.04,-1.86,0.07,0.0,14.33,-8.07,-1060.66,3.23,,43.77,扣非亏损,扣非亏损,亏损
601608.SH,中信重工,56.92,60.67,2.4,2.68,3.44,1.7,0.74,0.0,21.26,4.78,35.32,-15.87,7.11,51.5,-3.82,45.31,33.1
601609.SH,金田股份,22.96,41.86,1.12,1.58,3.51,3.89,1.77,0.0,2.25,0.31,-55.93,11.78,,68.29,3.55,52.82,13.08
601611.SH,中国核建,14.72,15.4,1.42,5.06,7.02,1.79,1.26,0.0,10.2,2.48,10.55,0.43,0.01,81.2,36.05,6.09,4.19
601615.SH,明阳智能,28.24,-159.52,1.13,2.49,2.93,1.46,2.43,0.0,15.2,4.27,-37.35,-4.14,0.24,65.94,扣非亏损,扣非转亏,19.27
601616.SH,广电电气,55.41,109.45,1.44,1.7,1.9,1.8,1.93,0.0,28.24,8.56,289.89,32.06,8.14,14.82,3.41,128.47,58.33
601618.SH,中国中冶,8.03,13.99,0.72,3.76,4.99,1.43,2.35,0.0,9.04,1.87,-29.26,-11.71,0.03,74.71,-1.2,7.45,3.22
601633.SH,长城汽车,16.73,24.75,3.02,11.48,14.27,6.05,1.19,0.0,20.76,7.33,119.93,19.04,0.04,62.16,1.3,4.31,2.35
601636.SH,旗滨集团,19.03,15.45,1.34,4.61,5.11,2.9,4.82,0.0,19.01,5.93,-45.21,3.72,0.02,58.22,4.15,6.71,7.45
601658.SH,邮储银行,5.19,6.09,0.63,7.61,8.84,,6.0,30.0,,29.19,0.02,0.09,,93.83,69.73,0.8,0.59
601665.SH,齐鲁银行,5.91,5.86,0.73,7.76,8.97,,5.63,0.0,,36.09,19.6,4.26,,93.21,1.38,1.51,1.32
601666.SH,平煤股份,9.47,8.61,1.05,7.51,7.09,5.26,8.56,0.0,27.3,9.47,-32.43,0.78,,58.59,11.1,2.29,2.67
601668.SH,中国建筑,4.95,5.89,0.59,8.38,9.04,2.56,5.64,0.0,8.83,3.21,-9.84,-2.67,0.31,76.16,-2.2,1.41,1.1
601669.SH,中国电建,8.67,9.81,0.75,4.83,6.27,1.81,2.79,0.0,12.42,2.78,-14.41,1.17,0.14,79.03,8.36,4.06,2.77
601677.SH,明泰铝业,8.96,13.17,0.98,7.07,8.52,6.7,1.15,0.0,11.34,5.97,24.85,21.58,0.04,25.17,0.61,3.73,2.1
601678.SH,滨化股份,33.2,33.16,0.74,1.63,1.66,1.81,1.19,0.0,10.33,2.5,-30.89,39.2,0.4,49.03,0.85,40.57,40.0
601686.SH,友发集团,60.44,50.69,1.32,0.45,1.58,1.33,4.88,0.0,2.18,0.31,-92.11,-13.37,2.29,69.25,-3.79,224.49,76.5
601689.SH,拓普集团,29.82,34.92,4.76,12.42,12.43,8.18,0.76,0.0,21.17,11.59,34.83,36.75,1.08,45.63,0.95,5.62,4.8
601698.SH,中国卫通,147.85,464.98,6.05,1.82,3.12,2.22,0.14,0.0,29.53,31.67,-18.78,-5.57,,14.43,-83.47,510.33,94.82
601699.SH,潞安环能,12.52,13.47,1.0,5.94,5.89,5.4,7.25,0.0,40.71,12.92,-61.05,-19.28,,47.15,-0.7,4.53,4.25
601700.SH,风范股份,50.28,52.51,2.13,3.04,3.17,2.47,1.0,0.0,15.93,4.61,116.37,14.84,11.83,62.1,3.54,34.57,31.72
601702.SH,华峰铝业,14.79,15.82,3.3,17.67,17.82,13.56,1.11,0.0,16.55,11.3,31.35,14.7,,31.51,1.08,1.79,1.66
601717.SH,郑煤机,5.78,6.53,1.07,13.09,14.28,8.49,6.64,0.0,24.02,11.91,26.66,2.19,0.37,51.73,2.99,1.0,0.81
601718.SH,际华集团,-232.57,-173.13,0.81,-0.29,-0.26,-0.13,1.06,0.0,13.66,-1.04,-516.12,-9.94,0.02,34.02,扣非亏损,扣非亏损,亏损
601727.SH,上海电气,189.53,-198.8,3.58,0.55,1.43,1.37,,0.0,18.65,3.37,744.33,-2.27,4.16,73.15,扣非亏损,扣非转亏,265.08
601766.SH,中国中车,25.55,24.3,1.51,3.7,4.44,2.29,3.8,0.0,21.21,6.21,21.21,6.67,0.15,59.36,3.64,13.15,11.51
601777.SH,力帆科技,752.06,-255.64,3.83,0.23,0.38,-0.46,,0.0,9.16,-3.43,-47.36,11.19,2.06,43.6,扣非亏损,扣非转亏,3958.19
601778.SH,晶科科技,38.75,62.0,0.74,1.83,1.41,2.3,0.31,0.0,40.07,5.82,-19.27,11.03,,63.41,5.62,67.92,54.96
601788.SH,光大证券,32.75,46.13,1.5,2.89,2.93,,1.82,30.01,,31.34,0.61,-17.39,0.77,74.97,-2.65,15.99,11.18
601789.SH,宁波建工,16.15,17.65,1.08,3.92,4.72,1.58,2.42,0.0,9.55,1.62,-10.29,-5.05,3.06,82.22,-3.49,9.0,6.84
601798.SH,蓝科高新,-84.27,-21.73,1.78,-2.0,-1.6,-0.34,,0.0,15.26,-3.96,55.19,-38.89,,42.62,扣非亏损,扣非亏损,亏损
601800.SH,中国交建,8.68,9.46,0.67,4.38,5.6,1.5,3.85,20.0,11.54,3.91,-11.45,-2.26,1.16,75.19,-4.19,2.16,1.55
601808.SH,中海油服,23.11,23.8,1.74,5.84,5.8,5.31,1.44,0.0,17.24,7.83,12.13,14.08,,46.83,1.69,8.16,7.97
601816.SH,京沪高铁,20.85,22.02,1.39,5.07,5.05,5.15,2.27,0.0,48.17,30.84,12.29,4.77,,21.38,4.61,8.68,8.26
601818.SH,光大银行,4.03,4.97,0.43,6.78,7.24,,5.97,25.09,,37.69,2.18,-8.76,0.22,91.54,-0.57,0.73,0.56
601827.SH,三峰环境,11.03,12.57,1.34,9.28,9.36,5.72,3.13,0.0,35.85,23.61,4.59,-0.47,0.09,52.08,-26.87,2.71,2.36
601828.SH,美凯龙,-6.92,-8.96,0.37,-2.16,-3.88,-0.19,1.19,0.0,59.42,-32.84,-199.1,-29.62,0.19,57.24,扣非亏损,扣非亏损,亏损
601838.SH,成都银行,4.99,4.86,0.85,12.1,13.16,,7.96,0.0,,52.43,11.41,3.23,,93.69,1.51,0.8,0.76
601858.SH,中国科传,63.74,44.7,3.59,3.95,4.18,3.17,1.05,0.0,27.95,11.9,-28.91,0.11,1.15,24.8,403.04,22.65,30.5
601860.SH,紫金银行,5.97,6.7,0.56,7.05,7.07,,3.95,0.0,,39.04,1.22,2.09,,92.76,3.21,1.9,1.69
601865.SH,福莱特,34.04,29.5,2.7,5.59,5.8,4.12,2.31,20.32,19.02,8.91,-36.02,-8.06,,49.28,-3.66,5.27,5.87
601868.SH,中国能建,21.78,14.69,1.01,2.54,3.27,1.56,1.24,18.73,11.54,2.07,-1.35,3.44,1.37,77.56,4.27,5.78,6.66
601869.SH,长飞光纤,28.86,67.24,1.9,2.69,5.01,2.27,1.87,0.0,27.81,5.98,-56.63,-13.31,6.05,51.63,-5.05,49.99,11.52
601877.SH,正泰电器,10.81,11.99,1.21,8.31,8.6,5.53,2.56,0.0,25.41,9.94,12.64,8.89,1.05,62.88,1.35,2.88,2.51
601878.SH,浙商证券,46.47,35.09,2.1,4.53,4.59,,1.34,0.0,,11.0,-5.08,-5.75,0.07,79.88,-6.1,15.48,20.25
601880.SH,辽港股份,32.99,40.33,1.04,1.95,2.36,2.9,1.32,0.0,23.58,13.76,-26.68,-8.65,0.63,26.61,-4.66,41.27,27.96
601881.SH,中国银河,19.25,21.75,1.67,5.2,5.8,,1.83,20.93,,25.71,5.02,6.29,0.8,81.72,3.46,4.18,3.32
601882.SH,海天精工,22.88,24.69,4.77,14.81,16.56,9.59,1.72,0.0,28.03,16.2,-9.55,-0.57,,45.98,-43.33,3.34,2.76
601888.SH,中国中免,30.01,29.4,2.89,7.17,7.23,6.21,1.97,0.0,33.12,10.02,-25.4,-15.38,1.37,20.67,-1.91,8.2,8.3
601890.SH,亚星锚链,31.51,39.08,2.29,4.03,5.4,4.47,1.06,0.0,28.42,13.47,4.37,-1.62,,27.33,-24.12,19.4,11.67
601900.SH,南方传媒,18.27,15.7,1.61,6.86,6.57,4.58,4.16,0.0,33.99,9.4,-11.35,0.49,0.21,50.08,32.34,4.58,5.56
601908.SH,京运通,-4.25,-4.55,0.8,-13.74,-13.18,-5.93,0.28,0.0,-13.1,-36.55,-558.94,-50.69,,53.39,扣非亏损,扣非亏损,亏损
601916.SH,浙商银行,4.64,5.26,0.47,6.78,7.75,,6.51,0.0,,25.38,3.62,5.64,,93.92,0.93,1.55,1.2
