股票代码,股票简称,港股@最新价,港股@最新涨跌幅,港股@所属恒生行业(二级),港股@所属概念,港股@总市值[20240308],港股@流通市值[20240308],港股@所属恒生行业,market_code,code
9939.HK,开拓药业-B,0.970,-1.020,药品及生物科技,"抗疫[HK],生物医药B类[HK]",434074612.0,434074612.0,医疗保健业,177,HK9939
2490.HK,乐舱物流,4.730,-1.046,工用运输,次新股[HK],1354053107.88,1354053107.88,工业,177,HK2490
3660.HK,奇富科技-S,60.750,-1.059,其他金融,,19779700392.0,19779700392.0,金融业,177,HK3660
0362.HK,中国天化工,0.093,-1.064,原材料,煤化工[HK],81805419.624,81805419.624,原材料业,177,HK0362
0638.HK,建溢集团,0.465,-1.064,家庭电器及用品,"婴童[HK],家用电器[HK],涉矿[HK]",204116400.0,204116400.0,非必需性消费,177,HK0638
6058.HK,兴证国际,0.186,-1.064,其他金融,中资券商股[HK],744000000.0,744000000.0,金融业,177,HK6058
1010.HK,巴克1798集团,0.460,-1.075,工业工程,"芯片替代[HK],集成电路[HK]",204375318.2,204375318.2,工业,177,HK1010
1539.HK,知行集团控股,0.460,-1.075,工业工程,NFT概念[HK],1540730421.14,1540730421.14,工业,177,HK1539
0168.HK,青岛啤酒股份,50.500,-1.077,食物饮品,"啤酒概念[HK],国企改革[HK],知名公司[HK],节假日概念[HK]",94341056178.473,33080993489.0,必需性消费,177,HK0168
2481.HK,慧居科技,2.720,-1.091,公用事业,次新股[HK],820352000.0,205632000.0,公用事业,177,HK2481
2616.HK,基石药业-B,0.900,-1.099,药品及生物科技,生物医药B类[HK],1155747599.1,1155747599.1,医疗保健业,177,HK2616
2192.HK,医脉通,7.190,-1.100,医疗保健设备和服务,互联网医疗[HK],5226860375.0,5226860375.0,医疗保健业,177,HK2192
1708.HK,三宝科技,0.890,-1.111,软件服务,"人工智能[HK],安防[HK],智慧城市[HK]",704932065.0,204255000.0,资讯科技业,177,HK1708
8483.HK,名仕快相,0.089,-1.111,支援服务,,71200000.0,71200000.0,非必需性消费,178,HK8483
0873.HK,世茂服务,0.890,-1.111,地产,物业管理[HK],2196673970.0,2196673970.0,地产建筑业,177,HK0873
3680.HK,瑞和数智,1.770,-1.117,软件服务,,1169736423.72,1169736423.72,资讯科技业,177,HK3680
1719.HK,中国通商集团,0.880,-1.124,工用运输,,1518058686.32,1518058686.32,工业,177,HK1719
86618.HK,京东健康-R,26.350,-1.126,,,92583245937.145,84033183174.85,医疗保健业,177,K86618
1209.HK,华润万象生活,21.750,-1.136,地产,物业管理[HK],49644375000.0,49644375000.0,地产建筑业,177,HK1209
8297.HK,海纳星空科技,0.173,-1.143,纺织及服饰,,179282408.5,179282408.5,非必需性消费,178,HK8297
8328.HK,信义储电,1.730,-1.143,工业工程,,1358610919.63,1358610919.63,工业,178,HK8328
1274.HK,知行汽车科技,56.150,-1.144,汽车,次新股[HK],12708448591.0,5705046912.75,非必需性消费,177,HK1274
2451.HK,绿源集团控股,6.810,-1.161,汽车,次新股[HK],2905602270.0,2905602270.0,非必需性消费,177,HK2451
0677.HK,金源发展国际实业,0.425,-1.163,农业产品,农业现代化[HK],721397744.65,721397744.65,必需性消费,177,HK0677
0931.HK,中国港能,0.425,-1.163,公用事业,天然气[HK],2539950972.75,2539950972.75,公用事业,177,HK0931
1549.HK,永丰集团控股,0.085,-1.163,工用运输,,131750000.0,131750000.0,工业,177,HK1549
0367.HK,庄士机构国际,0.420,-1.177,地产,香港房地产[HK],702472303.68,702472303.68,地产建筑业,177,HK0367
0536.HK,贸易通,0.840,-1.177,软件服务,现代服务业[HK],667492323.96,667492323.96,资讯科技业,177,HK0536
0585.HK,元汇集团,0.420,-1.177,其他金融,文化传媒[HK],348567060.24,348567060.24,金融业,177,HK0585
1198.HK,皇朝家居,0.840,-1.177,家庭电器及用品,"家具[HK],现代服务业[HK]",2182791513.84,2182791513.84,非必需性消费,177,HK1198
1884.HK,eprint集团,0.420,-1.177,工用支援,现代服务业[HK],231000000.0,231000000.0,工业,177,HK1884
2623.HK,爱德新能源,0.420,-1.177,一般金属及矿石,"涉矿[HK],铁矿石[HK]",147120341.76,147120341.76,原材料业,177,HK2623
8103.HK,Hmvod视频,0.840,-1.177,媒体及娱乐,"影视娱乐[HK],软件外包[HK]",108736233.48,108736233.48,非必需性消费,178,HK8103
3316.HK,滨江服务,16.760,-1.179,地产,物业管理[HK],4632581320.0,4632581320.0,地产建筑业,177,HK3316
1692.HK,登辉控股,3.340,-1.183,家庭电器及用品,家用电器[HK],1199060000.0,1199060000.0,非必需性消费,177,HK1692
0422.HK,越南制造加工出口,0.830,-1.191,汽车,"台资企业[HK],汽车制造[HK]",753374400.0,753374400.0,非必需性消费,177,HK0422
1111.HK,华视集团控股,0.415,-1.191,媒体及娱乐,次新股[HK],319819750.0,319819750.0,非必需性消费,177,HK1111
0177.HK,江苏宁沪高速公路,8.230,-1.201,工用运输,"充电桩概念股[HK],国企改革[HK]",61009365073.542,10057060000.0,工业,177,HK0177
1028.HK,千百度,0.245,-1.210,纺织及服饰,品牌服饰[HK],508865000.0,508865000.0,非必需性消费,177,HK1028
9878.HK,汇通达网络,28.500,-1.213,软件服务,,16033240354.5,5137590661.5,资讯科技业,177,HK9878
0297.HK,中化化肥,0.810,-1.220,原材料,"农业现代化[HK],红筹股[HK]",5689809143.73,5689809143.73,原材料业,177,HK0297
8490.HK,骏码半导体,0.161,-1.227,工业工程,,113585500.0,113585500.0,工业,178,HK8490
0856.HK,伟仕佳杰,4.000,-1.235,软件服务,"云计算[HK],电子信息[HK],苹果概念[HK]",5747559992.0,5747559992.0,资讯科技业,177,HK0856
6133.HK,维太创科,0.240,-1.235,资讯科技器材,"5G[HK],电子信息[HK],电讯设备[HK]",204000000.0,204000000.0,资讯科技业,177,HK6133
2195.HK,盈汇企业控股,0.160,-1.235,建筑,,160000000.0,160000000.0,地产建筑业,177,HK2195
0859.HK,中昌国际控股,0.158,-1.250,地产,,177754277.376,177754277.376,地产建筑业,177,HK0859
3398.HK,华鼎控股,0.236,-1.255,纺织及服饰,品牌服饰[HK],495557048.0,495557048.0,非必需性消费,177,HK3398
8502.HK,远航港口,0.390,-1.266,工用运输,自由贸易港[HK],312000000.0,312000000.0,工业,178,HK8502
2482.HK,维天运通,0.780,-1.266,工用运输,,1087223361.12,411396900.72,工业,177,HK2482
0738.HK,莱尔斯丹,0.385,-1.282,纺织及服饰,品牌服饰[HK],271769598.1,271769598.1,非必需性消费,177,HK0738
0990.HK,荣晖国际,0.385,-1.282,原材料,"台资企业[HK],品牌服饰[HK]",5186467682.935,5186467682.935,原材料业,177,HK0990
2322.HK,香港潮商集团,0.770,-1.282,原材料,物流[HK],3172862000.0,3172862000.0,原材料业,177,HK2322
1858.HK,春立医疗,9.210,-1.286,医疗保健设备和服务,"医疗器械[HK],医疗美容器械[HK]",6755071746.971,876244005.0,医疗保健业,177,HK1858
0906.HK,中粮包装,6.900,-1.288,工用支援,红筹股[HK],7682618700.0,7682618700.0,工业,177,HK0906
8310.HK,大丰港,0.380,-1.299,工用支援,物流[HK],489440000.0,489440000.0,工业,178,HK8310
1038.HK,长江基建集团,45.500,-1.302,公用事业,"知名公司[HK],长和系[HK]",114642297997.5,114642297997.5,公用事业,177,HK1038
2407.HK,高视医疗,19.700,-1.303,医疗保健设备和服务,,2915016269.3,2915016269.3,医疗保健业,177,HK2407
0326.HK,中国星集团,0.750,-1.316,媒体及娱乐,"博彩概念[HK],影视娱乐[HK]",1820887859.25,1820887859.25,非必需性消费,177,HK0326
1168.HK,百仕达控股,0.075,-1.316,地产,,478050232.2,478050232.2,地产建筑业,177,HK1168
2110.HK,天成控股,0.150,-1.316,建筑,基础建设[HK],40032000.0,40032000.0,地产建筑业,177,HK2110
1880.HK,中国中免,71.150,-1.318,旅游及消闲设施,,183318349238.0,8280686025.0,非必需性消费,177,HK1880
2145.HK,上美股份,44.800,-1.322,专业零售,,17828513920.0,8841000448.0,非必需性消费,177,HK2145
1785.HK,成都高速,2.220,-1.333,工用运输,充电桩概念股[HK],3676546440.0,1012546440.0,工业,177,HK1785
0710.HK,京东方精电,5.150,-1.341,汽车,电子信息[HK],4076612300.6,4076612300.6,非必需性消费,177,HK0710
6110.HK,滔搏,5.100,-1.354,专业零售,"体育[HK],体育用品股[HK],高股息概念[HK]",31626232322.4,31626232322.4,非必需性消费,177,HK6110
1145.HK,勇利投资,0.072,-1.370,工用运输,物流[HK],79034656.896,79034656.896,工业,177,HK1145
1596.HK,翼辰实业,3.590,-1.374,工业工程,,3223245600.0,805811400.0,工业,177,HK1596
3633.HK,中裕能源,5.020,-1.375,公用事业,天然气[HK],14082099768.14,14082099768.14,公用事业,177,HK3633
0090.HK,普星能量,0.355,-1.389,公用事业,节能环保[HK],162803000.0,162803000.0,公用事业,177,HK0090
1142.HK,能源及能量环球,0.355,-1.389,一般金属及矿石,涉矿[HK],51481057.01,51481057.01,原材料业,177,HK1142
1786.HK,铁建装备,0.710,-1.389,工业工程,重型机械股[HK],1079117640.0,377649000.0,工业,177,HK1786
9983.HK,建业新生活,1.420,-1.389,地产,物业管理[HK],1846746920.0,1846746920.0,地产建筑业,177,HK9983
2132.HK,誉燊丰控股,0.355,-1.389,建筑,基础建设[HK],568000000.0,568000000.0,地产建筑业,177,HK2132
2265.HK,鸿承环保科技,0.710,-1.389,工业工程,,710000000.0,710000000.0,工业,177,HK2265
2427.HK,Guanze Medical,0.710,-1.389,医疗保健设备和服务,,674500000.0,674500000.0,医疗保健业,177,HK2427
9636.HK,九方财富,9.180,-1.396,软件服务,次新股[HK],4278678660.0,4278678660.0,资讯科技业,177,HK9636
0546.HK,阜丰集团,4.940,-1.397,食物饮品,"农业现代化[HK],食品添加剂[HK]",12530255842.78,12530255842.78,必需性消费,177,HK0546
1691.HK,JS环球生活,1.410,-1.399,家庭电器及用品,家用电器[HK],4899146205.57,4899146205.57,非必需性消费,177,HK1691
1147.HK,伊登软件,0.070,-1.409,软件服务,,143146314.5,143146314.5,资讯科技业,177,HK1147
2120.HK,康宁医院,11.120,-1.418,医疗保健设备和服务,生物医药[HK],829555336.0,215064136.0,医疗保健业,177,HK2120
1379.HK,温岭工量刃具,2.050,-1.442,地产,,164000000.0,41000000.0,地产建筑业,177,HK1379
0160.HK,汉国置业,1.360,-1.449,地产,,979783849.36,979783849.36,地产建筑业,177,HK0160
6822.HK,科劲国际,0.680,-1.449,家庭电器及用品,家具[HK],476000000.0,476000000.0,非必需性消费,177,HK6822
0458.HK,联亚集团,2.700,-1.460,纺织及服饰,品牌服饰[HK],733339583.1,733339583.1,非必需性消费,177,HK0458
0488.HK,丽新发展,0.670,-1.471,综合企业,物业投资[HK],973730316.1,973730316.1,综合企业,177,HK0488
8423.HK,CHI HO DEV,0.067,-1.471,建筑,,53600000.0,53600000.0,地产建筑业,178,HK8423
0646.HK,中国环保科技,0.200,-1.478,公用事业,节能环保[HK],44643587.6,44643587.6,公用事业,177,HK0646
1061.HK,亿胜生物科技,2.000,-1.478,药品及生物科技,"熊去氧胆酸[HK],生物医药[HK]",1135080000.0,1135080000.0,医疗保健业,177,HK1061
1086.HK,好孩子国际,0.650,-1.515,家庭电器及用品,"三胎[HK],婴童[HK],家具[HK]",1084220257.9,1084220257.9,非必需性消费,177,HK1086
1122.HK,庆铃汽车股份,0.650,-1.515,工业工程,"国企改革[HK],汽车制造[HK]",1613474374.2,805123712.25,工业,177,HK1122
1667.HK,迪米生活控股,0.325,-1.515,建筑,,312000000.0,312000000.0,地产建筑业,177,HK1667
2858.HK,易鑫集团,0.650,-1.515,其他金融,"京东概念[HK],新经济[HK],新经济概念[HK],汽车零售[HK],独角兽[HK],腾讯概念[HK],金融科技[HK]",4240642582.8,4240642582.8,金融业,177,HK2858
8238.HK,惠陶集团,0.065,-1.515,媒体及娱乐,文化传媒[HK],40435200.0,40435200.0,非必需性消费,178,HK8238
2402.HK,亿华通,32.450,-1.518,工业工程,,6921960344.377,831298583.5,工业,177,HK2402
0912.HK,信佳国际,1.290,-1.527,家庭电器及用品,"消费电子[HK],电子信息[HK]",367379100.0,367379100.0,非必需性消费,177,HK0912
0077.HK,进智公共交通,0.640,-1.539,旅游及消闲设施,现代服务业[HK],174024320.0,174024320.0,非必需性消费,177,HK0077
1466.HK,钱唐控股,0.640,-1.539,专业零售,,409150673.92,434721450.24,非必需性消费,177,HK1466
0360.HK,新焦点,0.190,-1.554,汽车,"台资企业[HK],现代服务业[HK]",3271220186.31,3271220186.31,非必需性消费,177,HK0360
2190.HK,归创通桥-B,9.380,-1.574,医疗保健设备和服务,生物医药B类[HK],3117921389.38,3044933198.72,医疗保健业,177,HK2190
1250.HK,山高新能源,1.870,-1.579,公用事业,"光伏太阳能[HK],新经济[HK],现代服务业[HK],碳中和[HK],高校[HK]",4201120917.62,4201120917.62,公用事业,177,HK1250
2389.HK,北京健康,0.062,-1.587,医疗保健设备和服务,"健康产业[HK],养老概念[HK]",375643865.674,375643865.674,医疗保健业,177,HK2389
2295.HK,丰城控股,3.100,-1.587,建筑,基础建设[HK],1240000000.0,1240000000.0,地产建筑业,177,HK2295
1645.HK,海纳智能,1.230,-1.600,工业工程,,693690480.0,693690480.0,工业,177,HK1645
0095.HK,绿景中国地产,0.610,-1.613,地产,香港房地产[HK],3109599424.75,3109599424.75,地产建筑业,177,HK0095
1848.HK,中国飞机租赁,3.660,-1.613,旅游及消闲设施,"光大系[HK],现代服务业[HK]",2724340588.32,2724340588.32,非必需性消费,177,HK1848
3709.HK,赢家时尚,13.400,-1.615,纺织及服饰,品牌服饰[HK],9434272613.0,9434272613.0,非必需性消费,177,HK3709
2633.HK,雅各臣科研制药,0.600,-1.639,药品及生物科技,"幽门螺杆菌[HK],熊去氧胆酸[HK]",1200132600.0,1200132600.0,医疗保健业,177,HK2633
8622.HK,华康生物医学,0.120,-1.639,药品及生物科技,医药股[HK],52616640.0,52616640.0,医疗保健业,178,HK8622
0195.HK,绿科科技国际,0.295,-1.667,一般金属及矿石,小金属[HK],402970000.0,402970000.0,原材料业,177,HK0195
1727.HK,河北建设,0.590,-1.667,建筑,"冬奥会[HK],雄安概念股[HK]",1039216265.0,272216265.0,地产建筑业,177,HK1727
2799.HK,中信金融资产,0.295,-1.667,其他金融,财产管理[HK],23672770318.865,10431867077.6,金融业,177,HK2799
3813.HK,宝胜国际,0.590,-1.667,专业零售,品牌服饰[HK],3142445972.85,3142445972.85,非必需性消费,177,HK3813
0006.HK,电能实业,46.450,-1.693,公用事业,"知名公司[HK],长和系[HK]",98989834403.3,98989834403.3,公用事业,177,HK0006
0353.HK,能源国际投资,1.160,-1.695,石油及天然气,天然气[HK],1253452952.4,1253452952.4,能源业,177,HK0353
0884.HK,旭辉控股集团,0.290,-1.695,地产,"MSCI概念[HK],内地房地产[HK]",3019905130.72,3019905130.72,地产建筑业,177,HK0884
1023.HK,时代集团控股,0.580,-1.695,纺织及服饰,,559949400.0,559949400.0,非必需性消费,177,HK1023
1310.HK,香港宽频,2.900,-1.695,电讯,"互联网+[HK],数据中心[HK],电信股[HK]",3803638132.4,3803638132.4,电讯业,177,HK1310
8017.HK,捷利交易宝,0.290,-1.695,软件服务,互联网金融[HK],174000000.0,174000000.0,资讯科技业,178,HK8017
0496.HK,卡森国际,0.285,-1.724,家庭电器及用品,"家具[HK],海南板块[HK]",411295436.085,411295436.085,非必需性消费,177,HK0496
6677.HK,远洋服务,0.570,-1.724,地产,物业管理[HK],674880000.0,674880000.0,地产建筑业,177,HK6677
2419.HK,德康农牧,45.500,-1.728,农业产品,次新股[HK],17693841438.0,5826920417.5,必需性消费,177,HK2419
1565.HK,成实外教育,0.170,-1.734,支援服务,"K12教育[HK],教育服务[HK]",525089370.0,525089370.0,非必需性消费,177,HK1565
1129.HK,中国水业集团,0.113,-1.739,公用事业,节能环保[HK],324717890.337,324717890.337,公用事业,177,HK1129
6606.HK,诺辉健康,19.160,-1.744,医疗保健设备和服务,幽门螺杆菌[HK],8771699149.28,8771699149.28,医疗保健业,177,HK6606
0829.HK,神冠控股,0.280,-1.754,食物饮品,农业现代化[HK],904534400.0,904534400.0,必需性消费,177,HK0829
1592.HK,基石控股,0.056,-1.754,建筑,,120187291.56,120187291.56,地产建筑业,177,HK1592
0027.HK,银河娱乐,39.050,-1.761,旅游及消闲设施,"博彩概念[HK],知名公司[HK]",170788570866.1,170788570866.1,非必需性消费,177,HK0027
3933.HK,联邦制药,8.370,-1.761,药品及生物科技,"医药股[HK],抗癌概念[HK],生物医药[HK]",15208511871.96,15208511871.96,医疗保健业,177,HK3933
0460.HK,四环医药,0.550,-1.786,药品及生物科技,"医美概念[HK],医药股[HK],幽门螺杆菌[HK],抗疫[HK],生物医药[HK],肝炎概念[HK]",5131499563.3,5131499563.3,医疗保健业,177,HK0460
0487.HK,实德环球,0.055,-1.786,旅游及消闲设施,"博彩概念[HK],在线旅游[HK],彩票概念股[HK],旅游及观光[HK]",270957015.78,270957015.78,非必需性消费,177,HK0487
0828.HK,王朝酒业,0.275,-1.786,食物饮品,红筹股[HK],387311618.65,387311618.65,必需性消费,177,HK0828
0860.HK,Apollo出行,0.550,-1.786,汽车,,317232252.15,317232252.15,非必需性消费,177,HK0860
1598.HK,21世纪教育,0.275,-1.786,支援服务,"K12教育[HK],教育服务[HK]",319331100.0,319331100.0,非必需性消费,177,HK1598
3778.HK,中国织材控股,0.275,-1.786,纺织及服饰,,344396250.0,344396250.0,非必需性消费,177,HK3778
1481.HK,竣球控股,0.550,-1.786,原材料,,561000000.0,561000000.0,原材料业,177,HK1481
0431.HK,大中华金融,0.109,-1.802,其他金融,财产管理[HK],847568480.689,847568480.689,金融业,177,HK0431
0339.HK,核心经济投资,0.270,-1.818,其他金融,财产管理[HK],77760000.0,77760000.0,金融业,177,HK0339
0707.HK,亚洲电视控股,0.270,-1.818,纺织及服饰,现代服务业[HK],294993036.0,294993036.0,非必需性消费,177,HK0707
1064.HK,中华国际,0.054,-1.818,地产,,41505292.08,41505292.08,地产建筑业,177,HK1064
2189.HK,嘉涛(香港)控股,0.540,-1.818,支援服务,,540000000.0,540000000.0,非必需性消费,177,HK2189
6896.HK,金嗓子,3.730,-1.842,药品及生物科技,"生物医药[HK],知名公司[HK]",2757596460.0,2757596460.0,医疗保健业,177,HK6896
9992.HK,泡泡玛特,21.250,-1.848,家庭电器及用品,"元宇宙[HK],玩具及消闲用品[HK],知名公司[HK]",28537541937.5,28537541937.5,非必需性消费,177,HK9992
0733.HK,合富辉煌,0.530,-1.852,地产,"内地房地产[HK],房地产服务[HK],现代服务业[HK]",357299494.17,357299494.17,地产建筑业,177,HK0733
1408.HK,濠江机电,0.159,-1.852,建筑,,79500000.0,79500000.0,地产建筑业,177,HK1408
0861.HK,神州控股,2.640,-1.859,软件服务,"云计算[HK],冬奥会[HK],工业互联网[HK],抖音概念[HK],数据中心[HK],新经济[HK],智慧城市[HK],智能物流[HK],软件外包[HK]",4418323499.04,4418323499.04,资讯科技业,177,HK0861
0540.HK,迅捷环球控股,0.052,-1.887,纺织及服饰,"品牌服饰[HK],现代服务业[HK]",31200000.0,31200000.0,非必需性消费,177,HK0540
0809.HK,大成生化科技,0.104,-1.887,原材料,农业现代化[HK],926370194.568,926370194.568,原材料业,177,HK0809
2168.HK,佳兆业美好,1.040,-1.887,地产,物业管理[HK],160274400.0,160274400.0,地产建筑业,177,HK2168
6080.HK,荣智控股,0.052,-1.887,建筑,,48555000.0,48555000.0,地产建筑业,177,HK6080
0607.HK,丰盛控股,0.510,-1.923,工业工程,"健康产业[HK],建筑节能[HK]",324749606.34,324749606.34,工业,177,HK0607
2233.HK,西部水泥,1.020,-1.923,建筑,,5547660476.4,5547660476.4,地产建筑业,177,HK2233
9958.HK,力天影业,3.010,-1.954,媒体及娱乐,影视娱乐[HK],903000000.0,903000000.0,非必需性消费,177,HK9958
89618.HK,京东集团-SWR,85.250,-1.955,,,298647197666.23,271067128961.75,资讯科技业,177,K89618
0672.HK,众安集团,0.100,-1.961,地产,内地房地产[HK],563580980.0,563580980.0,地产建筑业,177,HK0672
1280.HK,奇点国峰,0.500,-1.961,专业零售,"博彩概念[HK],彩票概念股[HK]",131567846.0,131567846.0,非必需性消费,177,HK1280
1508.HK,中国再保险,0.500,-1.961,保险,"MSCI概念[HK],互联网保险[HK],保险[HK],内险股[HK]",21239904042.5,3339708350.0,金融业,177,HK1508
1737.HK,亚洲实业集团,0.100,-1.961,工用运输,,100000000.0,100000000.0,工业,177,HK1737
1746.HK,万顺集团控股,0.150,-1.961,建筑,,150000000.0,150000000.0,地产建筑业,177,HK1746
3686.HK,祈福生活服务,0.500,-1.961,综合企业,,507875000.0,507875000.0,综合企业,177,HK3686
3938.HK,LFG投资控股,0.150,-1.961,其他金融,,60894444.75,60894444.75,金融业,177,HK3938
3919.HK,金力集团,0.048,-2.041,工业工程,,25920000.0,25920000.0,工业,177,HK3919
2588.HK,中银航空租赁,54.800,-2.055,旅游及消闲设施,MSCI概念[HK],38031766303.2,38031766303.2,非必需性消费,177,HK2588
9618.HK,京东集团-SW,92.600,-2.062,软件服务,"同股不同权[HK],回港中概股[HK],电子商务[HK],知名公司[HK]",294437726004.2,294437726004.2,资讯科技业,177,HK9618
8371.HK,尝高美集团,1.420,-2.069,旅游及消闲设施,餐饮连锁[HK],537748320.0,537748320.0,非必需性消费,178,HK8371
0622.HK,威华达控股,0.189,-2.073,其他金融,节能环保[HK],1168824977.271,1168824977.271,金融业,177,HK0622
8080.HK,北亚策略,0.235,-2.083,工业工程,,106809688.085,106809688.085,工业,178,HK8080
2230.HK,羚邦集团,0.185,-2.116,媒体及娱乐,NFT概念[HK],368520000.0,368520000.0,非必需性消费,177,HK2230
3669.HK,永达汽车,2.300,-2.128,专业零售,"汽车零售[HK],融资租赁[HK]",4433417929.9,4433417929.9,非必需性消费,177,HK3669
1745.HK,驴迹科技,0.460,-2.128,软件服务,,776112310.5,776112310.5,资讯科技业,177,HK1745
1393.HK,恒鼎实业,0.091,-2.151,煤炭,"meitanhk,煤化工[HK]",419078606.037,419078606.037,能源业,177,HK1393
2391.HK,涂鸦智能-W,14.500,-2.159,软件服务,"双重主要上市中概股[HK],回港中概股[HK]",8331592685.5,8331592685.5,资讯科技业,177,HK2391
0696.HK,中国民航信息网络,9.000,-2.174,软件服务,"国企改革[HK],在线旅游[HK],数据中心[HK],新经济[HK]",26335886301.0,8393058000.0,资讯科技业,177,HK0696
0722.HK,联合医务,0.450,-2.174,医疗保健设备和服务,"健康产业[HK],牙科医疗[HK]",364929859.8,364929859.8,医疗保健业,177,HK0722
1232.HK,金轮天地控股,0.045,-2.174,地产,"内地房地产[HK],现代服务业[HK]",80955900.0,80955900.0,地产建筑业,177,HK1232
8249.HK,瑞远智控,0.090,-2.174,软件服务,电子信息[HK],45000000.0,11700000.0,资讯科技业,178,HK8249
0236.HK,香港生力啤,0.880,-2.222,食物饮品,啤酒概念[HK],328742092.8,328742092.8,必需性消费,177,HK0236
3708.HK,中国供应链产业,0.044,-2.222,建筑,现代服务业[HK],246136000.0,246136000.0,地产建筑业,177,HK3708
1936.HK,利特米,0.435,-2.247,农业产品,,205320000.0,205320000.0,必需性消费,177,HK1936
2886.HK,滨海投资,1.300,-2.256,公用事业,天然气[HK],1758890792.1,1758890792.1,公用事业,177,HK2886
1314.HK,翠华控股,0.171,-2.286,旅游及消闲设施,餐饮连锁[HK],241319722.95,241319722.95,非必需性消费,177,HK1314
1757.HK,俊裕地基,0.170,-2.299,建筑,基础建设[HK],204000000.0,204000000.0,地产建筑业,177,HK1757
0799.HK,IGG,3.380,-2.312,软件服务,"互联网出海[HK],手机游戏[HK],新经济[HK],网络游戏[HK]",3989500524.62,3989500524.62,资讯科技业,177,HK0799
2618.HK,京东物流,7.920,-2.343,工用支援,"京东概念[HK],节假日概念[HK]",52423919634.24,52423919634.24,工业,177,HK2618
0291.HK,华润啤酒,33.300,-2.346,食物饮品,"华润系[HK],啤酒概念[HK],红筹股[HK],节假日概念[HK]",108031090936.5,108031090936.5,必需性消费,177,HK0291
1675.HK,亚信科技,7.060,-2.351,软件服务,,6603248442.72,6603248442.72,资讯科技业,177,HK1675
1335.HK,顺泰控股,0.083,-2.353,公用事业,现代服务业[HK],202033301.778,202033301.778,公用事业,177,HK1335
0474.HK,信铭生命科技,0.165,-2.367,工业工程,天然气[HK],1217993172.825,1217993172.825,工业,177,HK0474
0309.HK,新华通讯频媒,0.041,-2.381,支援服务,"文化传媒[HK],节能环保[HK]",79173861.636,79173861.636,非必需性消费,177,HK0309
1009.HK,国际娱乐,0.820,-2.381,旅游及消闲设施,互联网+[HK],1122708932.7,1122708932.7,非必需性消费,177,HK1009
1446.HK,鸿福堂,0.200,-2.439,食物饮品,"健康产业[HK],非酒精饮料[HK]",131188800.0,131188800.0,必需性消费,177,HK1446
1865.HK,卓航控股,0.040,-2.439,建筑,基础建设[HK],56672000.0,56672000.0,地产建筑业,177,HK1865
8048.HK,御德国际控股,0.040,-2.439,软件服务,"移动互联网[HK],软件外包[HK]",77907600.0,77907600.0,资讯科技业,178,HK8048
0484.HK,云游控股,0.790,-2.469,资讯科技器材,"手机游戏[HK],网络游戏[HK]",115912821.1,115912821.1,资讯科技业,177,HK0484
1156.HK,Chinanewenergy,0.118,-2.479,工业工程,,69591549.964,69591549.964,工业,177,HK1156
1115.HK,西藏水资源,0.235,-2.490,食物饮品,非酒精饮料[HK],1076109180.0,1076109180.0,必需性消费,177,HK1115
1007.HK,龙辉国际控股,0.780,-2.500,旅游及消闲设施,"乳业[HK],餐饮连锁[HK]",82190836.26,82190836.26,非必需性消费,177,HK1007
1300.HK,俊知集团,0.390,-2.500,资讯科技器材,"5G[HK],电子信息[HK],电讯设备[HK]",698685000.0,698685000.0,资讯科技业,177,HK1300
1732.HK,象兴国际,0.156,-2.500,工用运输,,187200000.0,187200000.0,工业,177,HK1732
0736.HK,中国置业投资,0.115,-2.542,其他金融,,30724159.69,30724159.69,金融业,177,HK0736
1431.HK,原生态牧业,0.115,-2.542,食物饮品,乳业[HK],539407086.0,539407086.0,必需性消费,177,HK1431
8317.HK,财华社集团,0.115,-2.542,媒体及娱乐,互联网+[HK],114977938.515,114977938.515,非必需性消费,178,HK8317
0163.HK,英皇国际,0.380,-2.564,地产,"物业投资[HK],知名公司[HK]",1397467353.46,1397467353.46,地产建筑业,177,HK0163
0921.HK,海信家电,24.700,-2.564,家庭电器及用品,"国企改革[HK],家用电器[HK],汽车热管理[HK],知名公司[HK]",42813234959.655,11351868257.6,非必需性消费,177,HK0921
1321.HK,中国新城市,0.760,-2.564,地产,物业投资[HK],1528183680.0,1528183680.0,地产建筑业,177,HK1321
1521.HK,方达控股,1.520,-2.564,药品及生物科技,CXO概念[HK],3190107463.2,3190107463.2,医疗保健业,177,HK1521
1612.HK,永胜医疗,0.380,-2.564,医疗保健设备和服务,医疗器械[HK],248267806.16,248267806.16,医疗保健业,177,HK1612
1975.HK,新兴印刷,0.380,-2.564,工用支援,,182400000.0,182400000.0,工业,177,HK1975
9923.HK,移卡,11.960,-2.606,软件服务,SaaS概念[HK],5298428806.32,5298428806.32,资讯科技业,177,HK9923
1127.HK,狮子山集团,1.120,-2.609,工用支援,现代服务业[HK],862400000.0,862400000.0,工业,177,HK1127
9626.HK,哔哩哔哩-W,83.400,-2.627,软件服务,"互联网出海[HK],元宇宙[HK],双重主要上市中概股[HK],同股不同权[HK],回港中概股[HK],手机游戏[HK],知名公司[HK],短视频[HK],网络游戏[HK],网络直播[HK]",35133202177.8,35133202177.8,资讯科技业,177,HK9626
8268.HK,智城发展控股,0.370,-2.632,建筑,,88800000.0,88800000.0,地产建筑业,178,HK8268
