股票代码,股票简称,美股@最新价,美股@最新涨跌幅,美股@gics行业(三级),美股@所属概念,美股@总市值[20240308],美股@gics行业(一级),美股@gics行业(二级),美股@gics行业(四级),美股@上市日期,美股@总股本[20240308],美股@流通股[20240308],美股@上市板块,market_code,code
MFH.O,Mercurity Fintech,2.270,-4.566,软件,"SEC确定摘牌名单[US],中概股指数[US],美国中资概念股",141102161.04,信息技术,软件与服务,应用软件,20150408,60819897.0,60819897.0,Nasdaq Capital Market,186,MFH
TELA.O,TELA Bio,5.740,-8.013,医疗保健设备与用品,,140565729.22,医疗保健,医疗保健设备与服务,医疗保健用品,20191108,24488803.0,24488803.0,Nasdaq Global Market,185,TELA
EIC.N,Eagle Point Income,15.760,0.574,资本市场,,140480863.16,金融,金融服务,资产管理与托管银行,20190724,8908108.0,8908108.0,主板,169,EIC
HURC.O,赫克,21.230,-22.291,机械制造,,140433053.2,工业,资本品,工业机械和用品及零部件,19800829,6614840.0,6614840.0,Nasdaq Global Select Market,185,HURC
QRHC.O,Quest Resource控股,7.000,-0.990,商业服务与商业用品,废物管理[US],140419629.0,工业,商业和专业服务,环境与设施服务,20140519,20059947.0,20059947.0,Nasdaq Capital Market,186,QRHC
EBS.N,Emergent,2.690,-2.888,生物科技,猴痘概念[US],140418000.0,医疗保健,制药、生物科技和生命科学,生物科技,20061115,52200000.0,52200000.0,主板,169,EBS
FGBI.O,第一抵押银行,11.250,-1.661,商业银行,,140348520.0,金融,银行,综合性银行,20151105,12475424.0,12475424.0,Nasdaq Global Market,185,FGBI
BTM.O,Bitcoin Depot,2.400,0.840,金融服务,,140228284.8,金融,金融服务,交易与支付处理服务,20220419,58428452.0,58428452.0,Nasdaq Global Market,185,BTM
OFS.O,Ofs Capital,10.460,0.771,资本市场,,140143895.88,金融,金融服务,资产管理与托管银行,20121108,13398078.0,13398078.0,Nasdaq Global Select Market,185,OFS
TWLV.O,Twelve Seas,,0.000,资本市场,"SPAC（特殊目的收购公司）[US],空壳公司[US]",139604255.16,金融,金融服务,投资银行业与经纪业,20210429,12998534.0,12998534.0,Nasdaq Capital Market,186,TWLV
ARQQ.O,Arqit Quantum,0.850,3.659,软件,,139460660.25,信息技术,软件与服务,应用软件,20210401,164071365.0,164071365.0,Nasdaq Capital Market,186,ARQQ
BVFL.O,BV Financial,12.250,-3.009,金融服务,,139353586.75,金融,金融服务,商业与住宅抵押贷款金融,20230801,11375803.0,11375803.0,Nasdaq Capital Market,186,BVFL
CNF.N,泛华金融,2.030,1.500,商业银行,"SEC确定摘牌名单[US],现代服务业[US],美国中资概念股",139221788.86,金融,银行,综合性银行,20181107,68582162.0,68582162.0,主板,169,CNF
ALSA.O,Alpha Star,11.280,0.000,资本市场,"SPAC（特殊目的收购公司）[US],空壳公司[US]",138388713.84,金融,金融服务,投资银行业与经纪业,20220120,12268503.0,12268503.0,Nasdaq Global Market,185,ALSA
ZFOX.O,ZeroFox Holdings,1.110,0.000,信息技术服务,,138349439.85,信息技术,软件与服务,互联网服务和基础设施,20220804,124639135.0,124639135.0,Nasdaq Global Market,185,ZFOX
IMUX.O,Immunic,1.530,4.795,生物科技,,137591394.48,医疗保健,制药、生物科技和生命科学,生物科技,20140417,89929016.0,89929016.0,Nasdaq Global Select Market,185,IMUX
YIBO.O,星图国际,2.550,3.239,机械制造,"美国中资概念股,次新上市股[US]",137398080.0,工业,资本品,工业机械和用品及零部件,20240125,53881600.0,53881600.0,Nasdaq Capital Market,186,YIBO
ATHA.O,Athira,3.580,-13.735,制药,,137209414.16,医疗保健,制药、生物科技和生命科学,制药,20200918,38326652.0,38326652.0,Nasdaq Global Select Market,185,ATHA
BTA.N,贝莱德长期市政,10.170,-0.683,资本市场,,136818100.56,金融,金融服务,资产管理与托管银行,20060224,13439892.0,13439892.0,主板,169,BTA
LGVC.O,LAMF Global,10.980,-0.091,资本市场,"SPAC（特殊目的收购公司）[US],空壳公司[US]",136786841.55,金融,金融服务,投资银行业与经纪业,20220103,12491949.0,12491949.0,Nasdaq Global Market,185,LGVC
MNSB.O,MainStreet Bank,18.160,-0.711,商业银行,,136697856.4,金融,银行,综合性银行,20190422,7527415.0,7527415.0,Nasdaq Capital Market,186,MNSB
ATOS.O,Atossa Therapeutics,1.090,-0.909,制药,,136581429.76,医疗保健,制药、生物科技和生命科学,制药,20121108,125304064.0,125304064.0,Nasdaq Capital Market,186,ATOS
ATEK.A,Athena Technology,11.350,1.069,资本市场,"空壳公司[US],SPAC（特殊目的收购公司）[US]",136574992.65,金融,金融服务,投资银行业与经纪业,20230721,12033039.0,,主板,170,ATEK
MYFW.O,First Western金融,14.240,-2.332,资本市场,,136436045.92,金融,金融服务,资产管理与托管银行,20180719,9581183.0,9581183.0,Nasdaq Global Select Market,185,MYFW
BSET.O,巴西特家具,15.480,0.129,专营零售,,136397778.48,非日常生活消费品,非必需消费品分销和零售,家庭装饰零售,,8811226.0,8811226.0,Nasdaq Global Select Market,185,BSET
IRRX.N,Integrated Rail,,0.000,资本市场,"SPAC（特殊目的收购公司）[US],空壳公司[US]",136345200.44,金融,金融服务,投资银行业与经纪业,20220103,12239246.0,12239246.0,主板,169,IRRX
FAT.O,Fat Brands,8.110,-2.289,酒店、餐馆与休闲,餐饮连锁[US],136161409.53,非日常生活消费品,消费者服务,餐馆,20171023,16789323.0,16789323.0,Nasdaq Capital Market,186,FAT
INTT.A,Intest,11.190,-2.105,半导体产品与设备,,136152000.0,信息技术,半导体产品与设备,半导体材料与设备,20131015,12200000.0,12200000.0,主板,170,INTT
ELVA.O,Electrovaya,4.030,-0.250,汽车零部件,,136007161.92,非日常生活消费品,汽车与汽车零部件,汽车零件与设备,20230706,34087008.0,34087008.0,Nasdaq Capital Market,186,ELVA
BHR.N,Braemar,2.035,0.000,医疗保健REIT,,135938160.12,房地产,房地产投资信托（REITs）,医疗保健REIT,20131106,66636353.0,66636353.0,主板,169,BHR
MAPS.O,WM Technology,0.910,3.881,软件,,135924416.81,信息技术,软件与服务,应用软件,20191001,149367491.0,149367491.0,Nasdaq Capital Market,186,MAPS
AIXI.O,小i机器人,1.880,0.000,软件,"次新上市股[US],美国中资概念股",135461485.02843,信息技术,软件与服务,应用软件,20230309,72053981.3981,72053981.3981,Nasdaq Global Market,185,AIXI
SEER.O,Seer,2.090,0.481,生命科学工具和服务,,135375946.2,医疗保健,制药、生物科技和生命科学,生命科学工具和服务,20201204,64773180.0,64773180.0,Nasdaq Global Select Market,185,SEER
COYA.O,Coya Therapeutics,9.390,4.799,生命科学工具和服务,,135266001.75,医疗保健,制药、生物科技和生命科学,生命科学工具和服务,20221229,14405325.0,14405325.0,Nasdaq Capital Market,186,COYA
CNDB.N,Concord III,11.300,2.381,资本市场,"SPAC（特殊目的收购公司）[US],空壳公司[US]",135088380.75,金融,金融服务,投资银行业与经纪业,20211227,12566361.0,12566361.0,主板,169,CNDB
MDV.N,Modiv,14.700,2.578,多元化REIT,,135022953.6,房地产,房地产投资信托（REITs）,多样化房地产投资信托,20220211,9172755.0,9172755.0,主板,169,MDV
LOOP.O,Loop Industries,2.840,-1.730,化学制品,,134982098.72,原材料,原材料,多种化学制品,20171120,47528908.0,47528908.0,Nasdaq Global Market,185,LOOP
CATO.N,加图商场,6.565,0.000,专营零售,,134832824.2,非日常生活消费品,非必需消费品分销和零售,服装零售,20020613,20585164.0,20585164.0,主板,169,CATO
LIFW.O,MSP Recovery,0.970,-3.000,医疗保健技术,,134704504.31,医疗保健,医疗保健设备与服务,医疗保健技术,20201021,138870623.0,138870623.0,Nasdaq Global Market,185,LIFW
TZOO.O,旅行动物园,9.640,3.545,媒体,,134687920.64,通讯业务,媒体与娱乐,广告,20031230,13971776.0,13971776.0,Nasdaq Global Select Market,185,TZOO
UNB.O,Union Bankshares,29.870,-0.433,商业银行,,134630631.53,金融,银行,区域性银行,20080904,4507219.0,4507219.0,Nasdaq Global Market,185,UNB
CELU.O,Celularity,6.180,12.568,生物科技,,134618080.98,医疗保健,制药、生物科技和生命科学,生物科技,20190808,21782861.0,21782861.0,Nasdaq Capital Market,186,CELU
KGEI.O,Kolibri Global,3.760,0.747,石油、天然气与消费用燃料,,134593467.686,能源,能源,综合性石油与天然气企业,20231011,35625587.0,35625587.0,Nasdaq Capital Market,186,KGEI
RMMZ.N,RiverNorth Managed,15.940,-0.501,资本市场,,134434547.7,金融,金融服务,资产管理与托管银行,20220211,8455003.0,8455003.0,主板,169,RMMZ
TSAT.O,Telesat,9.890,7.050,通信设备,卫星通信[US],134222238.57,信息技术,技术硬件与设备,通信设备,20051208,13599011.0,13599011.0,Nasdaq Global Select Market,185,TSAT
ZOM.A,Zomedica,0.141,2.174,制药,,133942903.188,医疗保健,制药、生物科技和生命科学,制药,20171122,949949668.0,949949668.0,主板,170,ZOM
CWBC.O,西部社区银行,15.065,0.769,商业银行,,133701875.0,金融,银行,区域性银行,19980105,8875000.0,8875000.0,Nasdaq Global Market,185,CWBC
GRWG.O,GrowGeneration,2.180,0.000,专营零售,大麻概念股[US],133658618.74,非日常生活消费品,非必需消费品分销和零售,家庭装潢零售,20191202,61311293.0,61311293.0,Nasdaq Capital Market,186,GRWG
BIRD.O,Allbirds,0.874,-2.237,纺织品、服装与奢侈品,,133592218.866,非日常生活消费品,耐用消费品与服装,服装、服饰与奢侈品,20211103,152851509.0,152851509.0,Nasdaq Global Select Market,185,BIRD
NTIC.O,北方科技国际,14.170,0.568,化学制品,,133589063.66,原材料,原材料,特种化学制品,20080630,9427598.0,9427598.0,Nasdaq Global Market,185,NTIC
NIU.O,小牛电动,1.730,-1.143,汽车,"新能源汽车[US],SEC确定摘牌名单[US],中概股指数[US],热门中概股[US],美国中资概念股",133450326.41,非日常生活消费品,汽车与汽车零部件,摩托车制造商,20181019,77138917.0,77138917.0,Nasdaq Global Market,185,NIU
BCAB.O,Bioatla,2.770,-2.465,制药,,132782188.16,医疗保健,制药、生物科技和生命科学,制药,20201216,47935808.0,47935808.0,Nasdaq Global Market,185,BCAB
AMTX.O,Aemetis,3.360,3.068,石油、天然气与消费用燃料,生物质能[US],132741053.76,能源,能源,煤与消费用燃料,20140606,39506266.0,39506266.0,Nasdaq Global Market,185,AMTX
BANX.O,ArrowMark金融,18.660,0.322,资本市场,,132711998.34,金融,金融服务,资产管理与托管银行,20131107,7108302.0,7108302.0,Nasdaq Global Select Market,185,BANX
VMCA.O,Valuence Merger,11.330,0.177,资本市场,SPAC（特殊目的收购公司）[US],132710646.64,金融,金融服务,投资银行业与经纪业,20220425,11713208.0,11713208.0,Nasdaq Global Market,185,VMCA
AMTD.N,尚乘国际,1.720,-1.734,资本市场,SEC确定摘牌名单[US],132487853.55,金融,金融服务,综合性资本市场,20190805,77934031.5,77934031.5,主板,169,AMTD
EP.A,Empire Petroleum,5.810,-0.173,石油、天然气与消费用燃料,,132317378.4,能源,能源,石油与天然气的勘探与生产,20220308,22892280.0,22892280.0,主板,170,EP
DHX.N,戴斯控股,2.730,-4.878,专业服务,,131128689.51,工业,商业和专业服务,人力资源与就业服务,20070718,48032487.0,48032487.0,主板,169,DHX
EVC.N,超视野传播,1.485,-6.289,媒体,,131115144.09,通讯业务,媒体与娱乐,广播,20000802,87996741.0,87996741.0,主板,169,EVC
UBFO.O,联合安全银行,7.620,1.600,商业银行,,130819359.9,金融,银行,区域性银行,20010531,17167895.0,17167895.0,Nasdaq Global Select Market,185,UBFO
TBRG.O,TruBridge,8.980,11.276,医疗保健技术,,130650020.0,医疗保健,医疗保健设备与服务,医疗保健技术,20020524,14549000.0,14549000.0,Nasdaq Global Select Market,185,TBRG
GPAC.O,Global Partner,11.030,0.000,资本市场,"SPAC（特殊目的收购公司）[US],空壳公司[US]",130321596.6,金融,金融服务,投资银行业与经纪业,20210305,11431719.0,11431719.0,Nasdaq Capital Market,186,GPAC
FCCO.O,第一社区,17.110,-1.667,商业银行,,130141602.92,金融,银行,区域性银行,20030115,7606172.0,7606172.0,Nasdaq Capital Market,186,FCCO
ZTEK.O,Zentek,1.280,4.032,医疗保健设备与用品,,130057254.33,医疗保健,医疗保健设备与服务,医疗保健设备,20220322,100819577.0,100819577.0,Nasdaq Capital Market,186,ZTEK
ESOA.O,Energy Services,7.810,-2.008,能源设备与服务,,129730722.88,能源,能源,石油天然气设备与服务,20220323,16610848.0,16610848.0,Nasdaq Capital Market,186,ESOA
PSQH.N,PSQ Holdings,4.680,-1.471,多品类零售,,129555401.57,非日常生活消费品,非必需消费品分销和零售,多品类零售,20210707,27623753.0,27623753.0,主板,169,PSQH
CDXC.O,Chromadex,1.720,7.500,制药,,129531682.96,医疗保健,制药、生物科技和生命科学,制药,20160425,75309118.0,75309118.0,Nasdaq Capital Market,186,CDXC
ZLS.O,Zalatoris II,,,资本市场,,129293386.89,金融,金融服务,投资银行业与经纪业,20210927,12004957.0,12004957.0,Nasdaq Capital Market,186,ZLS
ALOT.O,AstroNova,17.380,0.289,电脑与外围设备,,129182046.62,信息技术,技术硬件与设备,电脑硬件、储存设备及电脑周边,19811214,7432799.0,7432799.0,Nasdaq Global Market,185,ALOT
AREC.O,American Resources,1.650,-0.602,石油、天然气与消费用燃料,煤炭概念[US],129142757.7,能源,能源,煤与消费用燃料,20190215,78268338.0,78268338.0,Nasdaq Capital Market,186,AREC
BIG.N,必乐透,4.415,-15.488,多品类零售,,129137177.52,非日常生活消费品,非必需消费品分销和零售,多品类零售,19850621,29216556.0,29216556.0,主板,169,BIG
ALUR.N,Allurion,2.730,0.741,医疗保健设备与用品,,129026077.76,医疗保健,医疗保健设备与服务,医疗保健设备,20210329,47436058.0,47436058.0,主板,169,ALUR
RMBI.O,Richmond Mutual,11.500,3.047,商业银行,,128903500.0,金融,银行,综合性银行,20190702,11209000.0,11209000.0,Nasdaq Capital Market,186,RMBI
CPHC.O,坎特伯雷帕克控股,26.000,0.386,酒店、餐馆与休闲,博彩[US],128560692.0,非日常生活消费品,消费者服务,赌场与赌博,20080826,4944642.0,4944642.0,Nasdaq Global Market,185,CPHC
MNTX.O,摩尼综合机械,6.330,-2.164,机械制造,,128328628.05,工业,资本品,工业机械和用品及零部件,20080528,20273085.0,20273085.0,Nasdaq Capital Market,186,MNTX
ARMP.A,Armata医药,3.650,0.000,生物科技,,128320337.7,医疗保健,制药、生物科技和生命科学,生物科技,20150821,36146574.0,36146574.0,主板,170,ARMP
HITI.O,High Tide,1.620,0.000,专营零售,,128048368.03,非日常生活消费品,非必需消费品分销和零售,其他专卖店,20210602,78557281.0,78557281.0,Nasdaq Capital Market,186,HITI
TAYD.O,泰勒设备,41.770,0.288,机械制造,,127923715.98,工业,资本品,工业机械和用品及零部件,19801107,3062574.0,3062574.0,Nasdaq Capital Market,186,TAYD
ARBE.O,Arbe Robotics,1.650,5.769,信息技术服务,机器人[US],127881468.0,信息技术,软件与服务,信息科技咨询与其它服务,20211008,77503920.0,77503920.0,Nasdaq Capital Market,186,ARBE
BW.N,Babcock & Wilcox,1.435,-2.055,电气设备,,127801113.44,工业,资本品,电气部件与设备,20150616,89371408.0,89371408.0,主板,169,BW
CZWI.O,市民大众,12.220,1.327,商业银行,,127783073.6,金融,银行,区域性银行,20061101,10456880.0,10456880.0,Nasdaq Global Market,185,CZWI
SOL.N,Emeren Group,2.235,2.294,建筑与工程,"光伏概念[US],太阳能[US],SEC确定摘牌名单[US],中概股指数[US],美国中资概念股",127737759.495,工业,资本品,建筑与工程,20080129,57281506.5,57281506.5,主板,169,SOL
SPWH.O,型男仓库控股,3.400,0.890,休闲设备与用品,,127201459.6,非日常生活消费品,耐用消费品与服装,休闲用品,20140417,37412194.0,37412194.0,Nasdaq Global Select Market,185,SPWH
RMGC.O,RMG Acquisition III,10.000,0.000,资本市场,"SPAC（特殊目的收购公司）[US],空壳公司[US]",127107780.0,金融,金融服务,投资银行业与经纪业,20210330,12710778.0,12710778.0,Nasdaq Capital Market,186,RMGC
FRD.A,Friedman工业,18.040,-0.817,金属与采矿,钢铁概念[US],126968860.2,原材料,原材料,钢铁,19720301,6976311.0,6976311.0,主板,170,FRD
NGM.O,Ngm生物制药,1.530,0.000,制药,,126554725.71,医疗保健,制药、生物科技和生命科学,制药,20190404,82715507.0,82715507.0,Nasdaq Global Select Market,185,NGM
FIAC.O,Focus Impact,10.980,0.000,资本市场,"SPAC（特殊目的收购公司）[US],空壳公司[US]",126438812.64,金融,金融服务,投资银行业与经纪业,20211223,11452791.0,11452791.0,Nasdaq Global Market,185,FIAC
ARRW.O,Arrowroot,,0.463,资本市场,"SPAC（特殊目的收购公司）[US],空壳公司[US]",126221446.05,金融,金融服务,投资银行业与经纪业,20210426,11633313.0,11633313.0,Nasdaq Capital Market,186,ARRW
GALT.O,Galectin治疗,2.040,-2.392,生物科技,,126171260.28,医疗保健,制药、生物科技和生命科学,生物科技,20120323,61848657.0,61848657.0,Nasdaq Capital Market,186,GALT
ABLV.O,Able View Global,3.050,-1.312,个人护理用品,"中概股指数[US],美国中资概念股",126053980.99,日常消费品,家庭与个人用品,个人护理用品,20220912,41878399.0,41878399.0,Nasdaq Capital Market,186,ABLV
FINW.O,FinWise,10.060,0.100,商业银行,,125685263.9,金融,银行,综合性银行,20211119,12493565.0,12493565.0,Nasdaq Capital Market,186,FINW
BFIN.O,班克金融,10.070,0.499,商业银行,,125479027.46,金融,银行,区域性银行,20050624,12460678.0,12460678.0,Nasdaq Global Select Market,185,BFIN
DIT.A,AMCON Distributing,,0.000,经销商,,125429430.76,非日常生活消费品,非必需消费品分销和零售,经销商,19950804,630362.0,630362.0,主板,170,DIT
DSAQ.N,Direct Selling,11.030,-0.541,资本市场,"SPAC（特殊目的收购公司）[US],空壳公司[US]",125140798.82,金融,金融服务,投资银行业与经纪业,20211112,11345494.0,11345494.0,主板,169,DSAQ
ALLK.O,Allakos,1.430,8.333,生物科技,,125091163.34,医疗保健,制药、生物科技和生命科学,生物科技,20180719,87476338.0,87476338.0,Nasdaq Global Select Market,185,ALLK
GATE.O,Marblegate,,,资本市场,"SPAC（特殊目的收购公司）[US],空壳公司[US]",124945110.71,金融,金融服务,投资银行业与经纪业,20211122,11979397.0,11979397.0,Nasdaq Capital Market,186,GATE
CLSD.O,Clearside生物医学,1.670,0.000,制药,,124784302.13,医疗保健,制药、生物科技和生命科学,制药,20160602,74721139.0,74721139.0,Nasdaq Global Market,185,CLSD
FNCB.O,FNCB Bancorp,6.210,5.254,商业银行,,124589739.6,金融,银行,综合性银行,20180305,20062760.0,20062760.0,Nasdaq Capital Market,186,FNCB
CMBM.O,Cambium Networks,4.470,2.523,通信设备,,124422038.76,信息技术,技术硬件与设备,通信设备,20190626,27834908.0,27834908.0,Nasdaq Global Market,185,CMBM
NPAB.O,New Providence II,10.760,0.000,资本市场,"SPAC（特殊目的收购公司）[US],空壳公司[US]",124047513.75,金融,金融服务,投资银行业与经纪业,20211230,11517875.0,11517875.0,Nasdaq Global Market,185,NPAB
OPRT.O,Oportun Financial,3.620,0.277,消费信贷,,123913222.64,金融,金融服务,消费信贷,20190926,34230172.0,34230172.0,Nasdaq Global Market,185,OPRT
TOI.O,The Oncology,1.680,-1.754,医疗保健提供商与服务,,123898284.72,医疗保健,医疗保健设备与服务,保健护理服务,20200604,73748979.0,73748979.0,Nasdaq Capital Market,186,TOI
KCGI.N,Kensington Capital,,0.000,资本市场,"SPAC（特殊目的收购公司）[US],空壳公司[US]",123695943.73,金融,金融服务,投资银行业与经纪业,20211004,11442733.0,11442733.0,主板,169,KCGI
ADAG.O,天演药业,2.820,-1.053,制药,"中概股指数[US],SEC确定摘牌名单[US],美国中资概念股",123613772.784,医疗保健,制药、生物科技和生命科学,制药,20210209,43834671.2,43834671.2,Nasdaq Global Market,185,ADAG
CVM.A,CEL-SCI,2.300,0.439,生物科技,,123612438.99,医疗保健,制药、生物科技和生命科学,生物科技,19831209,53979231.0,53979231.0,主板,170,CVM
GLQ.A,Clough Global Equity,6.460,-0.232,资本市场,,123545050.96232,金融,金融服务,资产管理与托管银行,20050427,19124620.892,19124620.892,主板,170,GLQ
EVGR.O,Evergreen,11.300,0.044,资本市场,SPAC（特殊目的收购公司）[US],123205821.0,金融,金融服务,投资银行业与经纪业,20220404,10903170.0,10903170.0,Nasdaq Global Market,185,EVGR
PLMI.O,Plum Acquisition,11.030,0.182,资本市场,"SPAC（特殊目的收购公司）[US],空壳公司[US]",122360312.3,金融,金融服务,投资银行业与经纪业,20210506,11093410.0,11093410.0,Nasdaq Capital Market,186,PLMI
LAKE.O,雷克兰医疗工业,16.610,0.121,纺织品、服装与奢侈品,"品牌服饰[US],抗疫概念[US]",122328613.77,非日常生活消费品,耐用消费品与服装,服装、服饰与奢侈品,19860909,7364757.0,7364757.0,Nasdaq Global Market,185,LAKE
KLXE.O,Klx Energy Services,7.390,-1.598,能源设备与服务,,121935000.0,能源,能源,石油天然气设备与服务,20180917,16500000.0,16500000.0,Nasdaq Global Select Market,185,KLXE
KNTE.O,Kinnate,2.580,0.585,制药,,121550760.84,医疗保健,制药、生物科技和生命科学,制药,20201203,47112698.0,47112698.0,Nasdaq Global Select Market,185,KNTE
AXR.N,安美瑞普,22.510,0.701,房地产管理和开发,,121240107.0,房地产,房地产管理和开发,房地产开发,19720131,5271309.0,5271309.0,主板,169,AXR
PPYA.O,Papaya Growth,10.810,-0.369,资本市场,"SPAC（特殊目的收购公司）[US],空壳公司[US]",121045861.42,金融,金融服务,投资银行业与经纪业,20220304,11197582.0,11197582.0,Nasdaq Global Market,185,PPYA
ECBK.O,ECB Bancorp,12.995,1.246,房地产管理和开发,,120793530.0,房地产,房地产管理和开发,房地产经营公司,20220728,9291810.0,9291810.0,Nasdaq Capital Market,186,ECBK
ORMP.O,Oramed制药,2.980,4.196,制药,,120747096.8,医疗保健,制药、生物科技和生命科学,制药,20130211,40519160.0,40519160.0,Nasdaq Capital Market,186,ORMP
UONE.O,Urban One,2.470,0.407,媒体,,120726229.52,通讯业务,媒体与娱乐,广播,19990507,48877016.0,48877016.0,Nasdaq Capital Market,186,UONE
VTNR.O,顶点能源,1.290,-3.008,石油、天然气与消费用燃料,,120633506.34,能源,能源,石油与天然气的炼制和营销,20130213,93514346.0,93514346.0,Nasdaq Capital Market,186,VTNR
SOAR.A,Volato Group,4.280,-4.454,客运航空公司,,120304838.94,工业,运输,客运航空公司,20231204,28043086.0,28043086.0,主板,170,SOAR
RELL.O,理查森电子,8.425,-0.999,电子设备、仪器和元件,电子元件[US],120295865.425,信息技术,技术硬件与设备,电子元件,19831028,14278441.0,14278441.0,Nasdaq Global Select Market,185,RELL
TATT.O,TAT科技,11.810,0.168,航空航天与国防,,120236457.6,工业,资本品,航天航空与国防,20090624,10103904.0,10103904.0,Nasdaq Global Market,185,TATT
PESI.O,佩尔马福克斯环境服务,8.820,-4.235,商业服务与商业用品,废物管理[US],120069605.88,工业,商业和专业服务,环境与设施服务,19921211,13613334.0,13613334.0,Nasdaq Capital Market,186,PESI
IOBT.O,IO Biotech,1.820,2.825,制药,,119903263.48,医疗保健,制药、生物科技和生命科学,制药,20211105,65880914.0,65880914.0,Nasdaq Global Market,185,IOBT
STIM.O,Neuronetics,4.120,3.778,医疗保健设备与用品,,119856020.04,医疗保健,医疗保健设备与服务,医疗保健设备,20180628,29091267.0,29091267.0,Nasdaq Global Market,185,STIM
AGD.N,abrdn Global Dynamic,9.535,-0.417,资本市场,,119848508.1,金融,金融服务,资产管理与托管银行,20060726,12549582.0,12549582.0,主板,169,AGD
PGSS.N,Pegasus Digital,11.230,-0.089,资本市场,"SPAC（特殊目的收购公司）[US],空壳公司[US]",119673734.68,金融,金融服务,投资银行业与经纪业,20211213,10628218.0,10628218.0,主板,169,PGSS
GTH.O,泛生子,3.860,-1.026,生物科技,"SEC确定摘牌名单[US],美国中资概念股,中概股指数[US]",119519295.28,医疗保健,制药、生物科技和生命科学,生物科技,20200619,30963548.0,30963548.0,Nasdaq Global Market,185,GTH
FATBB.O,Fat Brands B,6.710,-0.141,酒店、餐馆与休闲,,119204193.3,非日常生活消费品,消费者服务,餐馆,20210824,16789323.0,16789323.0,Nasdaq Capital Market,186,FATBB
GRDI.O,GRIID Infrastructure,1.820,1.676,软件,,119028000.0,信息技术,软件与服务,应用软件,20240129,65400000.0,65400000.0,Nasdaq Global Market,185,GRDI
CTXR.O,Citius,0.747,0.134,制药,,118843801.407,医疗保健,制药、生物科技和生命科学,制药,20170803,159094781.0,159094781.0,Nasdaq Capital Market,186,CTXR
THM.A,International Tower,0.606,4.483,金属与采矿,黄金[US],118706631.786,原材料,原材料,黄金,20070803,195885531.0,195885531.0,主板,170,THM
RCFA.N,RCF Acquisition,,,资本市场,"SPAC（特殊目的收购公司）[US],空壳公司[US]",118648041.26,金融,金融服务,投资银行业与经纪业,20211231,10727671.0,10727671.0,主板,169,RCFA
CRGO.O,Freightos,2.480,2.893,航空货运与物流,,118619576.16,工业,运输,航空货运与物流,20211117,47638384.0,47638384.0,Nasdaq Capital Market,186,CRGO
LFT.N,Lument Finance,2.260,0.889,抵押房地产投资信托（REITs）,,118564715.04,金融,金融服务,抵押房地产投资信托,20130322,52231152.0,52231152.0,主板,169,LFT
WMPN.O,William Penn,12.390,1.143,商业银行,,118340805.24,金融,银行,区域性银行,20210325,9551316.0,9551316.0,Nasdaq Capital Market,186,WMPN
YS.O,YS Biopharma,0.639,2.951,制药,美国中资概念股,118269958.252,医疗保健,制药、生物科技和生命科学,制药,20210805,188327959.0,188327959.0,Nasdaq Capital Market,186,YS
PCF.N,High Income,6.760,-0.444,资本市场,,117980015.99,金融,金融服务,资产管理与托管银行,19870709,17530463.0,17530463.0,主板,169,PCF
NA.O,毫微,1.800,2.857,半导体产品与设备,"中概科技[US],美国中资概念股",117588380.4,信息技术,半导体产品与设备,半导体产品,20220712,65326878.0,65326878.0,Nasdaq Global Market,185,NA
HNVR.O,Hanover Bancorp,16.230,-0.307,商业银行,,117333226.92,金融,银行,区域性银行,20220511,7229404.0,7229404.0,Nasdaq Global Select Market,185,HNVR
BRAG.O,Bragg Gaming Group,5.160,-2.642,软件,,117299746.44,信息技术,软件与服务,应用软件,20210827,22732509.0,22732509.0,Nasdaq Global Select Market,185,BRAG
ACAB.O,Atlantic Coastal II,10.720,0.281,资本市场,"SPAC（特殊目的收购公司）[US],空壳公司[US]",117230618.24,金融,金融服务,投资银行业与经纪业,20220308,10935692.0,10935692.0,Nasdaq Global Market,185,ACAB
FNGR.O,FingerMotion,2.220,-4.310,无线电信业务,SEC确定摘牌名单[US],116650677.0,通讯业务,电信业务,无线电信业务,20211228,52545350.0,52545350.0,Nasdaq Capital Market,186,FNGR
TKNO.O,Alpha Teknova,2.850,0.000,制药,,116262466.8,医疗保健,制药、生物科技和生命科学,制药,20210625,40793848.0,40793848.0,Nasdaq Global Market,185,TKNO
VIGL.O,Vigil Neuroscience,3.240,-4.425,生物科技,,116242844.04,医疗保健,制药、生物科技和生命科学,生物科技,20220107,35877421.0,35877421.0,Nasdaq Global Select Market,185,VIGL
DMAC.O,Diamedica疗法,3.060,-0.326,生物科技,,116138355.66,医疗保健,制药、生物科技和生命科学,生物科技,20181207,37953711.0,37953711.0,Nasdaq Capital Market,186,DMAC
IXAQ.O,IX Acquisition,11.150,0.000,资本市场,"SPAC（特殊目的收购公司）[US],空壳公司[US]",115800577.52,金融,金融服务,投资银行业与经纪业,20211130,10413721.0,10413721.0,Nasdaq Global Market,185,IXAQ
FRAF.O,富兰克林金融服务,26.490,0.341,商业银行,,115787790.0,金融,银行,区域性银行,20190501,4371000.0,4371000.0,Nasdaq Capital Market,186,FRAF
ARBK.O,Argo Blockchain,2.005,6.085,软件,,115719745.519,信息技术,软件与服务,应用软件,20210923,57715583.8,57715583.8,Nasdaq Global Select Market,185,ARBK
