股票代码,股票简称,美股@最新价,美股@最新涨跌幅,美股@gics行业(三级),美股@所属概念,美股@总市值[20240308],美股@gics行业(一级),美股@gics行业(二级),美股@gics行业(四级),美股@上市日期,美股@总股本[20240308],美股@流通股[20240308],美股@上市板块,market_code,code
MSFT.O,微软,406.220,-0.714,软件,"AR概念股[US],云计算[US],人工智能[US],机器人[US],AI终端[US],多模态 AI(Sora)[US],ESG概念[US],智能穿戴[US],网络游戏[US],云办公[US],SaaS概念[US],ChatGPT[US],人脸识别[US],特朗普概念[US],特朗普税改[US],AIGC概念[US],搜索引擎[US],智慧城市[US],科技股[US],互联网+[US],智能家居[US],明星股[US],高分红概念[US],华为海外供应商[US],盖茨持股[US],信息技术板块",3018391804944.4,信息技术,软件与服务,系统软件,19860313,7430436229.0,7430436229.0,Nasdaq Global Select Market,185,MSFT
AAPL.O,苹果,170.730,1.024,电脑与外围设备,"智能穿戴[US],人工智能[US],数字音乐[US],AR概念股[US],AI终端[US],元宇宙[US],无线充电[US],芯片概念[US],人脸识别[US],流媒体[US],特朗普税改[US],虚拟现实[US],指纹技术[US],无人驾驶[US],科技股[US],BIT概念[US],5G[US],智能家居[US],消费电子[US],明星股[US],高分红概念[US],科技巨头概念[US],巴菲特持股[US],信息技术板块",2636392343130.0,信息技术,技术硬件与设备,电脑硬件、储存设备及电脑周边,19801212,15441881000.0,15441881000.0,Nasdaq Global Select Market,185,AAPL
NVDA.O,英伟达,875.280,-5.548,半导体产品与设备,"大数据[US],区块链[US],半导体[US],多模态 AI(Sora)[US],AI终端[US],ESG概念[US],元宇宙[US],先进封装[US],无人机[US],数据中心[US],ChatGPT[US],人工智能[US],AIGC概念[US],物联网[US],科技股[US],明星股[US],美股概念板块",2188200000000.0,信息技术,半导体产品与设备,半导体产品,19990122,2500000000.0,2500000000.0,Nasdaq Global Select Market,185,NVDA
AMZN.O,亚马逊,175.350,-0.831,多品类零售,"人工智能[US],电子商务[US],云计算[US],智能穿戴[US],元宇宙[US],无人机[US],新零售[US],流媒体[US],科技股[US],智能家居[US],明星股[US],巴菲特持股[US],科技巨头概念[US],平台经济[US],工业互联网[US],互联网板块",1821427309376.8,非日常生活消费品,非必需消费品分销和零售,多品类零售,19970515,10387381291.0,10387381291.0,Nasdaq Global Select Market,185,AMZN
GOOG.O,谷歌C,136.290,0.776,互动媒体与服务,"搜索引擎[US],量子通信[US],网络视频[US],元宇宙[US],云办公[US],ChatGPT[US],AIGC概念[US],科技股[US],明星股[US],科技巨头概念[US],互联网板块",1694493570000.0,通讯业务,媒体与娱乐,互动媒体与服务,20140403,12433000000.0,12433000000.0,Nasdaq Global Select Market,185,GOOG
GOOGL.O,谷歌A,135.410,0.767,互动媒体与服务,"人工智能[US],无人驾驶[US],AI终端[US],多模态 AI(Sora)[US],人形机器人[US],流媒体[US],特朗普税改[US],虚拟现实[US],AIGC概念[US],智能穿戴[US],AR概念股[US],科技股[US],BIT概念[US],智能家居[US],明星股[US],工业互联网[US],机器人,互联网板块",1683552530000.0,通讯业务,媒体与娱乐,互动媒体与服务,20040819,12433000000.0,12433000000.0,Nasdaq Global Select Market,185,GOOGL
META.O,Meta,505.950,-1.218,互动媒体与服务,"人工智能[US],移动互联网[US],虚拟现实[US],多模态 AI(Sora)[US],MR（混合现实）[US],元宇宙[US],云办公[US],人脸识别[US],流媒体[US],AIGC概念[US],科技股[US],互联网+[US],区块链[US],社交媒体[US],工业互联网[US],明星股[US],科技巨头概念[US],互联网板块",1289871513380.7,通讯业务,媒体与娱乐,互动媒体与服务,20120518,2549405106.0,2549405106.0,Nasdaq Global Select Market,185,META
BRK.A.N,伯克希尔哈撒韦 A,608922.250,0.692,金融服务,"明星股[US],金融板块",878335314070.39,金融,金融服务,多领域控股,19881129,1440488.0053,1440488.0053,主板,169,BRK.A
BRK.B.N,伯克希尔哈撒韦 B,403.150,0.189,金融服务,"明星股[US],金融板块",871099109025.2,金融,金融服务,多领域控股,19960509,2160732008.0,2160732008.0,主板,169,BRK.B
TSM.N,台积电,146.420,-1.897,半导体产品与设备,"明星股[US],半导体[US],集成电路[US],先进封装[US],苹果概念股[US],台资中概股[US],科技股[US],中概股指数[US],高分红概念[US],热门中概股[US],华为海外供应商[US],信息技术板块",759135446454.0,信息技术,半导体产品与设备,半导体产品,19971008,5186414200.0,5186414200.0,主板,169,TSM
LLY.N,礼来,761.910,-2.310,制药,"明星股[US],生物医药[US],阿尔茨海默病[US],减肥药[US],高分红概念[US],抗疫概念[US],医疗保健板块",724158335447.28,医疗保健,制药、生物科技和生命科学,制药,19700709,950164452.0,950164452.0,主板,169,LLY
AVGO.O,博通,1308.720,-6.986,半导体产品与设备,"科技股[US],半导体[US],苹果概念股[US],MR（混合现实）[US],元宇宙[US],5G[US],人工智能[US],芯片概念[US],明星股[US],高分红概念[US],华为海外供应商[US],信息技术板块",606488238200.88,信息技术,半导体产品与设备,半导体产品,20160201,463420929.0,463420929.0,Nasdaq Global Select Market,185,AVGO
NVO.N,诺和诺德,133.070,-2.097,制药,"减肥药[US],明星股[US],高分红概念[US],医疗保健板块",593842811904.51,医疗保健,制药、生物科技和生命科学,制药,19810709,4462634793.0,4462634793.0,主板,169,NVO
TSLA.O,特斯拉,175.340,-1.853,汽车,"锂电池[US],新能源汽车[US],汽车制造[US],机器人[US],人形机器人[US],新能源汽车[US],马斯克概念[US],新能源[US],无人驾驶[US],科技股[US],明星股[US],美股概念板块,工业互联网[US]",558421151366.1,非日常生活消费品,汽车与汽车零部件,汽车制造商,20100629,3184790415.0,3184790415.0,Nasdaq Global Select Market,185,TSLA
JPM.N,摩根大通,188.220,0.186,商业银行,"明星股[US],财产管理[US],高分红概念[US],金融板块",542143523353.56,金融,银行,综合性银行,19690305,2880371498.0,2880371498.0,主板,169,JPM
V.N,维萨,280.050,0.640,金融服务,"信用支付[US],巴菲特持股[US],移动支付[US],科技股[US],明星股[US],高分红概念[US],信息技术板块",514296176948.08,金融,金融服务,交易与支付处理服务,20080319,1836509702.0,1836509702.0,主板,169,V
WMT.N,沃尔玛,60.120,-0.398,日常消费品分销和零售,"电子商务[US],新零售[US],明星股[US],高分红概念[US],美股概念板块,盖茨持股[US]",484133871092.04,日常消费品,日常消费品分销和零售,日常消费品零售,19701001,8052792267.0,8052792267.0,主板,169,WMT
UNH.N,联合健康,476.500,-0.462,医疗保健提供商与服务,"健康产业[US],医疗保险[US],明星股[US],高分红概念[US],医疗保健板块",439366138326.13,医疗保健,医疗保健设备与服务,管理型保健护理,19841019,921934109.0,921934109.0,主板,169,UNH
MA.N,万事达,469.370,0.368,金融服务,"移动支付[US],信用支付[US],巴菲特持股[US],科技股[US],明星股[US],高分红概念[US],美股概念板块",437768665290.0,金融,金融服务,交易与支付处理服务,20060525,932891500.0,932891500.0,主板,169,MA
XOM.N,埃克森美孚,108.370,0.941,石油、天然气与消费用燃料,"特朗普税改[US],油气装备[US],油气开采[US],特朗普概念[US],明星股[US],高分红概念[US],能源板块",430034965992.66,能源,能源,综合性石油与天然气企业,19200325,3967844307.0,3967844307.0,主板,169,XOM
ASML.O,阿斯麦,994.330,-5.066,半导体产品与设备,"半导体[US],明星股[US],高分红概念[US],美股概念板块",391191019841.93,信息技术,半导体产品与设备,半导体材料与设备,19950314,393421721.0,393421721.0,Nasdaq Global Select Market,185,ASML
JNJ.N,强生,159.530,0.409,制药,"健康产业[US],特朗普税改[US],巴菲特持股[US],明星股[US],高分红概念[US],抗疫概念[US],医疗保健板块",384246548210.56,医疗保健,制药、生物科技和生命科学,制药,19440925,2408767228.0,2408767228.0,主板,169,JNJ
PG.N,宝洁,160.320,-0.168,居家用品,"巴菲特持股[US],明星股[US],健康产业[US],ESG概念[US],高分红概念[US],美股概念板块",377306926008.9,日常消费品,家庭与个人用品,居家用品,18910611,2353021054.0,2353021054.0,主板,169,PG
HD.N,家得宝,373.320,-0.850,专营零售,"明星股[US],现代服务业[US],ESG概念[US],高分红概念[US],美股概念板块",371581009457.4,非日常生活消费品,非必需消费品分销和零售,家庭装潢零售,19810901,995261844.0,995261844.0,主板,169,HD
AMD.O,超微半导体,207.390,-1.888,半导体产品与设备,"半导体[US],虚拟现实[US],多模态 AI(Sora)[US],AI终端[US],机器人[US],元宇宙[US],先进封装[US],数据中心[US],人工智能[US],苹果概念股[US],ChatGPT[US],芯片概念[US],区块链[US],明星股[US],美股概念板块",335098032954.99,信息技术,半导体产品与设备,半导体产品,20150102,1615786841.0,1615786841.0,Nasdaq Capital Market,186,AMD
TM.N,丰田汽车,242.810,-2.065,汽车,"明星股[US],新能源汽车[US],汽车制造[US],新能源汽车[US],固态电池[US],日本概念[US],高分红概念[US],美股概念板块",327463430752.49,非日常生活消费品,汽车与汽车零部件,汽车制造商,19990929,1348585086.7,1348585086.7,主板,169,TM
COST.O,好市多,725.560,-7.641,日常消费品分销和零售,"新零售[US],物流[US],明星股[US],高分红概念[US],美股概念板块",321821412440.0,日常消费品,日常消费品分销和零售,日常消费品零售,19931021,443549000.0,443549000.0,Nasdaq Global Select Market,185,COST
ABBV.N,艾伯维,178.820,-0.953,制药,"生物医药[US],明星股[US],高分红概念[US],巴菲特持股[US],医疗保健板块",315933760257.15,医疗保健,制药、生物科技和生命科学,制药,20130102,1766473359.0,1766473359.0,主板,169,ABBV
MRK.N,默沙东,123.490,-0.395,制药,"生物疫苗[US],生物医药[US],抗癌医药[US],特朗普概念[US],特朗普税改[US],明星股[US],高分红概念[US],健康产业[US],医疗保健板块",312781518192.0,医疗保健,制药、生物科技和生命科学,制药,19460515,2532643872.0,2532643872.0,主板,169,MRK
ORCL.N,甲骨文,112.450,-1.851,软件,"科技股[US],大数据[US],云计算[US],ChatGPT[US],SaaS概念[US],特朗普概念[US],智慧城市[US],区块链[US],明星股[US],高分红概念[US],华为海外供应商[US],信息技术板块",309033811240.0,信息技术,软件与服务,系统软件,20130715,2748922000.0,2748922000.0,主板,169,ORCL
CRM.N,赛富时,305.410,0.946,软件,"云计算[US],人工智能[US],ESG概念[US],SaaS概念[US],科技股[US],明星股[US],互联网板块",296121600000.0,信息技术,软件与服务,应用软件,20040623,970000000.0,970000000.0,主板,169,CRM
BAC.N,美国银行,35.590,-0.084,商业银行,"巴菲特持股[US],财产管理[US],明星股[US],高分红概念[US],金融板块",280266608495.2,金融,银行,综合性银行,19790605,7872657542.0,7872657542.0,主板,169,BAC
CVX.N,雪佛龙,149.930,0.341,石油、天然气与消费用燃料,"天然气[US],页岩油[US],油气装备[US],明星股[US],高分红概念[US],巴菲特持股[US],能源板块",278367501700.8,能源,能源,综合性石油与天然气企业,19210624,1857269160.0,1857269160.0,主板,169,CVX
NFLX.O,奈飞,604.820,-0.606,娱乐,"科技股[US],流媒体[US],明星股[US],科技巨头概念[US],互联网板块",261741651594.88,通讯业务,媒体与娱乐,电影和娱乐,20020523,432759584.0,432759584.0,Nasdaq Global Select Market,185,NFLX
KO.N,可口可乐,59.530,0.135,饮料,"巴菲特持股[US],O2O[US],明星股[US],高分红概念[US],美股概念板块",256677391119.36,日常消费品,食品、饮料与烟草,软饮料与不含酒精饮料,19190915,4312456168.0,4312456168.0,主板,169,KO
ADBE.O,奥多比,551.690,-0.782,软件,"科技股[US],ESG概念[US],元宇宙[US],SaaS概念[US],ChatGPT[US],明星股[US],美股概念板块",249665214181.38,信息技术,软件与服务,应用软件,19860815,452546202.0,452546202.0,Nasdaq Global Select Market,185,ADBE
ACN.N,埃森哲,378.160,-2.259,专业服务,"现代服务业[US],明星股[US],高分红概念[US],美股概念板块",237229934260.15,工业,商业和专业服务,调查和咨询服务,20090901,627310295.0,627310295.0,主板,169,ACN
TMO.N,赛默飞世尔,597.580,-0.008,生命科学工具和服务,"健康产业[US],明星股[US],医疗保健板块",227876024479.48,医疗保健,制药、生物科技和生命科学,生命科学工具和服务,19800101,381312268.0,381312268.0,主板,169,TMO
SAP.N,SAP,192.990,-1.319,软件,"ChatGPT[US],SaaS概念[US],明星股[US],高分红概念[US],信息技术板块",225263535517.44,信息技术,软件与服务,应用软件,19980803,1167229056.0,1167229056.0,主板,169,SAP
PEP.O,百事,163.050,-0.037,饮料,"明星股[US],体育[US],高分红概念[US],美股概念板块",224100692636.55,日常消费品,食品、饮料与烟草,软饮料与不含酒精饮料,20171220,1374429271.0,1374429271.0,Nasdaq Global Select Market,185,PEP
LIN.O,Linde,462.550,-0.589,化学制品,,222753197123.6,原材料,原材料,工业气体,20231107,481576472.0,481576472.0,Nasdaq Global Select Market,185,LIN
MCD.N,麦当劳,292.560,0.495,酒店、餐馆与休闲,"餐饮连锁[US],明星股[US],O2O[US],高分红概念[US],美股概念板块",211236162814.4,非日常生活消费品,消费者服务,餐馆,19650421,722051488.0,722051488.0,主板,169,MCD
ABT.N,雅培,120.980,0.033,医疗保健设备与用品,"生物医药[US],婴幼儿产品[US],健康产业[US],明星股[US],高分红概念[US],抗疫概念[US],医疗保健板块",209887891597.44,医疗保健,医疗保健设备与服务,医疗保健设备,19370301,1735184289.0,1735184289.0,主板,169,ABT
SHEL.N,壳牌,64.315,0.109,石油、天然气与消费用燃料,,209815347015.84,能源,能源,综合性石油与天然气企业,20220131,3262054524.5,3262054524.5,主板,169,SHEL
AZN.O,阿斯利康,66.500,0.468,制药,"减肥药[US],明星股[US],抗疫概念[US],美股概念板块",206177333894.0,医疗保健,制药、生物科技和生命科学,制药,20200928,3100411036.0,3100411036.0,Nasdaq Global Select Market,185,AZN
NVS.N,诺华,100.730,0.781,制药,"CAR-T[US],明星股[US],高分红概念[US],医疗保健板块",205854662730.06,医疗保健,制药、生物科技和生命科学,制药,20000512,2044033986.0,2044033986.0,主板,169,NVS
WFC.N,富国银行,57.065,0.123,商业银行,"明星股[US],财产管理[US],巴菲特持股[US],高分红概念[US],贸易战受益股[US],金融板块",204164699917.23,金融,银行,综合性银行,19621210,3577443489.0,3577443489.0,主板,169,WFC
DIS.N,迪士尼,110.330,0.127,娱乐,"品牌服饰[US],文化传媒[US],玩具及消闲用品[US],明星股[US],高分红概念[US],美股概念板块",202360222565.2,通讯业务,媒体与娱乐,电影和娱乐,19571112,1834302235.0,1834302235.0,主板,169,DIS
CSCO.O,思科,49.500,1.227,通信设备,"网络安全[US],智慧城市[US],互联网+[US],ChatGPT[US],5G[US],云办公[US],人工智能[US],特朗普税改[US],科技股[US],明星股[US],高分红概念[US],信息技术板块",200434760460.0,信息技术,技术硬件与设备,通信设备,19900216,4049187080.0,4049187080.0,Nasdaq Global Select Market,185,CSCO
TMUS.O,T-Mobile US,163.990,-0.243,无线电信业务,"电信运营[US],5G[US],明星股[US],巴菲特持股[US],美股概念板块",194634413624.25,通讯业务,电信业务,无线电信业务,20151027,1186867575.0,1186867575.0,Nasdaq Global Select Market,185,TMUS
QCOM.O,高通,170.570,-2.931,半导体产品与设备,"半导体[US],集成电路[US],苹果概念股[US],多模态 AI(Sora)[US],元宇宙[US],5G[US],虚拟现实[US],无线充电[US],芯片概念[US],人工智能[US],智慧城市[US],科技股[US],明星股[US],高分红概念[US],华为海外供应商[US],信息技术板块",190356120000.0,信息技术,半导体产品与设备,半导体产品,19911213,1116000000.0,1116000000.0,Nasdaq Global Select Market,185,QCOM
DHR.N,丹纳赫,253.910,-0.169,生命科学工具和服务,"医疗器械[US],明星股[US],美股概念板块",187654930615.25,医疗保健,制药、生物科技和生命科学,生命科学工具和服务,19691210,739701725.0,739701725.0,主板,169,DHR
BABA.N,阿里巴巴,73.540,1.392,多品类零售,"云计算[US],人工智能[US],明星股[US],电子商务[US],元宇宙[US],5G[US],大数据[US],云办公[US],NFT概念[US],CDR概念[US],新零售[US],电子竞技[US],AIGC概念[US],智慧城市[US],量子通信[US],物联网[US],数字音乐[US],BIT概念[US],SEC确定摘牌名单[US],回港中概股[US],热门中概股[US],平台经济[US],工业互联网[US],美国中资概念股,互联网板块",187315650980.25,非日常生活消费品,非必需消费品分销和零售,多品类零售,20140919,2546779755.0,2546779755.0,主板,169,BABA
INTC.O,英特尔,44.000,-4.659,半导体产品与设备,"芯片概念[US],科技股[US],半导体[US],多模态 AI(Sora)[US],机器人[US],MR（混合现实）[US],元宇宙[US],5G[US],先进封装[US],数据中心[US],苹果概念股[US],CPO（共封装光学）概念[US],人工智能[US],智慧城市[US],明星股[US],高分红概念[US],华为海外供应商[US],信息技术板块",186032000000.0,信息技术,半导体产品与设备,半导体产品,19711013,4228000000.0,4228000000.0,Nasdaq Global Select Market,185,INTC
GE.N,通用电气,167.970,0.877,工业集团企业,"航空[US],特朗普税改[US],智慧城市[US],明星股[US],高分红概念[US],美股概念板块,工业互联网[US]",182796629699.84,工业,资本品,工业集团企业,18920623,1088334304.0,1088334304.0,主板,169,GE
INTU.O,财捷,651.730,0.368,软件,"财产管理[US],ESG概念[US],SaaS概念[US],明星股[US],美股概念板块",182470713670.0,信息技术,软件与服务,应用软件,19930312,279979000.0,279979000.0,Nasdaq Global Select Market,185,INTU
IBM.N,IBM,195.900,-0.300,信息技术服务,"区块链[US],大数据[US],云计算[US],ChatGPT[US],芯片概念[US],人工智能[US],特朗普税改[US],智慧城市[US],量子通信[US],科技股[US],BIT概念[US],明星股[US],高分红概念[US],信息技术板块",179636152965.6,信息技术,软件与服务,信息科技咨询与其它服务,19151111,916744848.0,916744848.0,主板,169,IBM
AMAT.O,应用材料,205.560,-3.316,半导体产品与设备,"光伏概念[US],太阳能[US],半导体[US],ESG概念[US],OLED[US],明星股[US],信息技术板块",170799260499.36,信息技术,半导体产品与设备,半导体材料与设备,19780106,830897356.0,830897356.0,Nasdaq Global Select Market,185,AMAT
CAT.N,卡特彼勒,339.280,-0.303,机械制造,"农业现代化[US],工程建设[US],基础建设[US],特朗普概念[US],明星股[US],高分红概念[US],美股概念板块",169383775872.11,工业,资本品,建筑机械和重型运输设备,19291202,499377269.0,499377269.0,主板,169,CAT
CMCSA.O,康卡斯特,42.580,2.013,媒体,"文化传媒[US],明星股[US],高分红概念[US],美股概念板块",169121685494.62,通讯业务,媒体与娱乐,有线和卫星电视,19720629,3971857339.0,3971857339.0,Nasdaq Global Select Market,185,CMCSA
VZ.N,威瑞森通信,39.510,-0.051,综合电信业务,"电信运营[US],巴菲特持股[US],5G[US],互联网+[US],明星股[US],高分红概念[US],美股概念板块,现代服务业[US],贸易战受益股[US]",166110804222.93,通讯业务,电信业务,综合电信业务,19831125,4204272443.0,4204272443.0,主板,169,VZ
UBER.N,优步,78.710,-0.894,地面运输,"飞行汽车[US],外卖概念[US],明星股[US],美股概念板块",163420345380.0,工业,运输,地面客运,20190510,2076497400.0,2076497400.0,主板,169,UBER
AXP.N,美国运通,223.400,-0.022,消费信贷,"巴菲特持股[US],信用支付[US],区块链[US],明星股[US],高分红概念[US],金融板块",161690794322.19,金融,金融服务,消费信贷,19770518,723869787.0,723869787.0,主板,169,AXP
KOF.N,可口可乐凡萨瓶装,95.840,-0.982,饮料,"明星股[US],高分红概念[US],美股概念板块",161075011192.06,日常消费品,食品、饮料与烟草,软饮料与不含酒精饮料,19930914,1680665809.6,1680665809.6,主板,169,KOF
TXN.O,德州仪器,172.300,-1.695,半导体产品与设备,"无线充电[US],半导体[US],ESG概念[US],苹果概念股[US],MCU[US],明星股[US],高分红概念[US],华为海外供应商[US],信息技术板块",156670266057.9,信息技术,半导体产品与设备,半导体产品,20120103,909287673.0,909287673.0,Nasdaq Global Select Market,185,TXN
NOW.N,ServiceNow,757.960,-1.354,软件,"SaaS概念[US],明星股[US],互联网板块",155324400000.0,信息技术,软件与服务,系统软件,20120629,205000000.0,205000000.0,主板,169,NOW
TTE.N,道达尔,65.800,0.213,石油、天然气与消费用燃料,能源板块,154718910241.38,能源,能源,综合性石油与天然气企业,19911025,2351708622.0,2351708622.0,主板,169,TTE
PFE.N,辉瑞,27.225,1.605,制药,"特朗普税改[US],抗癌医药[US],生物医药[US],抗疫概念[US],明星股[US],高分红概念[US],医疗保健板块",153705308728.5,医疗保健,制药、生物科技和生命科学,制药,19440117,5646778425.0,5646778425.0,主板,169,PFE
UNP.N,联合太平洋,251.060,0.771,地面运输,"物流[US],明星股[US],高分红概念[US],美股概念板块",153029865297.44,工业,运输,铁路运输,19690620,609777914.0,609777914.0,主板,169,UNP
NKE.N,耐克,99.180,0.988,纺织品、服装与奢侈品,"体育[US],品牌服饰[US],明星股[US],高分红概念[US],美股概念板块",150239504262.88,非日常生活消费品,耐用消费品与服装,鞋类,19801205,1515122068.0,1515122068.0,主板,169,NKE
AMGN.O,安进,273.750,0.326,生物科技,"生物医药[US],明星股[US],高分红概念[US],医疗保健板块",146707799148.75,医疗保健,制药、生物科技和生命科学,生物科技,19830617,535918901.0,535918901.0,Nasdaq Global Select Market,185,AMGN
PDD.O,拼多多,110.340,-5.805,多品类零售,"电子商务[US],腾讯概念[US],SEC确定摘牌名单[US],明星股[US],中概股指数[US],平台经济[US],美股概念板块,热门中概股[US],美国中资概念股",146596300503.66,非日常生活消费品,非必需消费品分销和零售,多品类零售,20180726,1328587099.0,1328587099.0,Nasdaq Global Select Market,185,PDD
BHP.N,必和必拓集团,57.290,-0.899,金属与采矿,"特斯拉概念[US],煤炭概念[US],明星股[US],高分红概念[US],美股概念板块",145135758929.4,原材料,原材料,多种金属与采矿,19870528,2532910278.0,2532910278.0,主板,169,BHP
PM.N,菲利普莫里斯,92.680,1.279,烟草,"明星股[US],高分红概念[US],美股概念板块",143881677409.96,日常消费品,食品、饮料与烟草,烟草,20080318,1552456597.0,1552456597.0,主板,169,PM
HSBC.N,汇丰控股,37.445,-1.162,商业银行,"明星股[US],高分红概念[US],金融板块",142654279330.37,金融,银行,综合性银行,19990716,3810210452.2,3810210452.2,主板,169,HSBC
MS.N,摩根士丹利,87.045,1.045,资本市场,"财产管理[US],明星股[US],高分红概念[US],金融板块",142333752570.88,金融,金融服务,投资银行业与经纪业,19860321,1635268297.0,1635268297.0,主板,169,MS
RY.N,加拿大皇家银行,99.340,-0.070,商业银行,"明星股[US],高分红概念[US],金融板块",140441292307.47,金融,银行,综合性银行,19951020,1413885959.0,1413885959.0,主板,169,RY
LOW.N,劳氏,241.940,0.095,专营零售,"明星股[US],高分红概念[US],美股概念板块",138879300000.0,非日常生活消费品,非必需消费品分销和零售,家庭装潢零售,19791219,574000000.0,574000000.0,主板,169,LOW
ISRG.O,直觉外科,391.850,-0.211,医疗保健设备与用品,"医疗器械[US],明星股[US],美股概念板块",138058889416.55,医疗保健,医疗保健设备与服务,医疗保健设备,20000613,352325863.0,352325863.0,Nasdaq Global Select Market,185,ISRG
SYK.N,史赛克,357.650,0.070,医疗保健设备与用品,"医疗器械[US],明星股[US],医疗保健板块",136085090563.32,医疗保健,医疗保健设备与服务,医疗保健设备,19970724,380264036.0,380264036.0,主板,169,SYK
ARM.O,Arm Holdings,131.480,-6.653,半导体产品与设备,"英伟达持股[US],次新上市股[US]",135171346623.56,信息技术,半导体产品与设备,半导体产品,20230914,1028075347.0,1028075347.0,Nasdaq Global Select Market,185,ARM
SPGI.N,标普全球,428.270,0.366,资本市场,"明星股[US],美股概念板块",134507043000.0,金融,金融服务,金融交易所和数据,19290214,314100000.0,314100000.0,主板,169,SPGI
COP.N,康菲石油,113.000,0.231,石油、天然气与消费用燃料,"油气装备[US],页岩油[US],天然气[US],明星股[US],高分红概念[US],能源板块",132934145584.0,能源,能源,石油与天然气的勘探与生产,20020903,1176408368.0,1176408368.0,主板,169,COP
UPS.N,联合包裹,153.960,0.359,航空货运与物流,"巴菲特持股[US],明星股[US],物流[US],高分红概念[US],美股概念板块",131274465271.56,工业,运输,航空货运与物流,19991110,852653061.0,852653061.0,主板,169,UPS
HON.O,霍尼韦尔,200.750,-0.918,工业集团企业,"航空[US],明星股[US]",130925498759.0,工业,资本品,工业集团企业,20210512,652181812.0,652181812.0,Nasdaq Global Select Market,185,HON
MUFG.N,三菱日联金融,11.000,0.548,商业银行,"日本概念[US],明星股[US],高分红概念[US],金融板块",130684109017.0,金融,银行,综合性银行,19890922,11880373547.0,11880373547.0,主板,169,MUFG
GS.N,高盛,387.100,-0.371,资本市场,"明星股[US],财产管理[US],高分红概念[US],金融板块",125989527461.53,金融,金融服务,投资银行业与经纪业,19990504,325562747.0,325562747.0,主板,169,GS
LRCX.O,拉姆研究,956.650,-3.813,半导体产品与设备,"集成电路[US],半导体[US],ESG概念[US],明星股[US],信息技术板块",125419684950.0,信息技术,半导体产品与设备,半导体材料与设备,19840504,131103000.0,131103000.0,Nasdaq Global Select Market,185,LRCX
BUD.N,百威英博,62.090,0.747,饮料,"明星股[US],啤酒概念[US],酒精饮料[US],高分红概念[US],美股概念板块",125153280000.0,日常消费品,食品、饮料与烟草,啤酒酿造商,20090916,2016000000.0,2016000000.0,主板,169,BUD
PLD.N,安博,135.080,1.755,工业REIT,"物流[US],ESG概念[US],明星股[US],高分红概念[US],美股概念板块",124923676670.0,房地产,房地产投资信托（REITs）,工业REIT,19971121,924881000.0,924881000.0,主板,169,PLD
BLK.N,贝莱德,835.955,0.531,资本市场,"财产管理[US],ESG概念[US],明星股[US],高分红概念[US],美股概念板块",124533795574.92,金融,金融服务,资产管理与托管银行,19991001,148942491.0,148942491.0,主板,169,BLK
T.N,美国电话电报,17.200,0.880,综合电信业务,"电信运营[US],量子通信[US],5G[US],互联网+[US],明星股[US],高分红概念[US],美股概念板块,现代服务业[US]",123028026751.6,通讯业务,电信业务,综合电信业务,19831125,7152792253.0,7152792253.0,主板,169,T
UL.N,联合利华,49.180,0.408,居家用品,"明星股[US],高分红概念[US],美股概念板块",122901696928.58,日常消费品,家庭与个人用品,居家用品,19611212,2499017831.0,2499017831.0,主板,169,UL
SCHW.N,嘉信理财,67.170,-1.496,资本市场,"现代服务业[US],明星股[US],美股概念板块",122542866939.06,金融,金融服务,投资银行业与经纪业,20100305,1824369018.0,1824369018.0,主板,169,SCHW
SNY.O,赛诺菲-安万特,48.250,0.395,制药,"减肥药[US],明星股[US],医疗保健板块",122053197008.5,医疗保健,制药、生物科技和生命科学,制药,20190102,2529599938.0,2529599938.0,Nasdaq Global Select Market,185,SNY
BA.N,波音,198.510,-2.236,航空航天与国防,"军工[US],特朗普概念[US],航空[US],无人机[US],太空探索[US],明星股[US],高分红概念[US],美股概念板块",121105736840.45,工业,资本品,航天航空与国防,19340905,610135205.0,610135205.0,主板,169,BA
RTX.N,雷神技术,90.860,0.364,航空航天与国防,"明星股[US],高分红概念[US],美股概念板块",120582028308.48,工业,资本品,航天航空与国防,19340905,1326826896.0,1326826896.0,主板,169,RTX
BKNG.O,Booking Holdings,3485.700,0.228,酒店、餐馆与休闲,"旅游观光[US],明星股[US],美股概念板块",119109948813.9,非日常生活消费品,消费者服务,酒店、度假村与豪华游轮,19990329,34171027.0,34171027.0,Nasdaq Global Select Market,185,BKNG
ETN.N,伊顿,297.520,-1.209,电气设备,"现代服务业[US],明星股[US],高分红概念[US],美股概念板块",118847255000.0,工业,资本品,电气部件与设备,20121203,399500000.0,399500000.0,主板,169,ETN
NEE.N,新纪元能源,57.820,2.773,电力公用事业,"风电[US],明星股[US],高分红概念[US],美股概念板块",118650929392.74,公用事业,公用事业,电力公用事业,19500215,2052429154.0,2052429154.0,主板,169,NEE
ELV.N,Elevance Health,503.010,0.277,医疗保健提供商与服务,医疗保健板块,117025393642.95,医疗保健,医疗保健设备与服务,管理型保健护理,20011030,232668735.0,232668735.0,主板,169,ELV
PGR.N,美国前进保险,198.430,1.168,保险,"明星股[US],高分红概念[US],金融板块",116204265632.24,金融,保险,财产与意外伤害保险,19710401,585677464.0,585677464.0,主板,169,PGR
