证券代码,证券名称,"存货
[报告期]1990年一季
[报告类型]合并报表
[单位]元","存货
[报告期]1990年二季/中报
[报告类型]合并报表
[单位]元","存货
[报告期]1990年三季
[报告类型]合并报表
[单位]元","存货
[报告期]1990年年报
[报告类型]合并报表
[单位]元","存货
[报告期]1991年一季
[报告类型]合并报表
[单位]元","存货
[报告期]1991年二季/中报
[报告类型]合并报表
[单位]元","存货
[报告期]1991年三季
[报告类型]合并报表
[单位]元","存货
[报告期]1991年年报
[报告类型]合并报表
[单位]元","存货
[报告期]1992年一季
[报告类型]合并报表
[单位]元","存货
[报告期]1992年二季/中报
[报告类型]合并报表
[单位]元","存货
[报告期]1992年三季
[报告类型]合并报表
[单位]元","存货
[报告期]1992年年报
[报告类型]合并报表
[单位]元","存货
[报告期]1993年一季
[报告类型]合并报表
[单位]元","存货
[报告期]1993年二季/中报
[报告类型]合并报表
[单位]元","存货
[报告期]1993年三季
[报告类型]合并报表
[单位]元","存货
[报告期]1993年年报
[报告类型]合并报表
[单位]元","存货
[报告期]1994年一季
[报告类型]合并报表
[单位]元","存货
[报告期]1994年二季/中报
[报告类型]合并报表
[单位]元","存货
[报告期]1994年三季
[报告类型]合并报表
[单位]元","存货
[报告期]1994年年报
[报告类型]合并报表
[单位]元","存货
[报告期]1995年一季
[报告类型]合并报表
[单位]元","存货
[报告期]1995年二季/中报
[报告类型]合并报表
[单位]元","存货
[报告期]1995年三季
[报告类型]合并报表
[单位]元","存货
[报告期]1995年年报
[报告类型]合并报表
[单位]元","存货
[报告期]1996年一季
[报告类型]合并报表
[单位]元","存货
[报告期]1996年二季/中报
[报告类型]合并报表
[单位]元","存货
[报告期]1996年三季
[报告类型]合并报表
[单位]元","存货
[报告期]1996年年报
[报告类型]合并报表
[单位]元","存货
[报告期]1997年一季
[报告类型]合并报表
[单位]元","存货
[报告期]1997年二季/中报
[报告类型]合并报表
[单位]元","存货
[报告期]1997年三季
[报告类型]合并报表
[单位]元","存货
[报告期]1997年年报
[报告类型]合并报表
[单位]元","存货
[报告期]1998年一季
[报告类型]合并报表
[单位]元","存货
[报告期]1998年二季/中报
[报告类型]合并报表
[单位]元","存货
[报告期]1998年三季
[报告类型]合并报表
[单位]元","存货
[报告期]1998年年报
[报告类型]合并报表
[单位]元","存货
[报告期]1999年一季
[报告类型]合并报表
[单位]元","存货
[报告期]1999年二季/中报
[报告类型]合并报表
[单位]元","存货
[报告期]1999年三季
[报告类型]合并报表
[单位]元","存货
[报告期]1999年年报
[报告类型]合并报表
[单位]元","存货
[报告期]2000年一季
[报告类型]合并报表
[单位]元","存货
[报告期]2000年二季/中报
[报告类型]合并报表
[单位]元","存货
[报告期]2000年三季
[报告类型]合并报表
[单位]元","存货
[报告期]2000年年报
[报告类型]合并报表
[单位]元","存货
[报告期]2001年一季
[报告类型]合并报表
[单位]元","存货
[报告期]2001年二季/中报
[报告类型]合并报表
[单位]元","存货
[报告期]2001年三季
[报告类型]合并报表
[单位]元","存货
[报告期]2001年年报
[报告类型]合并报表
[单位]元","存货
[报告期]2002年一季
[报告类型]合并报表
[单位]元","存货
[报告期]2002年二季/中报
[报告类型]合并报表
[单位]元","存货
[报告期]2002年三季
[报告类型]合并报表
[单位]元","存货
[报告期]2002年年报
[报告类型]合并报表
[单位]元","存货
[报告期]2003年一季
[报告类型]合并报表
[单位]元","存货
[报告期]2003年二季/中报
[报告类型]合并报表
[单位]元","存货
[报告期]2003年三季
[报告类型]合并报表
[单位]元","存货
[报告期]2003年年报
[报告类型]合并报表
[单位]元","存货
[报告期]2004年一季
[报告类型]合并报表
[单位]元","存货
[报告期]2004年二季/中报
[报告类型]合并报表
[单位]元","存货
[报告期]2004年三季
[报告类型]合并报表
[单位]元","存货
[报告期]2004年年报
[报告类型]合并报表
[单位]元","存货
[报告期]2005年一季
[报告类型]合并报表
[单位]元","存货
[报告期]2005年二季/中报
[报告类型]合并报表
[单位]元","存货
[报告期]2005年三季
[报告类型]合并报表
[单位]元","存货
[报告期]2005年年报
[报告类型]合并报表
[单位]元","存货
[报告期]2006年一季
[报告类型]合并报表
[单位]元","存货
[报告期]2006年二季/中报
[报告类型]合并报表
[单位]元","存货
[报告期]2006年三季
[报告类型]合并报表
[单位]元","存货
[报告期]2006年年报
[报告类型]合并报表
[单位]元","存货
[报告期]2007年一季
[报告类型]合并报表
[单位]元","存货
[报告期]2007年二季/中报
[报告类型]合并报表
[单位]元","存货
[报告期]2007年三季
[报告类型]合并报表
[单位]元","存货
[报告期]2007年年报
[报告类型]合并报表
[单位]元","存货
[报告期]2008年一季
[报告类型]合并报表
[单位]元","存货
[报告期]2008年二季/中报
[报告类型]合并报表
[单位]元","存货
[报告期]2008年三季
[报告类型]合并报表
[单位]元","存货
[报告期]2008年年报
[报告类型]合并报表
[单位]元","存货
[报告期]2009年一季
[报告类型]合并报表
[单位]元","存货
[报告期]2009年二季/中报
[报告类型]合并报表
[单位]元","存货
[报告期]2009年三季
[报告类型]合并报表
[单位]元","存货
[报告期]2009年年报
[报告类型]合并报表
[单位]元","存货
[报告期]2010年一季
[报告类型]合并报表
[单位]元","存货
[报告期]2010年二季/中报
[报告类型]合并报表
[单位]元","存货
[报告期]2010年三季
[报告类型]合并报表
[单位]元","存货
[报告期]2010年年报
[报告类型]合并报表
[单位]元","存货
[报告期]2011年一季
[报告类型]合并报表
[单位]元","存货
[报告期]2011年二季/中报
[报告类型]合并报表
[单位]元","存货
[报告期]2011年三季
[报告类型]合并报表
[单位]元","存货
[报告期]2011年年报
[报告类型]合并报表
[单位]元","存货
[报告期]2012年一季
[报告类型]合并报表
[单位]元","存货
[报告期]2012年二季/中报
[报告类型]合并报表
[单位]元","存货
[报告期]2012年三季
[报告类型]合并报表
[单位]元","存货
[报告期]2012年年报
[报告类型]合并报表
[单位]元","存货
[报告期]2013年一季
[报告类型]合并报表
[单位]元","存货
[报告期]2013年二季/中报
[报告类型]合并报表
[单位]元","存货
[报告期]2013年三季
[报告类型]合并报表
[单位]元","存货
[报告期]2013年年报
[报告类型]合并报表
[单位]元","存货
[报告期]2014年一季
[报告类型]合并报表
[单位]元","存货
[报告期]2014年二季/中报
[报告类型]合并报表
[单位]元","存货
[报告期]2014年三季
[报告类型]合并报表
[单位]元","存货
[报告期]2014年年报
[报告类型]合并报表
[单位]元","存货
[报告期]2015年一季
[报告类型]合并报表
[单位]元","存货
[报告期]2015年二季/中报
[报告类型]合并报表
[单位]元","存货
[报告期]2015年三季
[报告类型]合并报表
[单位]元","存货
[报告期]2015年年报
[报告类型]合并报表
[单位]元","存货
[报告期]2016年一季
[报告类型]合并报表
[单位]元","存货
[报告期]2016年二季/中报
[报告类型]合并报表
[单位]元","存货
[报告期]2016年三季
[报告类型]合并报表
[单位]元","存货
[报告期]2016年年报
[报告类型]合并报表
[单位]元","存货
[报告期]2017年一季
[报告类型]合并报表
[单位]元","存货
[报告期]2017年二季/中报
[报告类型]合并报表
[单位]元","存货
[报告期]2017年三季
[报告类型]合并报表
[单位]元","存货
[报告期]2017年年报
[报告类型]合并报表
[单位]元","存货
[报告期]2018年一季
[报告类型]合并报表
[单位]元","存货
[报告期]2018年二季/中报
[报告类型]合并报表
[单位]元","存货
[报告期]2018年三季
[报告类型]合并报表
[单位]元","存货
[报告期]2018年年报
[报告类型]合并报表
[单位]元","存货
[报告期]2019年一季
[报告类型]合并报表
[单位]元","存货
[报告期]2019年二季/中报
[报告类型]合并报表
[单位]元","存货
[报告期]2019年三季
[报告类型]合并报表
[单位]元","存货
[报告期]2019年年报
[报告类型]合并报表
[单位]元","存货
[报告期]2020年一季
[报告类型]合并报表
[单位]元","存货
[报告期]2020年二季/中报
[报告类型]合并报表
[单位]元","存货
[报告期]2020年三季
[报告类型]合并报表
[单位]元","存货
[报告期]2020年年报
[报告类型]合并报表
[单位]元","存货
[报告期]2021年一季
[报告类型]合并报表
[单位]元","存货
[报告期]2021年二季/中报
[报告类型]合并报表
[单位]元","存货
[报告期]2021年三季
[报告类型]合并报表
[单位]元","存货
[报告期]2021年年报
[报告类型]合并报表
[单位]元","存货
[报告期]2022年一季
[报告类型]合并报表
[单位]元","存货
[报告期]2022年二季/中报
[报告类型]合并报表
[单位]元","存货
[报告期]2022年三季
[报告类型]合并报表
[单位]元","存货
[报告期]2022年年报
[报告类型]合并报表
[单位]元","存货
[报告期]2023年一季
[报告类型]合并报表
[单位]元","存货
[报告期]2023年二季/中报
[报告类型]合并报表
[单位]元","存货
[报告期]2023年三季
[报告类型]合并报表
[单位]元","存货
[报告期]2023年年报
[报告类型]合并报表
[单位]元","存货
[报告期]2024年一季
[报告类型]合并报表
[单位]元","存货
[报告期]2024年二季/中报
[报告类型]合并报表
[单位]元","存货
[报告期]2024年三季
[报告类型]合并报表
[单位]元","存货
[报告期]2024年年报
[报告类型]合并报表
[单位]元","在建工程
[报告期]1990年一季
[报告类型]合并报表
[单位]元","在建工程
[报告期]1990年二季/中报
[报告类型]合并报表
[单位]元","在建工程
[报告期]1990年三季
[报告类型]合并报表
[单位]元","在建工程
[报告期]1990年年报
[报告类型]合并报表
[单位]元","在建工程
[报告期]1991年一季
[报告类型]合并报表
[单位]元","在建工程
[报告期]1991年二季/中报
[报告类型]合并报表
[单位]元","在建工程
[报告期]1991年三季
[报告类型]合并报表
[单位]元","在建工程
[报告期]1991年年报
[报告类型]合并报表
[单位]元","在建工程
[报告期]1992年一季
[报告类型]合并报表
[单位]元","在建工程
[报告期]1992年二季/中报
[报告类型]合并报表
[单位]元","在建工程
[报告期]1992年三季
[报告类型]合并报表
[单位]元","在建工程
[报告期]1992年年报
[报告类型]合并报表
[单位]元","在建工程
[报告期]1993年一季
[报告类型]合并报表
[单位]元","在建工程
[报告期]1993年二季/中报
[报告类型]合并报表
[单位]元","在建工程
[报告期]1993年三季
[报告类型]合并报表
[单位]元","在建工程
[报告期]1993年年报
[报告类型]合并报表
[单位]元","在建工程
[报告期]1994年一季
[报告类型]合并报表
[单位]元","在建工程
[报告期]1994年二季/中报
[报告类型]合并报表
[单位]元","在建工程
[报告期]1994年三季
[报告类型]合并报表
[单位]元","在建工程
[报告期]1994年年报
[报告类型]合并报表
[单位]元","在建工程
[报告期]1995年一季
[报告类型]合并报表
[单位]元","在建工程
[报告期]1995年二季/中报
[报告类型]合并报表
[单位]元","在建工程
[报告期]1995年三季
[报告类型]合并报表
[单位]元","在建工程
[报告期]1995年年报
[报告类型]合并报表
[单位]元","在建工程
[报告期]1996年一季
[报告类型]合并报表
[单位]元","在建工程
[报告期]1996年二季/中报
[报告类型]合并报表
[单位]元","在建工程
[报告期]1996年三季
[报告类型]合并报表
[单位]元","在建工程
[报告期]1996年年报
[报告类型]合并报表
[单位]元","在建工程
[报告期]1997年一季
[报告类型]合并报表
[单位]元","在建工程
[报告期]1997年二季/中报
[报告类型]合并报表
[单位]元","在建工程
[报告期]1997年三季
[报告类型]合并报表
[单位]元","在建工程
[报告期]1997年年报
[报告类型]合并报表
[单位]元","在建工程
[报告期]1998年一季
[报告类型]合并报表
[单位]元","在建工程
[报告期]1998年二季/中报
[报告类型]合并报表
[单位]元","在建工程
[报告期]1998年三季
[报告类型]合并报表
[单位]元","在建工程
[报告期]1998年年报
[报告类型]合并报表
[单位]元","在建工程
[报告期]1999年一季
[报告类型]合并报表
[单位]元","在建工程
[报告期]1999年二季/中报
[报告类型]合并报表
[单位]元","在建工程
[报告期]1999年三季
[报告类型]合并报表
[单位]元","在建工程
[报告期]1999年年报
[报告类型]合并报表
[单位]元","在建工程
[报告期]2000年一季
[报告类型]合并报表
[单位]元","在建工程
[报告期]2000年二季/中报
[报告类型]合并报表
[单位]元","在建工程
[报告期]2000年三季
[报告类型]合并报表
[单位]元","在建工程
[报告期]2000年年报
[报告类型]合并报表
[单位]元","在建工程
[报告期]2001年一季
[报告类型]合并报表
[单位]元","在建工程
[报告期]2001年二季/中报
[报告类型]合并报表
[单位]元","在建工程
[报告期]2001年三季
[报告类型]合并报表
[单位]元","在建工程
[报告期]2001年年报
[报告类型]合并报表
[单位]元","在建工程
[报告期]2002年一季
[报告类型]合并报表
[单位]元","在建工程
[报告期]2002年二季/中报
[报告类型]合并报表
[单位]元","在建工程
[报告期]2002年三季
[报告类型]合并报表
[单位]元","在建工程
[报告期]2002年年报
[报告类型]合并报表
[单位]元","在建工程
[报告期]2003年一季
[报告类型]合并报表
[单位]元","在建工程
[报告期]2003年二季/中报
[报告类型]合并报表
[单位]元","在建工程
[报告期]2003年三季
[报告类型]合并报表
[单位]元","在建工程
[报告期]2003年年报
[报告类型]合并报表
[单位]元","在建工程
[报告期]2004年一季
[报告类型]合并报表
[单位]元","在建工程
[报告期]2004年二季/中报
[报告类型]合并报表
[单位]元","在建工程
[报告期]2004年三季
[报告类型]合并报表
[单位]元","在建工程
[报告期]2004年年报
[报告类型]合并报表
[单位]元","在建工程
[报告期]2005年一季
[报告类型]合并报表
[单位]元","在建工程
[报告期]2005年二季/中报
[报告类型]合并报表
[单位]元","在建工程
[报告期]2005年三季
[报告类型]合并报表
[单位]元","在建工程
[报告期]2005年年报
[报告类型]合并报表
[单位]元","在建工程
[报告期]2006年一季
[报告类型]合并报表
[单位]元","在建工程
[报告期]2006年二季/中报
[报告类型]合并报表
[单位]元","在建工程
[报告期]2006年三季
[报告类型]合并报表
[单位]元","在建工程
[报告期]2006年年报
[报告类型]合并报表
[单位]元","在建工程
[报告期]2007年一季
[报告类型]合并报表
[单位]元","在建工程
[报告期]2007年二季/中报
[报告类型]合并报表
[单位]元","在建工程
[报告期]2007年三季
[报告类型]合并报表
[单位]元","在建工程
[报告期]2007年年报
[报告类型]合并报表
[单位]元","在建工程
[报告期]2008年一季
[报告类型]合并报表
[单位]元","在建工程
[报告期]2008年二季/中报
[报告类型]合并报表
[单位]元","在建工程
[报告期]2008年三季
[报告类型]合并报表
[单位]元","在建工程
[报告期]2008年年报
[报告类型]合并报表
[单位]元","在建工程
[报告期]2009年一季
[报告类型]合并报表
[单位]元","在建工程
[报告期]2009年二季/中报
[报告类型]合并报表
[单位]元","在建工程
[报告期]2009年三季
[报告类型]合并报表
[单位]元","在建工程
[报告期]2009年年报
[报告类型]合并报表
[单位]元","在建工程
[报告期]2010年一季
[报告类型]合并报表
[单位]元","在建工程
[报告期]2010年二季/中报
[报告类型]合并报表
[单位]元","在建工程
[报告期]2010年三季
[报告类型]合并报表
[单位]元","在建工程
[报告期]2010年年报
[报告类型]合并报表
[单位]元","在建工程
[报告期]2011年一季
[报告类型]合并报表
[单位]元","在建工程
[报告期]2011年二季/中报
[报告类型]合并报表
[单位]元","在建工程
[报告期]2011年三季
[报告类型]合并报表
[单位]元","在建工程
[报告期]2011年年报
[报告类型]合并报表
[单位]元","在建工程
[报告期]2012年一季
[报告类型]合并报表
[单位]元","在建工程
[报告期]2012年二季/中报
[报告类型]合并报表
[单位]元","在建工程
[报告期]2012年三季
[报告类型]合并报表
[单位]元","在建工程
[报告期]2012年年报
[报告类型]合并报表
[单位]元","在建工程
[报告期]2013年一季
[报告类型]合并报表
[单位]元","在建工程
[报告期]2013年二季/中报
[报告类型]合并报表
[单位]元","在建工程
[报告期]2013年三季
[报告类型]合并报表
[单位]元","在建工程
[报告期]2013年年报
[报告类型]合并报表
[单位]元","在建工程
[报告期]2014年一季
[报告类型]合并报表
[单位]元","在建工程
[报告期]2014年二季/中报
[报告类型]合并报表
[单位]元","在建工程
[报告期]2014年三季
[报告类型]合并报表
[单位]元","在建工程
[报告期]2014年年报
[报告类型]合并报表
[单位]元","在建工程
[报告期]2015年一季
[报告类型]合并报表
[单位]元","在建工程
[报告期]2015年二季/中报
[报告类型]合并报表
[单位]元","在建工程
[报告期]2015年三季
[报告类型]合并报表
[单位]元","在建工程
[报告期]2015年年报
[报告类型]合并报表
[单位]元","在建工程
[报告期]2016年一季
[报告类型]合并报表
[单位]元","在建工程
[报告期]2016年二季/中报
[报告类型]合并报表
[单位]元","在建工程
[报告期]2016年三季
[报告类型]合并报表
[单位]元","在建工程
[报告期]2016年年报
[报告类型]合并报表
[单位]元","在建工程
[报告期]2017年一季
[报告类型]合并报表
[单位]元","在建工程
[报告期]2017年二季/中报
[报告类型]合并报表
[单位]元","在建工程
[报告期]2017年三季
[报告类型]合并报表
[单位]元","在建工程
[报告期]2017年年报
[报告类型]合并报表
[单位]元","在建工程
[报告期]2018年一季
[报告类型]合并报表
[单位]元","在建工程
[报告期]2018年二季/中报
[报告类型]合并报表
[单位]元","在建工程
[报告期]2018年三季
[报告类型]合并报表
[单位]元","在建工程
[报告期]2018年年报
[报告类型]合并报表
[单位]元","在建工程
[报告期]2019年一季
[报告类型]合并报表
[单位]元","在建工程
[报告期]2019年二季/中报
[报告类型]合并报表
[单位]元","在建工程
[报告期]2019年三季
[报告类型]合并报表
[单位]元","在建工程
[报告期]2019年年报
[报告类型]合并报表
[单位]元","在建工程
[报告期]2020年一季
[报告类型]合并报表
[单位]元","在建工程
[报告期]2020年二季/中报
[报告类型]合并报表
[单位]元","在建工程
[报告期]2020年三季
[报告类型]合并报表
[单位]元","在建工程
[报告期]2020年年报
[报告类型]合并报表
[单位]元","在建工程
[报告期]2021年一季
[报告类型]合并报表
[单位]元","在建工程
[报告期]2021年二季/中报
[报告类型]合并报表
[单位]元","在建工程
[报告期]2021年三季
[报告类型]合并报表
[单位]元","在建工程
[报告期]2021年年报
[报告类型]合并报表
[单位]元","在建工程
[报告期]2022年一季
[报告类型]合并报表
[单位]元","在建工程
[报告期]2022年二季/中报
[报告类型]合并报表
[单位]元","在建工程
[报告期]2022年三季
[报告类型]合并报表
[单位]元","在建工程
[报告期]2022年年报
[报告类型]合并报表
[单位]元","在建工程
[报告期]2023年一季
[报告类型]合并报表
[单位]元","在建工程
[报告期]2023年二季/中报
[报告类型]合并报表
[单位]元","在建工程
[报告期]2023年三季
[报告类型]合并报表
[单位]元","在建工程
[报告期]2023年年报
[报告类型]合并报表
[单位]元","在建工程
[报告期]2024年一季
[报告类型]合并报表
[单位]元","在建工程
[报告期]2024年二季/中报
[报告类型]合并报表
[单位]元","在建工程
[报告期]2024年三季
[报告类型]合并报表
[单位]元","在建工程
[报告期]2024年年报
[报告类型]合并报表
[单位]元"
000001.SZ,平安银行,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,"423,410,711.3600",——,——,——,"481,662,938.0700",——,"493,984,235.6000",——,"478,051,807.7900",——,"482,552,087.9400",——,"552,750,597.7400",——,"444,134,224.2200",——,"489,277,051.3800",——,"581,328,567.2800",——,"569,730,595.8900",——,"552,275,477.3800",——,"525,928,242.0000",——,"520,448,249.0000",——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,"309,717,258.0000",——,"397,029,908.0000",——,"475,151,128.0000","408,257,865.0000","93,360,363.0000","13,516,316.0000","35,467,348.0000","30,509,710.0000","37,814,164.0000","44,466,104.0000","17,648,804.0000","51,774,322.0000","17,670,478.0000","25,547,645.0000","11,792,846.0000","14,529,120.0000","12,274,606.0000","17,584,082.0000","4,592,695.0000","6,605,240.0000","6,220,050.0000","12,381,339.0000",——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——
000002.SZ,万  科A,——,——,——,——,——,——,——,——,——,——,——,"219,893,301.2000",——,——,——,"570,163,906.7600",——,——,——,"867,093,603.7700",——,——,——,"1,222,124,277.4100",——,——,——,"1,361,356,458.6100",——,——,——,"1,713,988,281.5900",——,"2,043,032,759.7200",——,"2,349,936,093.6000",——,"2,658,693,058.1100",——,"2,462,246,944.4200",——,"2,981,956,708.8000",——,"3,499,234,666.6700",——,"4,057,380,813.6400",——,"4,708,616,789.0800","4,943,459,395.0800","5,387,605,145.2500","5,911,263,699.1700","5,976,170,097.2600","6,591,749,781.2500","7,058,135,501.4300","8,491,801,407.5000","8,670,928,242.4900","9,509,622,544.4000","10,123,366,314.2100","11,013,097,092.3300","10,545,591,392.2700","11,521,818,524.8100","13,199,306,565.2000","14,842,914,142.5000","14,849,481,106.6800","16,633,484,314.5900","20,283,042,598.7300","29,828,830,859.9200","30,805,028,158.9600","34,681,890,561.7600","43,333,003,938.0500","62,890,490,728.4700","66,472,876,871.4000","72,398,283,778.8800","81,159,874,134.5500","87,375,573,467.6100","85,898,696,524.9500","84,255,401,400.7600","84,165,799,266.9600","86,752,229,378.2300","90,085,294,305.5200","103,511,656,967.3500","111,531,216,743.5100","123,195,755,582.5100","133,333,458,045.9300","150,852,395,368.0600","171,366,411,442.1900","192,936,430,376.8800","208,335,493,569.1600","214,701,089,352.3200","226,360,863,597.2200","246,708,454,387.2000","255,164,112,985.0700","289,765,724,060.8200","311,143,507,991.6100","338,834,053,099.0400","331,133,223,278.9900","340,564,884,966.9400","341,667,664,762.2700","351,234,702,363.2400","317,726,378,468.2200","336,621,027,400.9000","333,046,699,797.0200","351,392,371,154.3000","368,121,930,513.3300","412,887,906,188.5800","427,520,274,252.3500","446,850,412,127.1200","467,361,336,133.5700","491,636,691,410.6700","496,299,054,035.8100","550,572,755,680.2600","598,087,657,618.3300","630,092,963,585.1900","638,623,464,524.3100","707,892,953,932.2500","750,302,627,438.8000","778,577,730,519.1700","790,460,528,627.4100","859,851,371,020.2300","897,019,035,609.5200","905,774,519,763.6800","932,108,410,170.2000","955,712,807,568.2400","1,002,063,008,153.1300","1,020,764,051,236.3000","1,047,878,152,587.4700","1,112,923,387,374.7600","1,075,617,036,637.2200","1,076,340,262,804.0600","1,023,026,865,171.1000","982,183,938,894.2600","907,056,930,357.7800","877,709,488,834.2500","837,027,421,606.9800","814,702,128,561.4900","701,695,785,323.4300",——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,"13,460,257.3600",——,"21,622,101.1800","33,071,185.1100",——,——,——,——,——,——,——,——,——,——,——,——,"7,567,273.5000","14,757,553.5200","19,699,697.2000","24,471,590.3700","42,702,484.2800","68,416,630.1600","3,272,022.9200",——,"23,093,165.2700","47,040,567.8600","271,270,240.2300","304,969,405.3400","399,596,371.7800","294,565,956.9700","188,587,022.9000","235,640,266.8100","236,609,988.4200","105,297,970.8500","593,208,234.1300","656,295,795.9000","720,431,027.6100","748,560,145.4800","764,282,140.5800","803,509,008.8100","898,256,795.8000","927,879,068.3300","705,552,593.5600","852,243,554.0800","925,326,419.6900","1,024,702,448.3000","1,051,118,825.9300","1,149,560,690.5400","1,222,684,310.4100","1,311,596,418.4100","913,666,777.1000","945,245,111.7800","956,493,084.4700","800,967,686.6900","1,833,480,603.3500","873,674,081.1900","790,161,713.6700","558,330,533.6900","598,358,905.8800","637,085,221.4200","768,597,204.8000","587,100,900.5700","765,312,561.2600","872,911,581.5500","864,320,354.3000","1,044,472,976.7600","1,022,410,893.8400","1,043,729,307.0700","990,282,700.0100","1,160,984,291.0100","1,913,007,479.1800","2,197,431,278.4800","4,305,214,424.3500","4,977,710,416.6100","4,179,839,536.9200","4,242,293,008.2100","2,967,070,512.5000","2,047,764,911.0900","3,236,850,338.3800","3,264,992,858.5600","3,792,516,674.0900","3,834,746,865.8200","3,398,129,417.8600","3,647,212,164.7200","3,889,928,094.9900","3,059,579,836.1500","1,849,725,373.9900","2,168,910,257.8200","2,502,268,280.1500","3,204,941,591.8400","2,920,375,760.9600",——,——,——,——
000004.SZ,国华网安,——,——,——,——,——,——,——,"2,280,080.1000",——,——,——,"7,578,034.5600",——,——,——,"15,933,921.8700",——,——,——,"19,534,163.7300",——,——,——,"12,211,666.7000",——,——,——,"8,025,087.8100",——,——,——,"5,458,144.9500",——,"10,798,050.7300",——,"1,338,545.2700",——,"969,860.6000",——,"879,597.9900",——,"874,791.7900",——,"670,485.5800",——,"6,045,455.1900",——,"16,665,349.7500","25,041,687.8200","20,826,267.9500","20,968,507.9100","21,130,397.0900",——,"29,305,705.4600","28,004,883.0700","26,358,567.4000","30,468,640.8900","30,838,678.1300","31,645,100.7600","26,395,236.9800","26,426,526.4700","27,606,888.2300","26,268,952.2500","8,566,550.4900",——,"30,535,982.7000","27,768,561.6500","22,985,891.0000","24,454,348.2000","26,385,765.8900","31,274,190.5000","31,555,901.6300","33,592,299.4200","34,534,810.6600","32,164,639.4100","44,721,158.0800","37,399,561.5300","42,029,253.0500","44,340,293.6500","67,165,093.2400","58,886,743.2600","73,290,192.2800","45,016,589.5600","43,100,328.6900","39,657,007.5600","39,100,095.2000","38,313,108.9600","41,890,352.5000","42,492,168.3500","50,524,040.4900","57,388,678.8700","49,174,638.6000","46,139,553.1000","54,652,596.9300","61,374,749.1400","81,846,965.2300","108,552,808.1800","121,306,213.3700","124,633,593.5600","194,108,869.0200","194,111,574.8400","218,449,249.8900","221,232,541.0100","249,575,790.7000","261,343,069.4200","217,061,418.9300","147,924,081.6500","6,889,468.4700","11,428,808.9500","12,585,510.3200","11,733,669.3000","14,837,858.2100","12,493,656.9200","14,732,423.2200","21,024,670.2900",——,——,——,——,——,——,——,——,"4,911,172.5700","4,911,172.5700",——,——,"20,604,174.6100","20,604,174.6100","20,604,174.6100","20,604,174.6100","1,150,435.6700","1,150,435.6700","1,159,727.7100","1,159,727.7100",——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,"1,622,825.0000","44,516.3500","69,184.5500","96,571.7100",——,"1,447,399.7100","1,687,948.8900","1,520,641.7600","1,711,489.2800","1,727,570.7300","1,745,076.7300","1,622,817.7200","1,626,196.0200","1,607,636.0200","1,612,198.0200","57,210.1000",——,"67,230.1000","77,230.1000","85,709.8000","291,355.6500","332,396.6500","350,654.0700","978,588.1600","1,258,573.9600","1,324,182.1200","1,411,686.2700","572,807.7500","480,855.5000","9,513.6900","13,744.4600","2,932.5000","31,175.5000","135,023.5000","991,635.0400","20,464,130.1700","20,715,707.0600","21,414,570.3500","7,832,728.7400","11,200,244.7400","11,242,066.4000","9,565,358.5100","61,491.1800","85,639.2600","140,694.8200","140,694.8200","166,335.8500","875,578.6100","4,635,923.0800","615,538.6400","1,018,651.7800","2,003,147.4800","994,482.7200","3,620,213.6800","985,026.5000","988,399.5100","1,481,886.6900","1,126,465.3300","1,132,465.3300","1,138,465.3300","1,144,465.3300","1,150,635.1700","1,156,635.1700","5,351,260.0600","5,283,285.1700","5,411,176.0800","5,474,628.1400",——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——,——
