证券代码,证券名称,流通市值,总市值,最新价,涨跌幅,振幅,成交额,换手率,市盈率,市净率,EPS,ROE,每股净资产,股息率,资产负债率,所属同花顺行业,三级行业,二级行业,一级行业,主营产品,投资逻辑,公司亮点,沪深指数,所属概念,异动值
600570.SH,恒生电子,407.43,407.43,21.51,5.18,5.23,11.57,2.9,28.61,5.07,0.751959073,19.27,4.238799046,0.6,38.3803220448,计算机-计算机应用-软件开发,金融科技,计算机,科技,金融软件,金融IT龙头企业,优秀的金融科技公司，多个金融软件的市场占有率居全国前列,沪深300,"多模态AI,ChatGPT,华为,大数据,蚂蚁金服,区块链应用,人工智能,鸿蒙,碳中和,信创,AIGC,电子商务,数据要素,MSCI,碳交易,智能金融,电子信息,国产软件,互联网医疗,互联网金融,区块链,证金持股,供应链金融,云计算,金融科技",8.624234739593495
873806.BJ,云星宇,6.32,25.02,8.32,5.18,6.19,0.38,6.07,28.59,1.74,-,1.7,4.769266334,-,58.4381147394,计算机-计算机应用-IT服务,交通管理,计算机,科技,,,北京国资委旗下，在智慧交通领域中标规模常年排名市场前列,,"京津冀一体化,智能交通,国产软件,国企改革,地方国企改革,北京国企改革,ETC,数据要素,机器人",0.8382897338855404
603030.SH,*ST全筑,26.73,26.73,2.03,5.18,3.63,0.27,1.03,28.17,2.59,0.072050493,0.0,0.783046957,-,61.2876138093,建筑装饰-建筑装饰-装饰园林,建筑装饰,家居装修,建筑业,住宅全装修,20多年住宅全装修经验，积累了一大批优质的地产商资源,20多年住宅全装修经验，积累了一大批优质的地产商资源,,"新型城镇化,建筑节能,装配式建筑,服务机器人,精装修,人工智能,机器人,恒大,智能家居,长三角一体化",0.3221592907730235
600571.SH,信雅达,54.28,56.86,12.18,5.18,5.35,6.99,13.09,44.68,4.72,0.272595256,11.25,2.57879089,-,26.7310171858,计算机-计算机应用-IT服务,金融科技,计算机,科技,金融软件,面向行业客户提供完整解决方案的金融科技企业,面向银行为主的金融机构，提供专业解决方案的金融科技服务商,中证2000,"ChatGPT,数字水印,华为,大数据,金融IC,数据安全,独角兽,人工智能,消费金融,数字经济,电子信息,跨境支付（CIPS）,微信,国产软件,移动支付,互联网金融,征信,共同富裕示范区,信创,百度,金融科技",7.522659060469871
688521.SH,芯原股份,157.47,160.47,32.1,5.18,5.83,2.29,1.49,-19.38,6.44,-0.414041309,-7.97,4.987935486,-,42.6849056744,电子-半导体及元件-集成电路设计,EDA/IP,半导体,科技,半导体IP授权,中国大陆排名第一、全球排名第七的半导体IP授权公司,国内自主半导体IP龙头，一站式芯片定制服务商,中证500,"阿里巴巴,腾讯,MCU芯片,facebook,无人驾驶,人工智能,先进封装,上海自贸区,芯片,东数西算（算力）,汽车芯片,国家大基金持股,数字货币,虚拟现实,AI芯片,物联网,集成电路,智能音箱",2.293699155703335
688719.SH,爱科赛博,9.53,40.59,49.21,5.17,6.13,0.59,6.3,189.91,2.22,0.064779571,0.29,22.186113941,-,20.042669048,电力设备-电力设备-其他电源设备,输变电,电气设备,电力设备,0,0,主营电力电子电能变换和控制设备，与华为等公司建立了合作关系,,"华为,可控核聚变,新能源汽车,储能,比亚迪,年报预增",1.1450430685964457
002698.SZ,博实股份,128.74,156.45,15.3,5.15,5.7,2.72,2.15,37.03,4.41,0.103283185,2.98,3.469097222,1.63,43.9492944817,机械设备-自动化设备-机器人,机器人,机械设备,机械,固体物料后处理智能制造装备,国际少有的独立生产粉粒料全自动包装码垛成套设备企业,主要业务包括工业机器人、自动化成套装备及系统解决方案,中证1000,"黑龙江自贸区,医疗器械,人形机器人,3D打印,机器人,医疗机器人,智能医疗",2.7309692768879477
601377.SH,兴业证券,493.98,493.98,5.72,5.15,4.04,5.85,1.21,37.63,0.92,0.038004337,0.56,6.231797722,2.27,75.5460783019,非银金融-证券-证券Ⅲ,证券,非银金融,金融,A级券商,证券研究业务稳居行业第一梯队、债券承销业务行业领先,证券研究业务稳定在行业第一梯队、债券承销业务行业领先,沪深300,"福建自贸区,国企改革,地方国企改革,MSCI,证金持股",4.154146806434414
688110.SH,东芯股份,62.22,99.51,22.5,5.14,6.26,2.19,3.58,-32.49,2.84,-0.692481314,-8.2,7.925184355,-,4.00265063,电子-半导体及元件-集成电路设计,存储,半导体,科技,通用型存储芯片,中国大陆领先的存储芯片设计公司,中国大陆领先的存储芯片设计公司,中证1000,"5G,汽车芯片,国家大基金持股,华为,消费电子,安防,存储芯片,芯片设计,专精特新,芯片",2.850966191990921
600185.SH,格力地产,108.01,108.01,5.73,5.14,5.69,1.02,0.96,-26.31,1.98,-0.054442544,-1.63,2.891112537,-,77.9865556473,房地产-房地产开发-住宅开发,住宅,房地产,金融,珠海地产,集地产、口岸经济产业、现代金融等于一体的企业,聚焦珠海市的地产开发商,中证1000,"国企改革,广东自贸区,新零售,西咸新区,粤港澳大湾区,珠海国企改革,免税店,地方国企改革,电子商务,广东国企改革,横琴新区",1.0528824220190152
688562.SH,航天软件,11.61,66.32,16.58,5.14,9.0,0.97,8.47,-77.79,3.69,-0.053284239,-1.18,4.492175946,-,46.2403037871,计算机-计算机应用-IT服务,航天卫星,军工,公共事业,航天信息化,我国国防军工工业软件领域排名第一的企业,中国航天科技集团旗下，我国国防军工工业软件领域排名第一,,"国产软件,军工,网络安全,国企改革,卫星导航,华为,央企国企改革,数据要素,数据中心",3.0048116573254
688319.SH,欧林生物,25.39,35.78,8.81,5.13,10.74,0.73,2.96,-34.41,4.0,-0.064006891,-2.87,2.203894434,-,43.0606688928,医药生物-生物制品-疫苗,疫苗,生物,生物医药,吸附破伤风疫苗,专注于人用疫苗研发、生产及销售的生物制药企业,国内率先开辟破伤风疫苗疾控中心市场,中证2000,"生物疫苗,专精特新",2.3651260225172632
688237.SH,超卓航科,8.98,19.09,21.31,5.13,6.76,0.2,2.26,-52.21,1.52,-0.408148985,-2.86,14.055850169,-,10.5270543632,国防军工-国防军工-航空装备,飞机,军工,公共事业,航空维修,国内少数掌握冷喷涂增材制造技术的企业之一,国内少数掌握冷喷涂增材制造技术并产业化运用在航空器维修再制造领域的企业之一,,"军工,专精特新,新能源汽车,靶材",0.45095874381375783
002500.SZ,山西证券,184.16,184.16,5.13,5.12,4.3,2.43,1.34,40.91,1.05,0.094052461,1.93,4.872207783,1.56,77.0146645581,非银金融-证券-证券Ⅲ,证券,非银金融,金融,A级券商,山西省内唯一一家综合类证券公司,FICC、期货业务成为公司的重要支撑,中证500,"国企改革,互联网金融,山西国企改革,地方国企改革,MSCI,证金持股",1.982105748770762
002303.SZ,美盈森,29.34,47.16,3.08,5.12,3.75,1.07,3.64,16.98,0.92,0.045360774,1.36,3.358638923,2.14,34.7249735918,轻工制造-包装印刷-包装,包装,包装印刷,可选消费,包装纸制品,以瓦楞包装为主业的包装一体化解决方案提供商,以瓦楞包装为主业的包装一体化解决方案提供商,中证2000,"区块链,人造肉,工业大麻,台湾,预制菜,军民融合,环保包装,工业4.0",1.2305476601359073
688522.SH,纳睿雷达,39.93,100.69,65.1,5.12,15.65,5.75,14.44,594.95,4.58,0.027355214,0.19,14.20346096,-,6.3066392989,国防军工-国防军工-军工电子,军工电子,军工,公共事业,雷达,公司可以提供全极化有源相控阵雷达系统解决方案,组建了国内首个超高时空分辨率的X波段双极化（双偏振）有源相控阵雷达天气观测网,,"军工,国产软件,卫星导航,专精特新,毫米波雷达",27.605608733793645
600839.SH,四川长虹,246.44,246.51,5.34,5.12,4.13,14.12,5.76,35.08,1.73,0.038053298,1.2385,3.091521914,0.75,74.3487084935,家用电器-黑色家电-彩电,电视,家电,可选消费,电视机、空调、冰箱,彩电、冰箱零售量规模保持国内行业第一阵列,转型为具有全球竞争力的消费电子系统供应商和内容服务提供商,中证500,"国企改革,家用电器,网络直播,大数据,华为,区块链应用,工业互联网,军民融合,人工智能,超清视频,边缘计算,星闪,地方国企改革,信创,传感器,智能终端,医疗器械,跨境电商,智能电视,TMT,军工,数字电视,血氧仪,芯片,数据中心,跨境支付（CIPS）,区块链,虚拟现实,OLED,物联网,百度,磁悬浮,机器人,网络电视,钒电池,成渝特区,毫米波雷达",11.00454057819833
688008.SH,澜起科技,579.52,579.52,50.77,5.11,4.74,17.22,3.0,64.85,5.68,0.195721415,2.17,8.935260729,-,4.6047753605,电子-半导体及元件-集成电路设计,存储,半导体,科技,内存接口芯片,全球仅有的3家内存接口芯片供应商之一,内存接口芯片领域的竞争中处于领先地位,沪深300,"中芯国际,人民币贬值受益,存储芯片,AI芯片,人工智能,MSCI,云计算,芯片",11.834140864560194
600865.SH,百大集团,27.84,27.84,7.4,5.11,7.67,0.36,1.35,19.17,1.19,0.096483973,1.57,6.196139769,3.38,8.4612932935,商贸零售-零售-百货零售,百货,零售,可选消费,杭州百货,中国商业服务名牌企业,集百货业、酒店业、旅游业等为一体的综合性集团公司,,"物业管理,蚂蚁金服,新零售,信托,共享经济,金改,共享医院",0.7290497794997883
300866.SZ,安克创新,190.64,344.57,84.78,5.11,6.51,2.9,1.55,27.73,4.12,0.764452391,3.8,20.572489238,1.42,35.9476295648,电子-消费电子-品牌消费电子,电子配件,消费电子,科技,充电类,3C出海龙头企业,国内营收规模最大的出海消费电子品牌企业之一,中证500,"无线耳机,消费电子,人民币贬值受益,芯片设计,人工智能,芯片,氮化镓,电子商务,无线充电,跨境电商,储能,外贸受益,智能家居",3.2770512820745346
600490.SH,鹏欣资源,82.1,91.17,4.12,5.1,10.71,10.07,12.51,-157.2,1.49,-0.019656255,-0.75,2.771272008,-,29.1176933589,有色金属-工业金属-铜,铜,有色金属,资源,阴极铜,以铜、金、钴、铝等金属为主的领先的综合资源服务商,以铜、金、钴、铝等金属为主的领先的综合资源服务商,中证1000,"钴,锂电池,白银,金属镍,黄金,小金属,金属锰,俄乌冲突,锂电原料,金属铜,一带一路,超材料",25.62631743482758
688728.SH,格科微,177.38,414.01,15.92,5.08,5.35,1.22,0.7,858.15,5.25,0.018551582,0.61,3.030034748,-,60.9969856215,电子-半导体及元件-集成电路设计,传感,半导体,科技,CMOS图像传感器,国领先的CMOS图像传感器、DDI显示芯片设计公司,全球领先的半导体和集成电路设计企业之一，全球市场的CMOS图像传感器供应商中排名领先,中证500,"国家大基金持股,消费电子,传感器,智能穿戴,芯片,汽车电子",1.0642340134208323
002159.SZ,三特索道,22.34,28.6,16.13,5.08,9.77,2.41,10.7,22.43,2.28,0.71920908,10.7,7.087591778,-,23.2487467139,社会服务-景点及旅游-自然景点,旅游,旅游酒店,可选消费,索道,以索道经营为主的旅游企业集团,以旅游客运索道为核心的运营公司,,"冰雪产业,国企改革,露营经济,地方国企改革,体育产业,湖北国企改革",7.0924578214195195
600280.SH,中央商场,30.35,30.35,2.69,5.08,5.86,0.65,2.16,121.88,3.59,0.005517643,0.74,0.749106152,-,92.577486698,商贸零售-零售-百货零售,百货,零售,可选消费,江苏百货,“中华老字号”百货企业,“中华老字号”百货企业,中证2000,"商超百货,电子商务,新零售,预制菜,便利店,移动购物",0.8946764459911979
600085.SH,同仁堂,588.36,588.36,42.9,5.07,4.73,10.86,1.87,35.26,4.51,1.216821506,13.42,9.521177753,0.75,32.6770477268,医药生物-中药-中药Ⅲ,中药,中药,生物医药,心脑血管、补益,国内最先进、年产量最大的传统中成药生产企业,国内最先进、年产量最大的传统中成药生产企业,沪深300,"超级品牌,流感,国企改革,冬虫夏草,北京国企改革,人参,大消费,医保目录,央视财经50,地方国企改革,中医药,MSCI,证金持股,医疗改革",7.366902413976526
838227.BJ,美登科技,2.38,8.8,22.59,5.07,6.0,0.06,2.59,21.34,2.1,-,2.49,10.754656573,-,3.7528077101,计算机-计算机应用-IT服务,云计算,计算机,科技,电商软件,国内较早从事电商SaaS软件开发的企业,主要为电商商家提供SaaS软件与短信等服务，帮助电商卖家降低营销成本，进行订单管理等,,"电子商务,抖音,拼多多,网络直播",0.17099347098873113
002736.SZ,国信证券,833.46,876.65,9.12,5.07,5.07,5.82,0.71,13.64,1.09,0.668644091,6.57,8.370363094,2.96,76.1405988465,非银金融-证券-证券Ⅲ,证券,非银金融,金融,AA级券商,全国性大型综合类证券公司,在经纪和投资银行业务方面具有较突出的行业领先优势,沪深300,"国企改革,深圳国企改革,地方国企改革,广东国企改革,MSCI,证金持股",3.770326486318985
603528.SH,多伦科技,45.53,45.53,6.45,5.05,5.37,1.29,2.86,224.49,2.32,0.007182906,0.26,2.786046737,1.09,18.740024532,计算机-计算机应用-软件开发,交通管理,计算机,科技,驾考和培训系统,我国驾驶人自动化考试行业的先行者和推动者,智能驾考绝对龙头，深耕智能交通领域多年,中证2000,"车联网,智能交通,高压快充,卫星导航,ChatGPT,大数据,新能源汽车,充电桩,无人驾驶,物联网应用层,人工智能,比亚迪,智慧城市,芯片,鸿蒙,驾驶培训,机器人,物联网感知层,国产软件,滴滴,华为昇腾,物联网,在线教育,云计算,职业教育,机器视觉",1.4451941197867728
300759.SZ,康龙化成,273.72,342.46,19.16,5.04,6.63,6.65,2.48,37.13,2.72,0.128991032,1.83,7.032049455,1.57,47.0883053681,医药生物-医疗服务-医疗研发外包,CRO,医疗服务,生物医药,药物发现与研究,一家立足中国、服务全球的全流程一体化CRO+CMO公司,国际领先的药物研究、开发及生产服务（CRMO）企业,沪深300,"生物医药,创新药,人民币贬值受益,CRO,MSCI",7.285094313259544
002530.SZ,金财互联,49.67,56.88,7.3,5.04,6.91,1.32,2.68,590.76,4.42,0.003089235,0.19,1.652277085,-,42.1119984959,机械设备-通用设备-其他通用设备,金融科技,计算机,科技,热处理和电子税务,国内热处理头部企业及领先的互联网财税服务商,电子税务、财税云服务领域的领先企业,,"阿里巴巴,Sora(文生视频),ChatGPT,华为,大数据,人工智能,数字经济,智慧政务,鸿蒙,ERP,电子发票,区块链,互联网金融,信创,AIGC,华为鲲鹏,跨境电商,百度,机器人,虚拟数字人",2.0550305478472946
002274.SZ,华昌化工,76.35,77.52,8.14,5.03,4.9,2.25,2.99,10.62,1.41,0.766181479,13.57,5.753851881,3.69,33.4399244951,基础化工-化学原料-其他化学原料,化肥,化学制品,化工,尿素与新型肥料,中国化工百强企业，国内领先的肥料制造商,煤气化为产业链源头的综合性的化工企业,中证1000,"甲醇,纯碱,氢能源,化肥,氯化铵,尿素,煤化工,燃料电池",2.082664599185135
002869.SZ,金溢科技,29.72,33.74,18.79,5.03,8.11,1.74,5.96,-1032.01,1.59,-0.00455178,-0.04,11.816403856,0.32,19.7563697841,电子-其他电子-其他电子Ⅲ,通信模组,消费电子,科技,高速公路ETC,中国电子不停车收费行业领军企业,国内第一批从事5.8GHzDSRC技术研究并应用于产品开发的单位,中证2000,"智能交通,华为,智能制造,智慧停车,区块链应用,长安汽车,无人驾驶,人工智能,物联网应用层,数字经济,工业4.0,氮化镓,粤港澳大湾区,鸿蒙,电子车牌,国产软件,智慧灯杆,边缘计算,智能座舱,区块链,ETC,数字孪生,物联网,百度,数据要素,机器人,专精特新,年报预增,车联网,汽车电子,毫米波雷达",3.7446578580730057
