日期,行业名称,报告标题,摘要
2024/5/20,非银金融,上市险企4月保费点评：续期驱动寿险增速改善，非车大幅拖累财险增速,人身险：续期驱动寿险增速改善，高基数下预计24年NBV仍能保持平稳。24年1-4月，上市险企寿险保费收入增速分别为：阳光（+6.6%）&gt;国寿（+3.9%）&gt;平安（+2.1%）&gt;人保（-2.3%）&gt;太保（-3.5%）&gt;新华（-11.7%），其中4月增速分别为：阳光（+13.7%）&gt;太保（+12.3%）&gt;国寿（+11.6%）&gt;人保（+9.7%）&gt;平安（+6.3%）&gt;新华（-11.6%），正增长预计主要由续期保费拉动，新华负增长预计主要源于去年同期银保渠道趸交业务较多。新单保费看，中国人保4月累计、当月新单保费分别同比-9.9%、-10.9%，其中首年期缴新单分别累计、当月同比-3.8%、-34.2%，当月大幅负增长预计主要受去年同期预定利率下调预期导致的高基数影响。我们判断，5月开始基数将进一步抬升，预计新单保费增速将承压，但受益于代理人渠道结构改善所带来的整体产能提升、价值率提升（代理人渠道产品缴期结构优化、银保渠道降费带来margin提升），预计24年NBV同比增速仍能保持平稳。财产险：车险表现较为稳健，非车增速大幅放缓。24年1-4月上市险企财险保费收入增速分别为：阳光（+16.3%）&gt;众安（+14.7%）&gt;太保（+7.8%）&gt;平安（+3.1%）&gt;人保（+2.8%），其中4月增速分别为阳光（+10.3%）&gt;众安（+6.3%）&gt;太保（+4.7%）&gt;平安（+4.1%）&gt;人保（-1.4%），增速环比下滑预计主要受非车险影响，车险表现相对稳健。当前人保财险披露了细分险种数据，具体来看：1）车险：1-4月同比+2.3%，其中4月当月同比+3.5%，增速持续修复，预计主要受益于汽车销量增长（4月当月+9.3%）及费用竞争趋缓。展望后续，预计汽车下乡、以旧换新、购车补贴等汽车消费政策的持续落地，有望驱动车险增速回升至5%左右的正常水平。2）非车险： 1-4月同比+3.3%，4月当月同比-7.8%，当月增速环比-18.2pct，分险种当月增速分别为信用保证险（-25.3%）、企财险（-15.3%）、农险（-12.2%）、货运险（-9.5%）、意健险（-6.1%）、其他险种（-2.7%）、责任险（-1.2%），其中农险降速主要源于公司主动压降盈利性较差的商业性农险业务及部分政府业务招投标延后，意健险主要受部分大病保险业务招投标延后影响，其余险种负增长预计受公司聚焦盈利性业务的主动降速与宏观经济修复缓慢双重影响。投资建议寿险方面，地产风险缓释+股市向上预期+长端利率有望企稳，保险公司资产端预期迎进一步修复，保险股估值向上步伐有望继续。建议保险股关注3条主线：①地产风险缓释：中国平安A、新华保险A；②权益市场β驱动估值反弹：中国太平H、新华保险A；③综合负债端、资产端的基本面：中国太保A/H。财险方面，众安在线24年利润高弹性+当前低估值，受益于港股反弹，估值弹性高；中国财险2023年股息率5.1%，Q1业绩低点已过，预计利润将逐季回升，防御属性强。综合排序为：中国太保A/H、中国太平H、众安在线H、中国平安A、新华保险A。风险提示1）监管趋严：或对新单销售形成负面影响；2）权益市场波动：将直接降低保险公司的投资收益，拖累利润表现；3）长端利率大幅下行：进一步引发市场对保险公司利差损的担忧；4）宏观经济复苏不及预期：压制保险需求释放。
2024/5/19,基础化工,地产发力，周期行情有望继续,本周化工市场综述本周地产政策频出，包括下调个人公积金贷款利率、首套住房商业性个人住房贷款最低首付比例调整为不低于15%、取消全国层面首套住房和二套住房商业性个人住房贷款利率政策下限；除此之外，部分地方政府开始发力，比如：杭州市临安区决定，将在临安区范围内收购一批商品住房用作公共租赁住房，政策的持续发力有助力稳住市场信心和预期，地产链化工品方面，建议重点关注MDI、钛白粉产业链龙头。另外，中国优势化工品的加速出海以及海外供应链的扰动将加速全球部分化工产品格局重构，未来可能会有越来越多全球细分赛道卷王，建议关注行业变化带来的投资机会，尤其是欧洲产能占比高的化工品。海运方面，本周集运指数（欧线）主力合约大涨，化工出口链有所压制，我们认为这是短期扰动，对于中期逻辑影响不大。AI方面，OpenAI推出新旗舰模型GPT-4o以及谷歌发布最强AI模型，行业迭代越来越快，建议持续关注行业商业模型的跑通，尤其是爆品的出现。半导体方面，三星和SK海力士将超过20%的DRAM产线转换为HBM产线，HBM景气度进一步确定，建议关注HBM材料标的。板块表现方面，本周基础化工板块下跌0.55%，下跌沪深300指数0.87%。标的方面，地产链、供给端有收缩、部分低空经济和合成生物学标的表现强势。估值方面，本周基础化工板块历史PB估值分位数为22%，历史PE估值分位数为63%。本周大事件大事件一：杭州市临安区决定，将在临安区范围内收购一批商品住房用作公共租赁住房，收购房源面积原则上不超过10000平方米。房源以整幢作为基本收购单位，单套建筑面积不超过70m。分析人士认为，此次政策属于全国首创，该政策的信号意义非常强，对地方去库存提供了非常强的信心，预计后续其他城市可能也会跟进。另外，杭州多家银行确认，符合标准的存量二套房贷款利率可转为首套。大事件二：国家发改委副秘书长袁达表示，将会同有关方面加快实施分领域分行业节能降碳专项行动。要开展建筑、钢铁、炼油、合成氨、电解铝、水泥、数据中心等重点领域和行业节能降碳专项行动，持续推进煤电低碳化改造和建设。大事件三：OpenAI推出新旗舰模型GPT-4o，图文音频手机AI搞定，类人速度超快语音响应。GPT-4o面向所有用户、包括免费用户，最快232毫秒响应音频输入，平均响应时间和人类相似；相比GPT-4 Turbo速度快两倍，成本降低50%，API速率限制提高五倍。大事件四：据北极星不完全统计，2024年以来已有超过340亿固态电池项目签约或开工，项目数量达到13个。这其中有老牌企业，也有许多成立不久的新企业，包括锂电也有钠电，涉及电芯、PACK等。5月11日，丰能国钛5GWh半固态复合锂电池项目（一期）项目获批；5月8日，易华新能源——3亿元固态电池项目签约江西九江。投资组合推荐万华化学、龙佰集团、宝丰能源风险提示国内外需求下滑，原油价格剧烈波动，国际政策变动影响产业布局。
2024/5/19,农林牧渔,本周猪价上涨明显，二次育肥相对积极,投资建议行情回顾：本周（2024.5.11-2024.5.17）农林牧渔（申万）指数收于2859.80点(+1.29%)，沪深300指数收于3677.97点（+0.32%），深证综指收于1785.59点（+0.10%），上证综指收于3154.03点（-0.02%），科创板收于754.42点（-1.66%)。生猪养殖：根据涌益咨询，截至5月17日，全国商品猪价格为15.27元/公斤，周环比+1.53%；15公斤仔猪价格为689元/头，较上周环比不变；本周生猪出栏均重为125.08公斤/头，较上周下滑0.13公斤/头。生猪养殖利润方面，周外购仔猪养殖利润为132.17元/头，盈利周环比+35.92元/头；自繁自养养殖利润为-15.21元/头，盈利周环比+28.76元/头。近期行业内看涨情绪高涨，生猪价格本周出现明显上涨，多个区域小标猪报价高于标猪，反映出二次育肥入场相对积极。目前生猪出栏均重已经下降至125.08公斤/头，后续降重对猪价上涨的压制持续弱化，而行业对下半年猪价的看好或助推二次育肥的强度边际增强，猪价有望趋势性上涨。根据能繁母猪存栏量推算，4月份前后生猪供给同比开始低于去年同期且下降幅度逐步扩大，预计随着降重的影响逐步弱化，供给端的缺口逐步体现，生猪价格有望持续上涨且在下半年给出不错的利润。目前行业内有能力大量补充产能的主体较少，4月份在生猪价格回暖的状态下行业产能持续去化，在行业高负债的背景下，行业产能有望持续去化，从而拉长本轮周期持续的时间。生猪产能已经去化15个月之久，生猪产能已经处于2021年以来的低位，猪周期有望在下半年迎来反转，随着周期反转时间渐近，建议积极布局生猪板块的投资机会，建议优选成本端控制优秀且能持续扩张的优质企业。重点推荐：牧原股份、温氏股份。建议关注：华统股份、新五丰、巨星农牧等。种植产业链：2024年2月3日，《中共中央国务院关于学习运用“千村示范、万村整治”工程经验有力有效推进乡村全面振兴的意见》发布，其中提出“加快推进种业振兴行动，完善联合研发和应用协作机制，加大种源关键核心技术攻关，加快选育推广生产急需的自主优良品种。开展重大品种研发推广应用一体化试点。推动生物育种产业化扩面提速”。今年种植季即将到来，我国转基因大豆与玉米有望在今年春天实现商业化销售，转基因种子较传统种子或能销售出较高溢价，从而带动龙头种子企业量利齐升，我们推荐关注具有先发优势和核心育种优势的龙头种企。禽类养殖：本周主产区白羽鸡平均价为7.75元/千克，较上周环比-1.15%；白条鸡平均价为13.65元/公斤，较上周环比-0.36%。父母代种鸡及毛鸡养殖利润方面，截至5月17日，父母代种鸡养殖利润为0.45元/羽，周环比+12.50%；毛鸡养殖利润为-1.70元/羽，周环比-11.84%。目前处于消费淡季，毛鸡端受需求压制，价格持续承压；商品代鸡苗目前供给端较为充足，在终端价格表现低迷的情况下，预计商品代鸡苗价格出现回落。目前海外引种预期趋于稳定，虽然海外供给偏紧，但是国内种鸡供给逐步增加，整体供给端依旧处于相对高位。黄羽鸡目前在产父母代存栏处在2018年以来的低位，年后黄鸡价格的走低使得行业去产能再次进行，近期黄鸡价格受清明节备货拉动有所好转，我们预计下半年黄鸡价格有望回暖，行业可以取得较好盈利。风险提示转基因玉米推广进程延后/动物疫病爆发/产品价格波动。
2024/5/19,电力设备,美国光伏贸易政策“利空出尽”，坚定看好电网出海行情持续性,子行业周度核心观点：光伏&储能：美国关税政策“利空出尽”，在美国大选年对光储板块外部政策风险的担忧落地，贸易壁垒持续加高是长期趋势，优势企业有望维持甚至放大相关壁垒创造的超额利润（贸易壁垒本质上也是一种竞争壁垒）。美国政策风险释放将进一步夯实板块底部，尤其是此前因美国利润占比高而承受估值折价的相关优质龙头企业，有望通过持续的业绩兑现，实现估值修复和股价上涨。电网：近期电网板块催化包括：1）海外龙头业绩上修：伊顿、日立、西门子能源、通用电气等电力设备龙头季度披露订单/业绩高增、上修全年营收目标；2）变压器能效等级新国标出台；3）南网计量和配网第一批招标同比大幅增长。当前位置，智能电表出海方向重点推荐核心标的：三星医疗（配电业务仍存在较大认知差）、变压器出海方向重点推荐低估值补涨标的：明阳电气（后续公司出海逻辑有望加强）。风电：从年报及一季报看，风电板块整体呈现收入增速放缓、竞争加剧，盈利能力承压的状态。出口业务成为当前时点企业破局的关键，部分出口业务占比提升的企业一季度业绩已可见明显修复。此外，随着海风施工逐步恢复，预计下游需求有望逐步回暖，持续推荐海风产业链。氢能与燃料电池：交通部海事局征求氢能（氢基能源）船舶技术规范体系，氢能船舶加速落地打开消纳空间；美国再加码，DOE提供16.6亿美元贷款支持绿氢项目。本周重要行业事件：光储风：美国发布301关税调整、东南亚双反调查等一系列光伏贸易政策声明。电网：南网计量设备和配网设备第一批分别招标44亿元和58亿元，同比大幅增长；4月份全社会用电量同比增长7.0% 氢能与燃料电池：成渝氢走廊首次迎来氢能重型卡车通行；《香港氢能发展策略》有望于6月出台；《江苏省氢能产业发展中长期规划（2024-2035年）》发布，推广氢燃料电池车辆超过4000辆、建成商业加氢站100座左右。投资建议与估值：详见报告正文各子行业观点详情。风险提示：政策调整、执行效果低于预期风险；产业链价格竞争激烈程度超预期风险。
2024/5/19,公用事业,公用事业及环保产业行业研究：中美人均用电量及变动规律有何不同？,本周（5.13-5.17）上证综指下跌0.02%，创业板指下跌0.70%。公用事业板块下跌0.68%，环保板块上涨0.15%，煤炭板块下跌2.23%，碳中和板块上涨0.05%。<br/>对比美、欧、亚洲的其他主要国家，我国人均用电量仅处于中游水平、且约为美国的1/2。以美国为例进行对比可以发现，美国人均年度用电量自20世纪90年代达到约13000kwh/人的峰值后便不再增加，其内在原因是在经济全球化、国际分工、制造业成本、科技发展以及市场需求等多重因素的影响下，美国早在20世纪50年代起便开始不断把第二产业对外迁移，经济去工业化稳步进行，1960-2000年间第二产业GDP占比下滑近14pct。而在美国产业结构发生变化的基础上，人均用电量仍然能保持增长、且后期能维持稳定而并未出现明显下滑，我们认为主要是因为在交运、通信、IT等行业的发展以及电能替代的驱动下美国人均三产耗电持续增加，以及家电普及、电气化率提升下美国人均居民用电量的持续提升。不同于美国目前人均用电量已进入平台期的是，我国人均用电量仍处于上行通道，且我们认为未来仍有较为充足的上行空间：一方面，我国作为全球制造业大国的地位难以撼动，第二产业有望较长时间内构筑较为稳健的用电基本盘，从而因去工业化带来二产用电占比显著下滑的概率较小。在此基础上，目前我国人均三产和人均居民用电量分别为美国的25.1%、20.9%，且增速明显高于美国，参考美国过去的经验来看，未来我国人均三产用电量以及人均居民用电仍有提升空间，为我国人均用电总量的提升提供重要增量驱动。广东省能源局发布了关于2024年公共机构节能降碳工作安排，分类开展“碳达峰”试点研究工作，加快更换国家明令淘汰的落后用能产品和设备。鼓励应用市场化机制，采用合同能源管理开展节能改造，研究探索小散项目集中整合托管模式和分片区、分类型集中整合托管模式。近日，苏州市人民政府印发《国家碳达峰试点（苏州工业园区）实施方案》，其中指出：“十四五”期间，园区产业结构优化取得明显成效，到2025年，能耗、二氧化碳排放增量得到有效控制。“十五五”期间，园区产业结构优化升级取得重大进展，清洁低碳安全高效的现代能源体系和新型电力系统基本建立。5月16日，生态环境部公开征求《全面实行排污许可制实施方案》（征求意见稿）的意见，《实施方案》（征求意见稿）中提出，到 2027 年，固定污染源排污许可制度体系更加完善，全面管控主要污染物排放量，建成以排污许可制为核心的固定污染源监管制度体系。火电板块：我们建议关注发电资产主要布局在电力供需偏紧、发电侧竞争格局较好地区的火电企业，如浙能电力、皖能电力。水电板块：建议关注水电运营商龙头长江电力。核电板块：建议关注核电龙头企业中国核电。新能源板块：建议关注综合能源运营商南网能源。电力板块：新增装机容量不及预期；下游需求景气度不高、用电需求降低导致利用小时数不及预期；电力市场化进度不及预期；煤价维持高位影响火电企业盈利；补贴退坡影响新能源发电企业盈利等。环保板块：环境治理政策释放不及预期等。
2024/5/19,计算机,房地产金融利好政策频发，建议关注计算机板块相关标的,"事件简评2024年5月17日，全国切实做好保交房工作视频会议在京召开。会议强调，要深刻认识房地产工作的人民性、政治性，继续坚持因城施策，打好商品住房烂尾风险处置攻坚战，扎实推进保交房、消化存量商品房等重点工作。同日下午，国务院新闻办公室举行政策例行吹风会，介绍切实做好保交房工作配套政策有关情况，中国人民银行副行长陶玲表示，央行拟设立3,000亿元保障性住房再贷款，利率1.75%，期限1年，可展期4次，发放对象包括国家开发银行、政策性银行、国有商业银行、邮政储蓄银行、股份制商业银行等21家全国性银行。此外，央行决定自2024年5月18日起，下调个人住房公积金贷款利率0.25个百分点，5年以下（含5年）和5年以上首套个人住房公积金贷款利率分别调整为2.35%和2.85%，5年以下（含5年）和5年以上第二套个人住房公积金贷款利率分别调整为不低于2.775%和3.325%。投资逻辑地产政策的推出，叠加专项债等落地，宏观环境预期回暖，对下游以党政军为代表的G端，和金融、能源、运营商、交通、教育、医疗等为代表的大B端为主的计算机行业而言，总体呈正面影响，我们预计今年计算机板块呈现逐季度改善，下半年强于上半年，利润端强于收入端的总体态势。具体直接受益的方向有两条线索：1）配套建筑地产行业相关的CAD、BIM等上游设计类软件或造价算量施工类软件，或ERP等下游财务和营销类软件，代表性公司为广联达、明源云、中望软件、品茗科技、盈建科等；2）配套建筑地产行业相关的安防监控、数智化、智能家居、楼宇对讲、停车道闸、消防报警等软硬结合以硬为主的产品方案，代表性公司为海康威视、大华股份、千方科技、萤石网络、青鸟消防、狄耐克、安居宝、捷顺科技等。间接受益方向上，地产行业预期的企稳，有望带动财政的信心和能力恢复，对政务信息化、信创、网络安全等以G端需求为重要领域的细分板块影响正面，代表性公司包括新点软件、太极股份、国投智能、中国长城、中国软件、奇安信、启明星辰等。投资建议基于对地产政策落地及宏观环境回暖的预期，建议关注广联达、明源云、海康威视、大华股份、青鸟消防等公司，完整建议组合见后文。风险提示需求落地不及预期，行业竞争加剧。"
2024/5/19,汽车,汽车周报：政策驱动下内需预期改善，反向合资打开出海新空间,1）终端：5月1-12日，全国乘用车批售40.3万辆，同/环比-11%/-10%，累计批售795.3万辆，同比+9%；电车批售21.3万辆，同/环比+36%/-5%，累计批售295.3万辆，同比+31%。2）锂价：5月17日，氢氧化锂报价9.90万元/吨，与上周持平；碳酸锂报价10.75万元/吨，较上周下降4.02%。零跑国际正式成立，反向合资打开出海新空间。5月14日，零跑与Stellantis官宣合资公司零跑国际正式成立，关注出海带来的公司超预期机会。我们此前曾强调，全球化市场和品牌运营能力、全球化研发和生产体系，是决定主机厂出海成败的关键。Stellantis将在渠道、生产、经营多方面为公司赋能，借用Stellantis门店、采用本地化生产，规避贸易壁垒。在车型上，公司以紧凑型车（A系列）为出海主力，切合欧洲/拉美/印度市场偏好。目前海外电车车型较少，且售价高昂，T03等车型出海缺乏竞品，存在成为爆款的可能，成长空间广阔。宇树机器人发布Unitree G1，价格9.9万元超预期。（1）9.9万元款无灵巧手，且主要采用旋转执行器方案，因此大幅降低成本；价格低于预期，有望带动机器人产业链前期开发成本降低，中期售价更易打动消费者；（2）功能复刻Atlas机器人电驱方案，关节精准度可通过加装六维力传感器等进一步提升；（3）后续重点关注大脑能力突破上，宇树已经跟英伟达合作，两者其一智能化能力大幅突破均有望带动宇树产业链大幅向上。美国提高对中国电动车、电池等关税，整体影响预计有限。1）车：利空落地，23年我国乘用车出口美国6.7万辆，占总出口仅1.5%，新能源乘用车出口美国1.3万辆，占比仅0.3%，本次关税上调对整车及零部件出海无实质影响；2）动力电池：头部电池企业对美直接出口的EV电池量较小，影响有限；3）非动力电池：关税上涨幅度整体可控，国产仍将占据海外主导。日韩企业储能电池仍以三元为主，国内储能LFP电池仍具备绝对优势，即使假设终端售价按当前+20%，价格仍低，对储能的需求影响或有限，26年执行新关税预计还将带动24、25年北美储能系统抢装。投资建议：市场一直担忧宏观经济导致的汽车销售压力问题，此次地产刺激，若宏观经济压力担忧减弱，汽车消费信心有望恢复，叠加前期国家出台的汽车以旧换新刺激政策，作为顺周期板块，汽车板块有望迎来修复行情。我们持续看好竞争格局好的赛道龙头以及国际化两大方向。（1）整车端：电车国际化和好格局维度推荐比亚迪，智能车重点关注华为汽车（首要关注江淮）。（2）汽零端：好格局维度重点关注福耀玻璃、星宇股份、三大国产替代赛道（座椅继峰股份和天成自控、被动安全松原股份和微电机恒帅股份），关注特链反转机会。（3）电池端：以旧换新对电车支持力度和偏向性明显，电车销量有望进一步超预期，我们前期按照国金电池投资时钟，已将“24年产能利用率触底”修正为“24年产能利用率提升”，从关注高成本差异赛道的龙头宁德时代、科达利、恩捷股份等，修正为：关注产能利用率提升趋势下，各赛道龙一以及龙一产能利用率比较高的赛道龙二，如隔膜、结构件、电池等。同时关注板块具备“固收+”属性公司。（4）机器人端：24Q2-Q3催化密集，重点关注机器人产业链进入供应商名单情况，建议关注壁垒比较高、商务进展顺利且基本面较稳健的Tier1/2/3公司。智己L6、智己L6、乐道L60、领克07 EM-P上市，美国提高对中国电动车、电池等关税，零跑国际正式成立，零跑汽车发布24Q1财报，国轩高科发布全固态、5C超充和46圆柱电池，宇树机器人发布Unitree G1等。详见后页正文。行业竞争加剧；汽车与电动车产销量不及预期。
2024/5/19,非银金融,保险资产端3大驱动共振，估值向上步伐有望继续，券商或迎“中期躁动”行情,保险板块对于利差的过度悲观预期是保险公司估值的核心压制，因此资产端预期的改善是保险股估值修复的主要动力。4月中下旬以来以市场情绪向上的β驱动为主线，保险股估值进行了一轮修复，4.15号至今保险股涨幅21%。但目前估值仍处低位，往后看资产端预期修复的3大驱动因素共振带动保险股行情持续：一是地产重磅政策接连出台，且后续可能仍有政策出台，资产端地产风险有望继续缓释。目前各家公司险资地产敞口占比约在3%-4%，作为有一定的含“地产”量的行业，有望受益于地产行情的扩散外溢。二是地产政策积极有望驱动A股与H股继续向上。根据我们测算，假设保险公司FVPL股票+权益基金上涨5%，在考虑到50%保险公司负债端的吸收效应的保守预估下，对各个公司24年利润增长拉动幅度太平58%、新华44%、国寿27%、太保22%、平安8%。三是年内首只超长期特别国债招标结果符合市场预期，有望驱动长端利率企稳。5月17日，财政部已成功发行了400亿元超长期特别国债（一期），经招标确定的票面利率为2.57%符合市场预期。陆续将发行的万亿特别国债，一方面，一定程度将满足保险资产端对于长久期资产的需求，另一方面，也有助于稳定长端利率。当前央行高度重视长端利率的下行，有意引导长期国债收益率回归合理区间，根据金融时报报道，从近年市场正常运行情况看的话，2.5%至3%可能是长期国债收益率的合理区间。投资建议：建议保险股关注4条主线：①地产风险缓释：中国平安A、新华保险A最为收益；②权益市场β驱动估值反弹：中国太平H、新华保险A权益弹性最高；③综合负债端、资产端的基本面：中国太保A/H负债端和投资端表现均较优。④港股估值修复+利润高弹性的低估值的互联网财险标的，众安在线。综合排序为：中国太保A/H、中国太平H、众安在线H、中国平安A、新华保险A。证券板块券商A股短期或有“补涨”动力。近20交易日，恒生指数上涨20.32%，其中港股金融板块表现亮眼，恒生金融类指数上涨24.11%，同期14家A+H上市券商H股平均涨幅达21.35%，A股则表现一般，平均涨幅仅6.94%，上市券商AH溢价率迅速回落。另一方面，近期A股大盘指数在地产政策催化下表现强势，我们认为随着大盘指数中枢上移，若能继续向上突破前期压力平台，牛市预期强化或将显著抬升券商板块估值（目前券商整体估值不到1.1倍，处于近五年5%分位以下）并催化券商板块行情。券商板块6-8月历史胜率/赔率均较高，有望再迎“中期躁动”行情。近5年（19-23）年中时段券商板块往往会出现阶段性脉冲行情【近五年6-8月券商板块绝对/超额胜率均为80%，绝对/超额平均分别9%/6%，日涨幅超5%占全年比例接近一半】，展望今年6-8月，我们认为在大盘突破前期压力平台（市场层面）/投资端改革行动方案落地（政策层面）/24Q2业绩大概率正增（业绩层面）等预期催化下，券商板块有望再迎“中期躁动”行情，当前布局性价比高。投资建议：不论从短期“补涨”角度还是历史复盘角度，券商板块当前布局性价比均较高。主线方面持续关注券商板块并购+国资增资主线，证监会“3.15”新政、“新国九条” 支持头部机构通过并购重组做优做强，4.24财政部提出加快推进国有金融资本布局优化和结构调整，完善利润分配和资本补充机制，央国资背景券商或将迎来资本注入。建议关注相关标的：华泰证券、中国银河、中金公司。风险提示1）保险监管趋严：或对新单销售形成负面影响；2）权益市场波动：将直接降低公司的投资收益，拖累利润表现；3）长端利率大幅下行：进一步引发市场对保险公司利差损的担忧；4）资本市场改革不及预期：中长线资金引入等投资端改革不及预期或利空券商财富管理和机构业务。
2024/5/19,房地产,房地产行业周报：政策重磅出击，地产预期转向,行业点评本周A股地产、港股地产、物业板块均上涨。本周（5.11-5.17）申万A股房地产板块涨跌幅为+12.6%，在各板块中位列第1；WIND港股房地产板块涨跌幅为+8.8%，在各板块中位列第2。本周恒生物业服务及管理指数涨跌幅为+12.7%，恒生中国企业指数涨跌幅为+3.2%，沪深300指数涨跌幅为+0.3%；物业指数对恒生中国企业指数和沪深300的相对收益分别为+9.5%和+12.4%。杭州五批次4宗地块均底价成交。本周（5.11-5.17）全国300城宅地成交建面254万㎡，单周环比-13%，单周同比-62%，平均溢价率0.5%。2024年初至今，全国300城累计宅地成交建面6093万㎡，累计同比-49%；年初至今，建发房产、滨江集团、华润置地、绿城中国、中建三局的权益拿地金额位居行业前五。本周新房销售环比明显上升，同比下降，近期自上而下重磅政策连发，政策效果有望逐渐显现。本周（5.11-5.17）35个城市商品房成交合计315万平米，周环比+38%，周同比-21%。其中：一线城市周环比+31%，周同比-26%；二线城市周环比+36%，周同比-25%；三四线城市周环比+77%，周同比+52%。本周二手房成交环比明显上升，同比略降。本周（5.11-5.17）15个城市二手房成交合计212万平米，周环比+20%，周同比-0.5%。其中：一线城市周环比+36%，周同比+20%；二线城市周环比+16%，周同比-6%；三四线城市周环比+17%，周同比+10%。需求端信贷政策三连发。5月17日央行接连发布三条信贷政策，促进需求的释放：首/二套商贷最低首付比例分别降至15%/25%；取消全国层面首二套商贷利率政策下限，后续多地有望跟进下调；5年以下/5年以上首套公积金贷款利率分别降至2.35%/2.85%。当前房贷利率及首付比例均降至历史最低水平，政策诚意十足，能够切实降低购房门槛及按揭成本，激发潜在的需求入市。供给端重点在于保交付及去库存，五千亿银行贷款资金支持。保交付重点在于处置在建已售难交付商品房项目，具体抓手是落实城市房地产融资协调机制。去库存重点在于回收闲置存量用地+收购部分商品房，具体抓手是地方国企收储，央行设立3000亿元保障性住房再贷款，预计带动银行贷款5000亿元用于收储。中央定调保交付工作需要深刻认识房地产工作的人民性、政治性，今年1月末至5月16日期间，“白名单”项目贷款审批金额已达到9350亿元，释放出保障购房人合法权益的坚定信号，有利于修复居民信心；回收存量土地及购买竣工未售的商品房一能为房企注入流动性，二能消化过量的库存，加速达到供需关系的再平衡，三能加快保障房筹建的进度，进一步推动房地产发展新模式的落地。投资建议地产数据仍深度调整之际，5月17日中央层面重磅政策密集出台，力度之强幅度之大，体现中央对于支持地产企稳的坚定意志，我们认为后续重磅定调或配套政策出台仍然可期，进一步提振市场信心，扭转市场预期。随着实物量的逐步落地，市场企稳进程有望提前。推荐受益于深耕高能级城市、主打改善产品的国资房企，如建发国际集团、中国海外发展、保利发展、滨江集团；推荐受益于政策利好不断落地，一二手房市场活跃度持续提升，拥有核心竞争力的房产中介平台贝壳。风险提示宽松政策对市场提振不佳；三四线城市恢复力度弱；房企出现债务违约
