isin,slug,name.originalValue,name.translations.others,name.translations.en,overview.lastPrice,changeToPrevDay,turnover,marketCapitalisation,overview.dateTimeLastPrice,market.originalValue,market.translations.de,market.translations.en,segment.originalValue,segment.translations.others,industrySector.originalValue,industrySector.translations.others,instrumentType.originalValue,instrumentType.translations.de,instrumentType.translations.en,securityType.originalValue,securityType.translations.de,securityType.translations.en,originCountry.originalValue,originCountry.translations.de,originCountry.translations.en,sector.originalValue,subsector.originalValue,subsector.translations.others,industrySector.translations.de,industrySector.translations.en,subsector.translations.de,subsector.translations.en,segment,sector,subsector,originCountry.translations.others
DE0001218063,finlab-ag,FINLAB AG NA O.N.,FinLab AG,,10.2,0.0,40163.25,55590000.0,2023-07-20T17:20:48+02:00,OPEN,Freiverkehr,Open Market,BASIC,Basic Board,190,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,DE,Deutschland,Germany,Financial Services,Securities Brokers,,Sonstige deutsche Aktien,Other german shares,Wertpapier Broker,Securities Brokers,,,,
DE0005765507,sino-ag,SINO AG,,,28.1,1.8115942028,39965.1,65754000.0,2023-07-20T17:36:11+02:00,OPEN,Freiverkehr,Open Market,,,190,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,,,,Sonstige deutsche Aktien,Other german shares,,,,,,
DE000FPH9000,francotyp-postalia-holding-ag,FRANCOTYP-POSTALIA HLDG,Francotyp-Postalia Holding AG,,3.46,2.9761904761,39640.78,56398000.0,2023-07-20T17:36:16+02:00,REGULATED,Regulierter Markt,Regulated Market,PRIME,Prime Standard,180,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Industrial,Industrial Machinery,,Holdinggesellschaften,Holding companies,Industriemaschinen,Industrial Machinery,,,,
US9497461015,wells-fargo,"WELLS FARGO + CO.DL 1,666",Wells Fargo,,41.805,1.3700290979,39577.65,229167067050.0,2023-07-20T17:35:45+02:00,OPEN,Freiverkehr,Open Market,,,81,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,US,,,,,,Banken und Versicherungen,Bank/insurance,,,,,,USA
DE000A0STSQ8,m1-kliniken-ag,M1 KLINIKEN AG O.N.,M1 Kliniken AG,,8.12,1.5,39226.48,159476800.0,2023-07-20T17:36:01+02:00,OPEN,Freiverkehr,Open Market,BASIC,Basic Board,190,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Pharma & Healthcare,Health Care,,Sonstige deutsche Aktien,Other german shares,Gesundheitswesen,Health Care,,,,
DE000A3CM708,sdm-se-inh-o-n,SDM SE INH O.N.,,,4.42,-1.3392857143,39114.98,16796000.0,2023-07-20T17:36:14+02:00,OPEN,Freiverkehr,Open Market,,,190,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,,,,Sonstige deutsche Aktien,Other german shares,,,,,,
AT0000A00Y78,petro-welt-technologies-ag,PETRO WELT TECHNOLOGIE.AG,Petro Welt Technologies AG,,2.22,0.0,38969.12,108447000.0,2023-07-20T17:35:49+02:00,REGULATED,Regulierter Markt,Regulated Market,PRIME,Prime Standard,900,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,AT,Österreich,Austria,Basic Resources,Oil & Gas,,Ausländische Aktien,Foreign shares,Öl & Gas,Oil & Gas,,,,
CH0396131929,sunmirror-ag-sf-1,SUNMIRROR AG SF 1,,,3.82,4.945054945,38065.25,9168000.0,2023-07-20T17:35:31+02:00,OPEN,Freiverkehr,Open Market,,,900,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,CH,Schweiz,Switzerland,,,,Ausländische Aktien,Foreign shares,,,,,,
US3755581036,gilead-sciences-inc,"GILEAD SCIENCES DL-,001",Gilead Sciences Inc.,,72.4,2.9579067121,37834.7,90282800000.0,2023-07-20T17:35:56+02:00,OPEN,Freiverkehr,Open Market,,,51,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,US,,,,,,Chemie und Pharmazeutik,Chemistry/pharmacy,,,,,,USA
US7181721090,philip-morris-internat-inc,PHILIP MORRIS INTL INC.,Philip Morris Internat. Inc.,,89.2,1.1911514463,37198.05,138275164000.0,2023-07-20T17:35:34+02:00,OPEN,Freiverkehr,Open Market,,,150,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,US,,,,,,"Verbrauchsgüter, Nahrungsmittel, Brauereien, Papier",Consumer goods/food/breweries/paper,,,,,,USA
US0028241000,abbott-laboratories,ABBOTT LABS,Abbott Laboratories,,100.08,4.402253286,36855.6,176549326560.0,2023-07-20T17:35:40+02:00,OPEN,Freiverkehr,Open Market,,,51,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,US,,,,,,Chemie und Pharmazeutik,Chemistry/pharmacy,,,,,,USA
IT0004147952,newron-pharmaceut-eo-20,"NEWRON PHARMACEUT. EO-,20","NEWRON PHARMACEUT. EO-,20",,5.5,-3.5087719299,36844.0,98175000.0,2023-07-20T17:35:58+02:00,OPEN,Freiverkehr,Open Market,,,51,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,IT,Italien,Italy,,,,Chemie und Pharmazeutik,Chemistry/pharmacy,,,,,,
DE000A1PHBB5,r-stahl-ag,R. STAHL AG NA O.N.,R. Stahl AG,,22.4,-2.6086956522,36746.4,144256000.0,2023-07-20T17:36:16+02:00,REGULATED,Regulierter Markt,Regulated Market,PRIME,Prime Standard,61,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,DE,Deutschland,Germany,Industrial,Industrial Products & Services,,Elektronik und Elektrik,Electronic engineering,Industrieprodukte & Dienstleistungen ,Industrial Products & Services,,,,
US4385161066,honeywell-international-inc,HONEYWELL INTL DL1,Honeywell International Inc.,,187.24,2.2945804195,36707.88,179301024000.0,2023-07-20T17:35:57+02:00,OPEN,Freiverkehr,Open Market,,,51,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,US,,,,,,Chemie und Pharmazeutik,Chemistry/pharmacy,,,,,,USA
US3703341046,general-mills-inc,"GENL MILLS DL -,10",General Mills Inc.,,68.19,2.2338830584,36485.39,51456174000.0,2023-07-20T17:35:40+02:00,OPEN,Freiverkehr,Open Market,,,150,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,US,,,,,,"Verbrauchsgüter, Nahrungsmittel, Brauereien, Papier",Consumer goods/food/breweries/paper,,,,,,USA
CNE1000031C1,haier-smart-home-co-ltd,HAIER SMART HOME CO.D YC1,"HAIER SMART HOME CO., Ltd.",,1.145,0.5974345457,36321.13,10806635950.0,2023-07-20T17:35:33+02:00,REGULATED,Regulierter Markt,Regulated Market,PRIME,Prime Standard,900,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,CN,,,Consumer,Household Appliances & Housewares,,Ausländische Aktien,Foreign shares,Haushaltsgeräte & Haushaltswaren,Household Appliances & Housewares,,,,China
US83304A1060,snap-inc-snapchat,"SNAP INC. CL.A DL-,00001",Snap Inc. (Snapchat),,11.67,-2.1793797151,36068.04,18897032610.0,2023-07-20T17:35:31+02:00,OPEN,Freiverkehr,Open Market,,,174,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,US,,,,,,Internet-Dienstleister,Internet Service Provider,,,,,,USA
US00287Y1091,abbvie-inc,"ABBVIE INC. DL-,01",AbbVie Inc.,,127.1,3.6704730831,36004.9,224755759800.0,2023-07-20T17:35:41+02:00,OPEN,Freiverkehr,Open Market,,,900,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,US,,,,,,Ausländische Aktien,Foreign shares,,,,,,USA
NL0012969182,adyen,"ADYEN N.V. EO-,01",Adyen,,1553.4,-0.5887623193,35982.4,48139866000.0,2023-07-20T17:35:37+02:00,OPEN,Freiverkehr,Open Market,,,900,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,NL,Niederlande,Netherlands ,,,,Ausländische Aktien,Foreign shares,,,,,,
US98980L1017,zoom-video-communications,"ZOOM VIDEO COMM. A -,001",Zoom Video Communications,,64.53,-3.4560143627,35591.13,18960204600.0,2023-07-20T17:35:38+02:00,OPEN,Freiverkehr,Open Market,,,173,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,US,,,,,,Telekommunikation,Telecommunication Services,,,,,,USA
US2786421030,ebay-inc,"EBAY INC. DL-,001",eBay Inc.,,43.28,-0.0577300543,35060.93,23327920000.0,2023-07-20T17:35:38+02:00,OPEN,Freiverkehr,Open Market,,,171,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,US,,,,,,Handel,Trade,,,,,,USA
DE000A2G9MZ9,stemmer-imaging-ag-inh-on,STEMMER IMAGING AG INH ON,,,37.1,0.2702702702,34992.8,241150000.0,2023-07-20T17:36:01+02:00,REGULATED,Regulierter Markt,Regulated Market,PRIME,Prime Standard,172,Software,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Software,IT-Services,,,,IT-Dienstleistungen,IT-Services,,,,
US9314271084,walgreens-boots-alliance-inc,"WALGREENS BOOTS AL.DL-,01",Walgreens Boots Alliance Inc.,,27.1,2.38005289,34989.12,31775021000.0,2023-07-20T17:35:58+02:00,OPEN,Freiverkehr,Open Market,,,180,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,US,,,,,,Holdinggesellschaften,Holding companies,,,,,,USA
DE000A0MZ4B0,delignit-ag,DELIGNIT AG INH.O.N.,Delignit AG,,4.52,0.4444444444,34545.44,46284800.0,2023-07-20T17:36:12+02:00,OPEN,Freiverkehr,Open Market,SCALE,Scale,190,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Industrial,Renewable Energies,,Sonstige deutsche Aktien,Other german shares,Erneuerbare Energien,Renewable Energies,,,,
DE000A0M93V6,advanced-blockchain-ag,ADV.BLOCKCHAIN AG INH ON,Advanced Blockchain AG,,3.05,-6.1538461539,33598.16,11559500.0,2023-07-20T17:36:05+02:00,OPEN,Freiverkehr,Open Market,SCALE,Scale,180,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Software,Software,Software,Holdinggesellschaften,Holding companies,,,,,,
US23804L1035,datadog-inc-a-dl-00001,"DATADOG INC. A DL-,00001",,,100.28,-3.8726993866,33531.7,32008373200.0,2023-07-20T17:35:45+02:00,OPEN,Freiverkehr,Open Market,,,172,Software,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,US,,,,,,,,,,,,,USA
DE000A3E5A59,synbiotic-se-na-o-n,SYNBIOTIC SE NA O.N.,,,5.08,2.0080321285,33464.18,23774400.0,2023-07-20T17:36:26+02:00,OPEN,Freiverkehr,Open Market,,,180,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,DE,Deutschland,Germany,,,,Holdinggesellschaften,Holding companies,,,,,,
ES0148396007,inditex,"INDITEX INH. EO 0,03",Inditex,,34.42,0.7021650087,33427.95,107275093000.0,2023-07-20T17:35:51+02:00,OPEN,Freiverkehr,Open Market,,,140,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,ES,Spanien,Spain,,,,Kaufhäuser,Stores,,,,,,
US00165C1045,amc-entertainment-hldgs-a,AMC ENTERTAINMENT HLDGS A,AMC ENTERTAINMENT HLDGS A,,3.846,-0.0779423227,32470.3,,2023-07-20T17:35:35+02:00,OPEN,Freiverkehr,Open Market,,,180,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,US,,,,,,Holdinggesellschaften,Holding companies,,,,,,USA
DE000A2GS625,cr-capital-ag,CR CAPITAL AG INH O.N.,CR Capital AG,,28.5,-1.0416666667,32436.1,129390000.0,2023-07-20T17:36:08+02:00,OPEN,Freiverkehr,Open Market,BASIC,Basic Board,190,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Financial Services,Real Estate,,Sonstige deutsche Aktien,Other german shares,Immobilien,Real Estate,,,,
ES0144580Y14,iberdrola-s-a,"IBERDROLA INH. EO -,75",IBERDROLA S.A,,11.28,0.6693440428,31812.39,71764375200.0,2023-07-20T17:35:41+02:00,OPEN,Freiverkehr,Open Market,,,70,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,ES,Spanien,Spain,,,,Versorgung und Energie,Service/energy,,,,,,
DE0007507501,washtec-ag,WASHTEC AG O.N.,WashTec AG,,35.0,0.0,30861.55,489300000.0,2023-07-20T17:36:17+02:00,REGULATED,Regulierter Markt,Regulated Market,PRIME,Prime Standard,180,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Industrial,Industrial Machinery,,Holdinggesellschaften,Holding companies,Industriemaschinen,Industrial Machinery,,,,
AT0000652011,erste-bank-austria,ERSTE GROUP BNK INH. O.N.,Erste Bank Austria,,33.7,-0.1777251185,30778.97,14484260000.0,2023-07-20T17:35:34+02:00,OPEN,Freiverkehr,Open Market,,,81,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,AT,Österreich,Austria,,,,Banken und Versicherungen,Bank/insurance,,,,,,
US3453708600,ford-motor-co,"FORD MOTOR DL-,01",Ford Motor Co.,,12.528,-0.8703908847,30752.36,51851512800.0,2023-07-20T17:35:30+02:00,OPEN,Freiverkehr,Open Market,,,91,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,US,,,,,,Fahrzeug- und Maschinenbau,Automotive and mechanical engineering,,,,,,USA
US9311421039,wal-mart-stores,"WALMART DL-,10",Wal-Mart Stores,,140.54,2.1217846243,30258.3,378474220000.0,2023-07-20T17:37:53+02:00,OPEN,Freiverkehr,Open Market,,,140,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,US,,,,,,Kaufhäuser,Stores,,,,,,USA
US94106L1098,waste-management-inc,WASTE MANAGEMENT,Waste Management Inc.,,152.8,2.8263795423,28934.1,96306784000.0,2023-07-20T17:35:55+02:00,OPEN,Freiverkehr,Open Market,,,900,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,US,,,,,,Ausländische Aktien,Foreign shares,,,,,,USA
GB00B63H8491,rolls-royce-holdings-plc,ROLLS ROYCE HLDGS LS 0.20,Rolls Royce Holdings PLC,,1.83,8.8961618565,28877.6,15313440000.0,2023-07-20T17:35:52+02:00,OPEN,Freiverkehr,Open Market,,,180,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,GB,Großbritannien,Great Britain,,,,Holdinggesellschaften,Holding companies,,,,,,
DE000A14KEB5,home24-se,HOME24 SE INH O.N.,home24 SE,,7.65,1.0568031704,28732.21,257499000.0,2023-07-20T17:36:02+02:00,REGULATED,Regulierter Markt,Regulated Market,STANDARD,General Standard,171,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Retail,"Retail, Internet",,Handel,Trade,"Einzelhandel, Internet","Retail, Internet",,,,
DE0007201907,first-sensor-ag,FIRST SENSOR AG O.N.,First Sensor AG,,57.8,0.0,28615.0,597074000.0,2023-07-20T17:36:06+02:00,REGULATED,Regulierter Markt,Regulated Market,PRIME,Prime Standard,110,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Technology,Semiconductors,,"NE-Metalle, Draht- und Kabelwerke","Non-ferrous metals, wire plantsand cabels",Halbleiter,Semiconductors,,,,
DE000A1A6V48,kps-ag,KPS AG NA O.N.,KPS AG,,1.995,2.5706940874,28599.94,74632950.0,2023-07-20T16:57:47+02:00,REGULATED,Regulierter Markt,Regulated Market,PRIME,Prime Standard,172,Software,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,DE,Deutschland,Germany,Software,IT-Services,,,,IT-Dienstleistungen,IT-Services,,,,
DE0005494165,eqs-group-ag,EQS GROUP AG NA O.N.,EQS Group AG,,26.5,0.7604562737,27062.3,265530000.0,2023-07-20T17:36:26+02:00,OPEN,Freiverkehr,Open Market,SCALE,Scale,173,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,DE,Deutschland,Germany,Software,IT-Services,,Telekommunikation,Telecommunication Services,IT-Dienstleistungen,IT-Services,,,,
DE0005492938,masterflex-se,MASTERFLEX O.N.,Masterflex SE,,11.15,-1.7621145375,26951.9,108712500.0,2023-07-20T17:36:16+02:00,REGULATED,Regulierter Markt,Regulated Market,PRIME,Prime Standard,51,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Industrial,Industrial Products & Services,,Chemie und Pharmazeutik,Chemistry/pharmacy,Industrieprodukte & Dienstleistungen ,Industrial Products & Services,,,,
ATFREQUENT09,frequentis-ag,FREQUENTIS AG,Frequentis AG,,28.4,1.4285714285,26925.0,377152000.0,2023-07-20T17:35:35+02:00,REGULATED,Regulierter Markt,Regulated Market,STANDARD,General Standard,900,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,AT,Österreich,Austria,Technology,Communications Technology,,Ausländische Aktien,Foreign shares,Kommunikationstechnologie,Communications Technology,,,,
NL0000226223,stmicroelectronics-n-v,STMICROELECTRONICS,STMicroelectronics N.V.,,46.215,-1.5654952077,26595.93,42114805200.0,2023-07-20T17:35:37+02:00,OPEN,Freiverkehr,Open Market,,,900,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,NL,Niederlande,Netherlands ,,,,Ausländische Aktien,Foreign shares,,,,,,
DE000A0XYGA7,technotrans-se,TECHNOTRANS SE NA O.N.,technotrans SE,,26.6,0.0,26241.5,183806000.0,2023-07-20T17:36:08+02:00,REGULATED,Regulierter Markt,Regulated Market,PRIME,Prime Standard,91,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,DE,Deutschland,Germany,Industrial,Advanced Industrial Equipment,,Fahrzeug- und Maschinenbau,Automotive and mechanical engineering,Fortgeschrittene Industrieanlagen,Advanced Industrial Equipment,,,,
ES0173093024,redeia-corpo-eo-50,"REDEIA CORPO EO-,50",,,15.325,2.1326224591,26035.84,8292051000.0,2023-07-20T10:56:37+02:00,OPEN,Freiverkehr,Open Market,,,70,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,ES,Spanien,Spain,,,,Versorgung und Energie,Service/energy,,,,,,
FR0000121972,schneider-electric-s-a,SCHNEIDER ELEC. INH. EO 4,Schneider Electric S.A.,,160.36,1.5065198126,25530.0,91579992400.0,2023-07-20T17:35:37+02:00,OPEN,Freiverkehr,Open Market,,,180,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,FR,Frankreich,France,,,,Holdinggesellschaften,Holding companies,,,,,,
US78409V1044,s-p-global-inc-dl-1,S+P GLOBAL INC. DL 1,S&P Global Inc. ,,379.9,0.6357615894,25356.7,157658500000.0,2023-07-20T17:35:45+02:00,OPEN,Freiverkehr,Open Market,,,900,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,US,,,,,,Ausländische Aktien,Foreign shares,,,,,,USA
DE000A0MSN11,nynomic-ag,NYNOMIC AG INH O.N.,Nynomic AG,,34.6,0.8746355685,25256.2,225592000.0,2023-07-20T17:36:28+02:00,OPEN,Freiverkehr,Open Market,SCALE,Scale,180,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Industrial,Advanced Industrial Equipment,,Holdinggesellschaften,Holding companies,Fortgeschrittene Industrieanlagen,Advanced Industrial Equipment,,,,
DE000A2G8ZX8,pyrum-innovations-ag,PYRUM INNOV.AG NA O.N.,Pyrum Innovations AG,,47.6,-2.8571428572,25111.6,154700000.0,2023-07-20T17:36:22+02:00,OPEN,Freiverkehr,Open Market,SCALE,Scale,190,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,DE,Deutschland,Germany,Industrial,Industrial Products & Services,,Sonstige deutsche Aktien,Other german shares,Industrieprodukte & Dienstleistungen ,Industrial Products & Services,,,,
US61945C1036,mosaic-co-new,"MOSAIC CO. DL-,01",Mosaic Co. (New),,34.18,0.1758499413,24852.8,13397192800.0,2023-07-20T17:35:59+02:00,OPEN,Freiverkehr,Open Market,,,51,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,US,,,,,,Chemie und Pharmazeutik,Chemistry/pharmacy,,,,,,USA
DE0005760029,abo-wind-ag-o-n,ABO WIND AG O.N.,,,57.2,1.0600706713,24332.0,527384000.0,2023-07-20T17:36:08+02:00,OPEN,Freiverkehr,Open Market,,,70,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,,,,Versorgung und Energie,Service/energy,,,,,,
DE000KC01V16,kloeckner-co-se-na-verk,KLOECKNER + CO SE NA VERK,,,9.66,-0.2066115703,24235.68,,2023-07-20T17:35:05+02:00,REGULATED,Regulierter Markt,Regulated Market,PRIME,Prime Standard,101,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,DE,Deutschland,Germany,,,,Stahl,Steel,,,,,,
US0937121079,bloom-energy-a-dl-0001,"BLOOM ENERGY A DL-,0001",,,15.648,-3.2282003711,23896.65,,2023-07-20T17:18:38+02:00,OPEN,Freiverkehr,Open Market,,,61,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,US,,,,,,Elektronik und Elektrik,Electronic engineering,,,,,,USA
DE000A0EQ578,helma-eigenheimbau-ag,HELMA EIGENHEIMBAU AG,HELMA Eigenheimbau AG,,6.04,-2.2653721683,23726.08,24160000.0,2023-07-20T17:36:01+02:00,OPEN,Freiverkehr,Open Market,SCALE,Scale,190,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Consumer,Home Construction & Furnishings,,Sonstige deutsche Aktien,Other german shares,Wohnungsbau & Einrichtung,Home Construction & Furnishings,,,,
DE000A3E5E55,ringmetall-se-na-o-n,RINGMETALL SE NA O.N.,,,3.14,1.2903225806,23438.08,91279800.0,2023-07-20T17:36:18+02:00,REGULATED,Regulierter Markt,Regulated Market,STANDARD,General Standard,190,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,DE,Deutschland,Germany,Industrial,Containers & Packaging,,Sonstige deutsche Aktien,Other german shares,Container & Verpackung,Containers & Packaging,,,,
DE0005137004,q-beyond-ag,Q.BEYOND AG NA O.N.,q.beyond AG,,0.686,-1.4367816092,23378.45,85461880.0,2023-07-20T17:36:03+02:00,REGULATED,Regulierter Markt,Regulated Market,PRIME,Prime Standard,172,Software,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,DE,Deutschland,Germany,Technology,Communications Technology,,,,Kommunikationstechnologie,Communications Technology,,,,
US9344231041,wb-discovery-ser-a-dl-01,"WB DISCOVERY SER.A DL-,01",,,11.97,2.7908973808,23277.35,6056820000.0,2023-07-20T17:35:59+02:00,OPEN,Freiverkehr,Open Market,,,900,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,US,,,,,,Ausländische Aktien,Foreign shares,,,,,,USA
US00971T1016,akamai-technologies-inc,"AKAMAI TECH. DL-,01",Akamai Technologies Inc.,,82.76,-1.8733696941,22863.5,12951112400.0,2023-07-20T17:35:47+02:00,OPEN,Freiverkehr,Open Market,,,172,Software,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,US,,,,,,,,,,,,,USA
DE0006618309,medical-columbus-ag,MEDIQON GROUP AG O.N.,MEDIQON Group AG,,14.4,1.4084507042,22806.0,237600000.0,2023-07-20T17:36:27+02:00,OPEN,Freiverkehr,Open Market,BASIC,Basic Board,180,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Software,IT-Services,,Holdinggesellschaften,Holding companies,IT-Dienstleistungen,IT-Services,,,,
US87165B1035,synchrony-financial,"SYNCHRONY FIN. DL-,001",Synchrony Financial,,31.12,-2.9925187033,21985.96,25953457600.0,2023-07-20T17:35:36+02:00,OPEN,Freiverkehr,Open Market,,,900,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,US,,,,,,Ausländische Aktien,Foreign shares,,,,,,USA
US9029733048,u-s-bancorp-fund-services-llc,"U.S. BANCORP DL-,01",U.S. Bancorp Fund Services LLC,,34.52,1.3505578391,21794.52,73380199600.0,2023-07-20T17:35:41+02:00,OPEN,Freiverkehr,Open Market,,,900,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,US,,,,,,Ausländische Aktien,Foreign shares,,,,,,USA
US9285634021,vmware-inc,"VMWARE INC.CLASS A DL-,01",VMware Inc.,,147.0,-1.8691588786,21649.2,,2023-07-20T15:23:05+02:00,OPEN,Freiverkehr,Open Market,,,900,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,US,,,,,,Ausländische Aktien,Foreign shares,,,,,,USA
DE000A3CQ7F4,bike24-holding-ag,BIKE24 HLDG O.N.,Bike24 Holding AG,,2.67,-0.5586592179,21577.45,117933900.0,2023-07-20T17:35:59+02:00,REGULATED,Regulierter Markt,Regulated Market,PRIME,Prime Standard,171,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Retail,"Retail, Internet",,Handel,Trade,"Einzelhandel, Internet","Retail, Internet",,,,
DE0005110001,all-for-one-group-se,ALL FOR ONE GROUP NA O.N.,All for One Group SE,,39.3,-0.506329114,21342.3,195714000.0,2023-07-20T17:36:02+02:00,REGULATED,Regulierter Markt,Regulated Market,PRIME,Prime Standard,180,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,DE,Deutschland,Germany,Software,IT-Services,,Holdinggesellschaften,Holding companies,IT-Dienstleistungen,IT-Services,,,,
DE000A11QVV0,heidelberg-pharma-ag,HEIDELBERG PHARMA AG O.N.,Heidelberg Pharma AG,,3.71,0.54200542,21262.11,172886000.0,2023-07-20T17:36:20+02:00,REGULATED,Regulierter Markt,Regulated Market,PRIME,Prime Standard,190,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Pharma & Healthcare,Biotechnology,,Sonstige deutsche Aktien,Other german shares,Biotechnologie,Biotechnology,,,,
NL0000238145,ad-pepper-media-international-n-v,"AD PEPPER MEDIA EO 0,05",ad pepper media International N.V.,,2.32,-5.6910569106,21213.42,49880000.0,2023-07-20T17:35:52+02:00,REGULATED,Regulierter Markt,Regulated Market,PRIME,Prime Standard,900,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,NL,Niederlande,Netherlands ,Media,Advertising,,Ausländische Aktien,Foreign shares,Werbung,Advertising,,,,
