isin,slug,name.originalValue,name.translations.others,name.translations.en,overview.lastPrice,changeToPrevDay,turnover,marketCapitalisation,overview.dateTimeLastPrice,market.originalValue,market.translations.de,market.translations.en,segment.originalValue,segment.translations.others,industrySector.originalValue,industrySector.translations.others,instrumentType.originalValue,instrumentType.translations.de,instrumentType.translations.en,securityType.originalValue,securityType.translations.de,securityType.translations.en,originCountry.originalValue,originCountry.translations.de,originCountry.translations.en,sector.originalValue,subsector.originalValue,subsector.translations.others,industrySector.translations.de,industrySector.translations.en,subsector.translations.de,subsector.translations.en,segment,sector,subsector,originCountry.translations.others
DE0005493092,borussia-dortmund-gmbh-co-kgaa,BORUSSIA DORTMUND,Borussia Dortmund GmbH & Co. KGaA,,4.17,-0.477326969,250687.43,460368000.0,2023-07-20T17:36:06+02:00,REGULATED,Regulierter Markt,Regulated Market,PRIME,Prime Standard,160,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Media,Movies & Entertainment,,Unterhaltung und Freizeit,Entertainment/Leisure,Filme & Unterhaltung,Movies & Entertainment,,,,
FR0000133308,orange-s-a,ORANGE INH. EO 4,Orange S.A.,,10.794,2.0419739081,243591.05,28712687640.0,2023-07-20T17:35:39+02:00,OPEN,Freiverkehr,Open Market,,,173,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,FR,Frankreich,France,,,,Telekommunikation,Telecommunication Services,,,,,,
DE0007276503,secunet-security-networks-ag,SECUNET SECURITY AG O.N.,secunet Security Networks AG,,205.0,-1.6786570744,243301.5,1332500000.0,2023-07-20T17:35:15+02:00,REGULATED,Regulierter Markt,Regulated Market,PRIME,Prime Standard,173,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Software,IT-Services,,Telekommunikation,Telecommunication Services,IT-Dienstleistungen,IT-Services,,,,
US02376R1023,american-airlines-group-inc,AMERICAN AIRLINES GRP,American Airlines Group Inc.,,15.778,-4.7452306207,242786.92,10278262540.0,2023-07-20T17:35:52+02:00,OPEN,Freiverkehr,Open Market,,,170,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,US,,,,,,Verkehr,Traffic,,,,,,USA
LU1250154413,adler-group-s-a,ADLER GROUP S.A. NPV,ADLER Group S.A.,,0.691,-0.5039596833,242540.64,104776330.0,2023-07-20T17:35:47+02:00,REGULATED,Regulierter Markt,Regulated Market,PRIME,Prime Standard,130,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,LU,Luxemburg,Luxembourg ,Financial Services,Real Estate,,Bau und Baustoffe,Construction/ construction materials,Immobilien,Real Estate,,,,
CA0679011084,barrick-gold-corp,BARRICK GOLD CORP.,Barrick Gold Corp.,,15.615,-1.2958280658,234526.68,27784237950.0,2023-07-20T17:35:52+02:00,OPEN,Freiverkehr,Open Market,,,110,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,CA,Kanada,Canada,,,,"NE-Metalle, Draht- und Kabelwerke","Non-ferrous metals, wire plantsand cabels",,,,,,
DE000A1MMCC8,medios-ag,MEDIOS AG O.N.,Medios AG,,17.16,-0.2325581396,227904.88,408579600.0,2023-07-20T17:36:14+02:00,REGULATED,Regulierter Markt,Regulated Market,PRIME,Prime Standard,180,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Pharma & Healthcare,Pharmatceuticals,,Holdinggesellschaften,Holding companies,Arzneimittel,Pharmatceuticals,,,,
US09857L1089,booking-holdings,"BOOKING HLDGS DL-,008",Booking Holdings,,2648.0,0.4171406901,227580.0,168889440000.0,2023-07-20T17:35:55+02:00,OPEN,Freiverkehr,Open Market,,,900,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,US,,,,,,Ausländische Aktien,Foreign shares,,,,,,USA
DE0007074007,kws-saat-se-co-kgaa,KWS SAAT KGAA INH O.N.,KWS SAAT SE & Co. KGaA,,56.7,0.7104795737,226313.2,1871100000.0,2023-07-20T17:35:22+02:00,REGULATED,Regulierter Markt,Regulated Market,PRIME,Prime Standard,150,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Industrial,Industrial Products & Services,,"Verbrauchsgüter, Nahrungsmittel, Brauereien, Papier",Consumer goods/food/breweries/paper,Industrieprodukte & Dienstleistungen ,Industrial Products & Services,,,,
DE0006636681,va-q-tec-ag-na-o-n,VA-Q-TEC AG NA O.N.,,,26.1,1.5564202334,224962.55,385236000.0,2023-07-20T15:29:16+02:00,REGULATED,Regulierter Markt,Regulated Market,PRIME,Prime Standard,190,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,DE,Deutschland,Germany,Industrial,Internet,Internet,Sonstige deutsche Aktien,Other german shares,,,,,,
US6516391066,newmont-mining-corp,"NEWMONT CORP. DL 1,60",Newmont Mining Corp.,,38.68,-3.6852589642,224664.4,30673240000.0,2023-07-20T17:35:51+02:00,OPEN,Freiverkehr,Open Market,,,110,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,US,,,,,,"NE-Metalle, Draht- und Kabelwerke","Non-ferrous metals, wire plantsand cabels",,,,,,USA
DE0005157101,dr-hoenle-ag,DR. HOENLE AG O.N.,Dr. Hönle AG,,22.4,0.9009009009,224191.7,135744000.0,2023-07-20T17:28:25+02:00,REGULATED,Regulierter Markt,Regulated Market,PRIME,Prime Standard,190,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Industrial,Advanced Industrial Equipment,,Sonstige deutsche Aktien,Other german shares,Fortgeschrittene Industrieanlagen,Advanced Industrial Equipment,,,,
US0970231058,boeing-co,BOEING CO. DL 5,Boeing Co.,,191.78,2.3918846769,219282.52,194131222800.0,2023-07-20T17:35:40+02:00,OPEN,Freiverkehr,Open Market,,,170,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,US,,,,,,Verkehr,Traffic,,,,,,USA
GB0009895292,astrazeneca-plc,"ASTRAZENECA PLC DL-,25",Astrazeneca PLC,,123.35,2.0264681555,214833.6,191167830000.0,2023-07-20T17:35:53+02:00,OPEN,Freiverkehr,Open Market,,,51,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,GB,Großbritannien,Great Britain,,,,Chemie und Pharmazeutik,Chemistry/pharmacy,,,,,,
FR0000120321,l-oreal-s-a,"OREAL (L') INH. EO 0,2",L'Oréal S.A.,,400.0,-1.5748031497,213985.35,214076000000.0,2023-07-20T17:04:53+02:00,OPEN,Freiverkehr,Open Market,,,51,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,FR,Frankreich,France,,,,Chemie und Pharmazeutik,Chemistry/pharmacy,,,,,,
US68389X1054,oracle-corp-dl-01,"ORACLE CORP. DL-,01","Oracle Corp. DL-,01",,105.68,-1.8026389147,212304.48,281637200000.0,2023-07-20T17:35:53+02:00,OPEN,Freiverkehr,Open Market,,,61,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,US,,,,,,Elektronik und Elektrik,Electronic engineering,,,,,,USA
DE0006450000,lpkf-laser-electronics-se,LPKF LASER+ELECTR.INH ON,LPKF Laser & Electronics SE,,8.225,-0.9632751355,210055.92,201512500.0,2023-07-20T17:36:01+02:00,REGULATED,Regulierter Markt,Regulated Market,PRIME,Prime Standard,91,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Industrial,Advanced Industrial Equipment,,Fahrzeug- und Maschinenbau,Automotive and mechanical engineering,Fortgeschrittene Industrieanlagen,Advanced Industrial Equipment,,,,
NL0015436031,curevac,CUREVAC N.V. O.N.,CureVac,,8.83,-0.3386004515,205716.22,1890944500.0,2023-07-20T17:35:57+02:00,OPEN,Freiverkehr,Open Market,,,51,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,NL,Niederlande,Netherlands ,,,,Chemie und Pharmazeutik,Chemistry/pharmacy,,,,,,
DE0005550602,draegerwerk-ag-co-kgaa-st,DRAEGERWERK ST.A.O.N.,Drägerwerk AG & Co. KGaA St,,40.0,0.0,199221.0,750400000.0,2023-07-20T17:35:21+02:00,REGULATED,Regulierter Markt,Regulated Market,PRIME,Prime Standard,91,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Pharma & Healthcare,Medical Technology,,Fahrzeug- und Maschinenbau,Automotive and mechanical engineering,Medizintechnik,Medical Technology,,,,
CA0585861085,ballard-power-systems-inc-new,BALLARD PWR SYS,Ballard Power Systems Inc.(new),,4.19,-2.1713752043,198962.68,1247363000.0,2023-07-20T17:35:31+02:00,OPEN,Freiverkehr,Open Market,,,70,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,CA,Kanada,Canada,,,,Versorgung und Energie,Service/energy,,,,,,
US87612E1064,target-corp,"TARGET CORP. DL-,0833",Target Corp.,,121.1,2.5402201524,198452.55,55748385000.0,2023-07-20T17:35:53+02:00,OPEN,Freiverkehr,Open Market,,,140,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,US,,,,,,Kaufhäuser,Stores,,,,,,USA
IE00BTN1Y115,medtronic-inc,"MEDTRONIC PLC DL-,0001",Medtronic Inc.,,79.72,3.2375032375,196902.9,106092173200.0,2023-07-20T17:37:57+02:00,OPEN,Freiverkehr,Open Market,,,900,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,IE,Irland,Ireland,,,,Ausländische Aktien,Foreign shares,,,,,,
DE0007657231,villeroy-boch-ag-vz,VILLEROY + BOCH AG VZ,Villeroy & Boch AG Vz,,17.8,-4.3010752689,195847.7,500002000.0,2023-07-20T17:36:07+02:00,REGULATED,Regulierter Markt,Regulated Market,PRIME,Prime Standard,150,,1003,Vorzugsaktien,Preffered shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Consumer,Household Appliances & Housewares,,"Verbrauchsgüter, Nahrungsmittel, Brauereien, Papier",Consumer goods/food/breweries/paper,Haushaltsgeräte & Haushaltswaren,Household Appliances & Housewares,,,,
GB0031348658,barclays-plc,"BARCLAYS PLC LS 0,25",BARCLAYS PLC,,1.9078,0.4210969575,191916.48,30278693800.0,2023-07-20T17:35:56+02:00,OPEN,Freiverkehr,Open Market,,,81,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,GB,Großbritannien,Great Britain,,,,Banken und Versicherungen,Bank/insurance,,,,,,
US81762P1021,servicenow-inc,"SERVICENOW INC. DL-,001",ServiceNow Inc.,,526.6,-3.8349159971,191817.4,106836608000.0,2023-07-20T17:35:51+02:00,OPEN,Freiverkehr,Open Market,,,172,Software,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,US,,,,,,,,,,,,,USA
US38141G1040,goldman-sachs-group-inc,GOLDMAN SACHS GRP INC.,Goldman Sachs Group Inc.,,303.5,-0.8493956224,190999.8,278558370000.0,2023-07-20T15:20:29+02:00,OPEN,Freiverkehr,Open Market,,,900,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,US,,,,,,Ausländische Aktien,Foreign shares,,,,,,USA
US1667641005,chevron-corp,"CHEVRON CORP. DL-,75",Chevron Corp.,,140.6,1.2530606366,190004.5,343440808000.0,2023-07-20T17:35:45+02:00,OPEN,Freiverkehr,Open Market,,,120,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,US,,,,,,"Kali, Erdöl, Erdgas, Kohle","Potash, oil, natural gas, carbon",,,,,,USA
LU1778762911,spotify-tech-s-a-eur-1,SPOTIFY TECH. S.A. EUR 1,,,156.4,-3.8130381304,188632.4,30052572800.0,2023-07-20T16:19:03+02:00,OPEN,Freiverkehr,Open Market,,,174,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,LU,Luxemburg,Luxembourg ,,,,Internet-Dienstleister,Internet Service Provider,,,,,,
DE000A0JQ5U3,manz-ag,MANZ AG,Manz AG,,16.64,-1.6548463357,185812.16,142105600.0,2023-07-20T17:36:22+02:00,REGULATED,Regulierter Markt,Regulated Market,PRIME,Prime Standard,190,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Industrial,Advanced Industrial Equipment,,Sonstige deutsche Aktien,Other german shares,Fortgeschrittene Industrieanlagen,Advanced Industrial Equipment,,,,
GB0002374006,diageo-plc,"DIAGEO PLC LS-,28935185",Diageo plc,,39.44,-1.1033099298,184719.28,98521120000.0,2023-07-20T17:35:58+02:00,OPEN,Freiverkehr,Open Market,,,150,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,GB,Großbritannien,Great Britain,,,,"Verbrauchsgüter, Nahrungsmittel, Brauereien, Papier",Consumer goods/food/breweries/paper,,,,,,
US6541061031,nike-inc,NIKE INC. B,Nike Inc.,,97.58,0.3599712023,181906.14,153060084800.0,2023-07-20T17:11:44+02:00,OPEN,Freiverkehr,Open Market,,,150,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,US,,,,,,"Verbrauchsgüter, Nahrungsmittel, Brauereien, Papier",Consumer goods/food/breweries/paper,,,,,,USA
US1491231015,caterpillar-inc,CATERPILLAR INC. DL 1,Caterpillar Inc.,,237.0,1.7167381974,180989.0,193128930000.0,2023-07-20T17:35:53+02:00,OPEN,Freiverkehr,Open Market,,,91,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,US,,,,,,Fahrzeug- und Maschinenbau,Automotive and mechanical engineering,,,,,,USA
DE000A2DAM03,aumann-ag,AUMANN AG INH O.N.,Aumann AG,,14.12,-2.216066482,179549.4,215330000.0,2023-07-20T17:36:13+02:00,REGULATED,Regulierter Markt,Regulated Market,PRIME,Prime Standard,180,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Industrial,Industrial Machinery,,Holdinggesellschaften,Holding companies,Industriemaschinen,Industrial Machinery,,,,
DE0005103006,adva-optical-networking-se,ADTRAN NETW.SE INH O.N.,Adtran Networks SE,Adtran Networks SE,19.96,0.2008032128,174312.92,1038119600.0,2023-07-20T17:35:16+02:00,REGULATED,Regulierter Markt,Regulated Market,PRIME,Prime Standard,190,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Technology,Communications Technology,,Sonstige deutsche Aktien,Other german shares,Kommunikationstechnologie,Communications Technology,,,,
DE000A255F11,friedrich-vorwerk-group-se,FR.VORWERK GRP SE INH ON,Friedrich Vorwerk Group SE,,10.98,-1.0810810811,174032.28,219600000.0,2023-07-20T17:36:03+02:00,REGULATED,Regulierter Markt,Regulated Market,PRIME,Prime Standard,190,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Industrial,Industrial Products & Services,,Sonstige deutsche Aktien,Other german shares,Industrieprodukte & Dienstleistungen ,Industrial Products & Services,,,,
FR0000131104,bnp-paribas-s-a,BNP PARIBAS INH. EO 2,BNP Paribas S.A.,,58.07,0.1897860593,172773.02,71677543100.0,2023-07-20T17:35:51+02:00,OPEN,Freiverkehr,Open Market,,,81,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,FR,Frankreich,France,,,,Banken und Versicherungen,Bank/insurance,,,,,,
US02209S1033,altria-group-inc,"ALTRIA GRP INC. DL-,333",Altria Group Inc.,,41.09,1.2068965517,172707.2,115296896400.0,2023-07-20T17:29:48+02:00,OPEN,Freiverkehr,Open Market,,,150,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,US,,,,,,"Verbrauchsgüter, Nahrungsmittel, Brauereien, Papier",Consumer goods/food/breweries/paper,,,,,,USA
NL0011585146,ferrari-n-v,FERRARI N.V.,,,285.9,-0.9355509356,172492.3,73553493000.0,2023-07-20T17:35:31+02:00,OPEN,Freiverkehr,Open Market,,,91,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,NL,Niederlande,Netherlands ,,,,Fahrzeug- und Maschinenbau,Automotive and mechanical engineering,,,,,,
DE0007480204,deutsche-euroshop-ag,DEUTSCHE EUROSHOP NA O.N.,Deutsche EuroShop AG,,21.65,0.4640371229,168938.0,1655359000.0,2023-07-20T17:39:43+02:00,REGULATED,Regulierter Markt,Regulated Market,PRIME,Prime Standard,190,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,DE,Deutschland,Germany,Financial Services,Real Estate,,Sonstige deutsche Aktien,Other german shares,Immobilien,Real Estate,,,,
DE000A2TSL71,synlab-ag,SYNLAB AG INH O.N.,SYNLAB AG,,8.785,-0.2271436684,168556.55,1952202700.0,2023-07-20T17:35:13+02:00,REGULATED,Regulierter Markt,Regulated Market,PRIME,Prime Standard,190,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Pharma & Healthcare,Health Care,,Sonstige deutsche Aktien,Other german shares,Gesundheitswesen,Health Care,,,,
IT0003128367,enel-s-p-a,ENEL S.P.A. EO 1,Enel S.p.A.,,6.291,0.2230364823,167602.67,63958583880.0,2023-07-20T17:35:33+02:00,OPEN,Freiverkehr,Open Market,,,70,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,IT,Italien,Italy,,,,Versorgung und Energie,Service/energy,,,,,,
DE0007568578,sfc-energy-ag,SFC ENERGY AG,SFC Energy AG,,23.0,0.0,165632.7,399280000.0,2023-07-20T17:38:48+02:00,REGULATED,Regulierter Markt,Regulated Market,PRIME,Prime Standard,70,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Industrial,Renewable Energies,,Versorgung und Energie,Service/energy,Erneuerbare Energien,Renewable Energies,,,,
ES0173516115,repsol-ypf-s-a,REPSOL S.A. INH. EO 1,Repsol YPF S.A.,,13.21,1.6936104695,164489.43,17534954000.0,2023-07-20T17:35:58+02:00,OPEN,Freiverkehr,Open Market,,,120,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,ES,Spanien,Spain,,,,"Kali, Erdöl, Erdgas, Kohle","Potash, oil, natural gas, carbon",,,,,,
US88339J1051,the-tra-desk-a-dl-000001,"THE TRA.DESK A DL-,000001",,,76.12,-4.6712586099,160584.41,33432360720.0,2023-07-20T17:35:59+02:00,OPEN,Freiverkehr,Open Market,,,174,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,US,,,,,,Internet-Dienstleister,Internet Service Provider,,,,,,USA
US5398301094,lockheed-martin,LOCKHEED MARTIN DL 1,Lockheed Martin,,410.6,2.4962556165,158777.4,104292400000.0,2023-07-20T17:35:36+02:00,OPEN,Freiverkehr,Open Market,,,900,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,US,,,,,,Ausländische Aktien,Foreign shares,,,,,,USA
CA32076V1031,first-majestic-silver-corp,FIRST MAJESTIC SILVER,First Majestic Silver Corp.,,6.218,-1.3329101873,157720.39,,2023-07-20T17:35:53+02:00,OPEN,Freiverkehr,Open Market,,,900,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,CA,Kanada,Canada,,,,Ausländische Aktien,Foreign shares,,,,,,
DE000A2YPDD0,vib-vermoegen-na-o-n,VIB VERMOEGEN NA O.N.,,,15.64,-0.8871989861,156871.62,516902000.0,2023-07-20T17:36:25+02:00,OPEN,Freiverkehr,Open Market,,,190,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,DE,Deutschland,Germany,,,,Sonstige deutsche Aktien,Other german shares,,,,,,
DE0007193500,koenig-bauer-ag,KOENIG + BAUER AG ST O.N.,Koenig & Bauer AG,,19.1,-0.3131524009,154594.7,315532000.0,2023-07-20T17:36:01+02:00,REGULATED,Regulierter Markt,Regulated Market,PRIME,Prime Standard,91,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Industrial,Industrial Machinery,,Fahrzeug- und Maschinenbau,Automotive and mechanical engineering,Industriemaschinen,Industrial Machinery,,,,
US7134481081,pepsico-inc,"PEPSICO INC. DL-,0166",PepsiCo Inc.,,168.0,1.4370245139,154491.54,231336000000.0,2023-07-20T15:30:45+02:00,OPEN,Freiverkehr,Open Market,,,150,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,US,,,,,,"Verbrauchsgüter, Nahrungsmittel, Brauereien, Papier",Consumer goods/food/breweries/paper,,,,,,USA
DE0005220909,nexus-ag,NEXUS AG O.N.,NEXUS AG,,60.6,0.0,154432.7,1046562000.0,2023-07-20T17:36:07+02:00,REGULATED,Regulierter Markt,Regulated Market,PRIME,Prime Standard,172,Software,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Software,Software,Software,,,,,,,,
US3696043013,general-electric-co-1,"GENL EL. CO. DL -,06",General Electric Co. ,,100.0,2.0408163265,152233.4,109902700000.0,2023-07-20T17:36:00+02:00,OPEN,Freiverkehr,Open Market,,,900,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,US,,,,,,Ausländische Aktien,Foreign shares,,,,,,USA
GB0031215220,carnival-corporation,"CARNIVAL PLC DL 1,66",Carnival PLC,,14.5,-0.5145797599,150933.99,18038000000.0,2023-07-20T17:35:57+02:00,OPEN,Freiverkehr,Open Market,,,900,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,GB,Großbritannien,Great Britain,,,,Ausländische Aktien,Foreign shares,,,,,,
DE000A1TNUT7,deutsche-beteiligungs-ag,DT.BETEILIG.AG NA O.N.,Deutsche Beteiligungs AG,,30.3,-0.9803921569,150097.05,569640000.0,2023-07-20T17:35:27+02:00,REGULATED,Regulierter Markt,Regulated Market,PRIME,Prime Standard,180,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,DE,Deutschland,Germany,Financial Services,Private Equity & Venture Capital,Private Equity & Venture Capital,Holdinggesellschaften,Holding companies,,,,,,
GB0002634946,bae-systems-plc,"BAE SYSTEMS PLC LS-,025",BAE Systems PLC,,10.955,0.9212344541,146776.08,36127618100.0,2023-07-20T17:35:59+02:00,OPEN,Freiverkehr,Open Market,,,91,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,GB,Großbritannien,Great Britain,,,,Fahrzeug- und Maschinenbau,Automotive and mechanical engineering,,,,,,
US09247X1019,blackrock-inc-class-a,"BLACKROCK CL. A DL -,01",Blackrock Inc. Class A,,667.0,0.2705953096,146325.4,114777360000.0,2023-07-20T16:15:33+02:00,OPEN,Freiverkehr,Open Market,,,900,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,US,,,,,,Ausländische Aktien,Foreign shares,,,,,,USA
BE0974293251,ab-inbev-sa-nv-anheuser-busch-inbev,ANHEUSER-BUSCH INBEV,AB InBev SA-NV (Anheuser-Busch InBev),,52.75,1.4423076923,145896.01,106514910000.0,2023-07-20T15:30:00+02:00,OPEN,Freiverkehr,Open Market,,,900,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,BE,Belgien,Belgium,,,,Ausländische Aktien,Foreign shares,,,,,,
DE000NWRK013,new-work-se,NEW WORK SE NA O.N.,NEW WORK SE,,110.6,-0.8960573477,144542.8,621572000.0,2023-07-20T17:35:17+02:00,REGULATED,Regulierter Markt,Regulated Market,PRIME,Prime Standard,174,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,DE,Deutschland,Germany,Software,Internet,Internet,Internet-Dienstleister,Internet Service Provider,,,,,,
DE0005408116,aareal-bank-ag,AAREAL BANK AG,Aareal Bank AG,,33.15,0.3025718608,142200.45,1984359000.0,2023-07-20T17:36:17+02:00,REGULATED,Regulierter Markt,Regulated Market,PRIME,Prime Standard,81,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Banks,Mortgage Banks,,Banken und Versicherungen,Bank/insurance,Hypothekenbanken,Mortgage Banks,,,,
DE0006223407,procredit-holding-ag-co-kgaa,PROCREDIT HLDG AG NA EO 5,ProCredit Holding AG & Co. KGaA,,7.14,-0.8333333334,140191.8,420546000.0,2023-07-20T17:36:24+02:00,REGULATED,Regulierter Markt,Regulated Market,PRIME,Prime Standard,180,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,DE,Deutschland,Germany,Banks,Credit Banks,,Holdinggesellschaften,Holding companies,Kreditbanken,Credit Banks,,,,
US1266501006,cvs-health-corp,"CVS HEALTH CORP. DL-,01",CVS Health Corp.,,66.84,1.7971367651,139155.46,117504720000.0,2023-07-20T17:35:57+02:00,OPEN,Freiverkehr,Open Market,,,150,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,US,,,,,,"Verbrauchsgüter, Nahrungsmittel, Brauereien, Papier",Consumer goods/food/breweries/paper,,,,,,USA
DE0005167902,3u-holding-ag,3U HOLDING AG,3U HOLDING AG,,2.72,-1.8050541517,138933.89,99851200.0,2023-07-20T17:36:28+02:00,REGULATED,Regulierter Markt,Regulated Market,PRIME,Prime Standard,180,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Industrial,Industrial Products & Services,,Holdinggesellschaften,Holding companies,Industrieprodukte & Dienstleistungen ,Industrial Products & Services,,,,
US8835561023,thermo-fisher-scientific-inc,THERMO FISH.SCIENTIF.DL 1,Thermo Fisher Scientific Inc.,,481.9,0.3749218912,136396.2,212358873000.0,2023-07-20T17:20:56+02:00,OPEN,Freiverkehr,Open Market,,,61,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,US,,,,,,Elektronik und Elektrik,Electronic engineering,,,,,,USA
DE0007446007,takkt-ag,TAKKT AG O.N.,TAKKT AG,,13.78,-2.1306818182,135902.82,904105800.0,2023-07-20T17:36:07+02:00,REGULATED,Regulierter Markt,Regulated Market,PRIME,Prime Standard,171,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Retail,"Retail, Catalog",,Handel,Trade,"Einzelhandel, Katalog","Retail, Catalog",,,,
US60770K1079,moderna-inc-dl-0001,"MODERNA INC. DL-,0001",Moderna Inc. ,,113.18,1.0535714285,131609.1,43574300000.0,2023-07-20T17:35:41+02:00,OPEN,Freiverkehr,Open Market,,,51,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,US,,,,,,Chemie und Pharmazeutik,Chemistry/pharmacy,,,,,,USA
NL0000009538,philips-electronics-n-v,"KONINKL. PHILIPS EO -,20",Philips Electronics N.V.,,20.745,1.741049534,129386.3,18448943400.0,2023-07-20T17:14:09+02:00,OPEN,Freiverkehr,Open Market,,,61,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,NL,Niederlande,Netherlands ,,,,Elektronik und Elektrik,Electronic engineering,,,,,,
