股票代码,股票简称,流通市值,总市值,最新价,涨跌幅
600806.SH,退市昆机,,,,
600802.SH,福建水泥,23.8,23.8,5.2,0.0
600799.SH,*ST龙科,,,,
600792.SH,云煤能源,31.1,31.1,3.14,0.0
600788.SH,*ST达曼,,,,
600786.SH,东方锅炉,,,,
600782.SH,新钢股份,122.8,122.8,3.85,0.0
600780.SH,通宝能源,106.9,106.9,9.32,0.0
600772.SH,S*ST龙昌,,,,
600769.SH,祥龙电业,29.4,29.4,7.85,0.0
600762.SH,S*ST金荔,,,,
600752.SH,*ST哈慈,,,,
600747.SH,退市大控,,,,
600727.SH,鲁北化工,26.3,31.6,5.98,0.0
600726.SH,*ST华源,43.7,225.4,2.85,0.0
600723.SH,首商股份,,,,
600709.SH,ST生态,,,,
600707.SH,彩虹股份,171.8,171.9,4.79,0.0
600701.SH,退市工新,,,,
600700.SH,*ST数码,,,,
600695.SH,退市绿庭,,,,
600687.SH,退市刚泰,,,,
600680.SH,*ST上普,,,,
600677.SH,*ST航通,,,,
600672.SH,*ST华圣,,,,
600670.SH,*ST斯达,,,,
600669.SH,*ST鞍成,,,,
600660.SH,福耀玻璃,665.6,867.2,33.23,0.0
600659.SH,*ST花雕,,,,
600656.SH,退市博元,,,,
600652.SH,退市游久,,,,
600646.SH,ST国嘉,,,,
600643.SH,爱建集团,86.3,86.4,5.33,0.0
600635.SH,大众公用,81.0,98.9,3.35,0.0
600634.SH,退市富控,,,,
600632.SH,华联商厦,,,,
600631.SH,百联股份,,,,
600627.SH,上电股份,,,,
600625.SH,PT水仙,,,,
600624.SH,复旦复华,42.5,42.5,6.21,0.0
600614.SH,退市鹏起,,,,
600607.SH,上实医药,,,,
600604.SH,市北高新,69.0,91.8,4.9,0.0
600591.SH,*ST上航,,,,
600577.SH,精达股份,85.0,88.6,4.26,0.0
600567.SH,山鹰国际,100.1,100.1,2.24,0.0
600555.SH,退市海创,,,,
600553.SH,太行水泥,,,,
600531.SH,豫光金铅,68.4,68.4,6.27,0.0
600530.SH,交大昂立,19.3,19.3,,
600521.SH,华海药业,269.8,275.2,18.55,0.0
600506.SH,统一股份,15.3,19.9,10.36,0.0
600485.SH,*ST信威,,,,
600472.SH,包头铝业,,,,
600466.SH,*ST蓝光,12.1,12.1,,
600432.SH,退市吉恩,,,,
600421.SH,华嵘控股,22.7,22.7,,
600410.SH,华胜天成,81.1,81.1,7.4,0.0
600408.SH,安泰集团,23.2,23.2,2.3,0.0
600401.SH,退市海润,,,,
600397.SH,安源煤业,28.1,28.1,2.84,0.0
600385.SH,退市金泰,,,,
600376.SH,首开股份,105.5,105.5,4.09,0.0
600362.SH,江西铜业,393.7,656.9,18.97,0.0
600357.SH,承德钒钛,,,,
600336.SH,澳柯玛,44.7,44.7,5.6,0.0
600317.SH,营口港,,,,
600311.SH,*ST荣华,,,,
600306.SH,*ST商城,12.2,15.9,6.88,0.0
600296.SH,S兰铝,,,,
600291.SH,退市西水,,,,
600286.SH,S*ST国瓷,,,,
600282.SH,南钢股份,154.1,212.7,3.45,0.0
600277.SH,亿利洁能,123.9,123.9,3.48,0.0
600275.SH,退市昌鱼,,,,
600271.SH,航天信息,267.4,267.4,14.43,0.0
600270.SH,外运发展,,,,
600263.SH,路桥建设,,,,
600260.SH,*ST凯乐,,,,
600253.SH,天方药业,,,,
600247.SH,*ST成城,,,,
600243.SH,青海华鼎,18.3,18.3,4.17,0.0
600240.SH,退市华业,,,,
600209.SH,退市罗顿,,,,
600205.SH,S山东铝,,,,
600191.SH,华资实业,27.6,27.6,5.69,0.0
600181.SH,S*ST云大,,,,
600175.SH,退市美都,,,,
600170.SH,上海建工,235.5,235.5,2.65,0.0
600169.SH,太原重工,63.8,84.0,2.49,0.0
600146.SH,退市环球,,,,
600145.SH,退市新亿,,,,
600139.SH,*ST西源,,,,
600127.SH,金健米业,46.2,46.2,7.2,0.0
600122.SH,*ST宏图,4.4,4.4,,
600120.SH,浙江东方,134.2,134.2,3.93,0.0
600102.SH,莱钢股份,,,,
600100.SH,同方股份,259.6,293.5,8.76,0.0
600098.SH,广州发展,203.3,224.7,6.34,0.0
600093.SH,退市易见,,,,
600092.SH,S*ST精密,,,,
600091.SH,退市明科,,,,
600090.SH,退市济堂,,,,
600087.SH,退市长油,,,,
600086.SH,退市金钰,,,,
600076.SH,康欣新材,28.5,37.1,2.76,0.0
600074.SH,退市保千,,,,
600069.SH,退市银鸽,,,,
600068.SH,葛洲坝,,,,
600067.SH,冠城大通,39.2,39.2,2.82,0.0
600065.SH,*ST联谊,,,,
600005.SH,武钢股份,,,,
600003.SH,ST东北高,,,,
600002.SH,齐鲁石化,,,,
600001.SH,邯郸钢铁,,,,
301397.SZ,溯联股份,,,,
301383.SZ,天键股份,12.7,53.7,,
301376.SZ,致欧科技,,,,
301355.SZ,南王科技,8.1,34.2,,
301323.SZ,新莱福,9.1,41.0,,
301320.SZ,豪江智能,5.6,23.7,,
301315.SZ,威士顿,,,,
301287.SZ,康力源,,20.1,,
301262.SZ,海看股份,,,,
301246.SZ,宏源药业,14.9,134.6,33.66,0.0
301232.SZ,飞沃科技,18.9,29.2,,
301225.SZ,恒勃股份,,27.6,,
301170.SZ,锡南科技,,,,
301106.SZ,骏成科技,7.1,24.6,33.9,0.0
301032.SZ,新柴股份,6.9,20.2,8.36,0.0
300995.SZ,奇德新材,5.7,16.6,19.74,0.0
300975.SZ,商络电子,22.8,44.3,7.03,0.0
300931.SZ,通用电梯,7.7,17.7,7.35,0.0
300878.SZ,维康药业,9.5,34.4,23.76,0.0
300839.SZ,博汇股份,15.6,34.4,14.03,0.0
300814.SZ,中富电路,12.0,41.5,23.61,0.0
300804.SZ,广康生化,,,,
300793.SZ,佳禾智能,74.5,76.5,22.6,0.0
300752.SZ,隆利科技,23.9,37.3,17.95,0.0
300732.SZ,设研院,31.8,31.9,9.85,0.0
300676.SZ,华大基因,247.0,248.8,60.11,0.0
300585.SZ,奥联电子,27.7,29.7,17.36,0.0
300526.SZ,*ST中潜,8.9,9.5,,
300513.SZ,恒实科技,39.8,46.2,14.74,0.0
300479.SZ,神思电子,43.3,43.3,22.0,0.0
300477.SZ,合纵科技,43.6,50.4,4.7,0.0
300435.SZ,中泰股份,49.2,54.5,14.28,0.0
300431.SZ,暴风退,,,,
300392.SZ,*ST腾信,2.9,3.8,,
300376.SZ,易事特,165.3,165.5,7.11,0.0
300372.SZ,欣泰退,,,,
300367.SZ,网力退,,,,
300366.SZ,创意信息,59.1,72.5,11.93,0.0
300362.SZ,天翔退,,,,
300356.SZ,*ST光一,18.3,18.6,,
300355.SZ,蒙草生态,51.6,61.8,3.85,0.0
300353.SZ,东土科技,52.1,63.3,11.87,0.0
300348.SZ,长亮科技,70.9,84.6,11.57,0.0
300336.SZ,*ST新文,6.6,7.3,,
300330.SZ,计通退,4.1,4.2,,
300325.SZ,德威退,,,,
300312.SZ,邦讯退,,,,
300309.SZ,吉艾退,1.9,2.0,,
300304.SZ,云意电气,43.8,44.9,5.14,0.0
300297.SZ,*ST蓝盾,6.0,6.0,,
300279.SZ,和晶科技,24.3,27.0,5.62,0.0
300273.SZ,*ST和佳,7.1,8.7,,
300272.SZ,开能健康,21.7,30.5,5.28,0.0
300254.SZ,仟源医药,14.5,15.6,6.46,0.0
300216.SZ,千山退,,,,
300202.SZ,聚龙退,,,,
300186.SZ,大华农,,,,
300178.SZ,腾邦退,,,,
300169.SZ,天晟新材,12.4,13.4,4.11,0.0
300156.SZ,神雾退,,,,
300154.SZ,瑞凌股份,23.7,33.9,7.43,0.0
300137.SZ,先河环保,28.8,33.4,6.12,0.0
300117.SZ,嘉寓股份,21.5,21.5,3.0,0.0
300104.SZ,乐视退,,,,
300090.SZ,盛运退,,,,
300089.SZ,*ST文化,3.2,3.8,,
300064.SZ,金刚退,,,,
300063.SZ,天龙集团,30.0,36.5,4.84,0.0
300038.SZ,数知退,,,,
300028.SZ,金亚退,,,,
300023.SZ,宝德退,,,,
300016.SZ,北陆药业,34.4,34.5,7.01,0.0
003036.SZ,泰坦股份,7.5,28.6,13.25,0.0
002966.SZ,苏州银行,243.0,251.5,6.86,0.0
002839.SZ,张家港行,89.5,93.7,4.32,0.0
002781.SZ,*ST奇信,3.7,3.7,,
002776.SZ,*ST柏龙,13.7,13.7,2.55,0.0
002770.SZ,科迪退,,,,
002751.SZ,*ST易尚,6.4,7.6,,
002717.SZ,岭南股份,48.1,55.8,3.32,0.0
002711.SZ,欧浦退,,,,
002684.SZ,猛狮退,,,,
002680.SZ,长生退,,,,
002672.SZ,东江环保,41.2,67.1,6.07,0.0
002663.SZ,普邦股份,22.9,31.6,1.76,0.0
002662.SZ,京威股份,48.1,48.2,3.21,0.0
002656.SZ,ST摩登,12.6,14.7,,
002650.SZ,加加食品,44.2,44.2,3.84,0.0
002619.SZ,*ST艾格,,,,
002618.SZ,丹邦退,,,,
002611.SZ,东方精工,50.9,62.9,5.07,0.0
002604.SZ,龙力退,,,,
002598.SZ,山东章鼓,30.9,34.4,11.03,0.0
002570.SZ,贝因美,45.1,45.1,4.18,0.0
002564.SZ,天沃科技,32.2,32.2,,
002559.SZ,亚威股份,41.5,47.6,8.58,0.0
002526.SZ,山东矿机,41.6,42.1,2.36,0.0
002510.SZ,天汽模,35.6,36.0,3.82,0.0
002509.SZ,天茂退,,,,
002503.SZ,*ST搜特,11.1,12.8,,
002501.SZ,利源股份,57.4,57.5,1.62,0.0
002499.SZ,科林退,,,,
002477.SZ,雏鹰退,,,,
002473.SZ,圣莱退,,,,
002470.SZ,ST金正,54.4,56.5,1.72,0.0
002464.SZ,众应退,,,,
002450.SZ,康得退,,,,
002447.SZ,晨鑫退,,,,
002444.SZ,巨星科技,205.6,214.4,17.83,0.0
002442.SZ,龙星化工,23.9,24.3,4.96,0.0
002438.SZ,江苏神通,53.7,58.1,11.45,0.0
002431.SZ,棕榈股份,37.0,46.0,2.54,0.0
002417.SZ,*ST深南,2.9,3.4,,
002411.SZ,*ST必康,49.5,49.5,,
002403.SZ,爱仕达,26.9,29.9,8.79,0.0
002399.SZ,海普瑞,148.7,174.9,11.92,0.0
002390.SZ,信邦制药,84.7,90.0,4.63,0.0
002380.SZ,科远智慧,28.0,47.4,19.77,0.0
002360.SZ,同德化工,24.5,30.7,7.64,0.0
002359.SZ,北讯退,,,,
002356.SZ,赫美集团,57.7,57.7,4.4,0.0
002341.SZ,新纶新材,35.5,42.7,3.71,0.0
002340.SZ,格林美,349.9,353.8,6.89,0.0
002337.SZ,赛象科技,31.8,31.8,5.4,0.0
002316.SZ,亚联发展,14.6,18.3,4.65,0.0
002305.SZ,南国置业,38.0,38.0,2.19,0.0
002277.SZ,友阿股份,45.9,45.9,3.29,0.0
002274.SZ,华昌化工,68.0,69.0,7.25,0.0
002260.SZ,德奥退,,,,
002220.SZ,天宝退,,,,
002188.SZ,中天服务,14.8,17.9,6.13,0.0
002184.SZ,海得控制,34.6,50.7,14.41,0.0
002183.SZ,怡亚通,133.5,133.5,5.14,0.0
002162.SZ,悦心健康,36.9,36.9,3.98,0.0
002147.SZ,新光退,,,,
002146.SZ,荣盛发展,45.6,50.9,,
002143.SZ,印纪退,,,,
002127.SZ,南极电商,82.6,101.6,4.14,0.0
002091.SZ,江苏国泰,123.5,127.8,7.85,0.0
002084.SZ,海鸥住工,25.6,25.7,3.95,0.0
002075.SZ,沙钢股份,88.3,88.3,4.0,0.0
002071.SZ,长城退,,,,
002070.SZ,众和退,,,,
002067.SZ,景兴纸业,36.6,41.3,3.46,0.0
002066.SZ,瑞泰科技,26.8,26.8,11.6,0.0
002063.SZ,远光软件,132.0,143.4,9.03,0.0
002057.SZ,中钢天源,74.8,76.1,10.02,0.0
002031.SZ,巨轮智能,59.0,67.1,3.05,0.0
002018.SZ,华信退,,,,
002013.SZ,中航机电,,,,
002008.SZ,大族激光,244.8,263.0,25.0,0.0
001896.SZ,豫能控股,63.9,73.8,4.84,0.0
001267.SZ,汇绿生态,20.4,44.0,5.64,0.0
001256.SZ,炜冈科技,6.5,26.1,18.29,0.0
001227.SZ,兰州银行,80.6,165.7,2.91,0.0
000979.SZ,中弘退,,,,
000956.SZ,中原油气,,,,
000939.SZ,凯迪退,,,,
000931.SZ,中关村,44.8,45.3,6.01,0.0
000918.SZ,*ST嘉凯,8.8,8.8,,
000916.SZ,华北高速,,,,
000897.SZ,津滨发展,31.7,31.7,1.96,0.0
000866.SZ,扬子石化,,,,
000863.SZ,三湘印象,43.6,44.3,3.75,0.0
000861.SZ,海印股份,47.6,50.4,2.01,0.0
000835.SZ,长动退,,,,
000833.SZ,粤桂股份,25.2,44.6,6.67,0.0
000832.SZ,*ST龙涤,,,,
000827.SZ,*ST长兴,,,,
000822.SZ,山东海化,60.9,60.9,6.8,0.0
000817.SZ,辽河油田,,,,
000806.SZ,*ST银河,8.8,11.0,,
000805.SZ,*ST炎黄,,,,
000800.SZ,一汽解放,374.9,377.2,8.11,0.0
000795.SZ,英洛华,70.7,70.7,6.24,0.0
000787.SZ,*ST创智,,,,
000780.SZ,ST平能,,,,
000769.SZ,*ST大菲,,,,
000765.SZ,*ST华信,,,,
000763.SZ,锦州石化,,,,
000760.SZ,斯太退,,,,
000752.SZ,*ST西发,10.7,10.7,4.04,0.0
000748.SZ,长城信息,,,,
000732.SZ,ST泰禾,10.7,10.7,,
000730.SZ,*ST环保,,,,
000709.SZ,河钢股份,238.7,238.8,2.31,0.0
000702.SZ,正虹科技,14.1,14.1,5.27,0.0
000699.SZ,S*ST佳纸,,,,
000698.SZ,沈阳化工,32.8,34.2,4.17,0.0
000693.SZ,华泽退,,,,
000689.SZ,ST宏业,,,,
000687.SZ,华讯退,,,,
000678.SZ,襄阳轴承,25.5,25.5,5.54,0.0
000675.SZ,ST银山,,,,
000673.SZ,当代退,,,,
000667.SZ,ST美置,14.1,14.3,,
000662.SZ,天夏退,,,,
000660.SZ,*ST南华,,,,
000658.SZ,ST海洋,,,,
000653.SZ,ST九州,,,,
000631.SZ,顺发恒业,70.8,70.8,2.91,0.0
000630.SZ,铜陵有色,309.5,309.5,2.94,0.0
000621.SZ,*ST比特,,,,
000618.SZ,吉林化工,,,,
000613.SZ,东海A退,,,,
000611.SZ,天首退,,,,
000606.SZ,*ST顺利,7.0,7.0,,
000602.SZ,金马集团,,,,
000594.SZ,国恒退,,,,
000588.SZ,PT粤金曼,,,,
000587.SZ,*ST金洲,,,,
000585.SZ,东电退,,,,
000583.SZ,S*ST托普,,,,
000578.SZ,盐湖集团,,,,
000569.SZ,长城股份,,,,
000562.SZ,宏源证券,,,,
000556.SZ,PT南洋,,,,
000549.SZ,S湘火炬,,,,
000542.SZ,TCL通讯,,,,
000540.SZ,*ST中天,27.9,28.0,,
000536.SZ,华映科技,51.4,51.4,1.86,0.0
000535.SZ,*ST猴王,,,,
000533.SZ,顺钠股份,29.0,29.2,4.23,0.0
000531.SZ,穗恒运A,60.3,60.3,7.34,0.0
000527.SZ,美的电器,,,,
000522.SZ,白云山A,,,,
000515.SZ,攀渝钛业,,,,
000511.SZ,烯碳退,,,,
000508.SZ,琼民源A,,,,
000502.SZ,绿景退,,,,
000498.SZ,山东路桥,101.2,108.3,6.94,0.0
000418.SZ,小天鹅A,,,,
000413.SZ,东旭光电,85.5,95.8,1.7,0.0
000412.SZ,ST五环,,,,
000406.SZ,石油大明,,,,
000405.SZ,ST鑫光,,,,
000150.SZ,*ST宜康,4.1,4.5,,
000068.SZ,华控赛格,32.8,32.8,3.26,0.0
000047.SZ,ST中侨,,,,
000039.SZ,中集集团,159.0,372.6,6.91,0.0
000038.SZ,*ST大通,8.6,17.9,,
000036.SZ,华联控股,57.0,57.1,3.85,0.0
000033.SZ,新都退,,,,
000024.SZ,招商地产,,,,
000018.SZ,神城A退,,,,
000015.SZ,PT中浩A,,,,
000013.SZ,*ST石化A,,,,
000008.SZ,神州高铁,62.9,64.9,2.39,0.0
000003.SZ,PT金田A,,,,
688201.SH,信安世纪,27.4,60.0,43.55,-0.02
300693.SZ,盛弘股份,97.8,122.1,39.49,-0.03
301125.SZ,腾亚精工,5.2,20.9,28.84,-0.03
301092.SZ,争光股份,11.4,35.9,26.91,-0.04
300546.SZ,雄帝科技,25.6,36.5,25.61,-0.04
832735.BJ,德源药业,13.5,19.6,24.99,-0.04
688010.SH,福光股份,37.4,37.5,24.43,-0.04
688669.SH,聚石化学,11.3,22.4,24.04,-0.04
300470.SZ,中密控股,90.0,94.4,45.36,-0.04
001222.SZ,源飞宠物,7.6,30.2,22.16,-0.05
300941.SZ,创识科技,18.8,45.2,22.08,-0.05
300488.SZ,恒锋工具,30.2,36.6,22.07,-0.05
605090.SH,九丰能源,56.0,134.7,21.54,-0.05
688158.SH,优刻得-W,74.5,95.0,20.97,-0.05
002773.SZ,康弘药业,142.9,190.2,20.69,-0.05
688272.SH,*ST富吉,4.8,15.1,19.82,-0.05
600771.SH,广誉远,189.4,189.4,38.7,-0.05
603195.SH,公牛集团,925.6,928.7,154.5,-0.05
003040.SZ,楚天龙,41.7,88.7,19.24,-0.05
300992.SZ,泰福泵业,8.4,17.5,19.22,-0.05
300360.SZ,炬华科技,81.0,93.8,18.59,-0.05
603658.SH,安图生物,326.6,326.6,55.7,-0.05
001328.SZ,登康口腔,15.4,62.8,36.45,-0.05
300887.SZ,谱尼测试,37.2,104.4,36.31,-0.06
688367.SH,工大高科,11.7,15.6,17.91,-0.06
300191.SZ,潜能恒信,39.1,56.8,17.75,-0.06
000025.SZ,特力A,67.5,74.1,17.19,-0.06
300644.SZ,南京聚隆,14.5,18.5,17.1,-0.06
688307.SH,中润光学,6.1,29.6,33.66,-0.06
300760.SZ,迈瑞医疗,3654.3,3654.3,301.4,-0.06
300573.SZ,兴齐眼药,124.4,161.9,182.84,-0.06
600265.SH,ST景谷,21.2,21.2,16.37,-0.06
002643.SZ,万润股份,146.6,152.2,16.36,-0.06
300092.SZ,科新机电,26.6,43.5,15.88,-0.06
300790.SZ,宇瞳光学,38.1,52.4,15.5,-0.06
000708.SZ,中信特钢,781.3,781.3,15.48,-0.06
300973.SZ,立高食品,53.2,126.9,74.94,-0.07
688092.SH,爱科科技,7.7,17.0,28.65,-0.07
603331.SH,百达精工,28.8,29.1,14.3,-0.07
688203.SH,海正生材,6.9,28.9,14.25,-0.07
603685.SH,晨丰科技,23.2,23.2,13.74,-0.07
002860.SZ,星帅尔,29.2,41.3,13.45,-0.07
301258.SZ,富士莱,13.4,36.9,40.27,-0.07
001216.SZ,华瓷股份,8.3,33.1,13.14,-0.08
300523.SZ,辰安科技,58.7,58.9,25.33,-0.08
601567.SH,三星医疗,175.9,178.1,12.61,-0.08
601233.SH,桐昆股份,288.5,304.0,12.61,-0.08
301098.SZ,金埔园林,13.2,19.3,12.21,-0.08
002096.SZ,南岭民爆,45.1,150.6,12.14,-0.08
002203.SZ,海亮股份,232.2,239.8,12.07,-0.08
300720.SZ,海川智能,20.7,23.4,11.99,-0.08
300712.SZ,永福股份,66.4,66.6,35.95,-0.08
000408.SZ,藏格矿业,376.1,376.1,23.8,-0.08
300802.SZ,矩子科技,45.2,61.6,23.7,-0.08
001217.SZ,华尔泰,15.7,39.2,11.81,-0.08
300796.SZ,贝斯美,42.1,42.1,11.65,-0.09
605296.SH,神农集团,15.4,122.3,23.28,-0.09
301212.SZ,联盛化学,9.3,37.3,34.52,-0.09
301195.SZ,北路智控,16.8,68.8,78.46,-0.09
831961.BJ,创远信科,11.5,15.9,11.16,-0.09
688195.SH,腾景科技,27.2,43.0,33.25,-0.09
600036.SH,招商银行,6815.8,8332.6,33.04,-0.09
688028.SH,沃尔德,28.8,33.4,21.76,-0.09
688123.SH,聚辰股份,91.7,91.7,75.62,-0.09
002809.SZ,红墙股份,14.5,22.2,10.55,-0.09
001260.SZ,坤泰股份,6.1,24.3,21.1,-0.09
601238.SH,广汽集团,758.5,1085.1,10.35,-0.1
603123.SH,翠微股份,66.5,81.5,10.2,-0.1
873305.BJ,九菱科技,0.9,4.5,10.15,-0.1
003023.SZ,彩虹集团,10.4,21.3,20.25,-0.1
002823.SZ,凯中精密,17.0,28.7,10.0,-0.1
002153.SZ,石基信息,245.1,418.2,19.92,-0.1
300832.SZ,新产业,415.0,466.9,59.42,-0.1
300429.SZ,强力新材,37.2,51.0,9.89,-0.1
300298.SZ,三诺生物,134.7,167.0,29.59,-0.1
603053.SH,成都燃气,87.6,87.6,9.86,-0.1
836942.BJ,恒立钻具,2.6,6.0,9.76,-0.1
832225.BJ,利通科技,5.6,10.3,9.74,-0.1
000050.SZ,深天马A,228.8,236.7,9.63,-0.1
831167.BJ,鑫汇科,1.9,4.8,9.61,-0.1
002928.SZ,华夏航空,96.6,121.8,9.53,-0.1
833914.BJ,远航精密,5.7,9.5,9.51,-0.11
603022.SH,新通联,18.8,18.8,9.41,-0.11
603696.SH,安记食品,22.0,22.0,9.34,-0.11
300007.SZ,汉威科技,52.3,60.5,18.55,-0.11
833230.BJ,欧康医药,1.4,6.9,9.12,-0.11
600618.SH,氯碱化工,67.5,104.1,9.0,-0.11
300867.SZ,圣元环保,27.5,48.8,17.97,-0.11
688205.SH,德科立,16.7,68.8,70.73,-0.11
301066.SZ,万事利,12.7,33.3,17.66,-0.11
301118.SZ,恒光股份,14.3,28.2,26.48,-0.11
871245.BJ,威博液压,2.0,4.3,8.73,-0.11
603172.SH,万丰股份,5.6,23.0,17.21,-0.12
600637.SH,东方明珠,291.6,291.6,8.54,-0.12
300244.SZ,迪安诊断,128.3,159.9,25.5,-0.12
300706.SZ,阿石创,27.7,38.1,24.94,-0.12
603890.SH,春秋电子,36.1,36.1,8.22,-0.12
300106.SZ,西部牧业,17.3,17.3,8.17,-0.12
000731.SZ,四川美丰,47.6,47.6,8.13,-0.12
600366.SH,宁波韵升,85.3,89.9,8.08,-0.12
300854.SZ,中兰环保,7.5,15.9,16.08,-0.12
002455.SZ,百川股份,39.9,47.6,8.02,-0.12
000910.SZ,大亚圣象,43.8,43.8,8.01,-0.12
600731.SH,湖南海利,36.9,44.7,8.0,-0.12
603182.SH,嘉华股份,6.6,26.2,15.95,-0.13
870508.BJ,丰安股份,1.8,4.9,7.95,-0.13
000881.SZ,中广核技,61.5,75.0,7.93,-0.13
688172.SH,燕东微,28.1,281.3,23.46,-0.13
603823.SH,百合花,48.8,49.1,15.45,-0.13
300030.SZ,阳普医疗,20.7,23.8,7.7,-0.13
300371.SZ,汇中股份,16.9,25.8,15.37,-0.13
000538.SZ,云南白药,898.9,958.8,53.36,-0.13
600426.SH,华鲁恒升,639.9,643.4,30.3,-0.13
002718.SZ,友邦吊顶,9.3,19.9,15.12,-0.13
600446.SH,金证股份,139.6,139.6,14.84,-0.13
002884.SZ,凌霄泵业,40.3,52.9,14.78,-0.14
000723.SZ,美锦能源,292.7,318.9,7.37,-0.14
000626.SZ,远大控股,36.9,37.5,7.37,-0.14
836826.BJ,盖世食品,3.1,7.2,7.36,-0.14
301356.SZ,天振股份,13.1,52.3,43.56,-0.14
688297.SH,中无人机,65.8,342.8,50.78,-0.14
002020.SZ,京新药业,95.1,124.8,14.49,-0.14
601298.SH,青岛港,389.8,469.3,7.23,-0.14
002171.SZ,楚江新材,93.2,95.7,7.17,-0.14
688069.SH,德林海,14.6,23.7,28.53,-0.14
601601.SH,中国太保,1951.5,2742.8,28.51,-0.14
600360.SH,华微电子,68.0,68.0,7.08,-0.14
300862.SZ,蓝盾光电,24.1,37.0,28.06,-0.14
300295.SZ,三六五网,23.5,26.7,14.01,-0.14
603083.SH,剑桥科技,182.1,187.5,69.9,-0.14
002271.SZ,东方雨虹,553.4,701.6,27.86,-0.14
603580.SH,艾艾精工,18.2,18.2,13.92,-0.14
000089.SZ,深圳机场,142.5,142.5,6.95,-0.14
600999.SH,招商证券,1030.2,1207.1,13.88,-0.14
300865.SZ,大宏立,5.7,19.9,20.76,-0.14
601020.SH,华钰矿业,77.3,77.3,13.74,-0.15
300285.SZ,国瓷材料,217.7,272.0,27.1,-0.15
300114.SZ,中航电测,278.8,278.8,47.2,-0.15
300942.SZ,易瑞生物,14.7,54.0,13.46,-0.15
301290.SZ,东星医疗,7.6,33.5,33.4,-0.15
603301.SH,振德医疗,75.6,88.6,33.26,-0.15
002715.SZ,登云股份,18.3,18.3,13.28,-0.15
836395.BJ,朗鸿科技,1.8,6.0,6.59,-0.15
002731.SZ,萃华珠宝,31.5,33.7,13.17,-0.15
600262.SH,北方股份,33.3,33.3,19.56,-0.15
605389.SH,长龄液压,8.8,35.3,25.93,-0.15
835207.BJ,众诚科技,2.3,6.0,6.48,-0.15
301380.SZ,挖金客,8.8,35.0,51.49,-0.16
002241.SZ,歌尔股份,579.6,659.5,19.28,-0.16
603897.SH,长城科技,39.7,39.7,19.22,-0.16
603677.SH,奇精机械,24.6,24.6,12.79,-0.16
300084.SZ,海默科技,19.6,24.4,6.35,-0.16
000619.SZ,海螺新材,22.7,22.7,6.3,-0.16
603201.SH,常润股份,6.3,25.0,31.46,-0.16
600348.SH,华阳股份,302.5,302.5,12.58,-0.16
002890.SZ,弘宇股份,16.3,17.6,18.85,-0.16
688079.SH,美迪凯,22.3,50.2,12.5,-0.16
300921.SZ,南凌科技,15.4,32.8,24.95,-0.16
301193.SZ,家联科技,16.9,35.6,18.53,-0.16
002801.SZ,微光股份,28.3,56.1,24.45,-0.16
600573.SH,惠泉啤酒,30.2,30.2,12.06,-0.17
600872.SH,中炬高新,281.9,281.9,35.9,-0.17
300836.SZ,佰奥智能,12.7,19.1,29.86,-0.17
300966.SZ,共同药业,14.1,27.5,23.88,-0.17
000001.SZ,平安银行,2311.2,2311.2,11.91,-0.17
600207.SH,安彩高科,51.2,64.6,5.93,-0.17
002984.SZ,森麒麟,85.7,190.7,29.36,-0.17
300187.SZ,永清环保,37.8,37.9,5.87,-0.17
870436.BJ,大地电气,2.6,5.5,5.86,-0.17
834014.BJ,特瑞斯,3.5,11.3,11.66,-0.17
002398.SZ,垒知集团,33.8,41.6,5.81,-0.17
002328.SZ,新朋股份,32.8,44.8,5.8,-0.17
870866.BJ,绿亨科技,2.9,10.3,5.73,-0.17
837212.BJ,智新电子,3.0,6.1,5.72,-0.17
002743.SZ,富煌钢构,24.7,24.7,5.68,-0.18
300833.SZ,浩洋股份,57.6,90.8,107.65,-0.18
300132.SZ,青松股份,27.8,29.1,5.64,-0.18
002046.SZ,国机精工,59.0,59.6,11.26,-0.18
002733.SZ,雄韬股份,61.6,64.8,16.87,-0.18
831856.BJ,浩淼科技,2.8,4.4,5.61,-0.18
300818.SZ,耐普矿机,13.9,23.5,22.35,-0.18
603989.SH,艾华集团,89.4,89.4,22.3,-0.18
831445.BJ,龙竹科技,5.1,8.3,5.57,-0.18
000875.SZ,吉电股份,136.0,155.1,5.56,-0.18
300575.SZ,中旗股份,37.3,51.4,11.07,-0.18
688314.SH,康拓医疗,14.1,31.1,38.3,-0.18
600866.SH,星湖科技,40.3,90.6,5.45,-0.18
430718.BJ,合肥高科,1.1,4.9,5.44,-0.18
002667.SZ,鞍重股份,37.7,39.7,16.31,-0.18
002631.SZ,德尔未来,35.6,35.8,5.43,-0.18
688681.SH,科汇股份,10.7,17.0,16.26,-0.18
603668.SH,天马科技,70.2,70.2,16.1,-0.19
002182.SZ,云海金属,119.5,138.7,21.45,-0.19
300378.SZ,鼎捷软件,56.8,57.1,21.36,-0.19
300221.SZ,银禧科技,23.9,25.3,5.34,-0.19
600249.SH,两面针,29.3,29.3,5.33,-0.19
002212.SZ,天融信,123.9,125.7,10.61,-0.19
002548.SZ,金新农,35.2,42.7,5.3,-0.19
002278.SZ,神开股份,17.8,19.1,5.26,-0.19
600063.SH,皖维高新,101.1,113.4,5.25,-0.19
