股票代码,股票简称,流通市值,总市值,最新价,涨跌幅
002177.SZ,*ST御银,28.3,28.3,3.72,1.36
300556.SZ,丝路视觉,28.2,33.4,27.57,1.36
002126.SZ,银轮股份,105.5,112.2,14.16,1.36
600323.SH,瀚蓝环境,158.2,158.2,19.4,1.36
002885.SZ,京泉华,42.0,55.2,20.27,1.35
601111.SH,中国国航,822.9,1338.2,8.26,1.35
300466.SZ,赛摩智能,28.4,36.2,6.76,1.35
603949.SH,雪龙集团,31.5,31.7,15.03,1.35
300943.SZ,春晖智控,15.6,32.2,15.79,1.35
300098.SZ,高新兴,57.2,65.3,3.76,1.35
300828.SZ,锐新科技,17.5,23.7,14.31,1.35
002351.SZ,漫步者,92.6,167.4,18.83,1.35
603637.SH,镇海股份,20.2,20.2,8.29,1.34
834021.BJ,流金科技,7.2,9.5,3.02,1.34
002828.SZ,贝肯能源,16.1,16.7,8.31,1.34
002712.SZ,思美传媒,44.7,45.2,8.31,1.34
002462.SZ,嘉事堂,44.0,44.1,15.12,1.34
603602.SH,纵横通信,26.2,26.2,12.86,1.34
003017.SZ,大洋生物,14.1,20.0,33.32,1.34
603819.SH,神力股份,33.0,33.0,15.15,1.34
301179.SZ,泽宇智能,19.4,77.4,32.58,1.34
300968.SZ,格林精密,14.5,34.5,8.35,1.33
301052.SZ,果麦文化,33.6,44.3,60.9,1.33
300170.SZ,汉得信息,99.2,103.6,10.68,1.33
688313.SH,仕佳光子,44.7,63.1,13.75,1.33
300322.SZ,硕贝德,37.3,39.2,8.42,1.32
001234.SZ,泰慕士,6.5,23.8,22.28,1.32
300020.SZ,银江技术,62.8,79.5,10.01,1.32
600268.SH,国电南自,57.9,58.8,6.94,1.31
300176.SZ,派生科技,23.9,23.9,6.17,1.31
688138.SH,清溢光电,61.8,61.8,23.18,1.31
301280.SZ,珠城科技,8.1,34.0,34.85,1.31
831641.BJ,格利尔,2.4,7.0,9.3,1.31
002223.SZ,鱼跃医疗,314.1,334.6,33.38,1.31
300172.SZ,中电环保,22.8,31.5,4.66,1.3
002707.SZ,众信旅游,61.9,76.4,7.77,1.3
600081.SH,东风科技,36.7,55.0,11.69,1.3
002001.SZ,新和成,476.2,481.9,15.59,1.3
002412.SZ,汉森制药,34.7,35.3,7.02,1.3
603168.SH,莎普爱思,27.7,32.0,8.59,1.3
300615.SZ,欣天科技,22.1,32.7,17.2,1.3
603191.SH,望变电气,34.5,62.6,18.79,1.29
002401.SZ,中远海科,92.3,93.3,25.09,1.29
301082.SZ,久盛电气,11.9,29.2,18.06,1.29
688655.SH,迅捷兴,10.5,19.9,14.92,1.29
002290.SZ,禾盛新材,25.0,25.4,10.22,1.29
002073.SZ,软控股份,59.2,61.0,6.29,1.29
300502.SZ,新易盛,354.0,406.9,80.25,1.29
300731.SZ,科创新源,21.8,22.9,18.14,1.28
600986.SH,浙文互联,93.9,93.9,7.1,1.28
603221.SH,爱丽家居,19.0,19.0,7.9,1.28
600180.SH,瑞茂通,66.5,66.5,6.32,1.28
600082.SH,海泰发展,20.0,20.4,3.16,1.28
600661.SH,昂立教育,29.5,29.5,10.28,1.28
300554.SZ,三超新材,16.4,24.4,21.38,1.28
300032.SZ,金龙机电,50.9,50.9,6.34,1.28
603307.SH,扬州金泉,8.6,34.5,51.55,1.28
002601.SZ,龙佰集团,275.9,398.1,16.66,1.28
000951.SZ,中国重汽,177.2,177.2,15.08,1.28
002563.SZ,森马服饰,119.2,171.1,6.35,1.28
300909.SZ,汇创达,16.4,44.9,27.0,1.28
001215.SZ,千味央厨,29.8,57.1,65.96,1.27
605228.SH,神通科技,8.6,37.2,8.75,1.27
688271.SH,联影医疗,70.1,1156.0,140.27,1.27
688793.SH,倍轻松,11.9,31.4,51.02,1.27
300577.SZ,开润股份,21.4,38.3,15.97,1.27
603305.SH,旭升集团,246.3,246.3,26.39,1.27
300448.SZ,浩云科技,30.7,43.4,6.42,1.26
000037.SZ,深南电A,29.9,53.2,8.83,1.26
688260.SH,昀冢科技,11.0,19.3,16.08,1.26
002434.SZ,万里扬,105.4,105.5,8.04,1.26
300478.SZ,杭州高新,12.0,12.2,9.65,1.26
688316.SH,青云科技-U,19.8,26.3,55.49,1.26
603600.SH,永艺股份,29.2,29.2,9.66,1.26
300053.SZ,欧比特,91.8,101.0,14.5,1.26
601236.SH,红塔证券,380.2,380.2,8.06,1.26
601086.SH,国芳集团,32.2,32.2,4.84,1.26
600826.SH,兰生股份,43.8,55.9,10.49,1.25
300856.SZ,科思股份,46.7,134.0,79.15,1.25
603178.SH,圣龙股份,22.4,23.0,9.71,1.25
002383.SZ,合众思壮,39.8,48.1,6.5,1.25
003013.SZ,地铁设计,11.3,74.8,18.69,1.25
000737.SZ,北方铜业,41.3,100.9,5.69,1.25
835179.BJ,凯德石英,10.7,18.3,24.4,1.24
600863.SH,内蒙华电,266.3,266.3,4.08,1.24
301024.SZ,霍普股份,4.5,16.1,25.3,1.24
605318.SH,法狮龙,5.4,17.9,13.89,1.24
000701.SZ,厦门信达,26.9,37.0,6.55,1.24
002892.SZ,科力尔,42.9,69.2,15.58,1.23
603858.SH,步长制药,245.2,245.2,22.17,1.23
600028.SH,中国石化,6249.1,7877.2,6.57,1.23
603386.SH,骏亚科技,37.5,37.5,11.5,1.23
600189.SH,泉阳泉,47.1,47.1,6.59,1.23
300406.SZ,九强生物,78.0,135.9,23.08,1.23
688400.SH,凌云光,31.0,164.6,35.52,1.23
002981.SZ,朝阳科技,24.6,24.6,25.63,1.22
000650.SZ,仁和药业,88.9,92.7,6.62,1.22
001380.SZ,华纬科技,9.2,37.4,28.99,1.22
603061.SH,金海通,20.1,80.3,133.8,1.22
300972.SZ,万辰生物,32.3,66.4,43.23,1.22
600368.SH,五洲交通,46.8,46.8,4.16,1.22
300889.SZ,爱克股份,13.3,23.4,14.98,1.22
600015.SH,华夏银行,747.6,927.8,5.83,1.22
002963.SZ,豪尔赛,17.4,21.3,14.18,1.21
603106.SH,恒银科技,30.5,30.5,5.85,1.21
430510.BJ,丰光精密,5.3,11.0,8.36,1.21
000652.SZ,泰达股份,61.6,61.7,4.18,1.21
002445.SZ,中南文化,59.8,60.0,2.51,1.21
600355.SH,精伦电子,16.5,16.5,3.35,1.21
600477.SH,杭萧钢构,99.3,99.3,4.19,1.21
002199.SZ,东晶电子,18.4,18.4,7.55,1.21
601010.SH,文峰股份,46.6,46.6,2.52,1.2
002065.SZ,东华软件,219.6,242.3,7.56,1.2
603599.SH,广信股份,185.5,185.8,28.58,1.2
000837.SZ,秦川机床,81.7,106.0,11.79,1.2
002644.SZ,佛慈制药,64.6,64.6,12.65,1.2
688578.SH,艾力斯,57.6,125.3,27.84,1.2
605128.SH,上海沿浦,15.5,29.7,37.17,1.2
600697.SH,欧亚集团,19.7,20.2,12.69,1.2
600221.SH,海航控股,558.8,734.7,1.7,1.19
300739.SZ,明阳电路,42.0,43.2,14.45,1.19
000720.SZ,新能泰山,64.1,64.1,5.1,1.19
000790.SZ,华神科技,31.6,32.1,5.11,1.19
002899.SZ,英派斯,17.4,17.4,14.49,1.19
002014.SZ,永新股份,51.3,52.2,8.53,1.19
688392.SH,骄成超声,24.3,109.3,133.26,1.18
002448.SZ,中原内配,32.5,40.2,6.84,1.18
603105.SH,芯能科技,77.0,77.0,15.4,1.18
600133.SH,东湖高新,47.7,47.7,5.99,1.18
002562.SZ,兄弟科技,30.0,45.5,4.28,1.18
688225.SH,亚信安全,25.4,92.7,23.18,1.18
601128.SH,XD常熟银,181.9,188.6,6.88,1.18
300746.SZ,汉嘉设计,22.8,23.3,10.32,1.18
002633.SZ,申科股份,15.4,15.5,10.32,1.18
000882.SZ,华联股份,47.1,47.1,1.72,1.18
603171.SH,税友股份,38.2,171.2,42.17,1.18
603311.SH,金海高科,25.3,28.4,12.05,1.18
600776.SH,东方通信,107.0,140.5,11.19,1.18
603214.SH,爱婴室,24.2,24.2,17.24,1.17
002339.SZ,积成电子,37.1,39.1,7.76,1.17
300640.SZ,德艺文创,13.4,18.9,6.06,1.17
300128.SZ,锦富技术,47.3,47.4,4.33,1.17
000967.SZ,盈峰环境,165.6,165.7,5.21,1.17
002468.SZ,申通快递,155.6,159.7,10.43,1.16
000669.SZ,ST金鸿,11.8,11.8,1.74,1.16
002713.SZ,东易日盛,35.3,36.5,8.71,1.16
002429.SZ,兆驰股份,234.7,236.8,5.23,1.16
002998.SZ,优彩资源,10.6,22.8,6.98,1.16
002658.SZ,雪迪龙,29.9,55.0,8.73,1.16
002353.SZ,杰瑞股份,168.7,251.1,24.45,1.16
603776.SH,永安行,34.5,34.5,14.85,1.16
688132.SH,邦彦技术,9.2,39.9,26.22,1.16
300414.SZ,中光防雷,30.0,31.4,9.63,1.16
600801.SH,华新水泥,179.0,275.5,13.14,1.15
300636.SZ,同和药业,38.1,46.0,13.14,1.15
001225.SZ,和泰机电,7.5,30.0,46.44,1.15
600498.SH,烽火通信,228.5,239.6,20.19,1.15
688511.SH,天微电子,14.0,27.4,34.24,1.15
603110.SH,东方材料,47.7,47.7,23.72,1.15
002222.SZ,福晶科技,108.4,108.9,25.48,1.15
002242.SZ,九阳股份,114.5,114.7,14.95,1.15
603258.SH,电魂网络,120.7,120.7,49.33,1.15
002811.SZ,郑中设计,19.6,21.6,7.93,1.15
002719.SZ,麦趣尔,15.7,16.9,9.7,1.15
605068.SH,明新旭腾,11.6,35.9,22.06,1.15
600143.SH,金发科技,227.5,234.9,8.84,1.14
600794.SH,保税科技,42.9,42.9,3.54,1.14
688227.SH,品高股份,16.8,30.1,26.61,1.14
300956.SZ,英力股份,8.6,19.9,15.09,1.14
002017.SZ,东信和平,71.2,71.4,15.99,1.14
600235.SH,民丰特纸,18.8,18.8,5.34,1.14
300071.SZ,福石控股,40.7,42.2,4.45,1.14
002547.SZ,春兴精工,49.1,50.2,4.45,1.14
603320.SH,迪贝电气,17.4,17.4,13.39,1.13
603817.SH,海峡环保,32.4,33.5,6.26,1.13
300076.SZ,GQY视讯,22.8,22.8,5.37,1.13
002396.SZ,星网锐捷,125.3,127.4,21.49,1.13
688051.SH,佳华科技,28.4,28.4,36.74,1.13
002841.SZ,视源股份,311.7,459.5,65.52,1.13
601231.SH,环旭电子,313.5,317.2,14.37,1.13
603788.SH,宁波高发,26.1,26.1,11.68,1.13
688335.SH,复洁环保,17.5,25.6,25.18,1.12
600764.SH,中国海防,191.8,191.8,26.99,1.12
301248.SZ,杰创智能,24.0,37.4,24.32,1.12
603028.SH,赛福天,33.6,33.6,11.71,1.12
300480.SZ,光力科技,55.3,79.1,22.52,1.12
000681.SZ,视觉中国,121.4,126.5,18.06,1.12
605255.SH,天普股份,5.2,20.6,15.37,1.12
300136.SZ,信维通信,164.1,192.5,19.9,1.12
603928.SH,兴业股份,23.7,23.7,11.76,1.12
600543.SH,*ST莫高,17.4,17.4,5.43,1.12
838924.BJ,广脉科技,3.1,5.3,6.34,1.12
002376.SZ,新北洋,51.6,53.5,8.16,1.12
301239.SZ,普瑞眼科,45.5,182.1,121.74,1.11
300584.SZ,海辰药业,14.3,29.5,24.58,1.11
300606.SZ,金太阳,19.3,23.0,16.4,1.11
300792.SZ,壹网壹创,66.3,76.1,31.89,1.11
000608.SZ,阳光股份,20.5,20.5,2.74,1.11
300539.SZ,横河精密,21.8,28.4,12.8,1.11
300694.SZ,蠡湖股份,20.9,21.7,10.06,1.11
002387.SZ,维信诺,100.4,101.1,7.32,1.1
300341.SZ,麦克奥迪,65.8,65.8,12.82,1.1
300710.SZ,万隆光电,18.2,27.4,27.53,1.1
600261.SH,阳光照明,50.6,50.6,3.68,1.1
600227.SH,圣济堂,35.3,46.7,2.76,1.1
600020.SH,中原高速,82.7,82.7,3.68,1.1
301112.SZ,信邦智能,9.3,38.5,34.96,1.1
603071.SH,物产环能,39.5,92.6,16.6,1.1
300787.SZ,海能实业,29.2,46.4,20.3,1.1
002606.SZ,大连电瓷,38.8,40.6,9.23,1.1
301260.SZ,格力博,27.4,116.8,24.02,1.09
603900.SH,莱绅通灵,22.0,22.3,6.47,1.09
300072.SZ,海新能科,86.2,86.9,3.7,1.09
300364.SZ,中文在线,144.5,162.3,22.23,1.09
300009.SZ,安科生物,118.2,170.5,10.19,1.09
002036.SZ,联创电子,107.1,109.4,10.19,1.09
000705.SZ,浙江震元,23.5,27.9,8.34,1.09
002896.SZ,中大力德,40.7,40.7,26.9,1.09
300199.SZ,翰宇药业,80.3,106.5,12.06,1.09
300951.SZ,博硕科技,30.7,65.0,53.86,1.09
300384.SZ,三联虹普,38.9,56.3,17.66,1.09
301396.SZ,宏景科技,9.9,39.8,36.25,1.09
835305.BJ,云创数据,16.6,27.1,20.46,1.09
300230.SZ,永利股份,23.5,30.4,3.72,1.09
000912.SZ,泸天化,72.9,72.9,4.65,1.09
300541.SZ,先进数通,38.0,46.0,14.9,1.09
300885.SZ,海昌新材,8.5,23.4,9.32,1.08
300375.SZ,鹏翎股份,18.8,28.2,3.73,1.08
002027.SZ,分众传媒,946.0,946.0,6.55,1.08
688229.SH,博睿数据,12.2,25.8,58.06,1.08
688670.SH,金迪克,21.3,61.2,49.68,1.08
002421.SZ,达实智能,66.9,79.7,3.76,1.08
000963.SZ,华东医药,692.0,693.7,39.55,1.07
002168.SZ,惠程科技,36.8,37.1,4.71,1.07
300377.SZ,赢时胜,56.7,63.8,8.49,1.07
300394.SZ,天孚通信,263.8,290.5,73.6,1.07
600889.SH,南京化纤,17.3,17.3,4.72,1.07
688067.SH,爱威科技,9.3,15.4,22.69,1.07
603439.SH,贵州三力,73.5,73.7,17.99,1.07
301217.SZ,铜冠铜箔,30.4,109.9,13.26,1.07
002669.SZ,康达新材,35.8,37.6,12.32,1.07
000014.SZ,沙河股份,25.2,25.2,10.43,1.07
603958.SH,哈森股份,16.6,16.8,7.59,1.07
688365.SH,光云科技,72.4,76.9,18.05,1.06
600080.SH,金花股份,28.4,28.4,7.6,1.06
601088.SH,中国神华,4709.8,5674.4,28.56,1.06
002513.SZ,蓝丰生化,15.0,17.8,4.76,1.06
002566.SZ,益盛药业,19.8,28.4,8.57,1.06
300920.SZ,润阳科技,8.5,17.2,17.16,1.06
600720.SH,祁连山,88.9,89.0,11.46,1.06
300158.SZ,振东制药,58.7,58.9,5.73,1.06
603883.SH,老百姓,189.2,190.0,32.49,1.06
301076.SZ,新瀚新材,13.9,27.0,20.09,1.06
600658.SH,电子城,64.3,64.3,5.75,1.05
000851.SZ,高鸿股份,65.1,66.6,5.75,1.05
601169.SH,北京银行,1014.9,1014.9,4.8,1.05
600608.SH,ST沪科,12.2,12.6,3.84,1.05
600601.SH,*ST方科,120.1,120.1,2.88,1.05
002408.SZ,齐翔腾达,185.7,191.0,6.72,1.05
300945.SZ,曼卡龙,11.8,31.5,15.38,1.05
688207.SH,格灵深瞳,47.1,69.4,37.5,1.05
688687.SH,凯因科技,33.0,47.7,27.9,1.05
601058.SH,赛轮轮胎,324.9,324.9,10.61,1.05
600488.SH,津药药业,63.2,63.5,5.79,1.05
301386.SZ,未来电器,8.3,35.2,25.11,1.05
301119.SZ,正强股份,6.3,24.0,29.95,1.05
603023.SH,威帝股份,21.8,21.8,3.87,1.04
000810.SZ,创维数字,227.3,234.0,20.34,1.04
300259.SZ,新天科技,31.5,45.4,3.88,1.04
002873.SZ,新天药业,32.5,33.7,14.55,1.04
002154.SZ,报喜鸟,63.1,85.1,5.83,1.04
603725.SH,天安新材,16.0,16.0,7.78,1.04
603661.SH,恒林股份,50.1,50.1,36.0,1.04
603066.SH,音飞储存,35.2,35.2,11.7,1.04
003037.SZ,三和管桩,11.5,63.9,12.68,1.04
601200.SH,上海环境,109.5,109.5,9.76,1.04
000685.SZ,中山公用,97.9,115.2,7.81,1.03
605138.SH,盛泰集团,26.1,48.8,8.79,1.03
601328.SH,交通银行,2304.0,4359.2,5.87,1.03
300181.SZ,佐力药业,64.7,89.3,12.73,1.03
600162.SH,香江控股,64.1,64.1,1.96,1.03
300381.SZ,溢多利,37.4,38.5,7.85,1.03
600027.SH,华电国际,584.7,702.6,6.87,1.03
002976.SZ,瑞玛精密,31.8,31.8,26.51,1.03
833533.BJ,骏创科技,4.0,11.7,11.79,1.03
301255.SZ,通力科技,6.9,27.4,40.3,1.03
600933.SH,爱柯迪,191.1,191.1,21.63,1.03
300621.SZ,维业股份,19.3,20.5,9.85,1.03
603036.SH,如通股份,22.4,22.4,10.85,1.02
300782.SZ,卓胜微,421.1,532.3,99.72,1.02
300991.SZ,创益通,11.0,24.2,16.8,1.02
605298.SH,必得科技,6.4,20.8,14.83,1.02
600276.SH,恒瑞医药,2964.0,2966.2,46.5,1.02
002492.SZ,恒基达鑫,23.7,24.1,5.95,1.02
300970.SZ,华绿生物,16.3,27.8,23.81,1.02
603050.SH,科林电气,51.8,51.8,22.83,1.02
002003.SZ,伟星股份,78.1,92.8,8.95,1.02
605599.SH,菜百股份,70.0,92.9,11.94,1.02
002169.SZ,智光电气,61.0,62.9,7.99,1.01
688468.SH,科美诊断,30.2,44.1,11.0,1.01
300258.SZ,精锻科技,46.4,48.2,10.0,1.01
688373.SH,盟科药业-U,11.3,59.1,9.02,1.01
002875.SZ,安奈儿,16.0,27.7,13.03,1.01
002655.SZ,共达电声,46.9,47.7,13.03,1.01
301135.SZ,瑞德智能,12.2,26.7,26.09,1.01
002365.SZ,永安药业,24.5,29.6,10.04,1.01
605178.SH,时空科技,13.1,20.9,21.09,1.01
002363.SZ,隆基机械,29.3,29.5,7.03,1.01
000725.SZ,京东方A,1499.0,1535.1,4.02,1.01
301312.SZ,智立方,15.3,62.4,99.65,1.0
603316.SH,诚邦股份,16.0,16.0,6.04,1.0
300768.SZ,迪普科技,70.1,116.7,18.13,1.0
688701.SH,卓锦股份,6.1,12.2,9.07,1.0
300195.SZ,长荣股份,19.0,25.6,6.05,1.0
002782.SZ,可立克,71.8,74.2,15.14,1.0
300287.SZ,飞利信,51.9,58.0,4.04,1.0
300290.SZ,荣科科技,32.3,32.4,5.06,1.0
605151.SH,西上海,11.6,24.7,18.23,1.0
603173.SH,福斯达,12.2,48.6,30.39,1.0
601798.SH,蓝科高新,25.2,25.2,7.1,1.0
300231.SZ,银信科技,31.4,38.3,9.13,1.0
301000.SZ,肇民科技,12.1,30.2,31.51,0.99
600476.SH,湘邮科技,27.9,27.9,17.31,0.99
833429.BJ,康比特,3.3,8.9,7.13,0.99
002391.SZ,长青股份,33.1,46.3,7.13,0.99
300351.SZ,永贵电器,42.1,62.8,16.3,0.99
600215.SH,派斯林,33.2,33.2,7.14,0.99
002607.SZ,中公教育,238.6,314.5,5.1,0.99
002331.SZ,皖通科技,27.8,29.3,7.15,0.99
603328.SH,依顿电子,81.7,81.7,8.18,0.99
300354.SZ,东华测试,35.2,60.9,44.0,0.99
300225.SZ,金力泰,34.0,35.1,7.17,0.99
603617.SH,君禾股份,31.4,32.1,8.21,0.98
002486.SZ,嘉麟杰,25.6,25.6,3.08,0.98
001323.SZ,慕思股份,13.1,131.4,32.86,0.98
603879.SH,永悦科技,22.2,22.3,6.17,0.98
002186.SZ,全聚德,38.0,38.1,12.34,0.98
002423.SZ,中粮资本,189.9,189.9,8.24,0.98
002827.SZ,高争民爆,34.1,34.1,12.37,0.98
300504.SZ,天邑股份,39.7,50.6,18.57,0.98
601677.SH,明泰铝业,130.1,130.1,13.42,0.98
300194.SZ,福安药业,39.9,49.1,4.13,0.98
301209.SZ,联合化学,5.0,19.9,24.82,0.98
600620.SH,天宸股份,78.2,78.2,11.39,0.98
300843.SZ,胜蓝股份,10.0,31.0,20.71,0.98
600033.SH,福建高速,85.4,85.4,3.11,0.97
300112.SZ,万讯自控,24.6,30.5,10.37,0.97
002774.SZ,快意电梯,20.5,24.4,7.26,0.97
002055.SZ,得润电子,55.0,56.5,9.34,0.97
688589.SH,力合微,25.3,44.7,44.66,0.97
301039.SZ,中集车辆,90.4,251.6,12.47,0.97
002742.SZ,ST三圣,12.9,13.5,3.12,0.97
600704.SH,物产中大,264.2,271.2,5.22,0.97
603565.SH,中谷物流,67.3,219.7,10.46,0.97
002420.SZ,毅昌科技,24.4,25.2,6.28,0.96
603767.SH,中马传动,22.5,22.5,7.33,0.96
002616.SZ,长青集团,24.6,38.9,5.24,0.96
603716.SH,塞力医疗,19.0,19.2,9.44,0.96
001368.SZ,通达创智,7.1,28.2,25.2,0.96
601658.SH,邮储银行,593.0,5215.9,5.26,0.96
300822.SZ,贝仕达克,28.2,30.5,12.69,0.95
002161.SZ,远望谷,37.7,39.1,5.29,0.95
000034.SZ,神州数码,151.5,184.4,27.55,0.95
300682.SZ,朗新科技,236.7,244.4,22.28,0.95
300555.SZ,ST路通,12.6,12.8,6.38,0.95
603881.SH,数据港,112.6,112.6,24.46,0.95
301063.SZ,海锅股份,11.4,23.4,27.72,0.95
601788.SH,光大证券,626.6,739.6,16.04,0.94
603868.SH,飞科电器,293.5,293.5,67.37,0.94
300240.SZ,飞力达,23.3,23.8,6.43,0.94
600188.SH,兖矿能源,836.0,1382.7,27.87,0.94
300163.SZ,先锋新材,15.3,15.3,3.22,0.94
600638.SH,新黄浦,36.2,36.2,5.37,0.94
688236.SH,春立医疗,26.0,128.3,33.4,0.94
301190.SZ,善水科技,13.0,39.4,18.35,0.94
601330.SH,绿色动力,74.8,105.3,7.56,0.93
301099.SZ,雅创电子,15.0,41.5,51.84,0.93
688699.SH,明微电子,28.3,59.5,54.08,0.93
301028.SZ,东亚机械,11.7,41.0,10.83,0.93
300271.SZ,华宇软件,78.2,80.4,9.75,0.93
603711.SH,香飘飘,84.6,84.6,20.6,0.93
600571.SH,信雅达,43.6,47.0,9.78,0.93
600400.SH,红豆股份,74.7,75.1,3.26,0.93
001207.SZ,联科科技,10.5,30.0,16.3,0.93
000581.SZ,威孚高科,125.4,153.4,15.22,0.93
002106.SZ,莱宝高科,61.3,61.4,8.7,0.93
601366.SH,利群股份,45.8,46.2,5.44,0.93
600288.SH,大恒科技,52.4,52.4,12.0,0.93
603237.SH,五芳斋,13.7,56.1,54.57,0.92
000710.SZ,贝瑞基因,37.0,42.8,12.06,0.92
300227.SZ,光韵达,31.3,38.4,7.69,0.92
600536.SH,中国软件,404.9,416.7,48.44,0.92
601857.SH,中国石油,12500.4,14129.2,7.72,0.92
300214.SZ,日科化学,26.7,30.9,6.62,0.91
603798.SH,康普顿,24.3,24.3,12.16,0.91
002348.SZ,高乐股份,39.4,42.0,4.43,0.91
003043.SZ,华亚智能,15.9,44.4,55.45,0.91
002817.SZ,黄山胶囊,25.8,26.6,8.91,0.91
688525.SH,佰维存储,34.5,427.2,99.28,0.9
300980.SZ,祥源新材,10.3,21.8,20.1,0.9
300369.SZ,绿盟科技,98.9,107.3,13.41,0.9
603619.SH,中曼石油,67.1,67.1,16.77,0.9
600107.SH,美尔雅,20.1,20.1,5.59,0.9
600375.SH,汉马科技,51.4,51.4,7.85,0.9
000551.SZ,创元科技,40.5,40.9,10.13,0.9
000782.SZ,美达股份,29.7,29.7,5.63,0.9
300603.SZ,立昂技术,31.3,57.7,12.4,0.9
600239.SH,云南城投,36.3,36.3,2.26,0.89
300567.SZ,精测电子,201.1,270.3,97.18,0.89
600513.SH,联环药业,29.1,29.2,10.18,0.89
002454.SZ,松芝股份,49.6,49.8,7.92,0.89
605086.SH,龙高股份,10.4,26.1,20.38,0.89
300319.SZ,麦捷科技,74.5,78.3,9.06,0.89
001331.SZ,胜通能源,8.2,32.6,27.18,0.89
688616.SH,西力科技,7.0,18.7,12.46,0.89
301359.SZ,东南电子,5.1,20.4,23.82,0.89
603357.SH,设计总院,62.1,63.9,13.67,0.89
300300.SZ,海峡创新,30.6,30.6,4.56,0.88
301162.SZ,国能日新,58.0,95.1,95.77,0.88
002917.SZ,金奥博,29.3,39.7,11.41,0.88
000010.SZ,美丽生态,12.0,24.2,2.29,0.88
002940.SZ,昂利康,36.1,39.3,19.49,0.88
601518.SH,吉林高速,46.5,46.5,3.44,0.88
688562.SH,航天软件,20.4,124.0,30.99,0.88
603017.SH,中衡设计,28.5,28.5,10.33,0.88
000665.SZ,湖北广电,65.1,65.1,5.74,0.88
300906.SZ,日月明,7.8,19.3,24.14,0.88
300857.SZ,协创数据,40.8,70.2,28.8,0.88
002573.SZ,清新环境,62.2,82.6,5.76,0.88
688030.SH,山石网科,41.5,41.5,23.05,0.88
300310.SZ,宜通世纪,31.9,40.6,4.61,0.88
688401.SH,路维光电,14.8,66.2,49.63,0.87
002424.SZ,贵州百灵,97.0,114.0,8.08,0.87
002449.SZ,国星光电,56.7,57.2,9.25,0.87
002397.SZ,梦洁股份,20.0,26.2,3.47,0.87
603496.SH,恒为科技,45.1,45.1,19.7,0.87
688171.SH,纬德信息,8.2,20.4,24.39,0.87
605289.SH,罗曼股份,14.7,31.5,29.12,0.87
002224.SZ,三力士,22.6,34.0,4.66,0.87
002064.SZ,华峰化学,346.1,346.9,6.99,0.87
001311.SZ,多利科技,28.0,112.0,79.26,0.87
002582.SZ,好想你,27.8,36.2,8.17,0.86
000925.SZ,众合科技,44.8,45.8,8.17,0.86
688513.SH,苑东生物,33.4,65.9,54.89,0.86
603196.SH,日播时尚,58.4,58.8,24.54,0.86
301053.SZ,远信工业,5.7,20.1,24.55,0.86
600897.SH,厦门空港,59.2,59.2,19.89,0.86
002130.SZ,沃尔核材,87.6,88.4,7.02,0.86
002956.SZ,西麦食品,36.4,36.6,16.39,0.86
603189.SH,网达软件,44.3,44.3,16.42,0.86
000509.SZ,华塑控股,37.8,37.8,3.52,0.86
300228.SZ,富瑞特装,31.9,33.8,5.87,0.86
300303.SZ,聚飞光电,73.7,78.9,5.88,0.86
002393.SZ,力生制药,45.1,45.5,24.72,0.86
002772.SZ,众兴菌业,41.2,41.7,10.6,0.86
301126.SZ,达嘉维康,15.3,29.2,14.14,0.86
002338.SZ,奥普光电,79.2,79.2,33.0,0.86
600220.SH,江苏阳光,42.1,42.1,2.36,0.85
600735.SH,新华锦,24.9,25.3,5.91,0.85
600682.SH,南京新百,96.6,111.6,8.29,0.85
300150.SZ,世纪瑞尔,24.4,27.7,4.74,0.85
600326.SH,西藏天路,54.5,54.6,5.93,0.85
300702.SZ,天宇股份,54.6,90.8,26.1,0.85
300686.SZ,智动力,21.2,28.4,10.68,0.85
601890.SH,亚星锚链,102.6,102.6,10.69,0.85
688488.SH,艾迪药业,28.2,54.9,13.07,0.85
002122.SZ,汇洲智能,94.3,94.8,4.76,0.85
300383.SZ,光环新网,213.6,214.1,11.91,0.85
603269.SH,海鸥股份,16.9,16.9,10.72,0.85
600241.SH,时代万恒,24.5,24.5,8.34,0.85
301207.SZ,华兰疫苗,49.3,209.7,52.43,0.85
600150.SH,中国船舶,1280.9,1280.9,28.64,0.85
873527.BJ,夜光明,1.9,4.3,7.17,0.84
603506.SH,南都物业,22.4,22.4,11.95,0.84
600278.SH,东方创业,48.7,63.4,7.17,0.84
603150.SH,万朗磁塑,10.9,22.5,26.3,0.84
300762.SZ,上海瀚讯,75.2,75.3,11.98,0.84
000903.SZ,云内动力,46.1,47.3,2.4,0.84
002752.SZ,昇兴股份,46.9,47.0,4.81,0.84
603090.SH,宏盛股份,20.5,20.5,20.46,0.84
603766.SH,隆鑫通用,99.2,99.2,4.83,0.84
603016.SH,新宏泰,34.1,34.1,22.99,0.83
300873.SZ,海晨股份,23.4,50.3,21.81,0.83
300247.SZ,融捷健康,29.2,29.3,3.64,0.83
000638.SZ,万方发展,18.7,18.8,6.07,0.83
301269.SZ,华大九天,95.5,659.9,121.55,0.83
600218.SH,全柴动力,35.2,37.1,8.52,0.83
301016.SZ,雷尔伟,5.9,23.5,19.56,0.82
301132.SZ,满坤科技,10.4,41.5,28.15,0.82
002688.SZ,金河生物,37.5,38.2,4.9,0.82
